name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
OperatingCashFlow,"323,750,000","66,451,000","100,929,000","27,126,000","129,244,000","18,380,000","50,347,000","34,279,000","86,627,746","24,380,254","62,191,315","-606,027","-806,855","-360,587","-364,300","-356,436","-533,281","-380,187"
	CashFlowFromContinuingOperatingActivities,"323,750,000","66,451,000","100,929,000","27,126,000","129,244,000","18,380,000","50,347,000","34,279,000","86,627,746","24,380,254","62,191,315","-606,027","-806,855","-360,587","-364,300","-356,436","-533,281","-380,187"
		NetIncomeFromContinuingOperations,"204,025,000","42,230,000","23,471,000","58,266,000","80,058,000","-3,642,000","-62,326,000","-3,827,000","7,169,377","265,623","-12,888,749","-154,473","-667,488","825,598","657,614","518,317","689,830","220,333"
		OperatingGainsLosses,"-63,539,000","-27,443,000","5,358,000","-11,720,000","-29,734,000","-3,877,000","-715,000","-715,000","-707,918","-1,298,082",,,,,,,,
			GainLossOnInvestmentSecurities,"-79,674,000","-27,443,000","3,436,000","-17,479,000","-38,188,000","-3,877,000","-715,000","-715,000","-707,918","-1,298,082",,,,,,,,
		DepreciationAmortizationDepletion,"287,877,000","77,030,000","77,226,000","69,828,000","63,793,000","47,206,000","24,584,000","22,747,000","18,373,846","16,740,154",,,,,,,,
			DepreciationAndAmortization,"287,877,000","77,030,000","77,226,000","69,828,000","63,793,000","47,206,000","24,584,000","22,747,000","18,373,846","16,740,154",,,,,,,,
				Depreciation,,,,"59,708,000","49,884,000","36,884,000","21,220,000","20,072,000","18,373,846","16,740,154",,,,,,,,
				AmortizationCashFlow,,,,"10,120,000","13,909,000","10,322,000","3,364,000",,,,,,,,,,,
					AmortizationOfIntangibles,,,,"10,120,000","13,909,000","10,322,000","3,364,000",,,,,,,,,,,
		DeferredTax,"28,378,000","4,303,000","10,714,000","5,122,000","8,239,000","-1,695,000","-20,537,000","-1,692,000","648,908","479,092",,,,,,,,
			DeferredIncomeTax,"28,378,000","4,303,000","10,714,000","5,122,000","8,239,000","-1,695,000","-20,537,000","-1,692,000","648,908","479,092",,,,,,,,
		AssetImpairmentCharge,,,,,"-718,000","4,213,000","0","5,316,000","0","0",,,,,,,,
		StockBasedCompensation,"22,243,000","5,502,000","3,929,000","5,365,000","7,447,000","8,582,000","7,701,000","5,502,000","3,244,391","2,222,609",,,,,,,,
