name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
TotalRevenue,"237,852,000","54,552,000","75,556,000","58,086,000","49,658,000","43,608,000","56,242,000","37,797,000","26,361,000","28,348,000","34,393,000"
	OperatingRevenue,"237,852,000","54,552,000","75,556,000","58,086,000","49,658,000","43,608,000","56,242,000","37,797,000","26,361,000","28,348,000","34,393,000"
CostOfRevenue,"64,005,000","17,992,000","16,905,000","16,020,000","13,088,000","12,300,000","11,450,000","10,491,000","9,189,000","10,056,000","9,323,000"
GrossProfit,"173,847,000","36,560,000","58,651,000","42,066,000","36,570,000","31,308,000","44,792,000","27,306,000","17,172,000","18,292,000","25,070,000"
OperatingExpense,"117,119,000","31,979,000","30,685,000","28,018,000","26,437,000","24,666,000","22,586,000","19,515,000","16,443,000","17,263,000","19,201,000"
	SellingGeneralAndAdministration,"100,199,000","27,206,000","26,538,000","23,879,000","22,577,000","20,928,000","19,616,000","16,125,000","13,472,000","14,344,000","16,082,000"
		GeneralAndAdministrativeExpense,"38,372,000","10,750,000","10,168,000","8,875,000","8,580,000","8,139,000","6,461,000","5,214,000","4,236,000","4,349,000","5,835,000"
			OtherGandA,"38,372,000","10,750,000","10,168,000","8,875,000","8,580,000","8,139,000","6,461,000","5,214,000","4,236,000","4,349,000","5,835,000"
		SellingAndMarketingExpense,"61,827,000","16,456,000","16,370,000","15,004,000","13,997,000","12,789,000","13,155,000","10,911,000","9,236,000","9,995,000","10,247,000"
	ResearchAndDevelopment,"16,920,000","4,773,000","4,147,000","4,139,000","3,860,000","3,738,000","2,970,000","3,390,000","2,971,000","2,919,000","3,119,000"
OperatingIncome,"56,728,000","4,581,000","27,966,000","14,048,000","10,133,000","6,642,000","22,206,000","7,791,000","729,000","1,029,000","5,869,000"
NetNonOperatingInterestIncomeExpense,"360,000","122,000","92,000","79,000","67,000","62,000","62,000","83,000","132,000","260,000","291,000"
	InterestIncomeNonOperating,"360,000","122,000","92,000","79,000","67,000","62,000","62,000","83,000","132,000","260,000","291,000"
OtherIncomeExpense,"7,056,000","1,479,000","5,685,000","198,000","-306,000","137,000","-580,000","-22,000","-124,000","14,000","-377,000"
