name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990
OperatingCashFlow,"2,699,000,000","1,322,000,000","952,337,000","245,194,000","178,942,000","290,527,000","307,842,000","129,060,000","136,436,000","204,897,000","262,980,000","270,874,000","326,650,000","585,287,000","316,051,000","242,192,000","273,900,000","272,760,000","179,113,000","189,101,000","260,568,000","269,378,000","139,728,000","105,405,000","85,154,000","62,090,000","155,783,000","146,363,000","171,210,000","267,381,000","293,185,000","358,302,000","329,570,000","255,378,000","257,850,000","276,709,000","277,282,000","212,685,000","196,981,000","163,970,000","159,362,000","131,780,000","126,473,000","154,665,000","129,488,000","91,213,000","117,419,000","124,314,000","127,081,000","116,097,000","196,922,000","116,745,000","147,851,000","152,534,000","209,719,000","148,317,000","143,707,000","132,704,000","133,578,000","86,752,000","105,949,000","135,858,000","1,054,000","86,690,000","114,351,000","155,009,000","117,449,000","59,035,000","80,059,000","108,017,000","57,093,000","72,628,000","45,731,000","97,570,000","35,932,000","65,902,000","80,257,000","59,547,000","56,860,000","25,252,000","53,480,000","29,549,000","35,637,000","47,705,000","57,495,000","109,598,000","45,176,000","22,627,000","15,772,000","35,435,000","32,800,000","27,800,000","21,800,000","10,100,000","23,300,000","17,400,000","17,500,000","29,000,000","1,600,000","27,200,000","18,800,000","47,400,000","22,800,000","16,500,000","20,100,000","16,100,000","10,700,000","6,400,000","12,400,000","12,000,000","11,600,000","6,100,000","22,400,000","27,200,000","11,700,000","9,800,000","17,400,000","16,600,000","1,000,000","800,000","6,900,000","19,200,000","1,300,000","7,600,000","2,800,000","27,900,000","5,500,000","6,300,000","17,300,000"
	CashFlowFromContinuingOperatingActivities,"2,699,000,000","1,322,000,000","952,337,000","245,194,000","178,942,000","290,527,000","307,842,000","129,060,000","136,436,000","204,897,000","262,980,000","270,874,000","326,650,000","585,287,000","316,051,000","242,192,000","273,900,000","272,760,000","179,113,000","189,101,000","260,568,000","269,378,000","139,728,000","105,405,000","85,154,000","62,090,000","155,783,000","146,363,000","171,210,000","267,381,000","293,185,000","358,302,000","329,570,000","255,378,000","257,850,000","276,709,000","277,282,000","212,685,000","196,981,000","163,970,000","159,362,000","131,780,000","126,473,000","154,665,000","129,488,000","91,213,000","117,419,000","124,314,000","127,081,000","116,097,000","196,922,000","116,745,000","147,851,000","152,534,000","209,719,000","148,317,000","143,707,000","132,704,000","133,578,000","86,752,000","105,949,000","135,858,000","1,054,000","86,690,000","114,351,000","155,009,000","117,449,000","59,035,000","80,059,000","108,017,000","57,093,000","72,628,000","45,731,000","97,570,000","35,932,000","65,902,000","80,257,000","59,547,000","56,860,000","25,252,000","53,480,000","29,549,000","35,637,000","47,705,000","57,495,000","109,598,000","45,176,000","22,627,000","15,772,000","35,435,000","32,800,000","27,800,000","21,800,000","10,100,000","23,300,000","17,400,000","17,500,000","29,000,000","1,600,000","27,200,000","18,800,000","47,400,000","22,800,000","16,500,000","20,100,000","16,100,000","10,700,000","6,400,000","12,400,000","12,000,000","11,600,000","6,100,000","22,400,000","27,200,000","11,700,000","9,800,000","17,400,000","16,600,000","1,000,000","800,000","6,900,000","19,200,000","1,300,000","7,600,000","2,800,000","27,900,000","5,500,000","6,300,000","17,300,000"
		NetIncomeFromContinuingOperations,"1,640,000,000","608,000,000","938,468,000","62,714,000","30,464,000","126,354,000","131,206,000","-14,961,000","30,374,000","53,910,000","146,940,000","90,358,000","181,009,000","262,763,000","275,045,000","122,336,000","42,431,000","117,231,000","-44,441,000","17,587,000","21,527,000","105,720,000","-292,760,000","-10,260,000","-62,910,000","-51,194,000","-111,124,000","-15,514,000","-27,508,000","40,255,000","-221,771,000","100,788,000","118,420,000","107,031,000","77,946,000","69,889,000","89,114,000","42,824,000","40,866,000","36,609,000",,,"26,363,000","28,482,000","54,677,000","12,886,000","49,109,000","3,899,000","21,682,000","28,696,000","36,364,000","38,897,000","25,502,000","47,580,000","43,700,000","66,990,000","54,625,000","45,975,000","42,047,000","35,453,000","41,376,000","48,547,000","32,126,000","189,020,000","46,864,000","53,165,000","58,505,000","33,756,000","35,422,000","20,762,000","32,227,000","17,822,000","19,318,000","19,011,000","19,783,000","22,668,000","17,904,000","-39,223,000","8,654,000","6,126,000","2,121,000","-798,000","-15,601,000","10,031,000","13,592,000","39,062,000","17,071,000","6,138,000","-3,082,000","5,345,000","5,500,000","4,500,000","900,000","-2,400,000","0","-1,700,000","3,200,000","3,800,000","10,200,000","3,700,000","3,300,000","11,100,000","7,500,000","4,400,000","2,300,000","6,600,000","-4,000,000","-71,900,000","-3,900,000","-6,800,000","-1,800,000","-3,100,000","-1,300,000","5,200,000","1,300,000","-2,800,000","1,100,000","3,900,000","1,700,000","100,000","-2,400,000","2,800,000","-300,000","-1,900,000","-1,800,000","5,300,000","8,400,000","-500,000","1,600,000"
		OperatingGainsLosses,"599,000,000","389,000,000","-78,366,000","201,099,000","87,100,000","13,167,000","-43,269,000","42,222,000","-43,733,000","-16,074,000","-67,146,000","-14,956,000","-67,299,000","-10,441,000","-46,729,000","-22,107,000","3,128,000","36,466,000","123,994,000","14,126,000","-11,117,000","-31,878,000","41,438,000","-3,932,000","28,135,000","-22,357,000","-18,485,000","-21,119,000","-30,787,000","3,424,000","-112,692,000","-31,879,000","-11,437,000","1,285,000","-16,750,000","-4,421,000","-276,000","96,000","16,901,000","-10,799,000","-56,827,000","584,000","-26,974,000","-3,854,000","-34,564,000","2,010,000","-111,356,000","1,782,000","-4,387,000","7,667,000","-29,702,000","14,241,000","26,959,000","-6,241,000","-51,212,000","6,413,000","6,889,000","5,061,000","17,374,000","8,815,000","2,403,000","-2,268,000","6,949,000","-224,401,000","14,975,000","19,857,000","10,236,000","23,419,000","12,039,000","32,215,000","7,696,000","24,939,000","13,578,000","24,551,000","16,187,000","14,559,000","19,077,000","110,346,000","19,533,000","11,429,000","16,203,000","11,090,000","40,187,000","19,986,000","21,644,000","6,830,000","9,336,000","6,466,000","14,016,000","4,731,000","14,300,000","0","2,300,000","4,400,000","7,200,000","8,600,000","4,900,000","4,500,000","5,700,000","4,100,000","4,000,000","4,300,000","4,000,000","3,800,000","4,400,000","1,600,000","5,800,000","116,400,000","1,600,000","6,900,000","-400,000","4,500,000","1,300,000","1,000,000","1,400,000","1,000,000","1,700,000","1,100,000","4,000,000","1,100,000","1,600,000","1,400,000","800,000","2,600,000","-3,800,000","7,400,000","-2,800,000","3,100,000","900,000"
			GainLossOnSaleOfPPE,,,,,,,,,"241,000","-71,000","-2,000","-36,000","0","1,500,000","1,477,000","-25,655,000","-544,000","41,049,000","-1,933,000","11,872,000","1,403,000","223,000","1,089,000","1,245,000","877,000","-1,354,000","-52,000","-3,755,000","79,000","-138,000","-19,855,000","-46,000","1,496,000","1,285,000","-16,750,000","-4,421,000","-276,000","96,000","16,407,000",,,,,,,,,"-265,000","-4,387,000","-759,000",,,,"-12,707,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"599,000,000","391,000,000","-80,641,000","201,283,000","87,120,000","13,238,000","-43,621,000","42,253,000","-43,974,000","-16,062,000","2,158,000","-11,060,000","-63,649,000","-8,257,000","-46,060,000","3,537,000","3,668,000","-5,577,000","29,427,000","837,000","-13,806,000","-33,384,000","37,664,000","-6,904,000","27,184,000","-18,994,000","-12,018,000","-17,364,000","-30,866,000","3,562,000","-92,837,000","-31,833,000","-12,933,000",,,,,,"45,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,"0","0","0","0","0","0","0","59,000","-69,302,000","-3,860,000","-3,650,000","-3,684,000","-2,146,000","11,000","4,000","994,000","96,500,000","1,417,000","1,286,000","1,283,000","2,685,000","1,727,000","74,000","-2,009,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"959,000,000","360,000,000","410,014,000","97,289,000","91,549,000","94,148,000","96,497,000","99,649,000","94,622,000","100,135,000","106,439,000","110,889,000","96,147,000","92,258,000","129,269,000","121,172,000","84,910,000","82,128,000","143,128,000","146,267,000","144,322,000","135,100,000","141,218,000","139,490,000","147,533,000","161,887,000","149,876,000","144,326,000","152,512,000","175,497,000","173,765,000","154,014,000","157,563,000","147,418,000","182,030,000","168,980,000","151,389,000","148,653,000","115,984,000","110,448,000","114,616,000","110,357,000","92,499,000","90,293,000","83,225,000","77,124,000","91,504,000","109,617,000","67,687,000","58,275,000","55,491,000","54,886,000","55,108,000","55,785,000","52,510,000","48,895,000","42,482,000","41,516,000","38,550,000","37,744,000","34,262,000","33,395,000","32,160,000","32,088,000","32,792,000","31,935,000","29,112,000","26,578,000","26,112,000","26,656,000","26,758,000","27,734,000","24,622,000","24,229,000","23,985,000","23,647,000","23,764,000","23,507,000","24,429,000","25,420,000","23,453,000","23,210,000","25,814,000","22,716,000","16,198,000","15,891,000","15,112,000","13,217,000","12,464,000","12,648,000","11,800,000","13,800,000","14,800,000","13,000,000","10,000,000","11,100,000","10,300,000","9,800,000","9,300,000","10,700,000","10,100,000","10,500,000","12,200,000","10,500,000","10,200,000","9,800,000","9,000,000","11,400,000","13,100,000","13,700,000","16,700,000","13,400,000","14,600,000","9,900,000","9,700,000","8,700,000","8,400,000","7,700,000","7,800,000","7,700,000","7,700,000","8,300,000","5,800,000","6,500,000","-300,000","15,200,000","7,600,000","4,200,000","6,500,000"
			DepreciationAndAmortization,,"360,000,000","410,014,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,510,000","48,895,000","42,482,000","41,516,000","38,550,000","37,744,000","34,262,000","33,395,000","32,160,000","32,088,000","32,792,000","31,935,000","29,112,000","26,578,000","26,112,000","26,656,000","26,758,000","27,734,000","24,622,000","24,229,000","23,985,000","23,647,000","23,764,000","23,507,000","24,429,000","25,420,000","23,453,000","23,210,000","25,814,000","22,716,000","16,198,000","15,891,000","15,112,000","13,217,000","12,464,000","12,648,000","11,800,000","13,800,000","14,800,000","13,000,000","10,000,000","11,100,000","10,300,000","9,800,000","9,300,000","10,700,000","10,100,000","10,500,000","12,200,000","10,500,000","10,200,000","9,800,000","9,000,000","11,400,000","13,100,000","13,700,000","16,700,000","13,400,000","14,600,000","9,900,000","9,700,000","8,700,000","8,400,000","7,700,000","7,800,000","7,700,000","7,700,000","8,300,000","5,800,000","6,500,000","-300,000","15,200,000","7,600,000","4,200,000","6,500,000"
				Depreciation,,"360,000,000","410,014,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
