name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
TotalRevenue,"19,108,216,000","4,932,181,000","4,851,920,000","4,728,325,000","4,595,790,000","4,041,477,000","4,128,841,000","4,141,801,000","2,086,706,000","1,968,647,000","2,099,452,000","2,148,110,000","2,150,088,000","1,961,267,000","2,011,447,000","2,067,245,000","2,103,994,000","1,993,915,000","1,996,646,000","2,000,159,000","1,909,624,000","1,772,591,000","1,793,262,000","1,855,212,000","1,911,582,000","1,775,961,000","1,861,540,000","1,923,899,000","1,916,718,000","1,816,330,000","1,995,485,000","2,078,150,000","2,005,165,000","1,810,825,000","1,880,071,000","1,931,260,000","1,893,953,000","1,808,059,000","1,644,363,000","1,656,186,000","1,672,734,000","1,606,018,000","1,589,522,000","1,580,376,000","1,524,515,000","1,431,305,000","1,331,587,000","1,324,555,000","1,259,121,000","1,148,599,000","1,132,722,000","1,152,427,000","1,159,218,000","1,179,590,000","1,429,794,000","1,628,087,000","1,587,753,000","1,465,206,000","1,489,181,000","1,545,607,000","1,518,108,000","1,450,556,000","1,376,053,000","1,343,066,000","1,335,976,000","1,265,508,000","1,236,722,000","1,131,449,000","1,062,060,000","990,871,000","987,932,000","974,508,000","931,020,000","847,793,000","850,119,000","825,601,000","820,238,000","790,807,000","815,465,000","852,949,000","848,449,000","808,917,000","880,286,000","905,554,000","944,136,000","928,057,000","993,754,000","974,671,000","989,311,000","923,360,000","875,300,000","903,200,000","864,200,000","777,400,000"
	OperatingRevenue,"19,108,216,000","4,932,181,000","4,851,920,000","4,728,325,000","4,595,790,000","4,041,477,000","4,128,841,000","4,141,801,000","2,086,706,000","1,968,647,000","2,099,452,000","2,148,110,000","2,150,088,000","1,961,267,000","2,011,447,000","2,067,245,000","2,103,994,000","1,993,915,000","1,996,646,000","2,000,159,000","1,909,624,000","1,772,591,000","1,793,262,000","1,855,212,000","1,911,582,000","1,775,961,000","1,861,540,000","1,923,899,000","1,916,718,000","1,816,330,000","1,995,485,000","2,078,150,000","2,005,165,000","1,810,825,000","1,880,071,000","1,931,260,000","1,893,953,000","1,808,059,000","1,644,363,000","1,656,186,000","1,672,734,000","1,606,018,000","1,589,522,000","1,580,376,000","1,524,515,000","1,431,305,000","1,331,587,000","1,324,555,000","1,259,121,000","1,148,599,000","1,132,722,000","1,152,427,000","1,159,218,000","1,179,590,000","1,429,794,000","1,628,087,000","1,587,753,000","1,465,206,000","1,489,181,000","1,545,607,000","1,518,108,000","1,450,556,000","1,376,053,000","1,343,066,000","1,335,976,000","1,265,508,000","1,236,722,000","1,131,449,000","1,062,060,000","990,871,000","987,932,000","974,508,000","931,020,000","847,793,000","850,119,000","825,601,000","820,238,000","790,807,000","815,465,000","852,949,000","848,449,000","808,917,000","880,286,000","905,554,000","944,136,000","928,057,000","993,754,000","974,671,000","989,311,000","923,360,000","875,300,000","903,200,000","864,200,000","777,400,000"
CostOfRevenue,"15,078,077,000","3,883,074,000","3,844,038,000","3,720,332,000","3,630,633,000","3,230,441,000","3,356,891,000","3,356,259,000","1,692,931,000","1,592,249,000","1,709,657,000","1,747,913,000","1,741,114,000","1,578,771,000","1,621,117,000","1,670,037,000","1,704,100,000","1,613,966,000","1,613,470,000","1,614,814,000","1,543,510,000","1,422,573,000","1,444,735,000","1,490,173,000","1,532,113,000","1,420,793,000","1,497,990,000","1,543,113,000","1,535,084,000","1,448,639,000","1,593,327,000","1,655,787,000","1,593,437,000","1,436,032,000","1,503,901,000","1,535,609,000","1,501,403,000","1,426,979,000","1,307,093,000","1,317,432,000","1,337,062,000","1,286,268,000","1,261,483,000","1,264,745,000","1,217,666,000","1,145,255,000","1,061,304,000","1,066,769,000","1,016,169,000","921,183,000","915,765,000","931,536,000","935,306,000","941,413,000","1,145,448,000","1,311,731,000","1,277,423,000","1,169,561,000","1,187,261,000","1,232,520,000","1,210,022,000","1,151,533,000","1,088,848,000","1,067,406,000","1,065,422,000","1,012,403,000","984,098,000","923,136,000","867,474,000","805,689,000","802,936,000","791,942,000","747,313,000","686,941,000","690,045,000","671,942,000","669,338,000","645,375,000","666,275,000","706,462,000","698,996,000","663,273,000","727,942,000","746,335,000","779,305,000","760,938,000","823,216,000","796,372,000","817,187,000","759,569,000","718,600,000","746,400,000","703,100,000","638,200,000"
GrossProfit,"4,030,139,000","1,049,107,000","1,007,882,000","1,007,993,000","965,157,000","811,036,000","771,950,000","785,542,000","393,775,000","376,398,000","389,795,000","400,197,000","408,974,000","382,496,000","390,330,000","397,208,000","399,894,000","379,949,000","383,176,000","385,345,000","366,114,000","350,018,000","348,527,000","365,039,000","379,469,000","355,168,000","363,550,000","380,786,000","381,634,000","367,691,000","402,158,000","422,363,000","411,728,000","374,793,000","376,170,000","395,651,000","392,550,000","381,080,000","337,270,000","338,754,000","335,672,000","319,750,000","328,039,000","315,631,000","306,849,000","286,050,000","270,283,000","257,786,000","242,952,000","227,416,000","216,957,000","220,891,000","223,912,000","238,177,000","284,346,000","316,356,000","310,330,000","295,645,000","301,920,000","313,087,000","308,086,000","299,023,000","287,205,000","275,660,000","270,554,000","253,105,000","252,624,000","208,313,000","194,586,000","185,182,000","184,996,000","182,566,000","183,707,000","160,852,000","160,074,000","153,659,000","150,900,000","145,432,000","149,190,000","146,487,000","149,453,000","145,644,000","152,344,000","159,219,000","164,831,000","167,119,000","170,538,000","178,299,000","172,124,000","163,791,000","156,700,000","156,800,000","161,100,000","139,200,000"
OperatingExpense,"3,077,488,000","765,078,000","787,598,000","778,527,000","746,285,000","677,785,000","679,190,000","607,447,000","378,505,000","315,485,000","305,987,000","306,464,000","311,024,000","311,770,000","299,830,000","299,691,000","308,711,000","306,708,000","301,732,000","296,095,000","283,009,000","282,929,000","266,519,000","272,484,000","291,482,000","285,660,000","273,592,000","274,438,000","291,381,000","280,506,000","277,980,000","289,115,000","295,895,000","281,834,000","265,615,000","272,005,000","282,659,000","244,173,000","287,014,000","235,722,000","239,621,000","236,218,000","236,553,000","223,879,000","221,853,000","221,305,000","210,242,000","196,540,000","191,597,000","189,140,000","174,357,000","174,719,000","176,274,000","194,646,000","211,137,000","217,805,000","213,494,000","218,572,000","203,132,000","203,791,000","204,481,000","216,488,000","194,052,000","175,483,000","175,826,000","176,180,000","178,121,000","161,007,000","145,671,000","146,620,000","145,567,000","141,678,000","140,836,000","134,593,000","-414,235,000","130,131,000","131,941,000","126,873,000","130,932,000","128,156,000","127,831,000","127,231,000","132,173,000","134,944,000","136,823,000","144,188,000","147,501,000","135,945,000","134,047,000","132,417,000","130,400,000","118,600,000","124,500,000","115,400,000"
	SellingGeneralAndAdministration,"2,873,163,000","718,098,000","733,689,000","721,795,000","699,581,000","636,576,000","637,914,000","561,971,000","359,750,000","299,392,000","289,915,000","290,852,000","295,842,000","296,528,000","284,154,000","284,073,000","292,888,000","290,829,000","285,473,000","280,021,000","267,288,000","266,964,000","249,930,000","255,547,000","274,523,000","269,286,000","256,971,000","258,151,000","275,242,000","264,585,000","260,939,000","271,697,000","278,709,000","265,462,000","248,646,000","255,202,000","265,506,000","227,456,000","275,884,000","225,812,000","231,179,000","228,139,000","227,807,000","216,205,000","214,212,000","213,759,000","203,991,000","190,577,000","185,977,000","183,039,000","168,238,000","168,309,000","169,914,000","187,489,000","204,574,000","211,262,000","206,802,000","211,639,000","193,527,000","194,753,000","195,295,000","207,558,000","184,641,000","168,830,000","169,512,000","169,898,000","170,812,000","157,300,000","141,987,000","142,681,000","141,517,000","137,246,000","136,181,000","129,588,000","127,609,000","124,983,000","126,820,000","121,740,000","125,733,000","123,157,000","123,424,000","122,069,000","124,101,000","127,043,000","129,187,000","136,825,000","141,071,000","128,591,000","128,190,000","126,457,000","128,800,000","113,000,000","115,200,000","110,400,000"
	DepreciationAmortizationDepletionIncomeStatement,"204,325,000","46,980,000","53,909,000","56,732,000","46,704,000","41,209,000","41,276,000","45,476,000","18,755,000","16,093,000","16,072,000","15,612,000","15,182,000","15,242,000","15,676,000","15,618,000","15,823,000","15,879,000","16,259,000","16,074,000","15,721,000","15,965,000","16,589,000","16,937,000","16,959,000","16,374,000","16,621,000","16,287,000","16,139,000","15,921,000","17,041,000","17,418,000","17,186,000","16,372,000","16,969,000","16,803,000","17,153,000","16,717,000","11,130,000","9,910,000","8,442,000","8,079,000","8,746,000","7,674,000","7,641,000","7,546,000","6,251,000","5,963,000","5,620,000","6,101,000","6,119,000","6,410,000","6,360,000","7,157,000","6,563,000","6,543,000","6,692,000","6,933,000","9,605,000","9,038,000","9,186,000","8,930,000","9,411,000","6,653,000","6,314,000","6,282,000","7,309,000","3,707,000","3,684,000","3,939,000","4,050,000","4,432,000","4,655,000","5,005,000","7,156,000","5,148,000","5,121,000","5,133,000","5,199,000","4,999,000","4,407,000","5,162,000","8,072,000","7,901,000","7,636,000","7,363,000","6,430,000","7,354,000","5,857,000","5,960,000","1,600,000","5,600,000","9,300,000","5,000,000"
		DepreciationAndAmortizationInIncomeStatement,"204,325,000","46,980,000","53,909,000","56,732,000","46,704,000","41,209,000","41,276,000","45,476,000","18,755,000","16,093,000","16,072,000","15,612,000","15,182,000","15,242,000","15,676,000","15,618,000","15,823,000","15,879,000","16,259,000","16,074,000","15,721,000","15,965,000","16,589,000","16,937,000","16,959,000","16,374,000","16,621,000","16,287,000","16,139,000","15,921,000","17,041,000","17,418,000","17,186,000","16,372,000","16,969,000","16,803,000","17,153,000","16,717,000","11,130,000","9,910,000","8,442,000","8,079,000","8,746,000","7,674,000","7,641,000","7,546,000","6,251,000","5,963,000","5,620,000","6,101,000","6,119,000","6,410,000","6,360,000","7,157,000","6,563,000","6,543,000","6,692,000","6,933,000","9,605,000","9,038,000","9,186,000","8,930,000","9,411,000","6,653,000","6,314,000","6,282,000","7,309,000","3,707,000","3,684,000","3,939,000","4,050,000","4,432,000","4,655,000","5,005,000","7,156,000","5,148,000","5,121,000","5,133,000","5,199,000","4,999,000","4,407,000","5,162,000","8,072,000","7,901,000","7,636,000","7,363,000","6,430,000","7,354,000","5,857,000","5,960,000","1,600,000","5,600,000","9,300,000","5,000,000"
OperatingIncome,"952,651,000","284,029,000","220,284,000","229,466,000","218,872,000","133,251,000","92,760,000","178,095,000","15,270,000","60,913,000","83,808,000","93,733,000","97,950,000","70,726,000","90,500,000","97,517,000","91,183,000","73,241,000","81,444,000","89,250,000","83,105,000","67,089,000","82,008,000","92,555,000","87,987,000","69,508,000","89,958,000","106,348,000","90,253,000","87,185,000","124,178,000","133,248,000","115,833,000","92,959,000","110,555,000","123,646,000","109,891,000","136,907,000","50,256,000","103,032,000","96,051,000","83,532,000","91,486,000","91,752,000","84,996,000","64,745,000","60,041,000","61,246,000","51,355,000","38,276,000","42,600,000","46,172,000","47,638,000","43,531,000","73,209,000","98,551,000","96,836,000","77,073,000","98,788,000","109,296,000","103,605,000","82,535,000","93,153,000","100,177,000","94,728,000","76,925,000","74,503,000","47,306,000","48,915,000","38,562,000","39,429,000","40,888,000","42,871,000","26,259,000","574,309,000","23,528,000","18,959,000","18,559,000","18,258,000","18,331,000","21,622,000","18,413,000","20,171,000","24,275,000","28,008,000","22,931,000","23,037,000","42,354,000","38,077,000","31,374,000","26,300,000","38,200,000","36,600,000","23,800,000"
NetNonOperatingInterestIncomeExpense,"-261,320,000","-63,620,000","-60,390,000","-69,720,000","-67,590,000","-70,373,000","-74,310,000","-74,540,000","-60,583,000","-16,472,000","-16,222,000","-13,508,000","-17,307,000","-17,120,000","-16,841,000","-17,050,000","-17,741,000","-19,783,000","-17,603,000","-17,311,000","-16,816,000","-16,721,000","-17,502,000","-20,792,000","-19,452,000","-18,829,000","-9,908,000","-20,417,000","-18,613,000","-20,894,000","-20,241,000","-20,798,000","-20,337,000","-20,688,000","-20,608,000","-21,304,000","-21,769,000","-21,926,000","-14,669,000","-12,654,000","-11,477,000","-8,962,000","-11,952,000","-15,079,000","-13,931,000","-12,641,000","-15,885,000","-13,748,000","-14,400,000","-13,530,000","-13,805,000","-13,599,000","-13,821,000","-12,518,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
