name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016
TotalRevenue,"2,162,068,000","492,941,000","516,724,000","581,244,000","571,159,000","535,589,000","504,087,000","490,423,000","443,408,000","371,726,000","451,784,000","444,815,000","432,149,000","408,893,000","370,280,000","366,236,000","318,295,000","316,741,000","295,906,000","295,563,000","258,285,000","245,075,000","237,775,000","236,004,000"
	OperatingRevenue,"2,162,068,000","492,941,000","516,724,000","581,244,000","571,159,000","535,589,000","504,087,000","490,423,000","443,408,000","371,726,000","451,784,000","444,815,000","432,149,000","408,893,000","370,280,000","366,236,000","318,295,000","316,741,000","295,906,000","295,563,000","258,285,000","245,075,000","237,775,000","236,004,000"
CostOfRevenue,"1,180,805,000","282,851,000","283,920,000","308,327,000","305,707,000","289,199,000","287,744,000","270,972,000","244,298,000","220,115,000","249,597,000","243,513,000","241,785,000","224,445,000","207,131,000","201,068,000","176,877,000","178,535,000","168,523,000","166,548,000","146,047,000","139,692,000","131,053,000","125,926,000"
GrossProfit,"981,263,000","210,090,000","232,804,000","272,917,000","265,452,000","246,390,000","216,343,000","219,451,000","199,110,000","151,611,000","202,187,000","201,302,000","190,364,000","184,448,000","163,149,000","165,168,000","141,418,000","138,206,000","127,383,000","129,015,000","112,238,000","105,383,000","106,722,000","110,078,000"
OperatingExpense,"1,069,949,000","286,970,000","263,502,000","274,767,000","244,710,000","270,609,000","256,694,000","238,984,000","213,377,000","197,666,000","193,689,000","201,142,000","188,610,000","189,015,000","147,738,000","154,271,000","133,302,000","128,454,000","111,771,000","119,471,000","112,028,000","101,368,000","105,835,000","83,550,000"
	SellingGeneralAndAdministration,"1,069,949,000","286,970,000","263,502,000","274,767,000","244,710,000","270,609,000","256,694,000","238,984,000","213,377,000","197,666,000","193,689,000","201,142,000","188,610,000","189,015,000","147,738,000","154,271,000","133,302,000","128,454,000","111,771,000","119,471,000","112,028,000","101,368,000","105,835,000","83,550,000"
OperatingIncome,"-88,686,000","-76,880,000","-30,698,000","-1,850,000","20,742,000","-24,219,000","-40,351,000","-19,533,000","-14,267,000","-46,055,000","8,498,000","160,000","1,754,000","-4,567,000","15,411,000","10,897,000","8,116,000","9,752,000","15,612,000","9,544,000","210,000","4,015,000","887,000","26,528,000"
NetNonOperatingInterestIncomeExpense,"1,062,000","194,000","171,000","334,000","363,000","444,000","642,000","1,161,000","1,033,000","1,372,000","1,477,000","1,653,000","1,759,000","1,463,000","1,170,000","1,399,000",,,,,,,,
	InterestIncomeNonOperating,,"194,000","171,000","334,000",,,,,,,,,"1,759,000","1,463,000","1,170,000","1,399,000",,,,,,,,
	TotalOtherFinanceCost,,,,,"-363,000","-444,000","-642,000","-1,161,000","-1,033,000","-1,372,000","-1,477,000","-1,653,000",,,,,,,,,,,,
