name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992
TotalRevenue,"3,093,833,000","793,710,000","776,693,000","754,474,000","768,956,000","627,417,000","554,552,000","517,716,000","295,851,000","615,106,000","694,030,000","586,536,000","602,645,000","599,481,000","567,580,000","580,882,000","593,178,000","590,691,000","571,815,000","555,392,000","569,869,000","563,426,000","603,146,000","560,018,000","558,862,000","553,693,000","526,841,000","526,688,000","529,107,000","517,973,000","499,673,000","499,114,000","496,406,000","481,431,000","475,075,000","469,699,000","470,118,000","463,018,000","464,695,000","453,819,000","454,749,000","435,754,000","477,696,000","430,417,000","430,746,000","418,765,000","416,710,000","418,352,000","418,909,000","405,433,000","400,642,000","400,640,000","407,944,000","392,794,000","400,353,000","405,116,000","407,134,000","393,803,000","406,291,000","375,536,000","373,167,000","356,583,000","360,696,000","325,337,000","322,573,000","306,366,000","328,276,000","292,807,000","288,336,000","268,224,000","266,097,000","247,683,000","234,920,000","220,534,000","214,523,000","197,832,000","188,620,000","172,860,000","174,394,000","161,982,000","165,360,000","150,234,000","148,754,000","137,620,000","132,235,000","120,521,000","125,633,000","111,321,000","105,216,000","96,111,000","95,100,000","91,900,000","85,800,000","74,800,000","72,823,000","68,600,000","64,300,000","59,500,000","58,789,000","53,600,000","51,000,000","45,200,000","43,505,458","42,200,000","39,200,000","35,400,000","34,400,000","29,400,000","28,500,000","25,000,000","24,200,000","22,200,000","20,400,000","18,700,000","18,400,000","17,400,000","17,400,000","13,800,000","12,700,000","14,100,000"
	OperatingRevenue,"3,093,833,000","793,710,000","776,693,000","754,474,000","768,956,000","627,417,000","554,552,000","517,716,000","295,851,000","615,106,000","694,030,000","586,536,000","602,645,000","599,481,000","567,580,000","580,882,000","593,178,000","590,691,000","571,815,000","555,392,000","569,869,000","563,426,000","603,146,000","560,018,000","558,862,000","553,693,000","526,841,000","526,688,000","529,107,000","517,973,000","499,673,000","499,114,000","496,406,000","481,431,000","475,075,000","469,699,000","470,118,000","463,018,000","464,695,000","453,819,000","454,749,000","435,754,000","477,696,000","430,417,000","430,746,000","418,765,000","416,710,000","418,352,000","418,909,000","405,433,000","400,642,000","400,640,000","407,944,000","392,794,000","400,353,000","405,116,000","407,134,000","393,803,000","406,291,000","375,536,000","373,167,000","356,583,000","360,696,000","325,337,000","322,573,000","306,366,000","328,276,000","292,807,000","288,336,000","268,224,000","266,097,000","247,683,000","234,920,000","220,534,000","214,523,000","197,832,000","188,620,000","172,860,000","174,394,000","161,982,000","165,360,000","150,234,000","148,754,000","137,620,000","132,235,000","120,521,000","125,633,000","111,321,000","105,216,000","96,111,000","95,100,000","91,900,000","85,800,000","74,800,000","72,823,000","68,600,000","64,300,000","59,500,000","58,789,000","53,600,000","51,000,000","45,200,000","43,505,458","42,200,000","39,200,000","35,400,000","34,400,000","29,400,000","28,500,000","25,000,000","24,200,000","22,200,000","20,400,000","18,700,000","18,400,000","17,400,000","17,400,000","13,800,000","12,700,000","14,100,000"
CostOfRevenue,"1,844,418,000","484,264,000","467,023,000","449,375,000","443,756,000","365,607,000","345,321,000","318,759,000","194,951,000","377,887,000","409,053,000","346,541,000","352,359,000","353,497,000","336,789,000","338,135,000","345,657,000","346,433,000","331,246,000","320,919,000","321,844,000","322,974,000","342,646,000","315,405,000","312,144,000","316,431,000","298,244,000","297,706,000","295,118,000","297,781,000","288,845,000","287,307,000","281,444,000","278,812,000","266,029,000","263,340,000","264,109,000","265,276,000","-63,046,000","370,950,000","365,975,000","356,466,000","391,178,000","354,869,000","352,785,000","345,436,000","342,358,000","343,549,000","339,181,000","333,083,000","328,993,000","330,105,000","333,686,000","333,080,000","341,679,000","342,565,000","333,975,000","329,160,000","331,587,000","303,198,000","298,178,000","293,194,000","288,978,000","263,423,000","256,739,000","248,539,000","259,678,000","232,650,000","228,591,000","213,884,000","212,009,000","202,782,000","188,095,000","176,094,000","171,315,000","157,038,000","149,024,000","138,104,000","137,663,000","129,058,000","130,080,000","119,788,000","118,323,000","109,966,000","105,320,000","97,625,000","99,475,000","87,494,000","83,234,000","76,485,000","70,300,000","75,200,000","70,400,000","62,500,000","160,033,000","20,500,000","19,300,000","18,200,000","45,513,000","41,400,000","39,500,000","35,700,000","34,870,679","33,400,000","30,300,000","27,100,000","-26,800,000","22,600,000","21,700,000","19,200,000","-20,200,000","16,800,000","15,600,000","14,700,000","5,800,000","5,300,000","5,400,000","4,200,000","3,900,000","4,200,000"
GrossProfit,"1,249,415,000","309,446,000","309,670,000","305,099,000","325,200,000","261,810,000","209,231,000","198,957,000","100,900,000","237,219,000","284,977,000","239,995,000","250,286,000","245,984,000","230,791,000","242,747,000","247,521,000","244,258,000","240,569,000","234,473,000","248,025,000","240,452,000","260,500,000","244,613,000","246,718,000","237,262,000","228,597,000","228,982,000","233,989,000","220,192,000","210,828,000","211,807,000","214,962,000","202,619,000","209,046,000","206,359,000","206,009,000","197,742,000","527,741,000","82,869,000","88,774,000","79,288,000","86,518,000","75,548,000","77,961,000","73,329,000","74,352,000","74,803,000","79,728,000","72,350,000","71,649,000","70,535,000","74,258,000","59,714,000","58,674,000","62,551,000","73,159,000","64,643,000","74,704,000","72,338,000","74,989,000","63,389,000","71,718,000","61,914,000","65,834,000","57,827,000","68,598,000","60,157,000","59,745,000","54,340,000","54,088,000","44,901,000","46,825,000","44,440,000","43,208,000","40,794,000","39,596,000","34,756,000","36,731,000","32,924,000","35,280,000","30,446,000","30,431,000","27,654,000","26,915,000","22,896,000","26,158,000","23,827,000","21,982,000","19,626,000","24,800,000","16,700,000","15,400,000","12,300,000","-87,210,000","48,100,000","45,000,000","41,300,000","13,276,000","12,200,000","11,500,000","9,500,000","8,634,779","8,800,000","8,900,000","8,300,000","61,200,000","6,800,000","6,800,000","5,800,000","44,400,000","5,400,000","4,800,000","4,000,000","12,600,000","12,100,000","12,000,000","9,600,000","8,800,000","9,900,000"
OperatingExpense,"1,110,017,000","280,027,000","284,228,000","273,037,000","272,725,000","251,822,000","232,964,000","221,935,000","182,074,000","238,611,000","254,040,000","213,031,000","210,187,000","215,836,000","196,417,000","208,989,000","210,395,000","212,707,000","206,710,000","200,156,000","197,362,000","196,103,000","213,240,000","194,550,000","191,528,000","188,668,000","189,802,000","187,327,000","184,236,000","179,138,000","176,036,000","177,632,000","171,761,000","169,360,000","168,487,000","166,631,000","163,334,000","160,311,000","497,504,000","41,183,000","44,787,000","46,963,000","43,782,000","41,030,000","41,691,000","41,718,000","38,369,000","43,394,000","42,433,000","43,673,000","45,667,000","43,199,000","45,299,000","41,733,000","43,263,000","41,528,000","43,191,000","40,922,000","52,572,000","44,505,000","39,594,000","37,946,000","48,060,000","37,252,000","33,009,000","32,099,000","34,555,000","27,788,000","25,120,000","26,195,000","25,296,000","25,923,000","20,177,000","19,978,000","21,168,000","20,116,000","17,602,000","16,750,000","17,928,000","15,681,000","16,093,000","15,424,000","14,863,000","13,462,000","12,493,000","11,636,000","13,150,000","11,369,000","9,919,000","11,018,000","14,700,000","8,300,000","8,100,000","7,400,000","-90,824,000","42,700,000","40,000,000","37,600,000","9,442,000","7,900,000","7,900,000","7,100,000","7,578,027","6,400,000","6,000,000","6,000,000","58,500,000","4,400,000","3,900,000","3,500,000","41,600,000","2,900,000","2,600,000","2,500,000","10,900,000","10,200,000","10,000,000","8,500,000","7,500,000","8,400,000"
	SellingGeneralAndAdministration,"190,832,000","49,123,000","47,679,000","45,802,000","48,228,000","44,427,000","40,177,000","37,795,000","35,712,000","43,960,000","44,083,000","39,746,000","37,247,000","39,123,000","36,604,000","37,469,000","41,423,000","39,274,000","34,587,000","35,364,000","35,295,000","36,287,000","38,863,000","36,057,000","35,785,000","35,337,000","35,705,000","33,277,000","35,345,000","33,075,000","29,169,000","29,641,000","29,042,000","31,242,000","29,323,000","28,805,000","27,811,000","28,789,000","26,763,000","22,450,000","26,278,000","28,665,000","24,348,000","23,442,000","24,208,000","24,265,000","20,312,000","25,492,000","24,407,000","25,518,000","26,529,000","24,511,000","26,544,000","23,130,000","24,482,000","23,473,000","24,830,000","22,829,000","35,237,000","28,661,000","23,961,000","22,556,000","33,855,000","23,787,000","20,019,000","19,706,000","21,631,000","16,413,000","14,477,000","16,002,000","14,831,000","16,889,000","11,921,000","11,791,000","13,449,000","13,141,000","10,882,000","10,204,000","11,693,000","9,772,000","10,561,000","10,245,000","9,931,000","8,911,000","8,400,000","7,755,000","9,169,000","7,822,000","6,868,000","7,915,000","11,700,000","5,400,000","5,400,000","5,000,000","-86,964,000","38,500,000","36,000,000","33,400,000","5,200,000","4,800,000","4,700,000","4,300,000","4,934,312","3,400,000","3,400,000","3,500,000","56,500,000","3,000,000","2,500,000","2,300,000","40,600,000","1,900,000","1,800,000","1,700,000","10,100,000","9,600,000","9,500,000","8,100,000","7,200,000","8,000,000"
		GeneralAndAdministrativeExpense,"190,832,000","49,123,000","47,679,000","45,802,000","48,228,000","44,427,000","40,177,000","37,795,000","35,712,000","43,960,000","44,083,000","39,746,000","37,247,000","39,123,000","36,604,000","37,469,000","41,423,000","39,274,000","34,587,000","35,364,000","35,295,000","36,287,000","38,863,000","36,057,000","35,785,000","35,337,000","35,705,000","33,277,000","35,345,000","33,075,000","29,169,000","29,641,000","29,042,000","31,242,000","29,323,000","28,805,000","27,811,000","28,789,000","26,763,000","170,442,000","175,381,000","173,751,000",,"166,791,000","164,785,000","163,523,000",,"162,760,000","160,445,000","160,687,000",,"156,498,000","161,687,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"145,630,000","146,086,000","142,980,000",,"139,085,000","139,469,000","137,498,000",,"137,268,000","136,038,000","135,169,000",,"131,987,000","135,143,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"190,832,000","49,123,000","47,679,000","45,802,000","48,228,000","44,427,000","40,177,000","37,795,000","35,712,000","43,960,000","44,083,000","39,746,000","37,247,000","39,123,000","36,604,000","37,469,000","41,423,000","39,274,000","34,587,000","35,364,000","35,295,000","36,287,000","38,863,000","36,057,000","35,785,000","35,337,000","35,705,000","33,277,000","35,345,000","33,075,000","29,169,000","29,641,000","29,042,000","31,242,000","29,323,000","28,805,000","27,811,000","28,789,000","26,763,000","24,812,000","29,295,000","30,771,000",,"27,706,000","25,316,000","26,025,000",,"25,492,000","24,407,000","25,518,000",,"24,511,000","26,544,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"89,153,000","21,505,000","22,849,000","22,576,000","22,223,000","22,006,000","22,612,000","22,651,000","22,590,000","23,562,000","23,770,000","21,342,000","21,659,000","21,362,000","24,157,000","24,090,000","23,727,000","24,002,000","23,237,000","22,999,000","23,297,000","23,196,000","23,451,000","21,634,000","21,461,000","21,464,000","21,911,000","21,317,000","21,158,000","21,177,000","21,120,000","20,930,000","20,534,000","20,251,000","20,452,000","19,661,000","19,215,000","19,230,000","18,893,000","18,733,000","18,509,000","18,298,000","19,434,000","17,588,000","17,483,000","17,453,000","18,057,000","17,902,000","18,026,000","18,155,000","19,138,000","18,688,000","18,755,000","18,603,000","18,781,000","18,055,000","18,361,000","18,093,000","17,335,000","15,844,000","15,633,000","15,390,000","14,205,000","13,465,000","12,990,000","12,393,000","12,924,000","11,375,000","10,643,000","10,193,000","10,465,000","9,034,000","8,256,000","8,187,000","7,719,000","6,975,000","6,720,000","6,546,000","6,235,000","5,909,000","5,532,000","5,179,000","4,932,000","4,551,000","4,093,000","3,881,000","3,981,000","3,547,000","3,051,000","3,103,000","3,000,000","2,900,000","2,700,000","2,400,000","-3,860,000","4,200,000","4,000,000","4,200,000","-2,404,000","3,100,000","3,200,000","2,800,000","2,643,715","3,000,000","2,600,000","2,500,000","2,000,000","1,400,000","1,400,000","1,200,000","1,000,000","1,000,000","800,000","800,000","800,000","600,000","500,000","400,000","300,000","400,000"
