name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998
		DepreciationAndAmortizationInIncomeStatement,"63,521,000","16,140,000","16,104,000","15,633,000","15,644,000","15,777,000","15,735,000","15,298,000","15,035,000","14,956,000","14,863,000","12,715,000","12,777,000","11,999,000","11,741,000","11,018,000","11,731,000","11,707,000","12,225,000","12,447,000","12,209,000","12,290,000","11,774,000","11,752,000","11,444,000","11,287,000","10,330,000","7,180,000","7,423,000","7,234,000","6,814,000","6,779,000","6,770,000","7,315,000","6,333,000","6,580,000","5,944,000","5,877,000","5,088,000","4,297,000","3,742,000","3,650,000","3,523,000","3,475,000","3,369,000","3,320,000","3,239,000","3,144,000","2,968,000","3,049,000","2,755,000","2,860,000","2,829,000","2,946,000","2,924,000","2,881,000","2,832,000","2,740,000","2,812,000","2,539,000","2,350,000","2,066,000","2,557,000","2,368,000","2,289,000","2,405,000","2,177,000","2,219,000","2,201,000","1,714,000","2,341,000","2,140,000","2,242,000","2,197,000","2,546,000","2,500,000","2,787,000","3,869,000","4,000,000","4,061,000","4,231,000",,,,,"-4,829,000","6,921,000","6,867,000","5,868,000","4,533,000","3,800,000","2,600,000","2,400,000","2,300,000",,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-364,000",,,,,,,,,,,,,,,,,,,,,,,,"5,544,000","5,460,000",,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"470,074,000","138,753,000","126,290,000","103,776,000","101,255,000","86,252,000","65,993,000","50,579,000","-16,308,000","62,693,000","49,688,000","61,869,000","60,334,000","62,275,000","62,683,000","70,987,000","-55,119,000","63,281,000","48,622,000","51,042,000","41,017,000","39,113,000","34,343,000","46,548,000","29,036,000","7,278,000","16,510,000","29,013,000","32,904,000","28,092,000","32,509,000","34,416,000","28,479,000","24,480,000","27,302,000","23,165,000","20,343,000","18,313,000","13,147,000","18,264,000","17,009,000","15,352,000","17,094,000","25,407,000","25,942,000","26,246,000","20,492,000","21,905,000","19,272,000","13,709,000","6,019,000","4,992,000","-6,769,000","-5,186,000","5,587,000","21,488,000","23,754,000","20,178,000","21,180,000","25,382,000","25,113,000","19,351,000","21,408,000","21,148,000","20,348,000","20,637,000","18,715,000","18,086,000","18,744,000","18,624,000","17,104,000","15,470,000","14,583,000","11,290,000","6,246,000","5,158,000","1,622,000","1,142,000","183,000","342,000","1,310,000","-7,233,000","-2,449,000","175,000","-2,923,000","15,827,000","14,952,000","13,588,000","18,540,000","18,605,000","14,500,000","11,500,000","10,300,000","23,400,000","10,000,000","90,900,000","90,900,000"
NetNonOperatingInterestIncomeExpense,"-25,293,000","-6,473,000","-7,029,000","-6,365,000","-5,426,000","-7,592,000","-7,298,000","-7,494,000","-6,894,000","-6,998,000","-6,919,000","-4,210,000","-4,057,000","-4,169,000","-4,282,000","-4,337,000","-4,103,000","-1,772,000","-2,665,000","-2,579,000","-2,660,000","-2,052,000","-2,402,000","-2,736,000","-3,061,000","1,452,000","-372,000","-544,000","-299,000","-358,000","288,000","-920,000","-794,000","-261,000","-873,000","-638,000","-591,000","-644,000","-360,000","-762,000","-599,000","-511,000","-310,000","-389,000","-581,000","-68,000","-401,000","-1,258,000","-808,000","1,424,000","-1,345,000","-1,259,000","3,291,000","-4,742,000","13,527,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,024,000",,,,,,,"4,733,000","-2,903,000","14,794,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"25,293,000","6,473,000","7,029,000","6,365,000","5,426,000","7,592,000","7,298,000","7,494,000","6,894,000","6,998,000","6,919,000","4,210,000","4,057,000","4,169,000","4,282,000","4,337,000","4,103,000","1,772,000","2,665,000","2,579,000","2,660,000",,"2,402,000","2,736,000","3,061,000",,,"544,000","299,000","358,000",,"920,000","794,000","261,000","873,000","638,000","591,000","644,000","360,000","762,000",,,,,,,,,,,"1,345,000","1,259,000","1,442,000","1,839,000","1,267,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,"6,919,000","4,210,000","4,057,000","4,169,000","4,282,000","4,337,000","4,103,000","1,772,000","2,665,000","2,579,000","2,660,000","2,052,000","2,402,000","2,736,000","3,061,000","-1,452,000","372,000","544,000","299,000","358,000","-288,000","920,000","794,000","261,000","873,000","638,000","591,000","644,000","360,000","762,000","599,000",,"310,000","389,000","581,000","68,000","401,000","1,258,000","808,000",,"-893,000",,"-3,291,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-11,880,000","-14,116,000","-7,277,000","5,066,000","4,447,000","10,820,000","14,097,000","-2,130,000","-16,325,000","-51,359,000","-13,038,000","1,133,000","1,826,000","7,802,000","2,401,000","-4,600,000","4,491,000","-3,322,000","7,689,000","3,828,000","3,252,000","-2,039,000","399,000","-879,000","-20,261,000","3,209,000","-37,669,000","-2,646,000","-74,000","4,397,000","-1,060,000","2,362,000","-7,709,000","2,018,000","1,132,000","4,352,000","-1,415,000","-420,000","-1,145,000","-13,966,000","-1,017,000","2,761,000","678,000","-2,617,000","-2,022,000","3,092,000","1,948,000","785,000","-1,501,000","576,000","2,602,000","-335,000","-18,160,000","-25,021,000","-16,431,000","839,000","1,063,000","833,000","652,000","894,000","923,000","635,000","758,000","774,000","996,000","527,000","451,000","580,000","443,000","-1,227,000","505,000","492,000","423,000","795,000","-59,000","98,000","-8,355,000","664,000","354,000","-15,885,000","361,000","-7,795,000",,"-34,839,000","-49,428,000",,,,,,,,,"-92,200,000","1,000,000",,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"390,000",,"23,000","49,000","414,000","839,000","1,063,000","833,000","652,000","894,000","923,000","635,000","758,000","774,000","996,000","527,000","451,000","580,000","443,000","-1,227,000","505,000","492,000","423,000","379,000","162,000","243,000","171,000","664,000","354,000","396,000","361,000",,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"0","0","0","0","0","0","-838,000","-2,407,000","-27,487,000","-40,466,000","-18,093,000",,,"0","0","0","0","0","0","202,000","-280,000","-6,279,000","-3,801,000","0","-24,520,000","-2,436,000","-30,577,000","0","0","0","418,000","0","-9,886,000","0","0","0","-3,682,000","-2,921,000","-4,441,000","-13,966,000","-1,017,000","2,761,000","678,000","-2,617,000","-2,022,000","3,092,000","1,948,000","785,000","-1,501,000","576,000","2,602,000","-335,000","-18,183,000","-25,070,000","-16,845,000",,,,,,,,,,,,,,,,,,,"416,000","-221,000","-145,000","-8,526,000","0",,"-16,281,000",,"-8,936,000",,"-34,839,000","-49,428,000",,,,,,,,,"-92,200,000","1,000,000",,
		RestructuringAndMergernAcquisition,"0","0","0","0","0","0","838,000","2,407,000","27,487,000","40,466,000","18,093,000",,,"0","0","0","0","0","0","-202,000","280,000","6,279,000","3,801,000","0","24,520,000","2,436,000","30,577,000","0","0","0","-418,000","0","9,886,000","0","0","0","3,682,000","2,921,000","4,441,000","15,495,000",,"0","929,000","0",,"0","0","2,130,000","0","80,000","-364,000","2,774,000","18,183,000","25,070,000","16,845,000",,,,,,,,,,,,,,,,,,,"0",,,"8,526,000","0",,"16,281,000",,,,"34,839,000","49,428,000",,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,529,000",,"-2,761,000","-1,607,000","2,617,000",,"-3,092,000","-1,948,000","-2,915,000","1,501,000","-656,000","-2,238,000","-2,439,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-11,880,000","-14,116,000","-7,277,000","5,066,000","4,447,000","10,820,000","14,935,000","277,000","11,162,000","-10,893,000","5,055,000","1,133,000","1,826,000","7,802,000","2,401,000","-4,600,000","4,491,000","-3,322,000","7,689,000","3,626,000","3,532,000","4,240,000","4,200,000","-879,000","4,259,000","5,645,000","-7,092,000","-2,646,000","-74,000","4,397,000","-1,478,000","2,362,000","2,177,000","2,018,000","1,132,000","4,352,000","2,267,000","2,501,000","3,296,000","1,529,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"432,901,000","118,164,000","111,984,000","102,477,000","100,276,000","89,480,000","72,792,000","40,955,000","-39,527,000","4,336,000","29,731,000","58,792,000","58,103,000","65,908,000","60,802,000","62,050,000","-54,731,000","58,187,000","53,646,000","52,291,000","41,609,000","35,022,000","32,340,000","42,933,000","5,714,000","11,939,000","-21,531,000","25,823,000","32,531,000","32,131,000","31,737,000","35,858,000","19,976,000","26,237,000","27,561,000","26,879,000","18,337,000","17,249,000","11,642,000","3,536,000","15,393,000","17,602,000","17,462,000","22,401,000","23,339,000","29,270,000","22,039,000","21,432,000","16,963,000","15,709,000","7,276,000","3,398,000","-21,661,000","-29,192,000","-27,319,000","20,304,000","24,134,000","21,241,000","24,957,000","26,181,000","26,611,000","19,884,000","22,072,000","20,276,000","20,267,000","20,203,000","22,537,000","16,666,000","17,618,000","17,905,000","15,216,000","13,122,000","12,434,000","9,898,000","4,467,000","2,453,000","-8,904,000","-1,904,000","-2,434,000","-17,529,000","-374,000","-17,163,000","-4,054,000","-37,120,000","-53,192,000","15,014,000","12,525,000","10,987,000","17,813,000","18,337,000","14,800,000","11,700,000","10,200,000","-70,000,000","9,100,000",,
TaxProvision,"102,056,000","25,105,000","26,927,000","26,145,000","23,879,000","22,729,000","21,204,000","12,877,000","-8,672,000","4,957,000","8,775,000","15,760,000","14,453,000","15,401,000","15,420,000","14,833,000","-16,110,000","15,988,000","26,316,000","15,619,000","12,210,000","7,398,000","8,075,000","11,906,000","1,725,000","5,749,000","-5,355,000","8,392,000","10,174,000","7,134,000","9,576,000","10,907,000","5,909,000","5,703,000","6,727,000","8,677,000","7,385,000","5,595,000","2,753,000","2,684,000","5,605,000","6,152,000","6,038,000","7,726,000","8,435,000","9,285,000","8,598,000","8,288,000","6,521,000","6,245,000","-244,000","879,000","-7,365,000","-12,711,000","-4,549,000","7,583,000","9,293,000","6,328,000","9,353,000","9,966,000","10,434,000","6,980,000","8,100,000","7,484,000","7,600,000","430,000","6,375,000","6,342,000","6,448,000","4,963,000","5,897,000","4,905,000","4,486,000","1,543,000","744,000","475,000","456,000","503,000","479,000","488,000","570,000","-1,354,000","2,572,000","-6,253,000","-7,293,000","7,019,000","5,622,000","4,879,000","7,806,000","7,926,000","6,500,000","5,200,000","4,600,000","2,900,000","4,000,000",,
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,"120,000","62,000","100,000","29,000","110,000","97,000","60,000","30,000","112,000","113,000","29,000","79,000","185,000","181,000","540,000","725,000","485,000","778,000","452,000","466,000","677,000","470,000","557,000","465,000","543,000","593,000","344,000","630,000","578,000","293,000","472,000","507,000","354,000","534,000","512,000","462,000","-548,000","390,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"326,360,000","91,664,000","82,303,000","74,118,000","72,926,000","64,576,000","49,942,000","27,048,000","-30,977,000","-804,000","19,771,000","42,338,000","42,507,000","49,739,000","44,496,000","45,549,000","-38,670,000","40,716,000","26,952,000","35,929,000","28,753,000","26,664,000","23,670,000","29,882,000","3,164,000","5,810,000","-16,049,000","17,804,000","22,858,000","25,254,000","22,716,000","25,403,000","14,533,000","21,211,000","21,304,000","18,759,000","11,417,000","12,197,000","9,482,000","1,196,000","10,418,000","12,028,000","11,717,000","15,147,000","15,411,000","20,339,000","13,975,000","13,656,000","10,904,000","8,916,000","7,910,000","2,745,000","-14,273,000","-17,200,000","-22,356,000","13,560,000","15,904,000","15,746,000","16,256,000","17,109,000","17,100,000","13,539,000","14,730,000","13,566,000","13,663,000","20,300,000","16,613,000","10,904,000","11,613,000","11,715,000","9,824,000","8,709,000","8,371,000","8,734,000","3,885,000","2,221,000","-9,189,000","-1,984,000","-2,804,000","-18,017,000","-583,000","-13,272,000","-7,253,000","-30,867,000","-46,859,000","7,995,000","6,903,000","6,108,000","10,007,000","10,411,000","8,300,000","6,500,000","5,600,000","-72,900,000","5,100,000","700,000","700,000"
	NetIncome,"326,360,000","91,664,000","84,101,000","75,772,000","74,823,000","66,190,000","51,319,000","27,778,000","-30,833,000","-802,000","19,993,000","42,804,000","42,951,000","50,264,000","44,964,000","46,034,000","-38,611,000","41,160,000","27,247,000","36,331,000","29,041,000","26,924,000","23,897,000","30,152,000","3,208,000","5,855,000","-15,995,000","17,971,000","23,082,000","25,482,000","22,939,000","25,403,000","14,533,000","21,211,000","21,304,000","18,759,000","11,417,000","12,197,000","9,482,000","1,196,000","10,418,000","12,028,000","11,717,000","15,147,000","15,411,000","20,339,000","13,975,000","13,656,000","10,904,000","8,916,000","7,910,000","2,745,000","-14,273,000","-17,200,000","-22,356,000","13,560,000","15,904,000","15,746,000","16,256,000","17,109,000","17,100,000","13,539,000","14,730,000","13,566,000","13,663,000","20,300,000","16,613,000","10,904,000","11,613,000","11,715,000","9,824,000","8,709,000","8,371,000","8,734,000","3,885,000","2,221,000","-9,189,000","-1,743,000","-2,559,000","-18,017,000","-583,000","-13,272,000","-7,253,000","-30,867,000","-46,859,000","7,995,000","6,903,000","6,108,000","10,007,000","10,411,000","8,300,000","6,500,000","5,600,000","-72,900,000","5,100,000","700,000","700,000"
		NetIncomeIncludingNoncontrollingInterests,"330,845,000","93,059,000","85,057,000","76,332,000","76,397,000","66,751,000","51,588,000","28,078,000","-30,855,000","-621,000","20,956,000","43,032,000","43,650,000","50,627,000","45,444,000","47,317,000","-38,592,000","42,309,000","27,427,000","36,732,000","29,429,000","27,736,000","24,378,000","31,056,000","4,068,000","6,375,000","-15,995,000","17,971,000","23,082,000","25,482,000","22,939,000","25,403,000","14,533,000","21,211,000","21,304,000","18,759,000","11,417,000","12,197,000","9,482,000","1,196,000","10,418,000","12,028,000","11,717,000","15,147,000","15,411,000","20,339,000","13,975,000","13,656,000","10,904,000","8,916,000","7,910,000","2,745,000","-14,273,000","-17,200,000","-22,356,000","13,560,000","15,904,000","15,746,000","16,256,000","17,109,000","17,100,000","13,539,000","14,730,000","13,566,000","13,663,000","20,300,000","16,613,000","10,904,000","11,613,000","11,715,000","9,824,000","8,709,000","8,371,000","8,734,000","3,885,000","2,221,000","-9,189,000","-1,743,000","-2,559,000","-18,017,000","-583,000","-15,809,000","-6,626,000","-29,917,000","-45,899,000","9,224,000","7,764,000","7,207,000","10,778,000","11,245,000","9,000,000","7,100,000","6,300,000","-72,200,000","5,700,000","700,000","700,000"
