name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997
MarketCap,"6,676,323,324","6,835,156,818","7,845,784,008","7,394,564,576","6,206,016,151","5,943,626,563","13,532,515,371","11,064,445,996","12,575,826,323","7,625,831,017","9,701,854,721","5,611,704,172","11,267,680,242","8,807,699,520","7,756,075,028","10,731,112,347","8,661,893,660","4,814,247,359","3,596,124,535","2,918,113,536","1,865,548,919","1,626,241,878","1,497,414,123","3,337,739,432","912,884,809","893,381,541","1,760,387,228","1,347,436,778","1,263,325,580","549,183,005","597,777,578","871,532,356","1,215,422,824","912,804,565","769,006,610","1,772,716,414","1,213,807,068","1,176,163,283","817,958,478","351,346,247","84,975,607","209,044,399","101,128,621","152,022,210","194,029,645","209,364,160","238,187,196","205,552,819","177,647,035","130,241,507","161,323,548","189,944,947","135,446,613","56,525,497","46,823,983","86,104,894","79,622,338","129,589,546","90,873,212","137,012,449","150,231,750","143,723,234","169,121,442","192,803,134","198,606,337","401,705,897","176,580,500","116,646,540","102,507,565","110,367,634","84,936,411","74,053,773","86,697,100","109,362,498","140,275,525","161,331,967","189,856,600","91,665,295","132,813,334","139,910,116","77,741,547","213,725,783","253,590,328","171,365,941","178,818,089","87,479,571","102,163,717","168,872,485","165,388,163","208,234,833","88,291,354","45,473,483","45,900,714","38,384,105","53,383,981","45,019,102","69,806,260","79,515,011","75,801,436","79,305,203","67,594,839"
EnterpriseValue,"5,800,365,324","5,857,675,818","7,405,011,008","6,825,559,576","5,619,968,151","5,077,915,563","12,485,110,371","9,769,694,996","11,157,890,323","7,230,703,017","9,139,124,721","4,989,884,172","10,401,389,242","8,054,341,520","7,378,661,028","10,221,407,347","8,043,713,660","4,166,238,359","3,009,776,535","2,628,384,536","1,488,924,919","1,324,546,878","1,120,872,123","3,234,741,432","804,705,809","724,288,541","1,683,764,228","1,216,209,778","1,103,482,580","345,167,005","368,035,578","593,614,356","991,875,824","657,507,565","497,052,610","1,618,243,414","1,047,623,068","990,259,283","632,054,478","328,655,247","56,223,607","170,982,399","56,634,621","107,528,210","141,724,645","187,984,160","206,521,196","171,528,819","142,867,035","91,720,507","114,878,548","141,533,947","117,858,613","34,103,497","37,424,349","73,832,949","62,942,921","111,478,871","67,940,602","119,868,257","123,185,639","110,571,102","130,696,422","148,329,647","154,132,850","352,259,388","145,623,089","85,689,129","70,321,327","73,176,142","65,421,095","50,948,948","57,522,961","72,952,919","102,676,389","133,672,457","159,516,111","79,952,561","113,519,689","117,443,088","39,916,219","188,128,662","227,993,207","136,637,099","152,198,147","55,367,472","64,016,056","158,298,295","154,813,973","193,854,551","76,691,354","43,073,483","41,500,714","31,684,105","44,883,981","34,119,102","56,606,260","63,715,011","58,201,436","60,805,203","49,994,839"
ForwardPeRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-0.093","1.343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"8.291","9.044","11.089","12.199","10.672","10.757","26.472","23.641","29.428","18.909","25.492","15.333","31.958","26.231","25.912","42.753","39.921","28.191","30.623","43.001","79.424","265.898","1,012.693","2,185.03","660.27","658.819","59,144.212","1,220.328","339.231","54.478","45.796","50.924","66.515","57.206","33.387","59.716","32.205","23.362","16.313","8.075","1.931","4.247","1.884","2.833","3.455","4.986","8.015","10.632","10.29","7.583","7.729","7.988","7.268","2.579","2.151","3.791","4.257","8.062","6.924","46.884","256.519","1,236.263","111.164","40.299","41.517","83.61","41.741","31.941","270.292","293.373","197.315","264.427","126.518","134.783","144.634","160.707","231.045","106.959","158.719","145.303","83.404","267.054","359.141","681.718","919.637","67.359","74.223","114.676","143.8","183.974","730.878","224.75","221.285","177.939","236.029","380.534","679.042","795.15","686.68","603.792","598.5"
PbRatio,"7.791","7.365","16.71","15.243","11.59","7.803","15.17","10.61","10.985","9.32","9.749","5.105","8.375","8.56","12.122","15.409","11.29","6.148","5.171","7.753","4.347","4.83","3.676","27.48","6.569","4.693","14.285","8.148","6.293","2.218","2.089","2.906","5.308","3.693","3.114","19.958","14.135","9.527","6.614","16.774","6.06","6.74","3.185","4.788","5.52","227.57",,"49.376","21.046","5.549","6.827","9.739","35.757","2.469","2.976","5.27","3.748","6.234","3.445","5.658","4.852","3.811","3.813","3.847","3.963","7.185","4.773","3.153","2.655","2.542","3.233","2.387","2.41","2.54","3.233","4.635","4.953","4.65","5.656","5.417","1.923","7","8.305","4.538","6.201","2.622","2.64","14.915","14.607","13.86","7.419","14.669","8.661","5.258","5.932","3.949","4.533","4.677","4.142","4.264","3.841"
EnterprisesValueRevenueRatio,"7.574","27.784","36.757","36.037","34.25","34.56","86.022","67.881","81.229","63.609","91.288","50.382","109.872","92.567","87.409","130.232","109.395","64.489","52.548","57.196","42.527","81.052","206.765",,,,"1,343.786",,,,"13,630.947","560.542","384.001","108.001","189.281","388.254","355.006","221.336","86.158","43.393","5.017","15.25","4.169","14.291","12.233","13.149","13.309","19.711","35.744","76.117","22.346","22.292","40.02","10.827","6.829","14.279","12.632","19.82","13.1","41.172","52.388","206.273","7,460.267","11,193.001","8,305.467","5,340.338","102.736","26.11","1,788.573","1,619.228","229.075","5,567.583","1,585.922","733.556","759.547","322.606","982.182","309.986","670.896","505.802","201.912","791.471","772.05","444.277","1,744.112","3,464.798","2,560.642","1,295.244","8,482.957","171.269",,"430.735","415.007","316.841","448.84","341.191","566.063","637.15",,"608.052","499.948"
EnterprisesValueEBITDARatio,"-22.997","-75.455","-77.381","-318.698","-97.771","-35.557","-76.847","-55.543","-85.428","2,613.192","-41.847","-45.237","-39.835","-128.144","-56.37","-162.779","-82.392","-164.426","39.214","-147.995","-26.443","-35.22","-13.315","-58.327","-13.274","-12.422","-26.689","-24.107","-27.036","-5.698","-8.448","-18.195","-33.84","-26.73","-15.261","-65.659","-62.258","-66.176","-63.638","-50.33","-10.823","-26.22","-6.692","-9.777","-14.353","-35.522","-155.279","-49.834","-19.528","-12.415","-31.431","-55.136","-25.028","-10.664","-15.163","-13.204","-13.895","-32.013","-13.164","-15.031","-14.75","-11.511","-15.856","-21.975","-22.318","-39.167","-33.286","-60.102","-15.101","-14.458","-14.807","-9.946","-7.954","-9.96","-15.319","-30.872","-49.715","-25.396","-30.089","-23.38","-5.265","-24.657","-50.718","-42.328","-41.414","-16.059","-19.564","-63.199","-53.757","-165.98","-33.344","-21.537","-21.842","-21.123","-17.954","-20.07","-35.379","-45.511","-72.752","-67.561","-49.995"
