name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016
MarketCap,"5,518,790,468","7,255,532,185","10,830,062,821","8,886,111,037","7,519,913,577","7,579,536,862","7,016,360,357","5,391,769,374","4,784,228,671","3,081,913,348","3,768,394,470","3,061,053,724","2,841,968,675","2,341,923,618","2,259,994,776","3,053,585,650","3,375,470,480","3,091,125,225","3,050,197,163","2,308,866,751","2,066,511,860","1,916,354,241","1,373,301,960","1,420,752,647","1,344,040,703"
EnterpriseValue,"6,250,690,468","7,808,732,185","11,310,862,821","9,414,111,037","8,136,313,577","8,092,336,862","7,454,560,357","6,108,869,374","5,678,128,671","3,845,613,348","4,561,894,470","3,899,153,724","3,672,768,675","2,897,523,618","2,825,994,776","3,624,285,650","3,933,970,480","3,549,725,225","3,518,397,163","2,779,566,751","2,551,911,860","2,286,554,241","1,792,501,960","1,818,052,647","1,543,140,703"
PeRatio,"21.399","31.094","50.058","47.72","50.829","62.087","61.484","53.022","57.271","40.451","53.012","46.263","44.14","33.035","30.038","48.606","74.973","59.721","55.985","22.432",,,,,
ForwardPeRatio,"22.075","30.769","50.251","46.083","53.476","57.804","59.172","53.763","75.758","34.247","42.373","35.088","38.76","30.769","26.525","30.581","42.373","40.486","47.619","32.258","37.313","35.971","26.042","25.381","37.453"
PsRatio,"1.551","2.131","3.312","2.866","2.635","2.784","2.686","2.126","2.04","1.335","1.683","1.42","1.376","1.153","1.164","1.635","1.872","1.746","1.732","1.341","1.153","0.89","0.844","0.974","0.865"
PbRatio,"5.021","6.86","10.59","9.488","9.336","9.534","9.028","11.663","12.673","7.838","9.796","8.832","10.281","7.76","7.432","11.411","16.785","14.526","14.899","12.353","14.771","12.879","8.988","10.363","17.523"
EnterprisesValueRevenueRatio,"1.722","9.697","14.047","10.054","7.507","12.446","11.042","8.125","6.944","8.364","8.527","5.973","4.881","6.944","5.954","6.265","5.72","9.558","8.464","5.533","4.193","6.826","4.956","4.09","3.006"
EnterprisesValueEBITDARatio,"14.543","124.145","196.369","75.676","44.004","271.555","184.519","71.954","44.119","-549.373","237.599","58.11","34.197","-311.562","193.561","65.185","40.02","-398.846","344.941","61.906","29.032","-1,088.835","271.591","43.703","25.464"
