name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,12/31/1990
TotalAssets,"8,079,400,000","7,747,780,000","7,397,379,000","7,271,834,000","7,108,557,000","1,980,600,000","1,966,308,000","1,859,656,000","2,135,076,000","1,960,548,000","1,859,648,000","1,937,221,000","1,933,722,000","1,052,944,000","982,701,000","1,075,422,000","1,115,548,000","991,157,000","935,983,000","855,164,000","879,946,000","801,282,000","688,137,000","672,525,000","711,872,000","631,224,000","638,590,000","682,556,000","733,144,000","624,811,000","627,544,000","702,324,000","827,529,000","663,863,000","650,909,000","715,700,000","764,308,000","637,636,000","681,938,000","805,125,000","859,234,000","727,112,000","765,750,000","900,820,000","952,362,000","884,979,000","907,870,000","929,036,000","970,217,000","875,930,000","894,029,000","968,356,000","945,928,000","855,338,000","867,412,000","1,027,692,000","1,043,300,000","856,963,000","831,097,000","975,119,000","1,006,586,000","845,947,000","815,508,000","920,090,000","896,335,000","764,498,000","789,280,000","857,213,000","822,013,000","735,737,000","755,321,000","850,607,000","890,914,000","748,566,000","811,172,000","791,768,000","747,332,000","679,845,000","698,818,000","743,143,000","731,678,000","647,602,000","675,568,000","746,256,000","723,721,000","630,934,000","655,741,000","673,132,000","642,761,000","616,800,000","639,200,000","643,300,000","619,300,000","655,800,000","678,800,000","677,800,000","632,900,000","561,700,000","571,100,000","522,800,000","466,200,000","428,400,000","444,700,000","395,700,000","326,600,000","290,000,000","286,800,000","271,200,000","268,500,000","243,600,000","243,000,000","216,000,000","170,200,000","144,400,000","130,000,000","110,000,000","89,300,000","68,900,000","71,400,000","63,500,000","52,500,000","28,800,000","14,700,000"
	CurrentAssets,"1,403,500,000","1,165,753,000","1,339,411,000","1,254,050,000","1,203,191,000","912,627,000","925,146,000","840,561,000","934,122,000","789,350,000","731,845,000","785,980,000","823,312,000","524,906,000","473,116,000","569,799,000","595,892,000","465,984,000","446,601,000","482,033,000","491,506,000","460,425,000","451,955,000","439,175,000","470,698,000","391,487,000","405,478,000","446,782,000","496,544,000","384,033,000","391,619,000","461,169,000","588,647,000","421,603,000","410,105,000","478,695,000","520,273,000","386,996,000","422,772,000","523,054,000","572,390,000","419,329,000","454,238,000","584,770,000","620,626,000","544,608,000","558,464,000","579,714,000","612,770,000","512,987,000","517,982,000","598,961,000","582,249,000","490,003,000","490,330,000","652,704,000","680,088,000","496,581,000","471,249,000","614,246,000","640,413,000","493,200,000","487,145,000","588,239,000","572,064,000","438,590,000","459,672,000","525,552,000","483,515,000","393,732,000","423,317,000","501,720,000","537,151,000","383,462,000","425,825,000","496,030,000","445,821,000","369,027,000","367,000,000","451,339,000","439,699,000","354,691,000","383,012,000","451,802,000","441,232,000","342,469,000","362,899,000","372,608,000","337,737,000","310,500,000","310,300,000","292,800,000","268,500,000","323,600,000","348,200,000","363,800,000","340,000,000","281,800,000","308,300,000","386,700,000","342,400,000","311,500,000","340,500,000","300,200,000","241,900,000","209,700,000","217,700,000","209,100,000","212,500,000","187,400,000","193,100,000","168,800,000","130,100,000","111,500,000","103,800,000","94,400,000","74,500,000","55,200,000","61,700,000","55,400,000","46,600,000","25,400,000","12,600,000"
		CashCashEquivalentsAndShortTermInvestments,"245,000,000","352,221,000","508,177,000","415,204,000","397,289,000","366,119,000","286,656,000","164,416,000","166,635,000","106,666,000","88,216,000","81,490,000","78,939,000","63,981,000","70,821,000","57,748,000","38,718,000","85,674,000","82,021,000","61,959,000","47,989,000","125,975,000","124,628,000","67,619,000","35,136,000","49,801,000","41,592,000","26,714,000","23,236,000","37,635,000","33,462,000","28,985,000","23,557,000","36,793,000","37,399,000","29,959,000","28,072,000","52,003,000","59,139,000","27,986,000","51,669,000","43,023,000","64,295,000","66,532,000","28,542,000","55,043,000","110,932,000","53,594,000","41,852,000","78,314,000","104,677,000","50,471,000","19,545,000","38,337,000","50,642,000","54,974,000","39,385,000","49,875,000","31,640,000","48,397,000","34,594,000","46,362,000","52,501,000","48,113,000","24,414,000","49,481,000","54,596,000","42,656,000","27,869,000","31,657,000","67,518,000","35,745,000","20,933,000","47,340,000","72,835,000","137,459,000","81,202,000","108,452,000","104,329,000","92,070,000","67,464,000","90,685,000","106,492,000","131,831,000","98,055,000","102,596,000","121,625,000","87,180,000","68,628,000","112,600,000","75,500,000","26,900,000","23,700,000","45,600,000","31,000,000","35,100,000","14,400,000","26,200,000","41,500,000","150,800,000","113,600,000","108,500,000","140,300,000","105,900,000","63,400,000","59,200,000","80,700,000","62,100,000","62,400,000","54,400,000","74,000,000","66,800,000","50,100,000","49,000,000","42,700,000","40,400,000","28,800,000","20,000,000","28,600,000","27,600,000","21,900,000","5,200,000","1,300,000"
			CashAndCashEquivalents,"245,000,000","352,221,000","508,177,000","415,204,000","397,289,000","366,119,000","286,656,000","164,416,000","166,635,000","106,666,000","88,216,000","81,490,000","78,939,000","63,981,000","70,821,000","57,748,000","38,718,000","85,674,000","82,021,000","61,959,000","47,989,000","125,975,000","124,628,000","67,619,000","35,136,000","49,801,000","41,592,000","26,714,000","23,236,000","37,635,000","33,462,000","28,985,000","23,557,000","36,793,000","37,399,000","29,959,000","28,072,000","52,003,000","59,139,000","27,986,000","51,669,000","43,023,000","64,295,000","66,532,000","28,542,000","55,043,000","110,932,000","53,594,000","41,852,000","78,314,000","104,677,000","50,471,000","19,545,000","38,337,000","50,642,000","54,974,000","39,385,000","49,875,000","31,640,000","48,397,000","34,594,000","46,362,000","52,501,000","48,113,000","24,414,000","49,481,000","54,596,000","42,656,000","27,869,000","31,657,000","67,518,000","35,745,000","20,933,000","47,340,000","72,835,000","137,459,000","81,202,000","108,452,000","97,329,000","92,070,000","66,924,000","84,263,000","42,807,000","131,831,000","98,055,000","102,596,000","121,625,000","87,180,000","68,628,000","112,600,000","75,500,000","26,900,000","23,700,000","45,600,000","31,000,000","35,100,000","14,400,000","26,200,000","41,500,000","150,800,000","113,600,000","108,500,000","140,300,000","105,900,000","63,400,000","59,200,000","80,700,000","62,100,000","62,400,000","54,400,000","74,000,000","66,800,000","50,100,000","49,000,000","42,700,000","40,400,000","28,800,000","20,000,000","28,600,000","27,600,000","21,900,000","5,200,000","1,300,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,000,000",,"540,000","6,422,000","63,685,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"455,000,000","156,055,000","255,223,000","325,275,000","328,841,000","139,111,000","246,971,000","230,628,000","280,578,000","150,374,000","239,381,000","279,069,000","294,690,000","72,087,000","143,795,000","253,056,000","270,189,000","95,267,000","157,529,000","227,498,000","246,688,000","128,500,000","159,189,000","207,440,000","235,067,000","116,094,000","154,326,000","220,885,000","262,379,000","110,776,000","143,090,000","196,660,000","289,222,000","92,431,000","157,371,000","229,290,000","259,553,000","92,882,000","147,306,000","256,656,000","257,158,000","119,327,000","152,757,000","260,353,000","267,453,000","154,878,000","154,547,000","255,133,000","278,599,000","159,506,000","154,998,000","263,239,000","241,110,000","135,616,000","152,654,000","286,990,000","300,495,000","121,296,000","165,002,000","281,538,000","278,810,000","127,227,000","138,372,000","257,782,000","245,195,000","100,108,000","141,522,000","239,336,000","227,789,000","133,850,000","141,839,000","261,065,000","297,709,000","100,664,000","136,329,000","196,563,000","197,701,000","63,867,000","103,324,000","174,837,000","182,359,000","48,653,000","97,032,000","141,936,000","159,520,000","58,836,000","97,208,000","144,412,000","115,057,000","54,300,000","105,500,000","125,300,000","65,300,000","73,500,000","117,900,000","139,000,000","147,400,000","124,500,000","161,900,000","127,400,000","97,300,000","74,500,000","84,900,000","88,900,000","84,900,000","73,900,000","72,300,000","58,300,000","45,600,000","30,100,000","37,000,000","32,500,000","21,300,000","17,500,000","22,100,000","22,600,000","19,200,000","11,300,000","15,400,000","13,700,000","9,800,000","6,100,000","2,100,000"
			AccountsReceivable,"413,100,000","105,331,000","255,223,000","325,275,000","328,841,000","138,482,000","239,650,000","214,004,000","259,530,000","140,455,000","223,385,000","263,652,000","285,848,000","71,374,000","130,033,000","242,023,000","265,240,000","94,725,000","152,420,000","224,649,000","245,144,000","127,863,000","158,262,000","205,058,000","233,210,000","115,607,000","153,040,000","220,401,000","261,888,000","109,848,000","143,090,000","196,660,000","289,222,000","92,203,000","157,371,000","229,290,000","255,703,000","91,072,000","143,697,000","254,903,000","255,259,000","115,673,000","147,528,000","253,483,000","266,667,000","144,643,000","152,441,000","254,549,000","277,423,000","139,776,000","154,998,000","263,239,000","239,232,000","120,067,000","152,654,000","286,990,000","300,495,000","112,064,000","165,002,000","281,538,000","278,810,000","118,133,000","138,372,000","257,782,000","245,195,000","98,082,000","141,522,000","238,253,000","227,789,000","105,153,000","114,857,000","261,065,000","297,709,000","100,664,000","136,329,000","196,563,000","197,701,000","63,867,000","103,324,000","174,837,000","182,359,000","48,653,000","97,032,000","141,936,000","159,520,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,"335,642,000","225,459,000",,,,"203,078,000",,,,"108,547,000",,,,"114,642,000",,,,"142,932,000",,,,"129,400,000",,,,"125,252,000",,,,"111,192,000",,,,"103,999,000",,,,"122,936,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,"-6,801,000","-86,977,000",,,,"-62,623,000",,,,"-37,173,000",,,,"-19,917,000",,,,"-15,069,000",,,,"-13,793,000",,,,"-15,404,000",,,,"-18,989,000",,,,"-12,927,000",,,,"-7,263,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"14,400,000","19,519,000",,,,"629,000","7,321,000","16,624,000","21,048,000","9,919,000","15,996,000","15,417,000","8,842,000","713,000","13,762,000","11,033,000","4,949,000","542,000","5,109,000","2,849,000","1,544,000","637,000","927,000","2,382,000","1,857,000","487,000","1,286,000","484,000","491,000","928,000",,,,"228,000",,,"3,850,000","1,810,000","3,609,000","1,753,000","1,899,000","3,654,000","5,229,000","6,870,000","786,000","10,235,000","2,106,000","584,000","1,176,000","19,730,000","0","0","1,878,000","15,549,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
