name,03/31/2022,12/31/2021,09/30/2021,12/31/2020
TotalAssets,"2,849,324,000","2,945,979,000","4,228,147,000","4,443,740,000"
	CurrentAssets,"920,693,000","968,524,000","452,539,000","414,505,000"
		CashCashEquivalentsAndShortTermInvestments,"335,719,000","319,550,000","367,980,000","294,852,000"
			CashAndCashEquivalents,"185,744,000","169,554,000","267,982,000","61,781,000"
			OtherShortTermInvestments,"149,975,000","149,996,000","99,998,000","233,071,000"
		Receivables,"584,974,000","648,974,000","78,320,000","119,653,000"
			LoansReceivable,,"384,000","1,696,000","2,337,000"
			OtherReceivables,"584,974,000","648,590,000","76,624,000","117,316,000"
		AssetsHeldForSaleCurrent,,,"6,239,000",
	TotalNonCurrentAssets,"1,928,631,000","1,977,455,000","3,775,608,000","4,029,235,000"
		GoodwillAndOtherIntangibleAssets,"102,872,000","104,685,000","252,495,000","132,189,000"
			OtherIntangibleAssets,"102,872,000","104,685,000","252,495,000","132,189,000"
		InvestmentProperties,"1,725,074,000","1,769,115,000","3,273,800,000","3,617,691,000"
		InvestmentsAndAdvances,"100,685,000","103,655,000","249,313,000","279,355,000"
			LongTermEquityInvestment,"100,685,000","103,655,000","249,313,000","279,355,000"
				InvestmentsinAssociatesatCost,"100,685,000","103,655,000","249,313,000","279,355,000"
TotalLiabilitiesNetMinorityInterest,"2,335,981,000","2,544,879,000","3,773,839,000","3,909,708,000"
	CurrentLiabilities,"159,531,000","184,404,000","878,995,000","843,262,000"
		PayablesAndAccruedExpenses,"159,531,000","184,404,000","203,069,000","167,336,000"
		CurrentDebtAndCapitalLeaseObligation,,,"675,926,000","675,926,000"
			CurrentDebt,,,"675,926,000","675,926,000"
				LineOfCredit,,"0","675,926,000","675,926,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,176,450,000","2,360,475,000","2,894,844,000","3,066,446,000"
		LongTermDebtAndCapitalLeaseObligation,"2,176,450,000","2,360,475,000","2,894,844,000","3,066,446,000"
			LongTermDebt,"2,035,062,000","2,208,604,000","2,894,844,000","3,060,395,000"
			LongTermCapitalLeaseObligation,"141,388,000","151,871,000",,"6,051,000"
		PreferredSecuritiesOutsideStockEquity,,,"-871,000",
TotalEquityGrossMinorityInterest,"513,343,000","401,100,000","454,308,000","534,032,000"
	StockholdersEquity,"510,800,000","396,199,000","455,119,000","531,843,000"
		CapitalStock,"32,000","21,000","2,001,000","1,991,000"
			PreferredStock,,"0","25,000","25,000"
			CommonStock,"32,000","21,000","1,976,000","1,966,000"
		AdditionalPaidInCapital,"702,996,000","547,726,000","1,986,911,000","1,986,269,000"
		RetainedEarnings,"-192,267,000","-151,545,000","-1,533,800,000","-1,456,435,000"
		GainsLossesNotAffectingRetainedEarnings,"39,000","-3,000","7,000","18,000"
	MinorityInterest,"2,543,000","4,901,000","-811,000","2,189,000"
TotalCapitalization,"2,545,862,000","2,604,803,000","3,349,963,000","3,592,238,000"
PreferredStockEquity,,,"25,000","25,000"
CommonStockEquity,"510,800,000","396,199,000","455,094,000","531,818,000"
CapitalLeaseObligations,"141,388,000","151,871,000",,"6,051,000"
NetTangibleAssets,"407,928,000","291,514,000","202,624,000","399,654,000"
WorkingCapital,"761,162,000","784,120,000","-426,456,000","-428,757,000"
InvestedCapital,"2,545,862,000","2,604,803,000","4,025,864,000","4,268,139,000"
TangibleBookValue,"407,928,000","291,514,000","202,599,000","399,629,000"
TotalDebt,"2,176,450,000","2,360,475,000","3,570,770,000","3,742,372,000"
NetDebt,"1,849,318,000","2,039,050,000","3,302,788,000","3,674,540,000"
ShareIssued,"31,807,511","20,774,716","19,989,717","19,989,717"
OrdinarySharesNumber,"31,807,511","20,774,716","19,989,717","19,989,717"
