name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010
OperatingCashFlow,"596,402,000","170,882,000","209,559,000","99,415,000","116,546,000","71,151,000","109,770,000","102,058,000","61,973,000","109,589,000","108,206,000","105,599,000","183,811,000","77,458,000","129,276,000","145,927,000","116,130,000","146,471,000","112,863,000","115,150,000","93,117,000","63,784,000","110,841,000","106,823,000","82,114,000","56,517,000","90,443,000","111,199,000","87,440,000","26,865,000","121,941,000","136,237,000","111,982,000","128,117,000","89,291,000","97,148,000","115,230,000","63,060,000","93,319,000","83,667,000","108,388,000","91,402,000","110,403,000","71,615,000","86,070,000","75,988,000","66,289,000","33,102,000"
	CashFlowFromContinuingOperatingActivities,"596,402,000","170,882,000","209,559,000","99,415,000","116,546,000","71,151,000","109,770,000","102,058,000","61,973,000","109,589,000","108,206,000","105,599,000","183,811,000","77,458,000","129,276,000","145,927,000","116,130,000","146,471,000","112,863,000","115,150,000","93,117,000","63,784,000","110,841,000","106,823,000","82,114,000","56,517,000","90,443,000","111,199,000","87,440,000","26,865,000","121,941,000","136,237,000","111,982,000","128,117,000","89,291,000","97,148,000","115,230,000","63,060,000","93,319,000","83,667,000","108,388,000","91,402,000","110,403,000","71,615,000","86,070,000","75,988,000","66,289,000","33,102,000"
		NetIncomeFromContinuingOperations,"133,666,000","-86,781,000","216,276,000","136,832,000","-132,661,000","-75,439,000","-165,932,000","-237,432,000","-705,904,000","235,095,000","-241,721,000","-264,629,000","173,382,000","-9,491,000","149,573,000","55,050,000","33,452,000","86,520,000","408,561,000","11,027,000","61,110,000","68,276,000","-18,421,000","9,485,000","-71,432,000","-180,371,000","-964,647,000","-847,783,000","-397,034,000","-472,000","201,278,000","83,407,000","-18,899,000","-213,000","68,236,000","12,543,000","35,812,000","1,409,000","11,828,000","-7,384,000","30,975,000","26,235,000","1,566,000","58,246,000","41,072,000","4,670,000","35,090,000","16,633,000"
		OperatingGainsLosses,"530,144,000","325,816,000","-15,372,000","2,758,000","216,942,000","154,365,000","59,626,000","45,250,000","90,537,000","-284,516,000","62,838,000","-96,670,000","-93,779,000","48,460,000","-112,065,000","32,413,000","46,161,000","-8,799,000","-344,748,000","25,158,000","-27,064,000","-39,698,000","40,546,000","-7,064,000","62,585,000","62,187,000","-77,065,000","-142,527,000","95,481,000","-63,112,000","-326,065,000","-92,740,000","63,180,000","107,837,000","-80,411,000","10,931,000","-22,985,000","20,536,000","21,087,000","-4,521,000",,,"29,000","-1,000","-5,000","17,000","0","-2,000"
			GainLossOnSaleOfPPE,,,"0","-95,223,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"623,626,000","325,816,000","-15,372,000","96,240,000","216,942,000","154,365,000","81,935,000","45,250,000","90,537,000","-297,836,000","62,838,000","-96,670,000","-93,779,000","48,460,000","-112,065,000","32,413,000","46,161,000","-8,799,000","37,972,000","27,529,000","-24,593,000","-36,630,000","43,690,000","-6,799,000","68,579,000","62,187,000","-72,393,000","-142,527,000","63,944,000","-63,112,000","-329,317,000","-92,740,000","63,180,000","107,837,000","-81,890,000","10,931,000","-22,985,000","20,536,000","21,044,000",,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,"0","0","0","0","-575,000","-2,371,000","-2,471,000","-3,068,000","-3,144,000","-265,000",,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"266,375,000","78,517,000","78,294,000","66,821,000","42,743,000","41,106,000","45,147,000","49,906,000","69,439,000","65,679,000","72,826,000","72,373,000","68,956,000","66,154,000","60,399,000","55,963,000","50,762,000","45,553,000","45,062,000","41,212,000","38,003,000","34,112,000","37,526,000","35,158,000","34,177,000","41,478,000","66,893,000","66,777,000","72,112,000","71,942,000","79,869,000","63,942,000","53,056,000","49,607,000","47,225,000","55,982,000","66,234,000","65,130,000","67,504,000","63,925,000","60,697,000","51,523,000","61,390,000","39,059,000","43,439,000","32,478,000","37,048,000","23,724,000"
			DepreciationAndAmortization,"15,637,000","5,025,000","3,702,000","4,143,000","2,767,000","2,997,000","2,937,000","2,891,000","2,865,000","4,377,000","4,980,000","3,274,000","3,253,000","3,056,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Depreciation,"15,637,000","5,025,000","3,702,000","4,143,000","2,767,000","2,997,000","2,937,000","2,891,000","2,865,000","4,377,000","4,980,000","3,274,000","3,253,000","3,056,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Depletion,"250,738,000","73,492,000","74,592,000","62,678,000","39,976,000","38,109,000","42,210,000","47,015,000","66,574,000","61,302,000","67,846,000","69,099,000","65,703,000","63,098,000",,"55,963,000","50,762,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
