name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
TotalAssets,"506,433,000","507,310,000","515,527,000","592,264,000","600,457,000","607,328,000","617,792,000","628,270,000","633,172,000","663,865,000","683,738,000","730,623,000","767,439,000","804,772,000","935,498,000","762,150,000","734,556,000","740,158,000","700,068,000","709,059,000","701,116,000","709,824,000","692,195,000","700,656,000","603,219,000","599,095,000","566,496,000","577,325,000","576,541,000","568,315,978","456,298,521","420,192,682","336,305,131","338,953,502","344,197,545","347,247,801","346,533,468","350,260,242","353,840,461","340,264,436","342,917,618","345,322,607","345,318,463","348,054,029","353,387,280","360,491,122"
	CurrentAssets,"39,761,000","34,693,000","38,401,000","112,195,000","26,169,000","26,135,000","22,559,000","21,899,000","21,948,000","24,944,000","26,184,000","22,139,000","14,086,000","20,338,000","32,367,000","63,984,000","21,005,000","17,816,000","24,353,000","26,529,000","16,541,000","17,805,000","20,493,000","21,945,000","20,056,000","13,864,000","16,672,000","18,888,000","24,454,000","20,944,347","53,384,211","12,015,563","10,434,959","11,713,923","15,004,090","17,191,656","13,553,857","15,027,778","15,086,839","22,062,628","15,121,439","14,755,029","11,739,918","12,231,487","14,159,227","18,120,845"
		CashCashEquivalentsAndShortTermInvestments,"27,395,000","22,963,000","24,566,000","22,291,000","12,656,000","11,924,000","8,034,000","9,350,000","10,412,000","11,487,000","17,074,000","10,817,000","2,420,000","5,614,000","15,323,000","12,096,000","8,087,000","7,805,000","11,828,000","17,173,000","7,739,000","9,108,000","13,820,000","15,620,000","14,309,000","8,025,000","11,372,000","14,198,000","20,548,000","17,365,370","45,963,291","8,409,071","3,188,290","8,613,907","11,179,843","13,357,474","10,021,003","11,221,092","11,603,041","18,311,104","11,333,099","6,848,973","6,934,852","6,423,908","8,503,342","8,788,967"
			CashAndCashEquivalents,"27,395,000","22,963,000","24,566,000","22,291,000","12,656,000","11,924,000","8,034,000","9,350,000","10,412,000","11,487,000","17,074,000","10,817,000","2,420,000","5,614,000","15,323,000","12,096,000","8,087,000","7,805,000","11,828,000","17,173,000","7,739,000","9,108,000","13,820,000","15,620,000","14,309,000","8,025,000","11,372,000","14,198,000","20,548,000","17,365,370","45,963,291","8,409,071","3,188,290","8,613,907","11,179,843","13,357,474","10,021,003","11,221,092","11,603,041","18,311,104","11,333,099","6,848,973","6,934,852","6,423,908","8,503,342","8,788,967"
		Receivables,"3,187,000","5,436,000","7,232,000","7,615,000","6,867,000","8,333,000","8,090,000","6,525,000","5,374,000","7,998,000","4,519,000","6,491,000","5,162,000","7,355,000","6,549,000","3,494,000","2,576,000","4,575,000","4,372,000","4,034,000","2,399,000","3,882,000","3,798,000","2,697,000","2,166,000","2,562,000","2,205,000","2,161,000","1,421,000","797,976","767,605","1,696,479","1,143,907","593,546","594,561","893,579","759,010","658,355","945,273","823,831","726,360","644,622","781,405","995,647","791,274","852,227"
			AccountsReceivable,"3,187,000","5,436,000","7,232,000","7,615,000","6,867,000","8,333,000","8,090,000","6,525,000","5,374,000","7,998,000","4,519,000","6,491,000","5,162,000","7,355,000","6,549,000","3,494,000","2,576,000","4,575,000","4,372,000","4,034,000","2,399,000","3,882,000","3,798,000","2,697,000","2,166,000","2,562,000","2,205,000","2,161,000","1,421,000","797,976","767,605","1,696,479","1,143,907","593,546","594,561","893,579","759,010","658,355","945,273","823,831","726,360","644,622","781,405","995,647","791,274","852,227"
		PrepaidAssets,"9,179,000","6,294,000","6,603,000","6,349,000","6,646,000","5,878,000","6,435,000","6,024,000","6,162,000","5,459,000","4,591,000","4,831,000","6,504,000","7,369,000","10,495,000","48,394,000","10,342,000","5,436,000","8,153,000","5,322,000","6,403,000","4,815,000","2,875,000","3,628,000","3,581,000","3,277,000","3,095,000","2,529,000","2,485,000","2,781,001","6,653,315","1,910,013","6,102,762","2,506,470","1,942,485","1,587,781","908,006","1,098,268","925,868","327,769","412,014","499,188","454,681","325,225","498,292","626,888"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1,287,201","1,352,822","1,865,838","2,050,063","1,612,657","2,599,924","2,649,966","6,762,246","3,568,980","4,486,707","4,366,319","7,852,763"
		AssetsHeldForSaleCurrent,,,,"75,940,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"466,672,000","472,617,000","477,126,000","480,069,000","574,288,000","581,193,000","595,233,000","606,371,000","611,224,000","638,921,000","657,554,000","708,484,000","753,353,000","784,434,000","903,131,000","698,166,000","713,551,000","722,342,000","675,715,000","682,530,000","684,575,000","692,019,000","671,702,000","678,711,000","583,163,000","585,231,000","549,824,000","558,437,000","552,087,000","547,371,631","402,914,310","408,177,119","325,870,172","327,239,579","329,193,455","330,056,145","332,979,611","335,232,464","338,753,622","318,201,808","327,796,179","330,567,578","333,578,545","335,822,542","339,228,053","342,370,277"
		NetPPE,"2,450,000","2,527,000","2,604,000","2,680,000","2,755,000","2,831,000","2,903,000","2,976,000","3,049,000","3,120,000","3,191,000","3,261,000","3,331,000",,,,,,,,,,,,,,,,,,,,,,,,,,"337,270,183","316,538,821","325,961,822","328,561,850","331,513,206","333,593,972","337,013,522","340,003,739"
			GrossPPE,"2,450,000","2,527,000","2,604,000","2,680,000","2,755,000","2,831,000","2,903,000","2,976,000","3,049,000","3,400,000","3,400,000","3,400,000","3,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,"345,574,601","322,158,727","329,073,850","340,439,322","340,294,022","339,767,531","340,316,639","354,410,114"
				Properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0"
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"183,293,051","160,294,227","164,551,931","164,550,798","164,352,902","163,901,017","164,326,629","164,326,628"
				OtherProperties,"2,450,000","2,527,000","2,604,000","2,680,000","2,755,000","2,831,000","2,903,000","2,976,000","3,049,000","3,400,000","3,400,000","3,400,000","3,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,"162,281,550","161,864,500","164,521,919","175,888,524","175,941,120","175,866,514","175,990,010","190,083,486"
			AccumulatedDepreciation,,,,,,,,,,"-280,000","-209,000","-139,000","-69,000",,,,,,,,,,,,,,,,,,,,,,,,,,"-8,304,418","-5,619,906","-3,112,028","-11,877,472","-8,780,816","-6,173,559","-3,303,117","-14,406,375"
		GoodwillAndOtherIntangibleAssets,"1,000","1,000","2,000","3,000","4,000","5,000","6,000","7,000","8,000","9,000","9,000","10,000","11,000","12,000","13,000","14,000","15,000","16,000","16,000","17,000","18,000","19,000","20,000","21,000","22,000","23,000","23,000","24,000","25,000","26,113","26,993","27,873","28,754","29,634","30,514","34,894","75,147","115,399","155,652","249,957","291,567","333,178","374,788","416,398","458,008","499,619"
