name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,12/31/1995
TotalAssets,"13,665,900,000","13,464,600,000","12,719,300,000","13,306,800,000","13,222,000,000","13,247,200,000","13,009,700,000","12,876,100,000","13,816,800,000","13,942,700,000","13,689,500,000","13,361,100,000","13,574,900,000","10,904,500,000","10,526,900,000","10,570,500,000","10,843,000,000","10,540,600,000","10,282,300,000","9,711,900,000","9,395,400,000","8,861,100,000","8,559,400,000","8,075,200,000","8,172,900,000","8,022,700,000","7,674,900,000","7,433,900,000","7,227,600,000","7,228,200,000","6,682,300,000","6,742,300,000","6,612,200,000","6,415,500,000","6,010,804,000","5,537,632,000","5,414,982,000","5,378,990,000","5,024,180,000","4,892,865,000","4,834,765,000","4,502,299,000","4,295,469,000","4,086,879,000","4,219,836,000","4,069,832,000","3,975,597,000","3,838,663,000","3,916,175,000","3,796,007,000","3,672,900,000","3,751,526,000","3,725,115,000","3,963,161,000","4,929,682,000","5,056,092,000","4,941,171,000","4,668,553,000","4,618,601,000","4,651,081,000","4,594,144,000","4,469,802,000","4,338,928,000","4,063,866,000","3,883,037,000","3,594,173,000","3,423,686,000","3,572,247,000","3,666,463,000","3,532,801,000","3,421,614,000","3,289,264,000","3,307,660,000","3,137,181,000","2,965,924,000","3,022,566,000","2,875,953,000","2,690,314,000","2,554,486,000","2,476,903,000","2,333,937,000","1,946,576,000","1,857,087,000","1,946,195,000","1,878,131,000","1,762,695,000","1,523,628,000","1,454,461,000","1,369,276,000","1,279,337,000","1,218,100,000","1,251,300,000","1,200,200,000","1,184,200,000","1,146,900,000","1,172,400,000","1,172,700,000","975,700,000","887,600,000","755,800,000","571,700,000","523,000,000","318,000,000","236,000,000"
	CurrentAssets,"4,265,900,000","4,075,400,000","3,576,700,000","4,142,300,000","4,358,900,000","4,408,800,000","4,349,400,000","4,418,400,000","5,396,100,000","5,334,100,000","5,187,500,000","5,075,300,000","5,283,200,000","5,095,200,000","4,866,200,000","4,958,000,000","5,165,400,000","5,026,500,000","4,842,800,000","4,664,500,000","4,589,500,000","4,421,500,000","4,335,800,000","4,385,600,000","4,505,900,000","4,408,100,000","4,137,900,000","3,983,600,000","3,867,800,000","3,867,700,000","3,419,300,000","3,482,300,000","3,437,300,000","3,346,600,000","3,037,375,000","2,806,873,000","2,780,775,000","2,773,083,000","2,525,687,000","2,463,506,000","2,415,600,000","2,192,600,000","2,017,345,000","1,974,147,000","2,117,580,000","2,008,443,000","1,921,544,000","1,840,446,000","1,896,292,000","1,743,464,000","1,636,057,000","1,713,757,000","1,783,340,000","2,006,510,000","2,209,347,000","2,340,241,000","2,542,102,000","2,301,609,000","2,329,750,000","2,368,180,000","2,403,419,000","2,286,689,000","2,167,901,000","2,097,651,000","2,018,780,000","1,879,645,000","1,657,576,000","1,751,570,000","1,848,758,000","1,764,136,000","1,655,515,000","1,680,443,000","1,700,122,000","1,588,665,000","1,399,099,000","1,510,935,000","1,463,916,000","1,328,748,000","1,225,624,000","1,245,666,000","1,152,897,000","921,516,000","909,466,000","1,020,418,000","980,749,000","951,616,000","807,875,000","791,572,000","728,538,000","679,332,000","618,100,000","656,300,000","604,600,000","590,700,000","538,500,000","590,200,000","616,300,000","533,300,000","515,000,000","404,500,000","328,300,000","302,300,000","182,700,000","141,600,000"
		CashCashEquivalentsAndShortTermInvestments,"170,300,000","100,700,000","119,200,000","165,200,000","94,600,000","49,500,000","92,700,000","159,300,000","431,900,000","28,100,000","77,500,000","43,800,000","43,500,000","39,400,000","37,600,000","45,800,000","52,800,000","45,700,000","37,200,000","20,700,000","72,200,000","24,000,000","89,400,000","97,500,000","45,600,000","62,400,000","49,700,000","36,700,000","66,800,000","36,300,000","150,500,000","61,400,000","54,900,000","49,800,000","71,101,000","26,254,000","31,627,000","43,753,000","25,935,000","37,219,000","31,768,000","29,116,000","7,735,000","3,346,000","35,229,000","16,621,000","6,027,000","17,664,000","23,543,000","13,769,000","29,540,000","21,871,000","11,458,000","20,109,000","27,772,000","17,734,000","20,394,000","10,895,000","24,830,000","18,256,000","25,202,000","13,147,000","19,065,000","25,623,000","16,132,000","9,424,000","2,694,000","11,064,000","18,148,000","11,061,000","17,681,000","19,797,000","16,119,000","13,845,000","10,803,000","15,473,000","11,468,000","8,069,000","685,000","13,699,000","2,620,000","5,416,000","4,658,000","1,557,000","485,000","7,413,000","13,976,000","20,005,000","15,524,000","19,847,000","44,100,000","43,700,000","23,100,000","38,500,000","29,700,000","45,700,000","26,000,000","96,000,000","176,400,000","48,300,000","36,100,000","69,600,000","8,000,000","5,200,000"
			CashAndCashEquivalents,"170,300,000","100,700,000","119,200,000","165,200,000","94,600,000","49,500,000","92,700,000","159,300,000","431,900,000","28,100,000","77,500,000","43,800,000","43,500,000","39,400,000","37,600,000","45,800,000","52,800,000","45,700,000","37,200,000","20,700,000","72,200,000","24,000,000","89,400,000","97,500,000","45,600,000","62,400,000","49,700,000","36,700,000","66,800,000","36,300,000","150,500,000","61,400,000","54,900,000","49,800,000","71,101,000","26,254,000","31,627,000","43,753,000","25,935,000","37,219,000","31,768,000","29,116,000","7,735,000","3,346,000","35,229,000","16,621,000","6,027,000","17,664,000","23,543,000","13,769,000","29,540,000","21,871,000","11,458,000","20,109,000","27,772,000","17,734,000","20,394,000","10,895,000","24,830,000","18,256,000","25,202,000","13,147,000","19,065,000","25,623,000","16,132,000","9,424,000","2,694,000","11,064,000","18,148,000","11,061,000","17,681,000","19,797,000","16,119,000","13,845,000","10,803,000","15,473,000","11,468,000","8,069,000","685,000","13,699,000","2,620,000","5,416,000","4,658,000","1,557,000","485,000","7,413,000","13,976,000","20,005,000","15,524,000","19,847,000","44,100,000","43,700,000","23,100,000","38,500,000","29,700,000","45,700,000","26,000,000","96,000,000","176,400,000","48,300,000","36,100,000","69,600,000","8,000,000","5,200,000"
				CashFinancial,"170,300,000",,"119,200,000","165,200,000","94,600,000",,"92,700,000","159,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"835,200,000","734,000,000","737,700,000","913,300,000","861,500,000","806,900,000","848,200,000","756,600,000","616,300,000","960,300,000","967,300,000","944,400,000","1,034,100,000","929,100,000","953,400,000","919,600,000","1,035,400,000","954,900,000","938,800,000","827,700,000","852,200,000","879,000,000","853,900,000","827,800,000","835,600,000","782,300,000","775,500,000","738,800,000","746,400,000","701,400,000","643,800,000","641,200,000","677,700,000","606,200,000","588,311,000","530,647,000","527,663,000","552,868,000","505,770,000","464,424,000","492,653,000","444,673,000","385,137,000","365,794,000","424,263,000","397,255,000","367,888,000","351,013,000","378,395,000","322,598,000","322,539,000","321,654,000","312,039,000","294,567,000","371,557,000","432,811,000","503,463,000","449,278,000","495,062,000","474,674,000","509,348,000","469,516,000","464,287,000","405,392,000","397,803,000","412,861,000","379,922,000","408,433,000","392,425,000","382,098,000","388,689,000","345,301,000","358,372,000","347,802,000","346,142,000","358,194,000","324,791,000","319,625,000","305,313,000","310,309,000","289,795,000","258,266,000","223,550,000","248,443,000","221,751,000","190,792,000","189,422,000","165,061,000","148,216,000","140,473,000","138,100,000","141,500,000","128,200,000","125,500,000","124,400,000","123,400,000","115,500,000","92,600,000","80,400,000","80,900,000","61,300,000","52,000,000","43,700,000","27,300,000"
			AccountsReceivable,"835,200,000","734,000,000","737,700,000","913,300,000","861,500,000","806,900,000","848,200,000","756,600,000","616,300,000","960,300,000","967,300,000","944,400,000","1,034,100,000","929,100,000","953,400,000","919,600,000","1,035,400,000","954,900,000","938,800,000","827,700,000","852,200,000","879,000,000","853,900,000","827,800,000","835,600,000","782,300,000","775,500,000","738,800,000","746,400,000","701,400,000","643,800,000","641,200,000","677,700,000","606,200,000","588,311,000","530,647,000","527,663,000","552,868,000","505,770,000","464,424,000","492,653,000","444,673,000","385,137,000","365,794,000","424,263,000","397,255,000","367,888,000","351,013,000","378,395,000","322,598,000","322,539,000","321,654,000","312,039,000","294,567,000","371,557,000","432,811,000","503,463,000","449,278,000","495,062,000","474,674,000","509,348,000","469,516,000","464,287,000","405,392,000","397,803,000","412,861,000","379,922,000","408,433,000","392,425,000","382,098,000","388,689,000","345,301,000","358,372,000","347,802,000","346,142,000","358,194,000","324,791,000","319,625,000","305,313,000","310,309,000","289,795,000","258,266,000","223,550,000","248,443,000","221,751,000",,,"165,061,000",,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"841,000,000","740,800,000","743,400,000","918,600,000","867,000,000","812,400,000","853,400,000","762,200,000","622,700,000","966,000,000","972,900,000","950,000,000","1,039,400,000","934,500,000","958,700,000","924,700,000","1,040,400,000","960,400,000","944,700,000","832,600,000","856,700,000","883,500,000","858,500,000","832,400,000","839,600,000","786,500,000","779,900,000","743,100,000","750,600,000","704,900,000","648,500,000","645,500,000","681,600,000","609,600,000","591,641,000","533,169,000","530,100,000","555,787,000","508,442,000","466,651,000","494,824,000","446,929,000","387,396,000","367,974,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-5,800,000","-6,800,000","-5,700,000","-5,300,000","-5,500,000","-5,500,000","-5,200,000","-5,600,000","-6,400,000","-5,700,000","-5,600,000","-5,600,000","-5,300,000","-5,400,000","-5,300,000","-5,100,000","-5,000,000","-5,500,000","-5,900,000","-4,900,000","-4,500,000","-4,500,000","-4,600,000","-4,600,000","-4,000,000","-4,200,000","-4,400,000","-4,300,000","-4,200,000","-3,500,000","-4,700,000","-4,300,000","-3,900,000","-3,400,000","-3,330,000","-2,522,000","-2,437,000","-2,919,000","-2,672,000","-2,227,000","-2,171,000","-2,256,000","-2,259,000","-2,180,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"3,120,000,000","3,129,000,000","2,598,400,000","2,936,900,000","3,277,800,000","3,425,600,000","3,209,700,000","3,425,900,000","4,262,700,000","4,260,700,000","4,043,900,000","3,978,000,000","4,104,100,000","4,040,100,000","3,783,400,000","3,895,100,000","3,972,200,000","3,944,100,000","3,770,300,000","3,711,900,000","3,565,800,000","3,408,200,000","3,279,700,000","3,351,800,000","3,513,400,000","3,463,500,000","3,188,400,000","3,055,400,000","2,885,700,000","2,819,200,000","2,479,000,000","2,615,900,000","2,547,300,000","2,538,300,000","2,293,390,000","2,125,771,000","2,023,529,000","1,991,167,000","1,864,773,000","1,830,841,000","1,770,235,000","1,605,280,000","1,481,629,000","1,456,409,000","1,536,379,000","1,524,226,000","1,437,939,000","1,364,718,000","1,384,231,000","1,306,532,000","1,174,393,000","1,264,758,000","1,360,239,000","1,593,267,000","1,721,833,000","1,790,464,000","1,818,846,000","1,688,286,000","1,557,335,000","1,635,690,000","1,602,193,000","1,519,506,000","1,455,910,000","1,418,891,000","1,370,251,000","1,224,443,000","1,147,807,000","1,271,904,000","1,381,527,000","1,326,553,000","1,196,659,000","1,263,132,000","1,281,574,000","1,183,868,000","1,001,107,000","1,095,073,000","1,087,397,000","973,185,000","885,805,000","890,378,000","832,526,000","641,400,000","661,206,000","750,530,000","743,090,000","737,942,000","592,737,000","595,071,000","553,762,000","508,289,000","420,800,000","455,900,000","436,500,000","410,300,000","359,600,000","399,400,000","453,300,000","324,300,000","248,600,000","267,700,000","213,600,000","168,900,000","126,800,000","101,600,000"
