name,ttm,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994
OperatingCashFlow,"261,987,000"
	CashFlowFromContinuingOperatingActivities,"261,987,000"
		NetIncomeFromContinuingOperations,"128,887,000"
		OperatingGainsLosses,"1,941,000"
		DepreciationAmortizationDepletion,"130,507,000"
			DepreciationAndAmortization,"130,507,000"
				Depreciation,"102,801,000"
				AmortizationCashFlow,"27,706,000"
					AmortizationOfIntangibles,"27,706,000"
		AssetImpairmentCharge,"2,934,000"
		StockBasedCompensation,"4,934,000"
		OtherNonCashItems,"4,246,000"
		ChangeInWorkingCapital,"-11,462,000"
			ChangeInReceivables,"-19,352,000"
				ChangesInAccountReceivables,"-19,352,000"
			ChangeInPayablesAndAccruedExpense,"22,632,000"
			ChangeInOtherCurrentAssets,"-14,742,000"
InvestingCashFlow,"-1,438,227,000"
	CashFlowFromContinuingInvestingActivities,"-1,438,227,000"
		NetInvestmentPropertiesPurchaseAndSale,"-1,493,177,000"
			PurchaseOfInvestmentProperties,"-1,491,494,000"
		NetOtherInvestingChanges,"54,950,000"
FinancingCashFlow,"1,194,637,000"
	CashFlowFromContinuingFinancingActivities,"1,194,637,000"
		NetIssuancePaymentsOfDebt,"481,810,000"
			NetLongTermDebtIssuance,"399,810,000"
				LongTermDebtPayments,"-240,813,000"
			NetShortTermDebtIssuance,"82,000,000"
		NetCommonStockIssuance,"735,648,000"
			CommonStockIssuance,"737,426,000"
			CommonStockPayments,"-1,778,000"
		CashDividendsPaid,"-185,498,000"
			CommonStockDividendPaid,"-182,110,000"
			PreferredStockDividendPaid,"-3,388,000"
		NetOtherFinancingCharges,"-7,631,000"
EndCashPosition,"25,766,000"
	ChangesInCash,"18,397,000"
	BeginningCashPosition,"7,369,000"
IncomeTaxPaidSupplementalData,"1,358,000"
InterestPaidSupplementalData,"53,681,000"
IssuanceOfCapitalStock,"907,734,000"
RepaymentOfDebt,"-240,813,000"
RepurchaseOfCapitalStock,"-1,778,000"
FreeCashFlow,"261,987,000"
