name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991
OperatingCashFlow,"1,698,027,000","749,957,000","155,744,000","370,559,000","421,767,000","526,338,000","173,958,000","202,151,000","399,423,000","379,919,000","9,820,000","221,249,000","370,463,000","352,820,000","-144,019,000","130,961,000","289,206,000","63,430,000","-59,365,000","184,854,000","279,854,000","122,975,000","46,882,000","147,662,000","251,709,000","222,434,000","-35,170,000","152,417,000","275,007,000","155,079,000","-87,343,000","172,912,000","340,130,000","111,803,000","-73,892,000","191,335,000","263,078,000","133,730,000","-91,438,000","102,932,000","295,680,000","126,774,000","-39,318,000","73,026,000","310,435,000","96,488,000","-39,633,000","96,892,000","207,916,000","81,645,000","-45,417,000","63,910,000","232,464,000","24,711,000","-81,926,000","115,885,000","231,346,000","35,038,000","-51,181,000","173,146,000","116,101,000","88,166,000","56,065,000","99,747,000","59,465,000","26,877,000","19,801,000","74,335,000","64,247,000","-11,467,000","142,075,000","33,567,000","128,753,000","90,398,000","11,319,000","114,355,000","125,672,000","120,045,000","31,462,000","-102,900,000","-68,519,000","62,328,000","-71,958,000","172,464,000","26,441,000","82,180,000","14,741,000","-17,378,000","75,755,000","62,738,000","30,000,000","114,000,000","11,100,000","74,100,000","24,100,000","26,500,000","58,100,000","53,300,000","6,200,000","47,700,000","27,500,000","28,900,000","5,500,000","18,700,000","30,300,000","29,300,000","10,000,000","18,000,000","25,000,000","18,500,000","15,200,000","20,400,000","12,200,000","14,800,000","7,800,000","12,000,000","10,000,000","14,600,000","10,500,000","4,500,000","4,100,000","3,000,000","5,600,000"
	CashFlowFromContinuingOperatingActivities,"1,698,027,000","749,957,000","155,744,000","370,559,000","421,767,000","526,338,000","173,958,000","202,151,000","399,423,000","379,919,000","9,820,000","221,249,000","370,463,000","352,820,000","-144,019,000","130,961,000","289,206,000","63,430,000","-59,365,000","184,854,000","279,854,000","122,975,000","46,882,000","147,662,000","251,709,000","222,434,000","-35,170,000","152,417,000","275,007,000","155,079,000","-87,343,000","172,912,000","340,130,000","111,803,000","-73,892,000","191,335,000","263,078,000","133,730,000","-91,438,000","102,932,000","295,680,000","126,774,000","-39,318,000","73,026,000","310,435,000","96,488,000","-39,633,000","96,892,000","207,916,000","81,645,000","-45,417,000","63,910,000","232,464,000","24,711,000","-81,926,000","115,885,000","231,346,000","35,038,000","-51,181,000","173,146,000","116,101,000","88,166,000","56,065,000","99,747,000","59,465,000","26,877,000","19,801,000","74,335,000","64,247,000","-11,467,000","142,075,000","33,567,000","128,753,000","90,398,000","11,319,000","114,355,000","125,672,000","120,045,000","31,462,000","-102,900,000","-68,519,000","62,328,000","-71,958,000","172,464,000","26,441,000","82,180,000","14,741,000","-17,378,000","75,755,000","62,738,000","30,000,000","114,000,000","11,100,000","74,100,000","24,100,000","26,500,000","58,100,000","53,300,000","6,200,000","47,700,000","27,500,000","28,900,000","5,500,000","18,700,000","30,300,000","29,300,000","10,000,000","18,000,000","25,000,000","18,500,000","15,200,000","20,400,000","12,200,000","14,800,000","7,800,000","12,000,000","10,000,000","14,600,000","10,500,000","4,500,000","4,100,000","3,000,000","5,600,000"
		NetIncomeFromContinuingOperations,"1,008,561,000","294,781,000","313,687,000","201,447,000","198,646,000","195,078,000","162,345,000","197,455,000","252,911,000","109,920,000","104,061,000","160,714,000","99,929,000","118,210,000","153,514,000","254,328,000","79,409,000","102,472,000","-3,691,000","-120,082,000","116,751,000","53,306,000","86,588,000","72,697,000","64,718,000","69,376,000","60,035,000","49,762,000","55,387,000","55,596,000","65,189,000","62,455,000","65,656,000","63,317,000","67,696,000","56,890,000","52,297,000","68,691,000","69,922,000",,,,,,,"81,114,000","48,226,000","25,401,000","39,327,000","39,549,000","132,786,000","19,528,000","47,436,000","48,288,000","52,429,000","46,397,000","57,749,000","39,387,000","46,445,000","41,014,000","24,855,000","41,265,000","23,357,000","10,120,000","7,550,000","5,375,000","1,697,000","-13,475,000","17,294,000","-4,972,000","-14,325,000","-28,382,000","41,828,000","28,739,000","32,152,000","44,575,000","48,475,000","22,289,000","34,385,000","-97,836,000","-137,589,000","21,380,000","14,052,000","20,398,000","14,450,000","12,490,000","9,464,000","-22,270,000","41,371,000","33,577,000","45,100,000","53,000,000","41,400,000","26,600,000","40,400,000","11,400,000","34,600,000","23,700,000","-6,400,000","22,700,000","20,200,000","13,300,000","16,200,000","13,700,000","12,700,000","-14,400,000","11,700,000","10,500,000","3,700,000","8,600,000","7,500,000","6,900,000","3,500,000","1,000,000","4,400,000","4,200,000","3,700,000","2,900,000","2,400,000","2,100,000","2,000,000","1,600,000","1,400,000"
		OperatingGainsLosses,"86,346,000","21,402,000","21,010,000","21,725,000","22,209,000","21,737,000","20,974,000","20,310,000","21,078,000","16,312,000","23,201,000","0","-308,000",,,"0","0","-97,000","4,000","9,000","0","0","-1,000","-3,000","-5,000","-13,000","3,000","-87,000","-5,000","-5,000","-12,000","-461,000","-9,000","0","-6,529,000","-767,000","0",,,,"-301,000",,,"-107,000","-779,000",,,"-881,000","-694,000","-2,308,000","-112,000","-106,000","-286,000","-152,000","-172,000","-5,226,000","9,814,000","-1,392,000","200,000","1,020,000","2,109,000","-4,282,000","-3,000","777,000","-34,951,000","15,441,000","19,516,000","4,885,000","-5,092,000","-6,030,000","2,120,000","30,157,000","-7,219,000","-2,576,000","-313,000","60,022,000","-8,609,000","18,079,000","15,800,000","22,867,000","96,261,000","4,736,000","3,427,000","5,240,000","-6,438,000","-9,160,000","-16,616,000","821,000","105,000","-2,347,000","6,900,000","-500,000","4,400,000","16,800,000","9,300,000","15,200,000","3,000,000","20,200,000","15,900,000","32,500,000","-3,900,000","3,800,000","-2,000,000","1,100,000","-400,000","0","100,000","600,000","-400,000",,,"-200,000","400,000","100,000","100,000",,"-100,000","-100,000","600,000","0","0","-100,000","400,000"
			GainLossOnSaleOfPPE,"86,346,000","21,402,000","21,010,000","21,725,000","22,209,000","21,737,000","20,974,000","20,310,000","21,078,000","16,312,000","23,201,000","0","-308,000","-3,744,000","0","4,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,"0","0","4,000","9,000","0","0","-1,000","-3,000","-5,000","-13,000","3,000","-87,000","-5,000","-5,000","-12,000","-461,000","-9,000","0","-6,529,000","-767,000","0",,,,"-301,000",,,"-107,000","-779,000",,,"-881,000","-694,000","-2,308,000","-112,000","-106,000","-286,000","-152,000","-172,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"215,572,000","50,277,000","61,685,000","52,402,000","51,208,000","49,438,000","50,628,000","50,830,000","54,078,000","52,846,000","52,232,000","49,543,000","49,292,000","51,011,000","51,830,000","58,962,000","53,416,000","52,909,000","43,920,000","45,330,000","47,068,000","47,580,000","49,464,000","49,218,000","50,588,000","50,790,000","56,436,000","57,286,000","52,484,000","51,522,000","50,529,000","52,076,000","49,165,000","47,871,000","43,714,000","45,648,000","47,602,000","47,090,000","47,064,000","41,764,000","40,214,000","42,897,000","31,965,000","31,591,000","31,961,000","33,322,000","31,676,000","29,429,000","21,554,000","24,566,000","25,652,000","26,872,000","24,853,000","24,310,000","25,418,000","23,608,000","23,291,000","24,911,000","25,333,000","27,523,000","25,168,000","25,497,000","27,179,000","28,944,000","27,572,000","28,245,000","29,729,000","35,138,000","38,807,000","50,630,000","50,482,000","48,244,000","48,258,000","48,042,000","48,230,000","46,337,000","46,899,000","46,972,000","43,902,000","46,265,000","35,569,000","17,592,000","16,674,000","17,013,000","16,158,000","16,275,000","15,716,000","17,187,000","17,179,000","15,104,000","14,300,000","14,600,000","13,700,000","12,200,000","11,500,000","11,500,000","10,800,000","10,500,000","11,400,000","8,300,000","7,500,000","8,300,000","6,300,000","5,700,000","5,300,000","4,200,000","3,500,000","4,100,000","2,500,000","4,800,000","4,100,000","3,500,000","3,100,000","3,500,000","2,000,000","1,800,000","2,700,000","1,700,000","1,500,000","1,500,000","1,200,000","1,100,000","1,400,000"
			DepreciationAndAmortization,"215,572,000","50,277,000","61,685,000","52,402,000","51,208,000","49,438,000","50,628,000","50,830,000","54,078,000","52,846,000","52,232,000","49,543,000","49,292,000","51,011,000","51,830,000","58,962,000","53,416,000","52,909,000","43,920,000","45,330,000","47,068,000","47,580,000","49,464,000","49,218,000","50,588,000","50,790,000","56,436,000","57,286,000","52,484,000","51,522,000","50,529,000","52,076,000","49,165,000","47,871,000","43,714,000","45,648,000","47,602,000","47,090,000","47,064,000","41,764,000","40,214,000","42,897,000","31,965,000","31,591,000","31,961,000","33,322,000","31,676,000","29,429,000","21,554,000","24,566,000","25,652,000","26,872,000","24,853,000","24,310,000","25,418,000","23,608,000","23,291,000","24,911,000","25,333,000","27,523,000","25,168,000","25,497,000","27,179,000","28,944,000","27,572,000","28,245,000","29,729,000","35,138,000","38,807,000","50,630,000","50,482,000","48,244,000","48,258,000","48,042,000","48,230,000","46,337,000","46,899,000","46,972,000","43,902,000","46,265,000","35,569,000","17,592,000","16,674,000","17,013,000","16,158,000","16,275,000","15,716,000","17,187,000","17,179,000","15,104,000","14,300,000","14,600,000","13,700,000","12,200,000","11,500,000","11,500,000","10,800,000","10,500,000","11,400,000","8,300,000","7,500,000","8,300,000","6,300,000","5,700,000","5,300,000","4,200,000","3,500,000","4,100,000","2,500,000","4,800,000","4,100,000","3,500,000","3,100,000","3,500,000","2,000,000","1,800,000","2,700,000","1,700,000","1,500,000","1,500,000","1,200,000","1,100,000","1,400,000"
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,608,000","23,291,000","24,911,000","25,333,000","27,523,000","25,168,000","25,497,000","27,179,000","28,944,000","27,572,000",,,"35,138,000","38,807,000",,,,,,,,,"46,972,000","43,902,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,608,000","23,291,000","24,911,000","25,333,000","27,523,000","25,168,000","25,497,000","27,179,000","28,944,000","27,572,000",,,"35,138,000","38,807,000",,,,,,,,,"46,972,000","43,902,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
