name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017
InvestingCashFlow,"-68,370,000","-9,310,000","-33,456,000","-10,739,000","-14,865,000","-8,594,000","-11,333,000","-3,130,000","-4,105,000","-10,553,000","-51,536,000","-9,130,000","-6,005,000","-2,715,000","-5,372,000","-9,820,000","-4,057,000","-9,460,000","-12,410,000","-12,480,000","-8,649,000"
	CashFlowFromContinuingInvestingActivities,"-68,370,000","-9,310,000","-33,456,000","-10,739,000","-14,865,000","-8,594,000","-11,333,000","-3,130,000","-4,105,000","-10,553,000","-51,536,000","-9,130,000","-6,005,000","-2,715,000","-5,372,000","-9,820,000","-4,057,000","-9,460,000","-12,410,000","-12,480,000","-8,649,000"
		CapitalExpenditureReported,,,,,,,,"-3,130,000","-4,105,000",,,,,,,,,,,,
		NetPPEPurchaseAndSale,"-41,269,000","-9,310,000","-6,355,000","-10,739,000","-14,865,000","-8,594,000","-11,333,000",,,,"-15,914,000","-9,130,000","-6,005,000","-2,715,000","-5,372,000","-9,820,000","-4,057,000","-9,460,000","-12,410,000","-12,480,000","-8,649,000"
			PurchaseOfPPE,"-41,269,000","-9,310,000","-6,355,000","-10,739,000","-14,865,000","-8,594,000","-11,333,000",,,,"-15,914,000","-9,130,000","-6,005,000","-2,715,000","-5,372,000","-9,820,000","-4,057,000","-9,460,000","-12,410,000","-12,480,000","-8,649,000"
		NetBusinessPurchaseAndSale,,"0","-27,101,000",,"0","0","0","0","0","-667,000","-35,622,000",,,,,,,,,,
			PurchaseOfBusiness,,"0","-27,101,000",,"0","0","0","0","0","-667,000","-35,622,000",,,,,,,,,,
FinancingCashFlow,"-118,454,000","-37,814,000","-30,944,000","-24,963,000","-24,733,000","10,276,000","64,387,000","20,000","1,449,000","-29,784,000","1,224,000","1,279,000","2,821,000","17,901,000","-105,000","91,691,000","407,000","651,000","1,625,000","3,485,000","1,392,000"
	CashFlowFromContinuingFinancingActivities,"-118,454,000","-37,814,000","-30,944,000","-24,963,000","-24,733,000","10,276,000","64,387,000","20,000","1,449,000","-29,784,000","1,224,000","1,279,000","2,821,000","17,901,000","-105,000","91,691,000","407,000","651,000","1,625,000","3,485,000","1,392,000"
		NetIssuancePaymentsOfDebt,"0",,,"0","0","-25,000,000","0","-3,333,000","-1,667,000","-1,666,000","-1,667,000","-6,667,000","0","0","0","-252,000","0","0","0","0","0"
			NetLongTermDebtIssuance,"0",,,"0","0","-25,000,000","0","-3,333,000","-1,667,000","-1,666,000","-1,667,000","-6,667,000","0","0","0","-252,000","0","0","0","0","0"
				LongTermDebtIssuance,,,,,,,,,,,,"0","0","0","0","39,748,000","0","0","30,000,000","0","0"
				LongTermDebtPayments,"0",,,"0","0","-25,000,000","0","-3,333,000","-1,667,000","-1,666,000","-1,667,000","-6,667,000","0","0","0","-40,000,000","0","0","-30,000,000","0","0"
		NetCommonStockIssuance,"-175,431,000","-53,836,000","-43,247,000","-41,245,000","-37,103,000","-14,385,000","-5,118,000","-21,225,000","-2,007,000","-32,734,000","-5,078,000","-1,594,000","-266,000","-566,000","0","90,562,000","-119,000","-137,000","-655,000","0","8,878,000"
			CommonStockIssuance,,,,,,,,,,,,,,,,"90,562,000","0",,,"0","10,078,000"
			CommonStockPayments,"-175,431,000","-53,836,000","-43,247,000","-41,245,000","-37,103,000","-14,385,000","-5,118,000","-21,225,000","-2,007,000","-32,734,000","-5,078,000","-1,594,000","-266,000","-566,000","0","0","-119,000","-137,000","-655,000","0","-1,200,000"
		ProceedsFromStockOptionExercised,"57,906,000","16,022,000","13,232,000","16,282,000","12,370,000","49,661,000","69,505,000","24,578,000","5,123,000","4,616,000","7,969,000","9,540,000","3,087,000","18,485,000","462,000","3,597,000","1,392,000","2,076,000","2,280,000","3,485,000","-7,486,000"
		NetOtherFinancingCharges,,"0","-929,000",,,,,,,,,"0","0","-18,000","-567,000","-2,216,000","-866,000",,,,
EndCashPosition,"611,942,000","606,744,000","754,417,000","640,101,000","670,905,000","639,119,000","678,032,000","407,291,000","329,305,000","283,432,000","408,602,000","338,820,000","338,478,000","295,459,000","307,560,000","220,930,000","124,432,000","117,804,000","188,622,000","130,595,000","121,181,000"
	ChangesInCash,"-27,177,000","-144,684,000","115,534,000","-29,217,000","31,190,000","-36,878,000","267,567,000","75,725,000","45,127,000","-123,809,000","68,528,000","1,849,000","42,647,000","-11,759,000","86,573,000","96,649,000","7,555,000","-72,189,000","57,182,000","9,049,000","-22,061,000"
	EffectOfExchangeRateChanges,"-5,198,000","-2,989,000","-1,218,000","-1,587,000","596,000","-2,035,000","3,174,000","2,261,000","746,000","-1,361,000","1,254,000","-1,507,000","372,000","-342,000","-133,000","-151,000","-927,000","1,564,000","652,000","365,000","1,340,000"
	BeginningCashPosition,"639,119,000","754,417,000","640,101,000","670,905,000","639,119,000","678,032,000","407,291,000","329,305,000","283,432,000","408,602,000","338,820,000","338,478,000","295,459,000","307,560,000","221,120,000","124,432,000","117,804,000","188,622,000","130,788,000","121,181,000","141,902,000"
IncomeTaxPaidSupplementalData,"9,775,000","8,503,000","413,000","341,000","518,000","583,000","2,672,000","-370,000","128,000","508,000","517,000","1,036,000","593,000","629,000","1,312,000","179,000","748,000","311,000","192,000","193,000","136,000"
InterestPaidSupplementalData,"230,000","62,000","23,000","68,000","77,000","191,000","166,000","329,000","467,000","379,000","472,000","1,183,000","90,000","586,000","658,000","154,000","1,213,000","1,134,000","1,249,000","1,138,000","1,125,000"
CapitalExpenditure,"-41,269,000","-9,310,000","-6,355,000","-10,739,000","-14,865,000","-8,594,000","-11,333,000","-3,130,000","-4,105,000","-9,886,000","-15,914,000","-9,130,000","-6,005,000","-2,715,000","-5,372,000","-9,820,000","-4,057,000","-9,460,000","-12,410,000","-12,480,000","-8,649,000"
IssuanceOfCapitalStock,,,,,,,,,,,,,,,,"90,562,000","0",,,"0","10,078,000"
IssuanceOfDebt,,,,,,,,,,,,"0","0","0","0","39,748,000","0","0","30,000,000","0","0"
RepaymentOfDebt,"0",,,"0","0","-25,000,000","0","-3,333,000","-1,667,000","-1,666,000","-1,667,000","-6,667,000","0","0","0","-40,000,000","0","0","-30,000,000","0","0"
RepurchaseOfCapitalStock,"-175,431,000","-53,836,000","-43,247,000","-41,245,000","-37,103,000","-14,385,000","-5,118,000","-21,225,000","-2,007,000","-32,734,000","-5,078,000","-1,594,000","-266,000","-566,000","0","0","-119,000","-137,000","-655,000","0","-1,200,000"
FreeCashFlow,"118,378,000","-106,870,000","173,579,000","-4,254,000","55,923,000","-47,154,000","203,180,000","75,705,000","43,678,000","-93,358,000","102,926,000","570,000","39,826,000","-29,660,000","86,678,000","4,958,000","7,148,000","-72,840,000","55,557,000","5,564,000","-23,453,000"
