name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
OperatingCashFlow,"73,031,000","20,028,000","24,665,000","24,023,000","4,315,000","6,075,000","6,762,000","4,187,000","3,620,000","2,035,000","2,496,000","-294,000","150,000","5,026,000","2,583,000"
	CashFlowFromContinuingOperatingActivities,"73,031,000","20,028,000","24,665,000","24,023,000","4,315,000","6,075,000","6,762,000","4,187,000","3,620,000","2,035,000","2,496,000","-294,000","150,000","5,026,000","2,583,000"
		NetIncomeFromContinuingOperations,"41,982,000","6,140,000","19,859,000","13,960,000","2,023,000","-3,565,000","1,991,000","-667,000","-5,603,000","-5,093,000","633,000","1,079,000","-5,449,000","-2,870,000","1,648,000"
		DepreciationAmortizationDepletion,"8,853,000","2,544,000","2,372,000","2,010,000","1,927,000","1,617,000","1,436,000","1,270,000","1,732,000","1,964,000","2,114,000","2,102,000","2,135,000","1,922,000","2,142,000"
			DepreciationAndAmortization,"8,853,000","2,544,000","2,372,000","2,010,000","1,927,000","1,617,000","1,436,000","1,270,000","1,732,000","1,964,000","2,114,000","2,102,000","2,135,000","1,922,000","2,142,000"
		AssetImpairmentCharge,,,"1,817,000","0",,,"1,446,000","786,000",,,"-192,000","513,000",,,"356,000"
		StockBasedCompensation,"37,612,000","14,280,000","8,455,000","7,388,000","7,489,000","6,660,000","5,880,000","4,298,000","3,076,000","2,755,000","1,379,000","0","0","0","0"
		OtherNonCashItems,,,,,,,"-1,124,000","404,000","417,000","409,000","412,000","533,000","118,000","317,000",
		ChangeInWorkingCapital,"-17,350,000","-2,936,000","-7,955,000","665,000","-7,124,000","1,363,000","-2,867,000","-1,904,000","3,825,000","2,000,000","-1,850,000","-4,521,000","3,346,000","5,657,000","-1,563,000"
			ChangeInReceivables,"-7,461,000","7,725,000","-5,905,000","-4,790,000","-4,491,000","1,466,000","-6,694,000","-4,380,000","2,803,000","2,347,000","-597,000","-6,018,000","910,000","7,589,000","-3,320,000"
				ChangesInAccountReceivables,"-7,461,000","7,725,000","-5,905,000","-4,790,000","-4,491,000","1,466,000","-6,694,000","-4,380,000","2,803,000","2,347,000","-597,000","-6,018,000","910,000","7,589,000","-3,320,000"
