name,ttm,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019
TotalRevenue,"34,360,000","9,621,000","7,396,000","10,252,000","7,091,000","5,011,000","6,689,000","4,085,000","4,182,000","2,864,000","1,862,000","10,580,000"
	OperatingRevenue,"34,360,000","9,621,000","7,396,000","10,252,000","7,091,000","5,011,000","6,689,000","4,085,000","4,182,000","2,864,000","1,862,000","10,580,000"
OperatingExpense,"170,468,000","52,365,000","45,349,000","39,249,000","33,505,000","29,533,000","26,697,000","23,277,000","17,412,000","15,417,000","15,426,000","13,192,000"
	SellingGeneralAndAdministration,"33,900,000","9,228,000","8,818,000","8,343,000","7,511,000","6,530,000","6,252,000","4,338,000","3,270,000","2,450,000","2,602,000","2,184,000"
		GeneralAndAdministrativeExpense,"33,900,000","9,228,000","8,818,000","8,343,000","7,511,000","6,530,000","6,252,000","4,338,000","3,270,000","2,450,000","2,602,000","2,184,000"
			OtherGandA,"33,900,000","9,228,000","8,818,000","8,343,000","7,511,000","6,530,000","6,252,000","4,338,000","3,270,000","2,450,000","2,602,000","2,184,000"
	ResearchAndDevelopment,"136,568,000","43,137,000","36,531,000","30,906,000","25,994,000","23,003,000","20,445,000","18,939,000","14,142,000","12,967,000","12,824,000","11,008,000"
OperatingIncome,"-136,108,000","-42,744,000","-37,953,000","-28,997,000","-26,414,000","-24,522,000","-20,008,000","-19,192,000","-13,230,000","-12,553,000","-13,564,000","-2,612,000"
NetNonOperatingInterestIncomeExpense,"716,000","211,000","295,000","39,000","171,000","318,000","135,000","675,000","223,000","173,000","255,000","195,000"
	InterestIncomeNonOperating,"716,000","211,000","295,000","39,000","171,000","318,000","135,000","675,000","223,000","173,000","255,000","195,000"
PretaxIncome,"-135,392,000","-42,533,000","-37,658,000","-28,958,000","-26,243,000","-24,204,000","-19,873,000","-18,517,000","-13,007,000","-12,380,000","-13,309,000","-2,417,000"
TaxProvision,"60,000","0","44,000","-123,000","139,000","71,000","41,000","0","-20,587,000","11,000","210,000","10,000"
NetIncomeCommonStockholders,"-135,452,000","-42,533,000","-37,702,000","-28,835,000","-26,382,000","-24,275,000","-19,914,000","-18,517,000","0","-12,391,000","-13,519,000","-2,427,000"
	NetIncome,"-135,452,000","-42,533,000","-37,702,000","-28,835,000","-26,382,000","-24,275,000","-19,914,000","-18,517,000","7,580,000","-12,391,000","-13,519,000","-2,427,000"
