name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
OperatingCashFlow,"84,738,000","41,276,000","35,708,000","36,751,000","-28,997,000","14,183,000","18,946,000","23,654,000","6,012,000","11,367,000","8,438,000","6,758,000","4,814,000","2,176,000","2,348,000","364,000","-3,619,000","6,484,000","1,862,000","24,000","-1,404,000","793,000","-4,221,000","-2,471,000","-1,096,000","-1,578,000","-3,803,000","-1,329,000","-359,000","-5,795,000","-3,226,000","-2,344,000","-3,135,000","-896,000","-3,018,000","-2,299,000","-1,594,000","-1,003,000","-2,568,000","-1,704,000","-1,590,000","-1,342,000","-171,000","-48,000","-268,000","-790,000","-761,000","-7,000","-351,000","-181,000","-151,000","-1,281,000","-1,857,000","231,000","-2,068,000","-1,679,000","-1,844,000","43,955","-365,421","-173,501","-324,648","-271,138","-52,501","-50,885","-43,609","-19,229","-42,562","-20,081","-14,762","-135,000","136,000","164,000","174,000","-47,000","63,000","-77,000","-110,000"
	CashFlowFromContinuingOperatingActivities,"84,738,000","41,276,000","35,708,000","36,751,000","-28,997,000","14,183,000","18,946,000","23,654,000","6,012,000","13,515,000","8,391,000","6,720,000","5,044,000","2,441,000","2,686,000","2,238,000","-2,395,000","6,808,000","1,862,000","24,000","-1,404,000","793,000","-4,221,000","-2,471,000","-1,096,000","-1,578,000","-3,803,000","-1,329,000","-359,000","-5,795,000","-3,226,000","-2,344,000","-3,135,000","-1,716,000","-3,018,000","-2,299,000","-1,594,000","-1,003,000","-2,568,000","-1,704,000","-1,590,000","-1,342,000","-171,000","-48,000","-268,000","-790,000","-761,000","-7,000","-351,000","-181,000","-151,000","-1,281,000","-1,857,000","231,000","-2,068,000","-1,679,000","-1,844,000","43,955","-365,421","-173,501","-324,648","-271,138","-52,501","-50,885","-43,609","-19,229","-42,562","-20,081","-14,762","-135,000","136,000","164,000","174,000","-47,000","63,000","-77,000","-110,000"
		NetIncomeFromContinuingOperations,"35,569,000","20,141,000","7,062,000","-5,887,000","14,253,000","30,056,000","14,515,000","373,000","9,940,000","14,027,000","3,261,000","-1,337,000","-1,671,000","-6,762,000","-1,136,000","2,068,000","1,528,000","-5,265,000","-3,799,000","-6,458,000","-4,175,000","-6,925,000","-2,586,000","-7,341,000","-7,412,000","-5,828,000","-5,763,000","-8,322,000","-8,119,000","-9,353,000","-5,483,000","-5,201,000","-4,610,000","-2,620,000","-4,176,000","-6,222,000","-5,686,000","-3,419,000","-4,214,000",,,,,,,"-1,253,000",,,"2,614,000","-40,906,000","585,000","-1,201,000","-961,000","-32,521,000","-2,554,000","-3,041,000","-3,337,000","-1,187,193","-461,965","-290,815","-264,138","-286,217","-222,357","-29,245","-15,667","-86,784","-47,831","-12,581","-23,862","-687,000","345,000","17,000","-179,000","-17,000","-238,000","615,000","-392,000"
		OperatingGainsLosses,"-2,062,000","-459,000",,,,"255,000",,,,"-1,025,000","866,000","4,513,000","5,226,000","8,230,000","3,137,000","-1,863,000","-3,190,000","2,550,000","2,840,000","5,390,000","1,772,000","2,598,000","-3,790,000",,,,,,,,,,,"-1,017,000","0","2,699,000","5,000","597,000",,,,,,,,"100,000","0","0","-4,315,000",,,,,,,,,,,,,,,,,,,,,"0",,,,"-214,000","0",,
			GainLossOnSaleOfPPE,,,,,,"0","0",,,"-4,000","-4,000",,,,,,,,,,,,,,"0",,,,,,,,,"-8,000","0","3,000","5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"-2,062,000","-459,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,"-1,021,000","870,000","4,505,000","5,226,000","7,824,000","3,127,000","-1,878,000","-3,190,000","1,931,000","2,556,000","4,508,000","1,772,000","2,598,000","-3,790,000",,,,,,,,,,,"-1,009,000","0",,,"556,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"57,452,000","16,506,000","15,965,000","16,328,000","8,653,000","2,052,000","1,821,000","1,689,000","1,552,000","858,000","540,000","482,000","462,000","621,000","709,000","707,000","729,000","-47,000","899,000","920,000","888,000","1,845,000","2,126,000","2,105,000","2,094,000","2,368,000","1,756,000","4,609,000","2,241,000","940,000","431,000","368,000","369,000","272,000","547,000","544,000","493,000","409,000","40,000","110,000","87,000","97,000","123,000","80,000","129,000","100,000","-29,000","220,000","347,000","339,000","420,000","428,000","425,000","458,000","418,000","325,000","317,000",,,,,,,,,,,,,"66,000","65,000","130,000","145,000","321,000","172,000","166,000","412,000"
			DepreciationAndAmortization,"57,452,000","16,506,000","15,965,000","16,328,000","8,653,000","2,052,000","1,821,000","1,689,000","1,552,000","858,000","540,000","482,000","462,000","621,000","709,000","707,000","729,000","-47,000","899,000","920,000","888,000","1,845,000","2,126,000","2,105,000","2,094,000","2,368,000","1,756,000","4,609,000","2,241,000","940,000","431,000","368,000","369,000","272,000","547,000","544,000","493,000","409,000","40,000","110,000","87,000","97,000","123,000","80,000","129,000","100,000","-29,000","220,000","347,000","339,000","420,000","428,000","425,000","458,000","418,000","325,000","317,000",,,,,,,,,,,,,"66,000","65,000","130,000","145,000","321,000","172,000","166,000","412,000"
		DeferredTax,"-3,981,000","-8,780,000","4,621,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"-3,981,000","-8,780,000","4,621,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
