name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,03/31/1989,03/31/1988,03/31/1987,03/31/1986
TotalAssets,"42,111,000,000","43,680,000,000","42,993,000,000","44,453,000,000","43,874,000,000","44,719,000,000","41,727,000,000","40,766,000,000","41,148,000,000","41,042,000,000","39,179,000,000","40,963,000,000","40,809,000,000","40,462,000,000","40,011,000,000","39,951,000,000","41,031,000,000","42,905,000,000","41,940,000,000","40,112,000,000","34,174,000,000","35,021,000,000","34,406,000,000","34,122,000,000","34,055,000,000","33,507,000,000","31,222,000,000","30,142,000,000","27,888,000,000","27,248,000,000","25,711,000,000","26,033,000,000","24,701,000,000","25,009,000,000","23,816,000,000","25,819,000,000","26,723,000,000","24,642,000,000","24,820,000,000","24,260,000,000","24,642,100,000","24,263,200,000","23,183,000,000","22,845,900,000","23,196,800,000","22,849,700,000","20,972,500,000","19,990,200,000","21,270,200,000","20,821,500,000","20,434,700,000","25,118,800,000","25,534,800,000","25,014,800,000","24,645,100,000","23,448,200,000","23,603,400,000","23,466,800,000","22,998,100,000","23,153,800,000","24,292,000,000","24,137,200,000","23,431,200,000","23,374,100,000","23,645,600,000","23,230,200,000","22,969,900,000","22,059,200,000","22,138,500,000","21,789,000,000","22,269,100,000","21,369,100,000","19,959,400,000","19,518,500,000","18,649,300,000","18,521,400,000","18,480,500,000","17,181,600,000","16,235,200,000","16,438,000,000","16,256,500,000","16,046,600,000","15,721,500,000","14,642,400,000","14,230,500,000","12,326,400,000","11,224,600,000","10,264,900,000","10,599,300,000","10,280,000,000","9,437,300,000","8,289,000,000","8,479,700,000","5,508,000,000","5,043,100,000","3,961,100,000","3,973,000,000","3,602,500,000","3,272,900,000","3,108,500,000","3,051,700,000","3,150,800,000","2,843,700,000","2,681,100,000","2,200,500,000","2,101,600,000","1,947,500,000","1,841,800,000","1,828,200,000","1,899,600,000","1,727,200,000","1,395,600,000","1,355,700,000","840,500,000","729,000,000","698,600,000","656,500,000","700,400,000","624,800,000","610,400,000","576,600,000","632,700,000","524,700,000","465,700,000","446,400,000","416,100,000","369,200,000","338,700,000","251,200,000","263,600,000","232,700,000","190,500,000","177,000,000","137,600,000"
	CurrentAssets,"30,884,000,000","31,847,000,000","29,731,000,000","31,048,000,000","30,362,000,000","30,113,000,000","27,030,000,000","25,940,000,000","25,848,000,000","25,736,000,000","23,715,000,000","25,747,000,000","25,582,000,000","25,091,000,000","24,445,000,000","24,553,000,000","23,513,000,000","25,188,000,000","23,725,000,000","28,345,000,000","22,283,000,000","23,153,000,000","22,283,000,000","21,956,000,000","22,291,000,000","21,829,000,000","21,218,000,000","21,752,000,000","19,631,000,000","19,155,000,000","17,538,000,000","17,939,000,000","16,936,000,000","17,248,000,000","16,037,000,000","17,770,000,000","17,927,000,000","17,861,000,000","18,007,000,000","17,510,000,000","18,070,200,000","17,779,100,000","16,723,200,000","16,315,900,000","16,685,400,000","16,277,000,000","15,918,200,000","14,918,900,000","16,077,300,000","15,458,300,000","15,089,000,000","15,799,000,000","16,304,900,000","15,536,600,000","15,226,300,000","14,184,200,000","14,907,100,000","14,721,800,000","14,333,200,000","14,544,500,000","17,262,400,000","17,178,100,000","14,721,200,000","14,776,700,000","15,254,100,000","14,612,600,000","14,325,900,000","13,442,700,000","13,729,200,000","13,311,000,000","13,787,000,000","13,057,900,000","13,811,800,000","13,538,200,000","13,333,000,000","13,249,600,000","13,280,400,000","12,869,400,000","11,611,500,000","11,906,600,000","12,382,600,000","12,233,400,000","11,949,700,000","10,716,300,000","10,365,600,000","8,774,600,000","7,739,700,000","6,870,600,000","7,243,100,000","6,926,200,000","6,159,800,000","5,146,600,000","5,427,200,000","4,037,500,000","3,670,100,000","3,228,700,000","3,303,400,000","2,954,600,000","2,668,300,000","2,503,700,000","2,466,400,000","2,596,100,000","2,414,100,000","2,239,800,000","1,953,500,000","1,873,500,000","1,776,100,000","1,674,700,000","1,678,400,000","1,751,200,000","1,588,800,000","1,287,100,000","1,245,300,000","754,700,000","643,400,000","609,500,000","578,600,000","624,000,000","548,100,000","536,100,000","503,200,000","561,800,000","460,100,000","402,500,000","385,200,000","356,200,000","310,200,000","281,800,000","213,300,000","229,600,000","199,000,000","161,900,000","140,400,000","116,300,000"
		CashCashEquivalentsAndShortTermInvestments,"2,356,000,000","3,161,000,000","2,463,000,000","3,407,000,000","3,499,000,000","3,737,000,000","2,746,000,000","2,771,000,000","2,329,000,000","1,659,000,000","1,212,000,000","2,531,000,000","3,438,000,000","2,182,000,000","2,045,000,000","1,763,000,000","2,175,000,000","1,249,000,000","1,181,000,000","6,879,000,000","1,368,000,000","1,881,000,000","2,001,000,000","2,356,000,000","2,598,000,000","2,324,000,000","2,974,000,000","4,616,000,000","3,183,000,000","2,881,000,000","2,469,000,000","2,865,000,000","3,041,000,000","2,741,000,000","2,753,000,000","1,901,000,000","2,305,000,000","2,255,000,000","2,440,000,000","2,274,000,000","2,410,400,000","1,797,700,000","2,010,600,000","1,929,300,000","1,961,800,000","1,348,000,000","2,712,200,000","2,755,300,000","2,638,800,000","1,746,800,000","1,584,800,000","2,246,400,000","1,768,700,000","1,161,400,000","1,057,000,000","1,675,000,000","1,910,200,000","1,184,400,000","1,289,600,000","1,440,800,000","1,166,500,000","1,470,400,000","2,066,100,000","1,819,300,000","2,212,600,000","2,642,900,000","2,176,800,000","1,511,500,000","1,549,500,000","1,273,700,000","1,152,400,000","1,096,000,000","527,200,000","544,300,000","992,000,000","1,724,000,000","545,200,000","998,900,000","945,600,000","1,382,000,000","869,200,000","398,900,000","872,000,000","934,100,000","396,200,000","634,600,000","491,100,000","504,600,000","345,900,000","290,500,000","185,400,000","165,200,000","175,600,000","236,500,000","332,700,000","305,000,000","90,200,000","111,700,000","180,500,000","243,100,000","12,500,000","73,300,000","110,500,000","287,800,000","114,500,000","27,100,000","42,700,000","40,600,000","3,900,000","53,600,000","126,800,000","54,900,000","300,000","52,100,000","47,800,000","61,100,000","66,600,000","146,800,000","150,800,000","107,000,000","3,700,000","30,200,000","35,000,000","55,100,000","57,900,000","22,300,000","3,000,000","11,200,000","7,500,000","4,400,000","9,300,000","4,000,000","10,500,000","46,500,000"
			CashAndCashEquivalents,"2,356,000,000","3,161,000,000","2,463,000,000","3,407,000,000","3,499,000,000","3,737,000,000","2,746,000,000","2,771,000,000","2,329,000,000","1,659,000,000","1,212,000,000","2,531,000,000","3,438,000,000","2,182,000,000","2,045,000,000","1,763,000,000","2,175,000,000","1,249,000,000","1,181,000,000","6,879,000,000","1,368,000,000","1,881,000,000","2,001,000,000","2,356,000,000","2,598,000,000","2,324,000,000","2,974,000,000","4,616,000,000","3,183,000,000","2,881,000,000","2,469,000,000","2,865,000,000","3,041,000,000","2,741,000,000","2,753,000,000","1,901,000,000","2,305,000,000","2,255,000,000","2,440,000,000","2,274,000,000","2,410,400,000","1,797,700,000","2,010,600,000","1,929,300,000","1,961,800,000","1,348,000,000","2,712,200,000","2,755,300,000","2,638,800,000","1,746,800,000","1,584,800,000","1,847,500,000","1,366,000,000","772,600,000","672,200,000","1,291,300,000","1,529,000,000","1,184,400,000","1,289,600,000","1,308,800,000","866,500,000","1,003,300,000","1,609,600,000","1,320,900,000","1,713,400,000","2,223,900,000","1,976,900,000","1,411,700,000","1,549,500,000","1,273,700,000","1,152,400,000","1,096,000,000","527,200,000","544,300,000","992,000,000","1,724,000,000","545,200,000","998,900,000","945,600,000","1,382,000,000","869,200,000","398,900,000","872,000,000","934,100,000","396,200,000","416,200,000","491,100,000","504,600,000","345,900,000","290,500,000","185,400,000","165,200,000","175,600,000","236,500,000","332,700,000","305,000,000","90,200,000","111,700,000","180,500,000","243,100,000","12,500,000","73,300,000","110,500,000","287,800,000","114,500,000","27,100,000","42,700,000","40,600,000","3,900,000","53,600,000","126,800,000","54,900,000","300,000","52,100,000","47,800,000","61,100,000","66,600,000","146,800,000","150,800,000","107,000,000","3,700,000","30,200,000","35,000,000","55,100,000","57,900,000","22,300,000","3,000,000","11,200,000","7,500,000","4,400,000","9,300,000","4,000,000","10,500,000","46,500,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"398,900,000","402,700,000","388,800,000","384,800,000","383,700,000","381,200,000",,,"132,000,000","300,000,000","467,100,000","456,500,000","498,400,000","499,200,000","419,000,000","199,900,000","99,800,000",,,,,,,,,,,,,,,,,,"218,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"10,250,000,000","9,406,000,000","9,305,000,000","9,103,000,000","8,727,000,000","8,728,000,000","8,637,000,000","8,264,000,000","9,019,000,000","8,280,000,000","8,190,000,000","8,448,000,000","7,879,000,000","7,932,000,000","8,082,000,000","7,800,000,000","7,671,000,000","7,664,000,000","8,382,000,000","8,048,000,000","7,505,000,000","7,533,000,000","7,708,000,000","7,405,000,000","7,292,000,000","6,980,000,000","6,996,000,000","6,523,000,000","6,095,000,000","5,653,000,000","5,662,000,000","5,380,000,000","4,812,000,000","4,876,000,000","4,898,000,000","6,304,000,000","6,416,000,000","6,158,000,000","6,449,000,000","6,355,000,000","6,495,400,000","5,995,400,000","6,232,600,000","6,155,700,000","6,282,500,000","5,825,300,000","5,454,100,000","5,170,600,000","5,550,200,000","4,927,500,000","5,921,900,000","5,643,600,000","5,904,700,000","5,215,300,000","5,862,300,000","5,006,900,000","4,974,300,000","4,854,600,000","4,904,700,000","4,714,400,000","4,618,500,000","4,394,500,000","3,986,600,000","4,111,600,000","3,937,500,000","3,543,800,000","3,712,400,000","3,451,000,000","3,293,000,000","2,821,900,000","3,368,100,000","3,432,700,000","3,497,800,000","3,369,300,000","2,996,100,000","2,784,400,000","2,845,300,000","2,611,800,000","2,554,800,000","2,295,400,000","2,536,000,000","2,568,300,000","2,251,600,000","2,408,700,000","2,862,300,000","2,225,300,000","1,904,200,000","1,677,000,000","1,826,400,000","1,887,800,000","1,750,900,000","1,590,300,000","1,662,900,000","1,105,900,000","1,039,200,000","826,200,000","811,300,000","752,300,000","691,100,000","672,200,000","759,200,000","679,300,000","604,900,000","564,900,000","560,500,000","609,400,000","568,300,000","516,300,000","523,500,000","511,300,000","473,100,000","340,900,000","326,100,000","196,700,000","163,500,000","153,500,000","143,900,000","148,300,000","136,200,000","135,300,000","147,500,000","147,100,000","124,700,000","106,400,000","116,000,000","117,900,000","99,100,000","95,000,000","82,800,000","88,700,000","75,100,000","66,900,000","57,800,000","32,100,000"
			AccountsReceivable,"10,250,000,000","9,406,000,000","9,305,000,000","9,103,000,000","8,727,000,000","8,728,000,000","8,637,000,000","8,264,000,000","9,019,000,000","8,280,000,000","8,190,000,000","8,448,000,000","7,879,000,000","7,932,000,000","8,082,000,000","7,800,000,000","7,671,000,000","7,664,000,000","8,382,000,000","8,048,000,000","7,505,000,000","7,533,000,000","7,708,000,000","7,405,000,000","7,292,000,000","6,980,000,000","6,996,000,000","6,523,000,000","6,095,000,000","5,653,000,000","5,662,000,000","5,380,000,000","4,812,000,000","4,876,000,000","4,898,000,000","6,304,000,000","6,416,000,000","6,158,000,000","6,449,000,000","6,355,000,000","6,495,400,000","5,995,400,000","6,232,600,000","6,155,700,000","6,282,500,000","5,825,300,000","5,454,100,000","5,170,600,000","5,550,200,000","4,927,500,000","5,921,900,000","5,643,600,000","5,904,700,000","5,215,300,000","5,862,300,000","5,006,900,000","4,974,300,000","4,854,600,000","4,904,700,000","4,714,400,000","4,618,500,000","4,394,500,000","3,986,600,000","4,111,600,000","3,937,500,000","3,543,800,000","3,712,400,000","3,451,000,000","3,293,000,000","2,821,900,000","3,368,100,000","3,432,700,000","3,497,800,000","3,369,300,000","2,996,100,000","2,784,400,000","2,845,300,000","2,611,800,000","2,554,800,000","2,295,400,000","2,536,000,000","2,568,300,000","2,251,600,000","2,408,700,000","2,862,300,000","2,225,300,000","1,904,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,"9,345,000,000",,,,"8,470,000,000",,,,"8,641,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,"-242,000,000",,,,"-206,000,000",,,,"-193,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"15,493,000,000","14,941,000,000","14,720,000,000","14,594,000,000","14,329,000,000","14,443,000,000","13,439,000,000","13,198,000,000","12,808,000,000","13,799,000,000","12,458,000,000","12,822,000,000","12,622,000,000","13,037,000,000","12,481,000,000","12,308,000,000","11,962,000,000","12,087,000,000","12,121,000,000","11,301,000,000","11,641,000,000","11,915,000,000","10,917,000,000","10,615,000,000","10,910,000,000","11,007,000,000","9,758,000,000","9,211,000,000","9,163,000,000","9,408,000,000","8,069,000,000","8,266,000,000","8,030,000,000","8,478,000,000","7,275,000,000","8,373,000,000","8,328,000,000","8,452,000,000","8,105,000,000","7,864,000,000","8,220,100,000","8,888,900,000","7,497,200,000","7,334,200,000","7,717,700,000","8,314,200,000","7,087,500,000","6,355,900,000","7,214,900,000","7,961,000,000","6,861,900,000","7,145,500,000","8,070,300,000","8,535,800,000","7,692,100,000","6,768,800,000","7,256,700,000","7,636,800,000","7,150,800,000","7,383,200,000","7,486,500,000","7,309,200,000","7,585,300,000","7,714,200,000","7,651,200,000","7,276,700,000","7,376,000,000","7,380,000,000","7,771,300,000","8,177,500,000","8,199,600,000","7,471,300,000","8,652,100,000","8,543,800,000","8,253,700,000","7,623,300,000","8,775,600,000","8,313,300,000","7,250,200,000","7,361,000,000","7,902,000,000","8,255,200,000","7,704,700,000","6,286,100,000","6,127,700,000","5,206,800,000","4,468,400,000","3,865,300,000","4,303,000,000","4,041,200,000","3,568,000,000","2,931,400,000","3,141,700,000","2,443,400,000","2,062,300,000","1,895,500,000","2,157,800,000","1,938,500,000","1,627,600,000","1,453,100,000","1,570,500,000","1,691,200,000","1,548,600,000","1,238,200,000","1,232,600,000","1,198,300,000","1,120,700,000","1,071,800,000","1,086,200,000","1,117,600,000","962,300,000","868,200,000","909,400,000","449,500,000","364,800,000","312,200,000","318,700,000","320,700,000","254,200,000","287,400,000","346,500,000","341,900,000","249,000,000","181,400,000","186,900,000","186,700,000","187,000,000","158,900,000","118,500,000","131,200,000","112,700,000","75,000,000","69,900,000","36,500,000"
