name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017
OperatingCashFlow,"541,300,000","-57,100,000","-35,754,902","681,526,548","-47,403,181","-38,968,465","-29,021,152","-22,383,835","-21,401,986","-16,949,961","-16,178,523","1,853,633","-13,569,083","-12,732,369","-12,254,130","-10,986,983","-12,175,771","19,299,214","28,157,343","-7,440,747"
	CashFlowFromContinuingOperatingActivities,"541,300,000","-57,100,000","-35,754,902","681,526,548","-47,403,181","-38,968,465","-29,021,152","-22,383,835","-21,401,986","-16,949,961","-16,178,523","1,853,633","-13,569,083","-12,732,369","-12,254,130","-10,986,983","-12,175,771","19,299,214","28,157,343","-7,440,747"
		NetIncomeFromContinuingOperations,"-213,400,000","-63,400,000","-52,995,395","-46,751,752","-50,288,562","-40,964,291","-41,546,488","-30,819,866","-25,226,539","-21,739,171","-21,047,716","-17,675,372","-17,164,647","-14,404,492","-16,087,866","-13,387,672","-7,854,542","-4,150,386","-4,728,026","-6,397,272"
		OperatingGainsLosses,,,"173,945","26,055",,,"-68,045",,,,,,,,"0","0","-2,516","196,295","-1,533","-1,546"
			GainLossOnInvestmentSecurities,,,"173,945",,,,"-68,045",,,,,,,,"0","0","-2,516","196,295","-1,533","-1,546"
		DepreciationAmortizationDepletion,"6,700,000","2,100,000","1,556,741","1,512,806","1,477,303","1,453,150","1,286,027","1,090,171","860,935","787,373","721,202","608,471","496,672","426,557","222,948","191,548","168,476","123,028","101,028","83,812"
			DepreciationAndAmortization,"6,700,000","2,100,000","1,556,741","1,512,806","1,477,303","1,453,150","1,286,027","1,090,171","860,935","787,373","721,202","608,471","496,672","426,557","222,948","191,548","168,476","123,028","101,028","83,812"
				Depreciation,"6,700,000","2,100,000","1,556,741","1,512,806","1,477,303","1,453,150","1,286,027","1,090,171","860,935","787,373","721,202","608,471","496,672","426,557","222,948","191,548","168,476","123,028","101,028","83,812"
		AmortizationOfSecurities,,,,,,,,,,,,,,"180,398",,,,"0",,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,"0","0","0","0","-2,516","196,295","-1,533","-1,546"
		StockBasedCompensation,"63,400,000","16,600,000","16,979,494","15,224,632","14,568,216","10,327,658","8,109,267","8,246,921","7,754,959","6,119,711","4,981,441","4,601,214","5,312,607","5,177,448","5,441,289","5,062,408","979,873","146,730","82,147","79,660"
		OtherNonCashItems,"12,400,000","3,600,000","4,495,904","2,630,732","1,695,232","978,132","249,890","580,932","457,562","366,132","263,892","-14,851","-89,744","9,874","39,369","104,589","82,332","39,742","36,038","71,304"
		ChangeInWorkingCapital,"673,000,000","-16,000,000","-5,965,591","708,884,075","-13,855,370","-10,763,114","2,948,197","-1,154,968","-5,248,903","-2,484,006","-1,097,342","14,334,171","-2,123,971","-3,941,756","-1,869,870","-2,957,856","-5,549,394","22,943,805","32,667,689","-1,276,705"
			ChangeInReceivables,"-14,400,000","19,100,000","-17,137,666","-14,090,377","-2,240,233","3,268,276","-2,487,571","-2,391,766","314,121","2,402,390","-1,079,271","-3,799,472","1,067,429","2,562,283","-2,852,919","-216,453","-527,548","24,605,575","-25,518,106","177,974"
				ChangesInAccountReceivables,"0","15,000,000","-13,119,820","-1,880,180","0","1,000,000","1,444,450","-2,444,450","0","0","59,330","-59,330","0","2,775,831","-2,775,831","0","0","25,000,000","-25,000,000","0"
			ChangeInPrepaidAssets,"-9,200,000","2,300,000","-1,175,535","-3,294,789","-7,032,910","-2,096,766","-2,653,260","-139,253","161,629","243,036","217,861","-1,265,332","-380,968","363,434","63,771","-891,110","-1,679,101","5,057","-25,001","-54,798"
			ChangeInPayablesAndAccruedExpense,"21,400,000","-15,600,000","35,516,427","213,391","1,256,679","-9,086,497","8,555,368","6,772,088","252,824","-2,730,815","3,603,628","3,028,494","1,336,202","-2,757,961","1,433,613","1,524,971","57,149","-558,230","1,283,090","268,980"
				ChangeInPayable,"-700,000","-22,600,000","26,225,807","-82,863","-4,215,086","1,772,142","2,289,075","2,032,814","-367,912","-1,911,635","2,227,695","800,497","284,784","-1,704,241","1,297,930","-355,818","-310,156","1,370,207","-321,451","-469,582"
					ChangeInAccountPayable,"-700,000","-22,600,000","26,225,807","-82,863","-4,215,086","1,772,142","2,289,075","2,032,814","-367,912","-1,911,635","2,227,695","800,497","284,784","-1,704,241","1,297,930","-355,818","-310,156","1,370,207","-321,451","-469,582"
				ChangeInAccruedExpense,"22,100,000","7,000,000","9,290,620","296,254","5,471,765","-10,858,639","6,266,293","4,739,274","620,736","-819,180","1,375,933","2,227,997","1,051,418","-1,053,720","135,683","1,880,789","367,305","-1,928,437","1,604,541","738,562"
			ChangeInOtherCurrentLiabilities,"-1,600,000","-600,000","-384,916","-303,482","-301,190","-310,412","-250,975","-246,087","-236,272","-186,824","-182,351","-176,442","-130,145","-93,023","-664,335","-3,375,264","-3,399,894","0","56,927,706","-1,668,861"
			ChangeInOtherWorkingCapital,"676,800,000","-21,200,000","-22,783,901","726,359,332","-5,537,716","-2,537,715","-215,365","-5,149,950","-5,741,205","-2,211,793","-3,657,209","16,546,923","-4,016,489","-4,016,489","-514,335","-3,375,264","-3,399,894","-1,108,597","56,927,706","-1,668,861"
InvestingCashFlow,"-1,097,200,000","8,600,000","-115,633,512","-741,097,364","-249,052,071","-207,817,053","56,861,873","59,283,295","5,610,166","42,494,745","-95,427,922","-31,814,671","-4,228,072","38,374,102","-101,861,703","11,798,790","-45,263,970","-44,338,477","339,536","6,927,319"
