name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012
				AmortizationOfIntangiblesIncomeStatement,"599,000,000","140,700,000","151,100,000","153,000,000","154,200,000","154,700,000","157,000,000","158,100,000","157,600,000","157,800,000","205,900,000","163,900,000","164,100,000","59,300,000","65,110,000","65,782,000","66,442,000","67,229,000","68,099,000","68,271,000","66,981,000","67,638,000","72,932,000","74,639,000","76,015,000","73,616,000","76,905,000","54,287,000","44,624,000","44,786,000","44,826,000","44,835,000","44,306,000","44,298,000","43,966,000","43,956,000","43,685,000","43,280,000","43,281,000","44,133,000","44,126,000"
OperatingIncome,"139,800,000","38,900,000","42,500,000","17,900,000","40,500,000","53,300,000","123,800,000","96,100,000","31,500,000","-8,100,000","46,200,000","-31,300,000","-162,800,000","103,100,000","88,616,000","139,295,000","171,906,000","109,176,000","110,916,000","132,190,000","151,547,000","126,739,000","153,665,000","198,947,000","191,477,000","112,088,000","45,878,000","49,684,000","111,292,000","95,011,000","81,675,000","165,429,000","213,193,000","148,515,000","69,541,000","112,062,000","132,882,000","82,862,000","77,725,000","112,894,000","72,347,000"
NetNonOperatingInterestIncomeExpense,"-558,100,000","-135,800,000","-136,700,000","-148,100,000","-137,500,000","-137,000,000","-139,900,000","-145,900,000","-140,600,000","-147,000,000","-151,500,000","-158,900,000","-163,000,000","-85,700,000","-53,718,000","-64,240,000","-58,669,000","-58,373,000","-63,853,000","-60,618,000","-59,687,000","-68,680,000","-61,736,000","-67,326,000","-72,965,000","-69,983,000","-75,117,000","-72,111,000","-48,005,000","-35,300,000","-35,181,000","-35,110,000","-62,514,000","-41,176,000","-59,943,000","-53,322,000","-47,146,000","-45,081,000","-45,056,000","-45,183,000","-44,985,000"
	InterestIncomeNonOperating,"2,100,000","700,000","400,000","500,000","500,000","500,000","200,000","1,300,000","800,000","2,100,000","2,200,000","1,800,000","2,300,000","11,800,000","1,644,000","1,882,000","2,057,000","1,434,000","437,000","1,180,000","1,730,000","874,000","774,000","1,023,000","1,148,000","2,579,000","792,000","1,276,000","1,031,000","1,029,000","1,345,000","1,394,000","1,111,000","1,104,000","847,000","650,000","906,000","704,000","458,000","717,000","1,144,000"
	InterestExpenseNonOperating,"560,200,000","136,500,000","137,100,000","148,600,000","138,000,000","137,500,000","140,100,000","147,200,000","141,400,000","149,100,000","153,700,000","160,700,000","165,300,000","97,500,000","55,362,000","66,122,000","60,726,000","59,807,000","64,290,000","61,798,000","61,417,000","69,554,000","62,510,000","68,349,000","74,113,000","72,562,000","75,909,000","73,387,000","49,036,000","36,329,000","36,526,000","36,504,000","63,625,000","42,280,000","60,790,000","53,972,000","48,052,000","45,785,000","45,514,000","45,900,000","46,129,000"
OtherIncomeExpense,"-98,100,000","-12,100,000","600,000","-29,200,000","-57,400,000","-43,400,000","-3,900,000","-57,200,000","-227,100,000","-36,200,000","-388,300,000","-18,000,000","-45,700,000","-18,100,000","-79,053,000","-9,449,000","-10,312,000","-4,467,000","-20,887,000","-3,553,000","-12,258,000","-22,124,000","-42,529,000","-25,747,000","-22,258,000","-21,064,000","-31,810,000","-100,471,000","-1,808,000","756,000","-1,269,000","-12,995,000","-98,329,000","-5,175,000","-48,770,000","-15,614,000","-40,409,000","-10,878,000","-15,653,000","-41,731,000","-10,504,000"
	GainOnSaleOfSecurity,"-11,900,000",,,"-1,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-73,300,000","-12,100,000","-5,400,000","3,100,000","-58,900,000","-44,400,000","-4,800,000","-40,300,000","-226,300,000","-23,700,000","-385,500,000","-19,500,000","-46,400,000","-12,400,000","-39,287,000","-7,070,000","-7,218,000","-5,450,000","-19,261,000","-5,360,000","-13,773,000","-5,388,000","-34,256,000","-18,201,000","-7,605,000","-21,365,000","-24,305,000","-92,202,000","-1,894,000","-1,871,000","-5,457,000","-14,388,000","-9,538,000","-1,980,000","-9,398,000","-12,220,000","-38,578,000","-7,437,000","-8,624,000","-39,895,000","-7,315,000"
		RestructuringAndMergernAcquisition,"59,600,000","12,100,000","-8,300,000","-3,100,000","58,900,000","44,400,000","4,800,000","40,300,000","19,600,000","23,700,000","9,400,000","19,500,000","46,400,000","12,400,000","24,287,000","7,070,000","7,218,000","5,450,000","19,261,000","5,360,000","13,773,000","5,388,000","18,372,000","10,826,000","7,605,000","6,072,000","18,855,000","6,868,000","1,894,000","1,871,000","7,590,000","7,388,000","2,309,000","1,980,000","5,671,000","4,900,000","9,730,000","1,803,000","5,988,000","1,624,000","7,315,000"
		ImpairmentOfCapitalAssets,"376,100,000",,"13,700,000","0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,,,,,"0",,"0","0","206,700,000",,"376,100,000",,,,"15,000,000",,,,"0","0","0","0","15,884,000","7,375,000","0","15,293,000","5,450,000","85,334,000","0",,"-2,133,000","7,000,000","7,229,000","0","3,727,000","7,320,000","28,848,000","5,634,000","2,636,000","38,271,000","0"
	OtherNonOperatingIncomeExpenses,,,"3,700,000","-30,900,000","1,500,000","1,000,000","900,000","-16,900,000","-800,000","-12,500,000","9,100,000","1,500,000","700,000","-5,700,000","-39,766,000","-2,379,000","-3,094,000","983,000","-1,626,000","1,807,000","1,515,000","-16,736,000","-8,273,000","-7,546,000","-14,653,000","301,000","-7,505,000","-8,269,000","86,000","2,627,000","4,188,000","1,393,000","-88,791,000","-3,195,000","-39,372,000","-3,394,000","-1,831,000","-3,441,000","-7,029,000","-1,836,000","-3,189,000"
PretaxIncome,"-516,400,000","-109,000,000","-93,600,000","-159,400,000","-154,400,000","-127,100,000","-20,000,000","-107,000,000","-336,200,000","-191,300,000","-493,600,000","-208,200,000","-371,500,000","-700,000","-44,155,000","65,606,000","102,925,000","46,336,000","26,176,000","68,019,000","79,602,000","35,935,000","49,400,000","105,874,000","96,254,000","21,041,000","-61,049,000","-122,898,000","61,479,000","60,467,000","45,225,000","117,324,000","52,350,000","102,164,000","-39,172,000","43,126,000","45,327,000","26,903,000","17,016,000","25,980,000","16,858,000"
TaxProvision,"-11,500,000","30,900,000","-6,600,000","-35,200,000","-600,000","-29,500,000","-43,900,000","9,300,000","-15,100,000","-31,400,000","-56,900,000","-51,700,000","-37,500,000","1,600,000","-20,872,000","1,763,000","37,003,000","12,601,000","-27,405,000","16,862,000","24,138,000","2,373,000","-5,066,000","12,043,000","34,293,000","8,461,000","14,098,000","-42,102,000","15,887,000","20,991,000","-2,586,000","20,893,000","24,307,000","37,677,000","-30,259,000","31,839,000","44,206,000","11,003,000","5,566,000","20,696,000","10,263,000"
NetIncomeCommonStockholders,"-562,400,000","-154,400,000","-101,300,000","-138,500,000","-168,100,000","-111,900,000","9,600,000","-130,400,000","-335,000,000","-173,700,000","-450,500,000","-170,300,000","-350,100,000","-2,300,000","-23,283,000","63,843,000","65,922,000","33,735,000","53,581,000","51,157,000","55,464,000","33,562,000","54,466,000","93,831,000","61,961,000","12,580,000","-75,147,000","-80,796,000","45,592,000","39,476,000","47,811,000","96,431,000","28,043,000","64,487,000","-8,913,000","11,287,000","1,121,000","15,900,000","11,450,000","5,284,000","6,595,000"
	NetIncome,"-504,900,000","-139,900,000","-87,000,000","-124,200,000","-153,800,000","-97,600,000","23,900,000","-116,300,000","-321,100,000","-159,900,000","-436,700,000","-156,500,000","-334,000,000","-2,300,000","-23,283,000","63,843,000","65,922,000","33,735,000","53,581,000","51,157,000","55,464,000","33,562,000","54,466,000","93,831,000","61,961,000","12,580,000","-75,147,000","-80,796,000","45,592,000","39,476,000","47,811,000","96,431,000","28,043,000","64,487,000","-8,913,000","11,287,000","1,121,000","15,900,000","11,450,000","5,284,000","6,595,000"
		NetIncomeIncludingNoncontrollingInterests,"-504,900,000","-139,900,000","-87,000,000","-124,200,000","-153,800,000","-97,600,000","23,900,000","-116,300,000","-321,100,000","-159,900,000","-436,700,000","-156,500,000","-334,000,000","-2,300,000","-23,283,000","63,843,000","65,922,000","33,735,000","53,581,000","51,157,000","55,464,000","33,562,000","54,466,000","93,831,000","61,961,000","12,580,000","-75,147,000","-80,796,000","45,592,000","39,476,000","47,811,000","96,431,000","28,043,000","64,487,000","-8,913,000","11,287,000","1,121,000","15,900,000","11,450,000","5,284,000","6,595,000"
			NetIncomeContinuousOperations,"-504,900,000","-139,900,000","-87,000,000","-124,200,000","-153,800,000","-97,600,000","23,900,000","-116,300,000","-321,100,000","-159,900,000","-436,700,000","-156,500,000","-334,000,000","-2,300,000","-23,283,000","63,843,000","65,922,000","33,735,000","53,581,000","51,157,000","55,464,000","33,562,000","54,466,000","93,831,000","61,961,000","12,580,000","-75,147,000","-80,796,000","45,592,000","39,476,000","47,811,000","96,431,000","28,043,000","64,487,000","-8,913,000","11,287,000","1,121,000","15,900,000","11,450,000","5,284,000","6,595,000"
	PreferredStockDividends,"57,500,000","14,500,000","14,300,000","14,300,000","14,300,000","14,300,000","14,300,000","14,100,000","13,900,000","13,800,000","13,800,000","13,800,000","16,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-562,400,000","-154,400,000","-101,300,000","-138,500,000","-168,100,000","-111,900,000","9,600,000","-130,400,000","-335,000,000","-173,700,000","-450,500,000","-170,300,000","-350,100,000","-2,300,000","-23,283,000","63,843,000","65,922,000","33,735,000","53,581,000","51,157,000","55,464,000","33,562,000","54,466,000","93,831,000","61,961,000","12,580,000","-75,147,000","-80,796,000","45,592,000","39,476,000","47,811,000","96,431,000","28,043,000","64,487,000","-8,913,000","11,287,000","1,121,000","15,900,000","11,450,000","5,284,000","6,595,000"
BasicEPS,,"-0.75","-0.5","-0.68","-0.82","-0.55","0.05","-0.66","-1.71","-0.89","-2.32","-0.88","-1.81","-0.01","-0.12","0.33","0.34","0.18","0.28","0.27","0.29","0.17","0.28","0.49","0.32","0.07","-0.39","-0.42","0.24","0.21","0.25","0.51","0.15","0.35",,"0.061","0.006","0.086",,"0.028","0.036"
DilutedEPS,,"-0.75","-0.5","-0.68","-0.82","-0.55","0.05","-0.66","-1.71","-0.89","-2.32","-0.88","-1.81","-0.01","-0.12","0.33","0.34","0.17","0.27","0.26","0.28","0.17","0.28","0.48","0.32","0.06","-0.39","-0.42","0.24","0.2","0.25","0.5","0.15","0.34",,"0.061","0.006","0.086",,"0.028","0.036"
BasicAverageShares,,"205,400,000","204,500,000","204,200,000","204,100,000","201,700,000","199,400,000","196,900,000","195,900,000","194,900,000","194,400,000","194,100,000","193,600,000","192,800,000","192,456,000","192,219,000","192,162,000","191,366,000","190,826,000","191,824,000","193,092,000","194,068,000","193,305,000","192,719,000","192,241,000","191,642,000","191,040,000","190,269,000","189,682,000","188,480,000","187,738,000","187,407,000","186,509,000","185,942,000",,"185,653,830","185,653,830","185,653,830",,"185,653,830","185,653,830"
DilutedAverageShares,,"205,400,000","204,500,000","204,200,000","204,100,000","201,700,000","204,200,000","196,900,000","195,900,000","194,900,000","194,400,000","194,100,000","193,600,000","192,800,000","192,456,000","195,359,000","195,186,000","195,459,000","195,074,000","195,815,000","197,218,000","199,140,000","197,401,000","196,598,000","196,073,000","195,456,000","191,040,000","190,269,000","194,004,000","193,137,000","192,215,000","191,627,000","190,984,000","190,922,000",,"185,653,830","185,653,830","185,653,830",,"185,653,830","185,653,830"
TotalOperatingIncomeAsReported,"66,500,000","26,800,000","37,100,000","21,000,000","-18,400,000","8,900,000","119,000,000","55,800,000","-194,800,000","-31,800,000","-339,300,000","-50,800,000","-209,200,000","90,700,000","49,329,000","132,225,000","164,688,000","103,726,000","91,655,000","126,830,000","137,774,000","121,351,000","119,409,000","180,746,000","183,872,000","90,723,000","21,573,000","-42,518,000","109,398,000","93,140,000","76,218,000","151,041,000","203,655,000","146,535,000","60,143,000","99,842,000","94,304,000","75,425,000","69,101,000","72,999,000","65,032,000"
TotalExpenses,"8,603,500,000","2,189,700,000","2,181,600,000","2,087,400,000","2,144,800,000","2,018,700,000","2,008,000,000","2,072,000,000","2,071,300,000","2,041,300,000","2,252,500,000","2,411,500,000","2,729,500,000","996,400,000","969,113,000","1,011,110,000","1,067,950,000","1,011,341,000","1,009,516,000","996,585,000","1,022,543,000","1,010,546,000","1,025,241,000","1,095,001,000","1,115,311,000","1,031,891,000","1,096,663,000","922,913,000","755,998,000","730,389,000","746,220,000","834,998,000","853,063,000","786,521,000","777,017,000","775,949,000","807,977,000","721,827,000","770,486,000","781,125,000","763,568,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-504,900,000","-139,900,000","-87,000,000","-124,200,000","-153,800,000","-97,600,000","23,900,000","-116,300,000","-321,100,000","-159,900,000","-436,700,000","-156,500,000","-334,000,000","-2,300,000","-23,283,000","63,843,000","65,922,000","33,735,000","53,581,000","51,157,000","55,464,000","33,562,000","54,466,000","93,831,000","61,961,000","12,580,000","-75,147,000","-80,796,000","45,592,000","39,476,000","47,811,000","96,431,000","28,043,000","64,487,000","-8,913,000","11,287,000","1,121,000","15,900,000","11,450,000","5,284,000","6,595,000"
NormalizedIncome,"-433,232,358.637","-132,640,000","-84,118,589.744","-125,524,300","-95,135,600","-63,500,800","27,404,000","-86,881,000","-104,983,500","-140,086,800","-85,110,494.327","-141,836,000","-292,286,400","6,752,000","5,396,510","70,722,110","70,541,520","37,702,600","65,137,600","55,187,720","65,063,781","38,594,392","75,019,600","109,957,086","66,858,620","25,399,000","-60,564,000","-20,180,263.438","46,997,348","40,697,763","51,358,050","108,257,936","34,242,700","65,736,380","-2,804,300","19,230,000","26,196,700","20,734,050","17,253,055.947","31,215,750","11,349,750"
InterestIncome,"2,100,000","700,000","400,000","500,000","500,000","500,000","200,000","1,300,000","800,000","2,100,000","2,200,000","1,800,000","2,300,000","11,800,000","1,644,000","1,882,000","2,057,000","1,434,000","437,000","1,180,000","1,730,000","874,000","774,000","1,023,000","1,148,000","2,579,000","792,000","1,276,000","1,031,000","1,029,000","1,345,000","1,394,000","1,111,000","1,104,000","847,000","650,000","906,000","704,000","458,000","717,000","1,144,000"
InterestExpense,"560,200,000","136,500,000","137,100,000","148,600,000","138,000,000","137,500,000","140,100,000","147,200,000","141,400,000","149,100,000","153,700,000","160,700,000","165,300,000","97,500,000","55,362,000","66,122,000","60,726,000","59,807,000","64,290,000","61,798,000","61,417,000","69,554,000","62,510,000","68,349,000","74,113,000","72,562,000","75,909,000","73,387,000","49,036,000","36,329,000","36,526,000","36,504,000","63,625,000","42,280,000","60,790,000","53,972,000","48,052,000","45,785,000","45,514,000","45,900,000","46,129,000"
NetInterestIncome,"-558,100,000","-135,800,000","-136,700,000","-148,100,000","-137,500,000","-137,000,000","-139,900,000","-145,900,000","-140,600,000","-147,000,000","-151,500,000","-158,900,000","-163,000,000","-85,700,000","-53,718,000","-64,240,000","-58,669,000","-58,373,000","-63,853,000","-60,618,000","-59,687,000","-68,680,000","-61,736,000","-67,326,000","-72,965,000","-69,983,000","-75,117,000","-72,111,000","-48,005,000","-35,300,000","-35,181,000","-35,110,000","-62,514,000","-41,176,000","-59,943,000","-53,322,000","-47,146,000","-45,081,000","-45,056,000","-45,183,000","-44,985,000"
EBIT,"43,800,000","27,500,000","43,500,000","-10,800,000","-16,400,000","10,400,000","120,100,000","40,200,000","-194,800,000","-42,200,000","-339,900,000","-47,500,000","-206,200,000","96,800,000","11,207,000","131,728,000","163,651,000","106,143,000","90,466,000","129,817,000","141,019,000","105,489,000","111,910,000","174,223,000","170,367,000","93,603,000","14,860,000","-49,511,000","110,515,000","96,796,000","81,751,000","153,828,000","115,975,000","144,444,000","21,618,000","97,098,000","93,379,000","72,688,000","62,530,000","71,880,000","62,987,000"
EBITDA,"811,100,000"
ReconciledCostOfRevenue,"5,926,600,000","1,552,800,000","1,498,900,000","1,402,300,000","1,472,600,000","1,355,300,000","1,369,300,000","1,380,800,000","1,400,800,000","1,344,400,000","1,512,000,000","1,720,700,000","1,853,500,000","663,300,000","656,310,000","698,033,000","746,044,000","686,941,000","678,408,000","675,326,000","678,235,000","649,696,000","664,347,000","724,783,000","725,485,000","673,566,000","716,401,000","614,231,000","530,950,000","517,528,000","526,663,000","622,390,000","619,891,000","582,162,000","525,931,000","559,840,000","589,681,000","521,997,000","549,988,000","570,469,000","573,017,000"
ReconciledDepreciation,"767,300,000","180,200,000","190,500,000","203,000,000","193,600,000","199,200,000","204,500,000","209,900,000","203,500,000","205,400,000","256,400,000","213,500,000","217,300,000","83,700,000","84,829,000","94,280,000","88,944,000","89,405,000","95,469,000","92,090,000","90,052,000","100,401,000","97,603,000","100,953,000","103,559,000","96,938,000","104,015,000","73,762,000","66,269,000","59,454,000","60,638,000","60,385,000","79,020,000","59,461,000","72,751,000","61,928,000","61,039,000","60,898,000","64,124,000","64,856,000","44,126,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-504,900,000","-139,900,000","-87,000,000","-124,200,000","-153,800,000","-97,600,000","23,900,000","-116,300,000","-321,100,000","-159,900,000","-436,700,000","-156,500,000","-334,000,000","-2,300,000","-23,283,000","63,843,000","65,922,000","33,735,000","53,581,000","51,157,000","55,464,000","33,562,000","54,466,000","93,831,000","61,961,000","12,580,000","-75,147,000","-80,796,000","45,592,000","39,476,000","47,811,000","96,431,000","28,043,000","64,487,000","-8,913,000","11,287,000","1,121,000","15,900,000","11,450,000","5,284,000","6,595,000"
TotalUnusualItemsExcludingGoodwill,"-73,300,000","-12,100,000","-3,100,000","1,700,000","-58,900,000","-44,400,000","-4,800,000","-40,300,000","-226,300,000","-23,700,000","-397,400,000","-19,500,000","-46,400,000","-12,400,000","-39,287,000","-7,070,000","-7,218,000","-5,450,000","-19,261,000","-5,360,000","-13,773,000","-5,388,000","-34,256,000","-18,201,000","-7,605,000","-21,365,000","-24,305,000","-92,202,000","-1,894,000","-1,871,000","-5,457,000","-14,388,000","-9,538,000","-1,980,000","-9,398,000","-12,220,000","-38,578,000","-7,437,000","-8,624,000","-39,895,000","-7,315,000"
TotalUnusualItems,"-73,300,000","-12,100,000","-3,100,000","1,700,000","-58,900,000","-44,400,000","-4,800,000","-40,300,000","-226,300,000","-23,700,000","-397,400,000","-19,500,000","-46,400,000","-12,400,000","-39,287,000","-7,070,000","-7,218,000","-5,450,000","-19,261,000","-5,360,000","-13,773,000","-5,388,000","-34,256,000","-18,201,000","-7,605,000","-21,365,000","-24,305,000","-92,202,000","-1,894,000","-1,871,000","-5,457,000","-14,388,000","-9,538,000","-1,980,000","-9,398,000","-12,220,000","-38,578,000","-7,437,000","-8,624,000","-39,895,000","-7,315,000"
NormalizedEBITDA,"884,400,000","219,800,000","237,100,000","190,500,000","236,100,000","254,000,000","329,400,000","290,400,000","235,000,000","186,900,000","313,900,000","185,500,000","57,500,000","192,900,000","135,323,000","233,078,000","259,813,000","200,998,000","205,196,000","227,267,000","244,844,000","211,278,000","243,769,000","293,377,000","281,531,000","211,906,000","143,180,000","116,453,000","178,678,000","158,121,000","147,846,000","228,601,000","204,533,000","205,885,000","103,767,000","171,246,000","192,996,000","141,023,000","135,278,000","176,631,000","114,428,000"
TaxRateForCalcs,"0.022","0.4","0.071","0.221","0.004","0.232","0.27","0.27","0.045","0.164","0.115","0.248","0.101","0.27","0.27","0.027","0.36","0.272","0.4","0.248","0.303","0.066","0.4","0.114","0.356","0.4","0.4","0.343","0.258","0.347","0.35","0.178","0.35","0.369","0.35","0.35","0.35","0.35","0.327","0.35","0.35"
TaxEffectOfUnusualItems,"-1,632,358.637","-4,840,000","-218,589.744","375,700","-235,600","-10,300,800","-1,296,000","-10,881,000","-10,183,500","-3,886,800","-45,810,494.327","-4,836,000","-4,686,400","-3,348,000","-10,607,490","-190,890","-2,598,480","-1,482,400","-7,704,400","-1,329,280","-4,173,219","-355,608","-13,702,400","-2,074,914","-2,707,380","-8,546,000","-9,722,000","-31,586,263.438","-488,652","-649,237","-1,909,950","-2,561,064","-3,338,300","-730,620","-3,289,300","-4,277,000","-13,502,300","-2,602,950","-2,820,944.053","-13,963,250","-2,560,250"
