name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,12/31/1992
TotalAssets,"2,888,964,000","2,957,848,000","3,017,463,000","3,073,306,000","3,171,842,000","3,299,069,000","3,491,225,000","3,624,805,000","3,870,284,000","4,439,615,000","4,609,093,000","5,191,783,000","5,367,752,000","5,469,866,000","5,819,942,000","5,953,990,000","6,015,724,000","5,758,856,000","5,472,975,000","5,404,056,000","4,178,619,000","3,804,606,000","3,908,873,000","4,211,471,000","4,398,170,000","4,533,317,000","4,678,166,000","5,049,528,000","5,230,907,000","5,394,011,000","4,968,349,000","4,908,367,000","4,812,895,000","4,687,127,000","4,677,522,000","4,663,716,000","4,657,232,000","4,556,911,000","4,469,975,000","4,442,615,000","4,363,832,000","4,221,901,000","3,986,693,000","3,777,589,000","3,582,966,000","3,423,031,000","2,799,992,000","2,743,498,000","2,662,152,000","2,644,971,000","2,651,351,000","2,651,682,000","2,712,817,000","2,658,549,000","2,583,957,000","2,492,442,000","2,465,199,000","2,426,900,000","2,376,880,000","2,228,669,000","2,192,503,000","2,094,889,000","1,942,195,000","2,029,210,000","1,795,781,000","1,716,481,000","1,517,518,000","1,437,068,000","1,322,911,000","1,249,828,000","1,193,774,000","1,179,948,000","1,075,830,000","1,040,847,000","1,006,708,000","964,741,000","942,509,000","912,704,000","899,844,000","886,003,000","869,642,000","906,280,000","854,866,000","479,504,000","410,586,000","365,550,000","293,062,000","256,951,000","236,300,000","226,600,000","230,100,000","235,600,000","236,600,000","248,100,000","251,700,000","253,100,000","203,200,000","174,900,000","153,500,000","124,300,000","87,900,000","68,500,000","51,300,000","45,800,000","43,800,000","43,200,000","38,300,000","35,200,000","31,700,000","28,000,000","18,300,000","17,700,000","18,400,000","13,600,000"
	CurrentAssets,"532,909,000","583,653,000","543,532,000","508,100,000","487,602,000","477,956,000","532,110,000","517,535,000","584,707,000","631,815,000","677,560,000","897,744,000","927,731,000","950,197,000","1,006,819,000","1,007,958,000","1,038,975,000","746,855,000","678,297,000","571,749,000","729,944,000","283,321,000","280,293,000","455,723,000","494,211,000","486,536,000","505,741,000","515,794,000","687,620,000","909,092,000","748,096,000","758,731,000","851,251,000","808,650,000","792,280,000","773,279,000","741,313,000","699,991,000","695,235,000","760,565,000","767,404,000","764,950,000","691,278,000","630,150,000","613,247,000","557,410,000","383,532,000","442,725,000","457,268,000","435,729,000","449,785,000","537,742,000","641,374,000","632,096,000","609,659,000","551,968,000","522,785,000","543,205,000","586,330,000","574,294,000","652,670,000","661,964,000","623,490,000","802,951,000","637,857,000","561,529,000","437,119,000","400,013,000","387,033,000","330,521,000","293,347,000","309,876,000","308,060,000","293,140,000","265,100,000","251,084,000","243,015,000","216,912,000","194,592,000","192,292,000","199,458,000","279,783,000","251,235,000","180,199,000","167,763,000","135,587,000","71,753,000","70,585,000","58,700,000","51,300,000","53,100,000","53,400,000","53,500,000","59,400,000","68,900,000","74,500,000","77,000,000","67,600,000","51,200,000","67,400,000","35,500,000","28,200,000","21,400,000","16,800,000","16,800,000","18,500,000","17,000,000","17,400,000","16,400,000","11,800,000","9,300,000","9,400,000","10,600,000","7,200,000"
		CashCashEquivalentsAndShortTermInvestments,"48,264,000","117,524,000","191,284,000","216,682,000","214,144,000","224,915,000","303,741,000","246,781,000","152,200,000","174,185,000","164,829,000","255,514,000","248,901,000","245,029,000","214,032,000","241,908,000","304,251,000","42,828,000","37,839,000","40,132,000","466,608,000","35,152,000","36,972,000","209,627,000","186,557,000","113,346,000","76,465,000","76,506,000","86,917,000","43,012,000","38,594,000","120,837,000","257,746,000","249,509,000","204,636,000","148,877,000","144,031,000","110,723,000","83,473,000","75,299,000","17,825,000","23,946,000","10,645,000","64,584,000","37,670,000","27,612,000","95,979,000","63,884,000","49,877,000","119,243,000","167,665,000","192,288,000","81,223,000","25,019,000","62,232,000","50,327,000","17,434,000","20,516,000","27,475,000","16,930,000","13,385,000","16,945,000","18,992,000","253,404,000","136,398,000","131,211,000","70,077,000","68,296,000","112,371,000","69,766,000","63,353,000","92,192,000","100,483,000","111,317,000","87,456,000","70,796,000","82,154,000","63,618,000","52,869,000","58,357,000","33,584,000","30,519,000","26,015,000","60,514,000","59,355,000","62,682,000","8,344,000","10,455,000","8,800,000","10,600,000","14,900,000","12,400,000","9,000,000","10,900,000","17,600,000","16,300,000","23,300,000","17,300,000","11,600,000","35,400,000","3,500,000","9,500,000","4,300,000","3,400,000","2,500,000","5,400,000","4,600,000","5,100,000","3,400,000","3,300,000","3,200,000","4,300,000","4,000,000","2,100,000"
			CashAndCashEquivalents,"48,264,000","117,524,000","191,284,000","216,682,000","214,144,000","224,915,000","303,741,000","246,781,000","152,200,000","174,185,000","164,829,000","255,514,000","248,901,000","245,029,000","214,032,000","241,908,000","304,251,000","42,828,000","37,839,000","40,132,000","466,608,000","35,152,000","36,972,000","209,627,000","186,557,000","113,346,000","76,465,000","76,506,000","86,917,000","43,012,000","38,594,000","120,837,000","257,746,000","249,509,000","204,636,000","148,877,000","144,031,000","110,723,000","83,473,000","75,299,000","17,825,000","23,946,000","10,645,000","64,584,000","37,670,000","27,612,000","95,979,000","63,884,000","49,877,000","119,243,000","167,665,000","192,288,000","81,223,000","25,019,000","62,232,000","50,327,000","17,434,000","20,516,000","27,475,000","16,930,000","13,385,000","16,945,000","18,992,000","253,404,000","136,398,000","131,211,000","70,077,000","68,296,000","112,371,000","69,766,000","63,353,000","92,192,000","100,483,000","111,317,000","87,456,000","70,796,000","82,154,000","63,618,000","52,869,000","58,357,000","33,584,000","30,519,000","26,015,000","60,514,000","59,355,000","62,682,000","8,344,000","10,455,000","8,800,000","10,600,000","14,900,000","12,400,000","9,000,000","10,900,000","17,600,000","16,300,000","23,300,000","17,300,000","11,600,000","35,400,000","3,500,000","9,500,000","4,300,000","3,400,000","2,500,000","5,400,000","4,600,000","5,100,000","3,400,000","3,300,000","3,200,000","4,300,000","4,000,000","2,100,000"
		Receivables,"377,639,000","356,150,000","263,250,000","196,726,000","181,261,000","164,642,000","136,107,000","166,706,000","327,446,000","346,096,000","417,136,000","507,160,000","552,076,000","562,927,000","648,414,000","603,917,000","598,016,000","581,506,000","545,139,000","437,032,000","212,309,000","150,217,000","149,851,000","165,222,000","220,102,000","253,126,000","332,662,000","331,922,000","484,986,000","745,130,000","593,373,000","510,775,000","485,925,000","451,517,000","488,804,000","504,197,000","491,230,000","465,517,000","471,550,000","530,713,000","559,548,000","518,109,000","472,227,000","407,557,000","456,059,000","412,229,000","206,098,000","301,053,000","283,367,000","131,379,000","125,240,000","211,948,000","424,706,000","446,526,000","410,097,000","372,085,000","373,279,000","398,649,000","435,948,000","415,230,000","489,554,000","511,001,000","507,850,000","466,485,000","422,002,000","362,976,000","298,802,000","272,740,000","214,097,000","196,287,000","183,505,000","176,143,000","169,012,000","141,066,000","136,111,000","145,425,000","123,733,000","121,208,000","108,149,000","92,931,000","135,510,000","220,074,000","195,150,000","97,548,000","82,066,000","62,713,000","55,635,000","51,030,000","42,500,000","29,100,000","24,400,000","24,500,000","29,100,000","36,600,000","40,500,000","46,400,000","45,500,000","42,100,000","32,200,000","24,800,000","24,700,000","13,800,000","13,300,000","9,300,000","11,000,000","10,000,000","8,900,000","9,500,000","10,400,000","8,100,000","5,700,000","4,700,000","6,300,000","4,500,000"
			AccountsReceivable,"377,572,000","356,083,000","263,186,000","196,654,000","181,092,000","160,214,000","131,329,000","157,981,000","319,072,000","339,699,000","411,145,000","501,206,000","547,993,000","558,817,000","648,414,000","602,748,000","596,888,000","580,354,000","544,509,000","433,366,000","210,431,000","148,091,000","146,013,000","128,551,000","182,781,000","219,672,000","301,710,000","331,922,000","484,986,000","663,404,000","593,373,000","507,930,000","485,925,000","451,517,000","488,804,000","501,824,000","491,230,000","465,517,000","470,786,000","528,808,000","559,548,000","518,109,000","472,227,000","406,247,000","383,328,000","337,167,000","200,938,000","178,574,000","164,498,000","120,914,000","118,475,000","198,946,000","414,531,000","445,541,000","391,652,000","372,085,000","373,279,000","398,649,000","393,448,000","415,230,000","484,106,000","511,001,000","507,850,000","466,485,000","422,002,000","362,976,000","298,802,000","272,740,000","214,097,000","196,287,000","183,505,000","169,182,000","156,345,000","141,066,000","136,111,000","121,605,000","99,014,000","92,417,000","86,248,000","92,931,000","133,837,000","220,074,000","195,150,000","97,548,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"385,788,000","364,576,000","273,179,000","207,492,000","191,930,000","171,056,000","141,425,000","170,203,000","326,643,000","346,215,000","415,793,000","507,107,000","550,300,000","561,129,000","650,726,000","605,044,000","599,184,000","582,677,000","547,625,000","436,482,000","213,617,000","151,282,000","149,204,000","131,742,000","185,972,000","223,217,000","305,247,000","335,459,000","488,523,000","666,950,000","597,038,000","511,607,000","489,600,000","455,191,000","492,485,000","505,423,000","494,812,000","469,030,000","475,400,000","533,542,000","566,088,000","522,996,000","477,341,000",,"388,442,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-8,216,000","-8,493,000","-9,993,000","-10,838,000","-10,838,000","-10,842,000","-10,096,000","-12,222,000","-7,571,000","-6,516,000","-4,648,000","-5,901,000","-2,307,000","-2,312,000","-2,312,000","-2,296,000","-2,296,000","-2,323,000","-3,116,000","-3,116,000","-3,186,000","-3,191,000","-3,191,000","-3,191,000","-3,191,000","-3,545,000","-3,537,000","-3,537,000","-3,537,000","-3,546,000","-3,665,000","-3,677,000","-3,675,000","-3,674,000","-3,681,000","-3,599,000","-3,582,000","-3,513,000","-4,614,000","-4,734,000","-6,540,000","-4,887,000","-5,114,000",,"-5,114,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"67,000","67,000","64,000","72,000","169,000","4,428,000","4,778,000","8,725,000","8,374,000","6,397,000","5,991,000","5,954,000","4,083,000","4,110,000","0","1,169,000","1,128,000","1,152,000","630,000","3,666,000","1,878,000","2,126,000","3,838,000","36,671,000","37,321,000","33,454,000","30,952,000","0","0","81,726,000",,"2,845,000",,,,"2,373,000",,,"764,000","1,905,000",,"0","0","1,310,000","72,731,000","75,062,000","5,160,000","122,479,000","118,869,000","10,465,000","6,765,000","13,002,000","10,175,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"985,000","18,445,000",,,,"42,500,000",,"5,448,000",,,,,,,,,,,"6,961,000","12,667,000",,,"23,820,000","24,719,000","28,791,000","21,901,000",,"1,673,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
