name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990
TotalRevenue,"2,696,000,000","827,000,000","721,000,000","601,000,000","547,000,000","544,000,000","792,000,000","604,000,000","451,000,000","534,000,000","579,000,000","517,000,000","508,000,000","518,000,000","328,220,000","279,310,000","250,344,000","226,258,000","233,609,000","218,977,000","226,681,000","203,461,000","237,619,000","204,490,000","196,633,000","173,723,000","169,487,000","151,102,000","143,464,000","133,303,000","177,886,000","131,702,000","107,249,000","91,297,000","95,556,000","88,288,000","84,285,000","78,169,000","126,587,000","102,879,000","94,691,000","80,674,000","84,670,000","76,518,000","76,201,000","69,742,000","114,595,000","85,345,000","75,636,000","70,482,000","77,517,000","66,446,000","65,057,000","61,354,000","94,803,000","82,631,000","78,743,000","70,999,000","84,273,000","73,585,000","79,750,000","69,681,000","101,921,000","80,592,000","81,391,000","68,234,000","33,661,000","75,118,000","81,519,000","71,550,000","100,574,000","86,912,000","84,353,000","74,729,000","80,397,000","73,352,000","76,647,000","64,975,000","75,826,533","42,508,396","42,700,305","37,604,766","42,671,099","36,765,862","39,977,920","36,928,569","47,307,357","41,609,779","43,408,066","38,887,801","44,000,000","33,500,000","35,000,000","31,400,000","37,000,000","31,800,000","32,100,000","28,000,000","29,300,000","26,000,000","25,500,000","22,800,000","27,100,000","16,600,000","18,500,000","17,000,000","16,500,000","13,800,000","15,200,000","13,200,000","14,200,000","9,100,000","7,000,000","6,100,000","6,200,000","6,400,000","5,600,000","7,800,000","7,200,000","7,200,000","6,600,000","7,200,000","6,900,000","6,700,000","6,100,000","7,500,000","7,200,000"
	OperatingRevenue,"2,696,000,000","827,000,000","721,000,000","601,000,000","547,000,000","544,000,000","792,000,000","604,000,000","451,000,000","534,000,000","579,000,000","517,000,000","497,000,000","505,000,000","324,190,000","275,749,000","246,171,000","221,307,000","229,682,000","215,215,000","221,977,000","196,305,000","232,343,000","200,966,000","190,995,000","168,357,000","166,729,000","148,784,000","141,146,000","130,042,000","174,194,000","127,321,000","104,985,000","89,340,000","93,587,000","86,474,000","82,325,000","75,891,000","117,057,000","102,879,000","94,691,000","80,674,000","84,670,000","76,518,000","76,201,000","69,742,000","114,595,000","85,345,000","75,636,000","70,482,000","77,517,000","66,446,000","65,057,000","61,354,000","94,803,000","82,631,000","78,743,000","70,999,000","84,273,000","73,585,000","79,750,000","69,681,000","101,921,000","80,592,000","81,391,000","68,234,000","33,661,000","75,118,000","81,519,000","71,550,000","100,574,000","86,912,000","84,353,000","74,729,000","80,397,000","73,352,000","76,647,000","64,975,000","75,826,533","42,508,396","42,700,305","37,604,766","42,671,099","36,765,862","39,977,920","36,928,569","47,307,357","41,609,779","43,408,066","38,887,801","44,000,000","33,500,000","35,000,000","31,400,000","37,000,000","31,800,000","32,100,000","28,000,000","29,300,000","26,000,000","25,500,000","22,800,000","27,100,000","16,600,000","18,500,000","17,000,000","16,500,000","13,800,000","15,200,000","13,200,000","14,200,000","9,100,000","7,000,000","6,100,000","6,200,000","6,400,000","5,600,000","7,800,000","7,200,000","7,200,000","6,600,000","7,200,000","6,900,000","6,700,000","6,100,000","7,500,000","7,200,000"
CostOfRevenue,"1,788,000,000","556,000,000","472,000,000","397,000,000","363,000,000","378,000,000","375,000,000","334,000,000","329,000,000","354,000,000","356,000,000","329,000,000","323,000,000","391,000,000","159,739,000","145,091,000","141,919,000","149,654,000","150,670,000","139,430,000","133,545,000","133,471,000","128,511,000","120,717,000","117,335,000","108,568,000","101,969,000","98,921,000","86,445,000","86,847,000","86,386,000","73,218,000","66,002,000","60,384,000","58,594,000","53,516,000","51,807,000","53,494,000","56,651,000","52,034,000","52,829,000","50,772,000","49,409,000","48,678,000","47,930,000","48,179,000","52,898,000","49,796,000","46,092,000","47,567,000","50,589,000","46,173,000","45,167,000","45,654,000","51,189,000","49,907,000","48,460,000","50,016,000","52,238,000","49,583,000","49,048,000","48,818,000","53,444,000","47,456,000","45,538,000","45,064,000","14,268,000","50,018,000","49,403,000","48,511,000","55,939,000","47,937,000","46,331,000","46,800,000","49,149,000","44,958,000","45,058,000","44,122,000","43,431,219","25,796,843","25,633,998","24,514,940","27,377,443","25,801,306","25,199,914","25,645,755","33,629,662","22,833,432","24,458,221","24,393,140","25,800,000","21,300,000","21,300,000","19,500,000","21,400,000","19,500,000","18,700,000","17,600,000","17,600,000","15,900,000","14,200,000","13,500,000","15,700,000","10,400,000","10,700,000","11,500,000","10,900,000","10,600,000","10,400,000","9,200,000","10,100,000","5,700,000","5,100,000","4,700,000","2,500,000","1,800,000","2,400,000","3,000,000","2,400,000","3,100,000","4,100,000","2,800,000",,"2,600,000","2,800,000","2,900,000","2,800,000"
GrossProfit,"908,000,000","271,000,000","249,000,000","204,000,000","184,000,000","166,000,000","417,000,000","270,000,000","122,000,000","180,000,000","223,000,000","188,000,000","185,000,000","127,000,000","168,481,000","134,219,000","108,425,000","76,604,000","82,939,000","79,547,000","93,136,000","69,990,000","109,108,000","83,773,000","79,298,000","65,155,000","67,518,000","52,181,000","57,019,000","46,456,000","91,500,000","58,484,000","41,247,000","30,913,000","36,962,000","34,772,000","32,478,000","24,675,000","69,936,000","50,845,000","41,862,000","29,902,000","35,261,000","27,840,000","28,271,000","21,563,000","61,697,000","35,549,000","29,544,000","22,915,000","26,928,000","20,273,000","19,890,000","15,700,000","43,614,000","32,724,000","30,283,000","20,983,000","32,035,000","24,002,000","30,702,000","20,863,000","48,477,000","33,136,000","35,853,000","23,170,000","19,393,000","25,100,000","32,116,000","23,039,000","44,635,000","38,975,000","38,022,000","27,929,000","31,248,000","28,394,000","31,589,000","20,853,000","32,395,314","16,711,553","17,066,307","13,089,826","15,293,656","10,964,556","14,778,006","11,282,814","13,677,695","18,776,347","18,949,845","14,494,661","18,200,000","12,200,000","13,700,000","11,900,000","15,600,000","12,300,000","13,400,000","10,400,000","11,700,000","10,100,000","11,300,000","9,300,000","11,400,000","6,200,000","7,800,000","5,500,000","5,600,000","3,200,000","4,800,000","4,000,000","4,100,000","3,400,000","1,900,000","1,400,000","3,700,000","4,600,000","3,200,000","4,800,000","4,800,000","4,100,000","2,500,000","4,400,000",,"4,100,000","3,300,000","4,600,000","4,400,000"
OperatingExpense,"423,000,000","112,000,000","148,000,000","86,000,000","77,000,000","69,000,000","72,000,000","68,000,000","64,000,000","62,000,000","70,000,000","63,000,000","69,000,000","97,000,000","29,055,000","29,389,000","29,529,000","27,390,000","26,911,000","27,863,000","27,907,000","25,905,000","24,839,000","22,952,000","24,383,000","30,692,000","24,103,000","22,589,000","17,929,000","18,416,000","19,241,000","17,322,000","18,013,000","13,172,000","12,853,000","10,503,000","11,243,000","9,643,000","11,002,000","9,754,000","9,363,000","9,016,000","9,689,000","10,648,000","10,074,000","10,070,000","10,763,000","10,984,000","11,888,000","11,019,000","11,416,000","11,478,000","11,990,000","12,456,000","13,990,000","12,213,000","11,545,000","11,702,000","12,478,000","14,093,000","13,820,000","13,834,000","15,183,000","13,180,000","12,127,000","12,154,000","8,067,000","11,338,000","10,581,000","8,801,000","10,705,000","9,355,000","7,738,000","8,555,000","9,998,000","8,906,000","9,224,000","9,188,000","8,985,224","4,800,848","4,815,899","4,733,029","8,157,780","8,756,428","8,730,097","8,795,079","3,724,667","10,213,938","10,468,357","10,394,056","10,600,000","8,000,000","8,000,000","7,600,000","7,800,000","7,200,000","6,200,000","5,700,000","5,800,000","5,700,000","5,100,000","4,900,000","4,200,000","3,900,000","3,100,000","2,800,000","3,700,000","1,400,000","1,400,000","2,000,000","1,900,000","1,700,000","800,000","700,000","2,600,000","3,800,000","2,700,000","3,400,000","3,300,000","2,500,000","4,800,000","3,200,000",,"3,400,000","2,900,000","2,900,000","2,800,000"
	SellingGeneralAndAdministration,"169,000,000","28,000,000","84,000,000","32,000,000","25,000,000","18,000,000","18,000,000","15,000,000","17,000,000","15,000,000","21,000,000","14,000,000","21,000,000","48,000,000","10,776,000","11,041,000","10,833,000","8,260,000","7,105,000","8,318,000","8,409,000","7,709,000","8,922,000","7,223,000","8,524,000","15,678,000","11,030,000","10,022,000","6,444,000","6,847,000","7,585,000","5,271,000","9,848,000","6,499,000","6,223,000","4,470,000","5,293,000","3,824,000","5,182,000","4,010,000","3,629,000","3,106,000","3,644,000","4,089,000","3,402,000","3,038,000","3,417,000","3,369,000","3,837,000","2,922,000","3,222,000","3,308,000","3,592,000","4,046,000","4,082,000","3,754,000","2,722,000","3,539,000","3,513,000","3,932,000","3,584,000","4,061,000","4,957,000","3,481,000","2,916,000","3,743,000","105,000","4,672,000","4,082,000","2,646,000","4,242,000","2,884,000","2,163,000","2,373,000","2,301,000","1,916,000","2,107,000","2,136,000","2,322,192","1,168,665","1,116,117","1,000,026","953,243","833,099","884,368","944,407","952,615","675,752","937,566","1,028,180","900,000","900,000","900,000","700,000","1,000,000","800,000","700,000","900,000","400,000","700,000","700,000","600,000","-100,000","1,600,000","800,000","800,000","900,000","400,000","500,000","700,000","600,000","500,000","400,000","300,000","2,300,000","2,500,000","2,300,000","3,000,000","2,900,000","2,100,000","4,300,000","2,700,000",,"2,700,000","2,400,000","2,400,000","2,300,000"
		GeneralAndAdministrativeExpense,"169,000,000","28,000,000","84,000,000","32,000,000","25,000,000","18,000,000","18,000,000","15,000,000","17,000,000","15,000,000","21,000,000","14,000,000","21,000,000","48,000,000","10,776,000","11,041,000","10,833,000","8,260,000","7,105,000","8,318,000","8,409,000","7,709,000","8,922,000","7,223,000","8,524,000","15,678,000","11,030,000","10,022,000","6,444,000","6,847,000","7,585,000","5,271,000","9,848,000","6,499,000","6,223,000","4,470,000","5,293,000","3,824,000","5,182,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,"3,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"169,000,000","28,000,000","84,000,000","32,000,000","25,000,000","18,000,000","18,000,000","15,000,000","17,000,000","15,000,000","21,000,000","14,000,000","21,000,000","48,000,000","10,776,000","11,041,000","10,833,000","8,260,000","7,105,000","8,318,000","8,409,000","7,709,000","8,922,000","7,223,000","8,524,000","15,678,000","11,030,000","10,022,000","6,444,000","6,847,000","7,585,000","5,271,000","9,848,000","6,499,000","6,223,000","4,470,000","5,293,000","3,824,000","5,182,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"254,000,000","84,000,000","64,000,000","54,000,000","52,000,000","51,000,000","54,000,000","53,000,000","47,000,000","47,000,000","49,000,000","49,000,000","48,000,000","49,000,000","18,279,000","18,348,000","18,696,000","19,130,000","19,806,000","19,545,000","19,498,000","18,196,000","15,917,000","15,729,000","15,859,000","15,014,000","13,073,000","12,567,000","11,485,000","11,569,000","11,656,000","12,051,000","8,165,000","6,673,000","6,630,000","6,033,000","5,950,000","5,819,000","5,820,000","5,744,000","5,734,000","5,910,000","6,045,000","6,559,000","6,672,000","7,032,000","7,346,000","7,615,000","8,051,000","8,097,000","8,194,000","8,170,000","8,398,000","8,410,000","8,565,000","8,797,000","8,907,000","9,084,000","9,335,000","10,156,000","10,117,000","9,776,000","9,698,000","9,478,000","9,022,000","8,329,000","6,454,000","7,112,000","6,194,000","6,121,000","6,309,000","6,454,000","6,201,000","6,178,000","6,632,000","6,990,000","7,117,000","7,052,000","6,663,032","3,632,183","3,699,782","3,733,003","7,204,537","7,923,329","7,845,729","7,850,672","2,772,052","9,538,186","9,530,791","9,365,876","9,700,000","7,100,000","7,100,000","6,900,000","6,800,000","6,400,000","5,500,000","4,800,000","5,400,000","5,000,000","4,400,000","4,300,000","4,300,000","2,300,000","2,300,000","2,000,000","2,800,000","1,000,000","900,000","1,300,000","1,300,000","1,200,000","400,000","400,000","300,000","1,300,000","400,000","400,000","400,000","400,000","500,000","500,000",,"700,000","500,000","500,000","500,000"
