name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,12/31/2006
TotalAssets,"41,733,000,000","41,290,000,000","41,589,000,000","40,686,000,000","39,804,000,000","44,815,000,000","39,129,000,000","39,162,000,000","37,494,000,000","42,875,000,000","41,420,000,000","39,923,000,000","38,042,000,000","39,801,000,000","39,380,000,000","40,721,000,000","43,070,000,000","42,968,000,000","41,951,000,000","38,660,000,000","36,627,000,000","36,851,000,000","35,577,000,000","34,802,000,000","34,621,000,000","33,956,000,000","32,011,000,000","32,713,000,000","33,255,000,000","35,187,000,000","35,401,000,000","36,325,000,000","36,137,000,000","38,168,000,000","36,795,000,000","37,140,000,000","37,418,000,000","37,670,000,000","38,309,000,000","35,798,000,000","36,399,000,000","35,488,000,000","36,220,000,000","36,794,000,000","35,554,000,000","35,050,000,000","36,879,000,000","33,324,000,000","34,173,000,000","34,552,000,000","33,705,000,000","33,127,000,000","30,744,000,000","32,972,000,000","35,305,000,000","34,318,000,000","31,532,000,000","32,043,000,000","26,120,000,000"
	CurrentAssets,"18,724,000,000","17,717,000,000","17,846,000,000","18,743,000,000","17,910,000,000","21,492,000,000","17,453,000,000","17,776,000,000","16,861,000,000","20,514,000,000","19,575,000,000","17,163,000,000","15,741,000,000","19,442,000,000","18,538,000,000","20,028,000,000","20,593,000,000","21,594,000,000","20,859,000,000","18,432,000,000","16,884,000,000","17,608,000,000","16,574,000,000","16,046,000,000","15,928,000,000","15,804,000,000","14,112,000,000","13,772,000,000","14,275,000,000","15,484,000,000","14,761,000,000","14,710,000,000","14,825,000,000","16,852,000,000","16,016,000,000","16,755,000,000","16,661,000,000","16,590,000,000","17,600,000,000","15,561,000,000","15,338,000,000","14,859,000,000","15,090,000,000","14,333,000,000","13,393,000,000","13,756,000,000","15,482,000,000","12,924,000,000","13,078,000,000","14,682,000,000","14,277,000,000","14,731,000,000","13,640,000,000","14,939,000,000","15,306,000,000","15,750,000,000","13,633,000,000","15,052,000,000","11,925,000,000"
		CashCashEquivalentsAndShortTermInvestments,"4,622,000,000","4,496,000,000","4,491,000,000","4,915,000,000","3,902,000,000","7,280,000,000","4,821,000,000","4,200,000,000","3,746,000,000","6,861,000,000","6,507,000,000","4,008,000,000","3,081,000,000","6,593,000,000","5,880,000,000","6,587,000,000","7,200,000,000","8,447,000,000","7,667,000,000","6,197,000,000","5,076,000,000","4,239,000,000","4,884,000,000","3,814,000,000","2,944,000,000","3,417,000,000","2,393,000,000","1,838,000,000","1,524,000,000","1,682,000,000","2,043,000,000","1,541,000,000","1,823,000,000","2,154,000,000","3,382,000,000","3,586,000,000","3,981,000,000","2,983,000,000","4,817,000,000","3,846,000,000","3,576,000,000","2,550,000,000","3,391,000,000","2,178,000,000","1,322,000,000","1,703,000,000","3,507,000,000","1,584,000,000","850,000,000","1,540,000,000","1,602,000,000","2,602,000,000","2,361,000,000","1,531,000,000","2,803,000,000","3,028,000,000","1,231,000,000","1,656,000,000","1,676,000,000"
			CashAndCashEquivalents,"4,622,000,000","4,496,000,000","4,491,000,000","4,915,000,000","3,902,000,000","7,280,000,000","4,821,000,000","4,200,000,000","3,746,000,000","6,861,000,000","6,507,000,000","4,008,000,000","3,081,000,000","6,593,000,000","5,880,000,000","6,587,000,000","7,200,000,000","8,447,000,000","7,667,000,000","6,197,000,000","5,076,000,000","4,239,000,000","4,884,000,000","3,814,000,000","2,944,000,000","3,417,000,000","2,393,000,000","1,838,000,000","1,524,000,000","1,682,000,000","2,043,000,000","1,541,000,000","1,823,000,000","2,154,000,000","3,382,000,000","3,586,000,000","3,981,000,000","2,983,000,000","4,817,000,000","3,846,000,000","3,576,000,000","2,550,000,000","3,391,000,000","2,178,000,000","1,322,000,000","1,703,000,000","3,507,000,000","1,584,000,000","850,000,000","1,540,000,000","1,602,000,000","2,602,000,000","2,361,000,000","1,531,000,000","2,803,000,000","3,028,000,000","1,231,000,000","1,656,000,000","1,676,000,000"
		Receivables,"4,418,000,000","3,940,000,000","4,182,000,000","4,445,000,000","4,087,000,000","3,761,000,000","3,712,000,000","3,944,000,000","3,334,000,000","3,717,000,000","3,729,000,000","4,074,000,000","3,535,000,000","3,564,000,000","3,522,000,000","3,772,000,000","3,894,000,000","3,738,000,000","3,985,000,000","3,648,000,000","3,090,000,000","3,499,000,000","3,100,000,000","3,085,000,000","2,989,000,000","2,778,000,000","3,322,000,000","3,619,000,000","3,741,000,000","4,004,000,000","3,785,000,000","4,081,000,000","3,408,000,000","3,853,000,000","3,659,000,000","3,964,000,000","3,591,000,000","3,589,000,000","3,562,000,000","3,553,000,000","3,472,000,000","3,201,000,000","3,242,000,000","3,443,000,000","2,991,000,000","3,009,000,000","3,022,000,000","3,232,000,000","3,186,000,000","3,098,000,000","3,048,000,000","3,171,000,000","2,602,000,000","2,848,000,000","2,975,000,000","3,093,000,000","2,786,000,000","3,497,000,000","2,160,000,000"
			AccountsReceivable,"3,650,000,000","3,123,000,000","3,379,000,000","3,536,000,000","3,303,000,000","2,905,000,000","3,080,000,000","3,344,000,000","2,785,000,000","3,080,000,000","3,073,000,000","3,506,000,000","2,958,000,000","2,950,000,000","2,936,000,000","2,936,000,000","3,373,000,000","3,738,000,000","3,985,000,000","3,648,000,000","3,090,000,000","3,499,000,000","3,100,000,000","3,085,000,000","2,989,000,000","2,778,000,000","3,322,000,000","3,619,000,000","3,741,000,000","4,004,000,000","3,785,000,000","4,081,000,000","3,408,000,000","3,853,000,000","3,659,000,000","3,964,000,000","3,591,000,000","3,589,000,000","3,616,000,000","3,602,000,000","3,521,000,000","3,246,000,000","3,287,000,000","3,502,000,000","3,047,000,000","3,065,000,000","3,058,000,000","3,261,000,000","3,216,000,000","3,098,000,000","3,079,000,000","3,201,000,000","2,624,000,000","2,862,000,000","2,990,000,000","3,107,000,000","2,803,000,000","3,255,000,000","2,160,000,000"
				GrossAccountsReceivable,"3,682,000,000","3,193,000,000","3,448,000,000","3,593,000,000","3,324,000,000","2,928,000,000","3,101,000,000","3,366,000,000","2,804,000,000","3,100,000,000","3,100,000,000","3,531,000,000","2,983,000,000","2,975,000,000","2,959,000,000","2,959,000,000","3,398,000,000","3,768,000,000","4,028,000,000","3,689,000,000","3,132,000,000","3,541,000,000","3,142,000,000","3,127,000,000","3,047,000,000","2,836,000,000","3,376,000,000","3,691,000,000","3,789,000,000","4,054,000,000","3,834,000,000","4,132,000,000","3,460,000,000","3,906,000,000","3,717,000,000","4,020,000,000","3,648,000,000","3,645,000,000",,,,,,,,,,,,"3,131,000,000",,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-32,000,000","-70,000,000","-69,000,000","-57,000,000","-21,000,000","-23,000,000","-21,000,000","-22,000,000","-19,000,000","-20,000,000","-27,000,000","-25,000,000","-25,000,000","-25,000,000","-23,000,000","-23,000,000","-25,000,000","-30,000,000","-43,000,000","-41,000,000","-42,000,000","-42,000,000","-42,000,000","-42,000,000","-58,000,000","-58,000,000","-54,000,000","-72,000,000","-48,000,000","-50,000,000","-49,000,000","-51,000,000","-52,000,000","-53,000,000","-58,000,000","-56,000,000","-57,000,000","-56,000,000",,,,,,,,,,,,"-33,000,000",,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","257,000,000",
			OtherReceivables,"768,000,000","817,000,000","803,000,000","909,000,000","784,000,000","856,000,000","632,000,000","600,000,000","549,000,000","637,000,000","656,000,000","568,000,000","577,000,000","614,000,000","586,000,000","836,000,000","521,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
