name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021
MarketCap,"432,547,200","431,443,200","430,560,000","431,443,200","431,001,600"
EnterpriseValue,"431,762,762","430,340,281","429,350,300","429,988,391","429,019,456"
PeRatio,"54.467","163.282",,,
PbRatio,"1.309","1.315",,,
EnterprisesValueEBITDARatio,"-234.286","-973.581","-993.138","-822.225","-1,034.452"
