name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,07/31/2011
		PrepaidAssets,"295,600,000","298,000,000","292,700,000","229,300,000","428,700,000","435,400,000","407,800,000","344,300,000","306,400,000","304,000,000","289,400,000","279,300,000","261,900,000","242,500,000","229,100,000","261,300,000","222,500,000","209,400,000","185,500,000","169,200,000","159,100,000","139,900,000","129,400,000","84,800,000","91,100,000","88,100,000","82,200,000","72,685,000","67,013,000","51,196,000","45,844,000","50,306,000","33,686,000","30,985,000","24,160,000","22,617,000","19,538,000","20,644,000","16,813,000","13,373,000","4,306,000","8,755,000","4,479,000"
		CurrentDeferredAssets,"286,800,000","278,100,000","272,900,000","276,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,231,000",,"2,167,000"
	TotalNonCurrentAssets,"5,402,400,000","5,531,900,000","5,587,300,000","5,594,300,000","5,421,200,000","5,212,600,000","4,425,600,000","3,936,200,000","3,487,800,000","3,205,900,000","3,175,000,000","2,927,400,000","2,544,300,000","2,220,000,000","1,986,300,000","1,691,000,000","1,702,800,000","1,417,300,000","1,447,000,000","1,462,000,000","1,354,900,000","1,294,200,000","1,140,600,000","1,042,100,000","1,060,800,000","1,009,500,000","1,054,500,000","891,148,000","743,923,000","811,280,000","606,789,000","520,140,000","363,942,000","133,739,000","87,611,000","55,907,000","66,053,000","63,475,000","49,558,000","26,147,000","24,873,000","21,007,000","14,332,000"
		NetPPE,"595,500,000","601,500,000","576,100,000","581,300,000","581,400,000","582,800,000","589,100,000","606,800,000","621,000,000","581,400,000","599,000,000","296,000,000","275,000,000","273,200,000","276,500,000","273,100,000","264,200,000","264,700,000","256,900,000","211,100,000","192,300,000","154,100,000","125,000,000","117,200,000","100,500,000","92,600,000","76,700,000","62,878,000","59,546,000","52,639,000","49,823,000","48,744,000","48,488,000","45,735,000","42,409,000","32,086,000","29,500,000","25,980,000","22,965,000","20,979,000","19,613,000","17,064,000","12,666,000"
			GrossPPE,"595,500,000","601,500,000","576,100,000","980,300,000","581,400,000","582,800,000","589,100,000","927,800,000","621,000,000","581,400,000","599,000,000","540,200,000",,,,"435,000,000",,,,"313,400,000",,,,"195,400,000",,,,"110,662,000",,,,"79,366,000",,,,"51,562,000",,,,"31,805,000","28,661,000","24,419,000","17,596,000"
				Properties,,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0","0","0","0"
				LandAndImprovements,,,,"49,600,000",,,,"49,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,,,"436,200,000",,,,"390,000,000",,,,"335,400,000",,,,"275,500,000",,,,"203,300,000",,,,"137,400,000",,,,"85,201,000",,,,"58,108,000",,,,"41,386,000",,,,"14,452,000","11,910,000","9,407,000","10,272,000"
				OtherProperties,"595,500,000","601,500,000","576,100,000","262,900,000","581,400,000","582,800,000","589,100,000","258,700,000","621,000,000","581,400,000","599,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,440,000","7,991,000","6,864,000","4,605,000"
				Leases,,,,"231,600,000",,,,"229,500,000",,,,"204,800,000",,,,"159,500,000",,,,"110,100,000",,,,"58,000,000",,,,"25,461,000",,,,"21,258,000",,,,"10,176,000",,,,"8,913,000","8,760,000","8,148,000","7,324,000"
			AccumulatedDepreciation,,,,"-399,000,000",,,,"-321,000,000",,,,"-244,200,000",,,,"-161,900,000",,,,"-102,300,000",,,,"-78,200,000",,,,"-47,784,000",,,,"-30,622,000",,,,"-19,476,000",,,,"-10,826,000","-9,048,000","-7,355,000","-4,930,000"
		GoodwillAndOtherIntangibleAssets,"3,143,400,000","3,175,200,000","3,203,600,000","3,208,700,000","3,243,400,000","3,124,600,000","2,357,400,000","2,171,100,000","2,193,500,000","1,801,700,000","1,684,500,000","1,632,900,000","1,261,500,000","808,200,000","822,600,000","663,600,000","669,900,000","287,100,000","289,800,000","292,500,000","295,300,000","203,000,000","205,200,000","207,500,000","209,900,000","212,200,000","214,500,000","216,178,000","199,287,000","201,258,000","202,484,000","202,988,000","204,699,000",,,,,,,,,,
			Goodwill,"2,731,300,000","2,731,300,000","2,732,300,000","2,710,100,000","2,713,100,000","2,583,500,000","1,968,600,000","1,812,900,000","1,812,900,000","1,511,700,000","1,400,400,000","1,352,300,000","1,027,300,000","636,400,000","636,400,000","522,800,000","522,200,000","238,800,000","238,800,000","238,800,000","238,800,000","163,500,000","163,500,000","163,500,000","163,500,000","163,500,000","163,500,000","163,522,000","155,402,000","155,402,000","155,033,000","155,033,000","155,086,000",,,,,,,,,,
			OtherIntangibleAssets,"412,100,000","443,900,000","471,300,000","498,600,000","530,300,000","541,100,000","388,800,000","358,200,000","380,600,000","290,000,000","284,100,000","280,600,000","234,200,000","171,800,000","186,200,000","140,800,000","147,700,000","48,300,000","51,000,000","53,700,000","56,500,000","39,500,000","41,700,000","44,000,000","46,400,000","48,700,000","51,000,000","52,656,000","43,885,000","45,856,000","47,451,000","47,955,000","49,613,000",,,,,,,,,,
		InvestmentsAndAdvances,"714,700,000","851,000,000","898,800,000","888,300,000","885,400,000","857,100,000","873,200,000","554,400,000","151,200,000","317,900,000","467,600,000","575,400,000","669,900,000","808,600,000","565,500,000","547,500,000","592,900,000","722,300,000","777,400,000","789,300,000","719,100,000","790,500,000","708,400,000","652,800,000","682,900,000","631,100,000","694,500,000","538,841,000","408,465,000","463,908,000","289,011,000","201,880,000","103,902,000","63,105,000","33,642,000","17,314,000","29,767,000","30,871,000","20,567,000",,,,
		NonCurrentDeferredAssets,"480,300,000","472,100,000","476,100,000","494,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"468,500,000","432,100,000","432,700,000","421,400,000","711,000,000","648,100,000","605,900,000","603,900,000","522,100,000","504,900,000","423,900,000","423,100,000","337,900,000","330,000,000","321,700,000","206,800,000","175,800,000","143,200,000","122,900,000","169,100,000","148,200,000","146,600,000","102,000,000","64,600,000","67,500,000","73,600,000","68,800,000","73,251,000","76,625,000","93,475,000","65,471,000","66,528,000","6,853,000","24,899,000","11,560,000","6,507,000","6,786,000","6,624,000","6,026,000","5,168,000","5,260,000","3,943,000","1,666,000"
TotalLiabilitiesNetMinorityInterest,"10,762,400,000","10,282,700,000","9,907,500,000","9,478,000,000","8,564,900,000","8,289,900,000","7,979,500,000","7,963,600,000","5,757,100,000","5,575,600,000","5,308,400,000","5,005,900,000","4,807,200,000","4,632,900,000","4,541,600,000","4,834,700,000","3,158,500,000","2,960,900,000","2,781,800,000","2,678,700,000","2,437,000,000","2,304,000,000","2,088,200,000","1,971,300,000","1,775,800,000","1,646,300,000","1,467,900,000","1,389,363,000","1,237,114,000","1,156,723,000","1,047,145,000","1,009,883,000","608,694,000","404,582,000","350,164,000","313,186,000","274,896,000","246,629,000","208,508,000","178,733,000","155,586,000","199,213,000","162,626,000"
	CurrentLiabilities,"7,677,200,000","7,406,400,000","7,144,400,000","5,116,700,000","3,007,300,000","4,376,300,000","2,635,100,000","2,691,700,000","2,335,700,000","2,239,500,000","2,051,600,000","2,053,300,000","1,998,800,000","1,868,200,000","1,815,700,000","2,139,400,000","1,943,100,000","1,856,400,000","1,743,000,000","1,201,300,000","1,054,700,000","993,600,000","1,400,900,000","846,800,000","1,239,000,000","1,186,400,000","1,078,200,000","1,032,227,000","944,007,000","415,074,000","360,966,000","348,171,000","435,351,000","262,809,000","228,329,000","206,102,000","182,018,000","168,996,000","142,616,000","122,006,000","105,569,000","89,184,000","67,101,000"
		PayablesAndAccruedExpenses,"483,400,000","444,400,000","419,900,000","386,300,000","333,300,000","300,000,000","309,200,000","320,400,000","306,200,000","306,600,000","267,000,000","235,700,000","247,100,000","199,300,000","206,600,000","156,400,000","138,700,000","117,000,000","119,600,000","115,400,000","93,300,000","86,800,000","77,600,000","69,400,000","69,400,000","76,500,000","55,800,000","41,495,000","43,196,000","37,437,000","38,349,000","26,736,000","174,937,000","30,766,000","33,094,000","29,297,000","28,388,000","27,336,000","25,033,000","24,403,000","18,179,000","16,571,000","9,474,000"
			Payables,"108,000,000","120,400,000","95,300,000","56,900,000","71,800,000","44,700,000","48,500,000","63,600,000","52,300,000","55,400,000","74,700,000","73,300,000","68,600,000","27,900,000","43,000,000","49,400,000","32,700,000","33,400,000","38,800,000","35,500,000","33,200,000","28,000,000","29,200,000","30,200,000","24,300,000","32,500,000","17,500,000","13,204,000","14,661,000","14,001,000","10,497,000","26,736,000","24,641,000","10,341,000","15,218,000","29,297,000","12,810,000","10,769,000","10,290,000","9,214,000","10,514,000","4,270,000","9,474,000"
				AccountsPayable,"108,000,000","120,400,000","95,300,000","56,900,000","71,800,000","44,700,000","48,500,000","63,600,000","52,300,000","55,400,000","74,700,000","73,300,000","68,600,000","27,900,000","43,000,000","49,400,000","32,700,000","33,400,000","38,800,000","35,500,000","33,200,000","28,000,000","29,200,000","30,200,000","24,300,000","32,500,000","17,500,000","13,204,000","14,661,000","14,001,000","10,497,000","14,526,000","24,641,000","10,341,000","15,218,000","15,544,000","12,810,000","10,769,000","10,290,000","9,214,000","10,514,000","4,270,000","5,435,000"
				TotalTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,609,000",,,,,,,
				OtherPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,210,000",,,,"11,144,000",,,,,,,"4,039,000"
			CurrentAccruedExpenses,"375,400,000","324,000,000","324,600,000","329,400,000","261,500,000","255,300,000","260,700,000","256,800,000","253,900,000","251,200,000","192,300,000","162,400,000","178,500,000","171,400,000","163,600,000","107,000,000","106,000,000","83,600,000","80,800,000","79,900,000","60,100,000","58,800,000","48,400,000","39,200,000","45,100,000","44,000,000","38,300,000","28,291,000","28,535,000","23,436,000","27,852,000","12,210,000","150,296,000","20,425,000","17,876,000","11,144,000","15,578,000","16,567,000","14,743,000","15,189,000","7,665,000","12,301,000","4,039,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"365,200,000","329,900,000","250,800,000","430,600,000","252,800,000","261,000,000","188,400,000","322,200,000","174,900,000","175,200,000","125,700,000","235,500,000","144,000,000","143,400,000","99,400,000","163,700,000","95,100,000","113,200,000","74,500,000","117,500,000","76,400,000","78,800,000","59,000,000","73,500,000","56,400,000","71,200,000","52,800,000","79,795,000","53,467,000","53,158,000","35,935,000","48,727,000","29,188,000","29,713,000","23,618,000","22,004,000","19,662,000","24,223,000","16,171,000","11,307,000","8,998,000","9,516,000","9,456,000"
		CurrentDebtAndCapitalLeaseObligation,"3,675,700,000","3,673,900,000","3,672,100,000","1,557,900,000",,"1,525,600,000",,,,,,,"158,100,000","156,300,000","239,900,000","550,400,000","543,800,000","537,400,000","531,000,000",,,,"506,200,000",,"502,800,000","497,500,000","492,300,000","487,084,000","481,960,000",,,,,,,,,,,,,,
			CurrentDebt,"3,675,700,000","3,673,900,000","3,672,100,000","1,557,900,000",,"1,525,600,000",,,,,,,"158,100,000","156,300,000","239,900,000","550,400,000","543,800,000","537,400,000","531,000,000",,,,"506,200,000",,"502,800,000","497,500,000","492,300,000","487,084,000","481,960,000",,,,,,,,,,,,,,
				OtherCurrentBorrowings,"3,675,700,000","3,673,900,000","3,672,100,000","1,557,900,000",,"1,525,600,000",,,,,,,"158,100,000","156,300,000","239,900,000","550,400,000","543,800,000","537,400,000","531,000,000",,,,"506,200,000",,"502,800,000","497,500,000","492,300,000","487,084,000","481,960,000",,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"3,152,900,000","2,958,200,000","2,801,600,000","2,741,900,000","2,421,200,000","2,289,700,000","2,137,500,000","2,049,100,000","1,854,600,000","1,757,700,000","1,658,900,000","1,582,100,000","1,449,600,000","1,369,200,000","1,269,800,000","1,268,900,000","1,165,500,000","1,088,800,000","1,017,900,000","968,400,000","885,000,000","828,000,000","758,100,000","703,900,000","610,400,000","541,200,000","477,300,000","423,853,000","365,384,000","324,479,000","286,682,000","259,918,000","231,226,000","202,330,000","171,617,000","153,945,000","133,968,000","117,437,000","101,412,000","86,296,000","74,795,000","63,097,000","45,253,000"
			CurrentDeferredRevenue,"3,152,900,000","2,958,200,000","2,801,600,000","2,741,900,000","2,421,200,000","2,289,700,000","2,137,500,000","2,049,100,000","1,854,600,000","1,757,700,000","1,658,900,000","1,582,100,000","1,449,600,000","1,369,200,000","1,269,800,000","1,268,900,000","1,165,500,000","1,088,800,000","1,017,900,000","968,400,000","885,000,000","828,000,000","758,100,000","703,900,000","610,400,000","541,200,000","477,300,000","423,853,000","365,384,000","324,479,000","286,682,000","259,918,000","231,226,000","202,330,000","171,617,000","153,945,000","133,968,000","117,437,000","101,412,000","86,296,000","74,795,000","63,097,000","45,253,000"
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,790,000",,,,"856,000",,,,,"3,597,000",,"2,918,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"3,085,200,000","2,876,300,000","2,763,100,000","4,361,300,000","5,557,600,000","3,913,600,000","5,344,400,000","5,271,900,000","3,421,400,000","3,336,100,000","3,256,800,000","2,952,600,000","2,808,400,000","2,764,700,000","2,725,900,000","2,695,300,000","1,215,400,000","1,104,500,000","1,038,800,000","1,477,400,000","1,382,300,000","1,310,400,000","687,300,000","1,124,500,000","536,800,000","459,900,000","389,700,000","357,136,000","293,107,000","741,649,000","686,179,000","661,712,000","173,343,000","141,773,000","121,835,000","107,084,000","92,878,000","77,633,000","65,892,000","56,727,000","50,017,000","110,029,000","95,525,000"
		LongTermDebtAndCapitalLeaseObligation,"275,700,000","282,400,000","299,500,000","1,981,500,000","3,508,300,000","1,947,000,000","3,443,100,000","3,420,700,000","1,821,600,000","1,814,700,000","1,817,100,000","1,430,000,000","1,414,700,000","1,399,500,000","1,384,500,000","1,369,700,000",,,,"524,700,000","518,400,000","512,300,000",,"508,200,000",,,,,,"476,872,000","471,856,000","466,875,000",,,,,,,,,,,
			LongTermDebt,,,,"1,668,100,000","3,190,600,000","1,629,100,000","3,119,200,000","3,084,100,000","1,477,000,000","1,461,200,000","1,445,500,000","1,430,000,000","1,414,700,000","1,399,500,000","1,384,500,000","1,369,700,000",,,,"524,700,000","518,400,000","512,300,000",,"508,200,000",,,,,,"476,872,000","471,856,000","466,875,000",,,,,,,,,,,
			LongTermCapitalLeaseObligation,"275,700,000","282,400,000","299,500,000","313,400,000","317,700,000","317,900,000","323,900,000","336,600,000","344,600,000","353,500,000","371,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"2,706,500,000","2,491,000,000","2,356,600,000","2,282,100,000","1,953,800,000","1,872,700,000","1,809,300,000","1,761,100,000","1,516,000,000","1,440,800,000","1,357,100,000","1,306,600,000","1,182,600,000","1,156,500,000","1,114,600,000","1,096,000,000","989,400,000","907,900,000","846,600,000","805,100,000","726,800,000","670,600,000","601,500,000","536,900,000","458,800,000","387,600,000","327,200,000","289,801,000","238,506,000","211,364,000","184,038,000","162,660,000","136,707,000","122,261,000","107,339,000","95,285,000","85,336,000","70,746,000","58,996,000","49,512,000","41,857,000","40,706,000","22,002,000"
			NonCurrentDeferredRevenue,"2,706,500,000","2,491,000,000","2,356,600,000","2,282,100,000","1,953,800,000","1,872,700,000","1,809,300,000","1,761,100,000","1,516,000,000","1,440,800,000","1,357,100,000","1,306,600,000","1,182,600,000","1,156,500,000","1,114,600,000","1,096,000,000","989,400,000","907,900,000","846,600,000","805,100,000","726,800,000","670,600,000","601,500,000","536,900,000","458,800,000","387,600,000","327,200,000","289,801,000","238,506,000","211,364,000","184,038,000","162,660,000","136,707,000","122,261,000","107,339,000","95,285,000","85,336,000","70,746,000","58,996,000","49,512,000","41,857,000","34,811,000","22,002,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,"161,200,000",,,,,,"0","1,100,000","2,800,000","6,900,000","21,900,000","27,700,000","33,500,000","39,200,000",,,,"61,400,000","0","72,200,000","77,500,000","82,700,000","87,916,000","93,040,000",,,,,,,,,,,"0","0","67,517,000","66,559,000"
		OtherNonCurrentLiabilities,"103,000,000","102,900,000","107,000,000","97,700,000","95,500,000","93,900,000","92,000,000","90,100,000","83,800,000","80,600,000","82,600,000","216,000,000","211,100,000","208,700,000","226,800,000","229,600,000","226,000,000","196,600,000","192,200,000","147,600,000","137,100,000","127,500,000","85,800,000","79,400,000","78,000,000","72,300,000","62,500,000","67,335,000","54,601,000","53,413,000","30,285,000","32,177,000","36,636,000","19,512,000","14,496,000","11,799,000","7,542,000","6,887,000","6,896,000","7,215,000","8,160,000","1,806,000","6,964,000"
TotalEquityGrossMinorityInterest,"337,600,000","117,800,000","518,900,000","763,600,000","997,200,000","1,198,500,000","747,000,000","1,101,800,000","744,700,000","1,608,500,000","1,516,400,000","1,586,300,000","1,454,600,000","1,074,600,000","1,259,900,000","988,300,000","749,800,000","666,600,000","704,700,000","759,600,000","813,100,000","870,600,000","918,300,000","789,900,000","731,200,000","670,300,000","626,500,000","575,815,000","547,318,000","516,061,000","493,211,000","468,583,000","271,693,000","284,444,000","289,779,000","272,420,000","263,881,000","243,520,000","235,789,000","229,071,000","10,903,000","-62,556,000","-71,454,000"
	StockholdersEquity,"337,600,000","117,800,000","518,900,000","763,600,000","997,200,000","1,198,500,000","747,000,000","1,101,800,000","744,700,000","1,608,500,000","1,516,400,000","1,586,300,000","1,454,600,000","1,074,600,000","1,259,900,000","988,300,000","749,800,000","666,600,000","704,700,000","759,600,000","813,100,000","870,600,000","918,300,000","789,900,000","731,200,000","670,300,000","626,500,000","575,815,000","547,318,000","516,061,000","493,211,000","468,583,000","271,693,000","284,444,000","289,779,000","272,420,000","263,881,000","243,520,000","235,789,000","229,071,000","10,903,000","-62,556,000","-71,454,000"
		CapitalStock,"2,066,300,000","1,745,200,000","2,033,900,000","2,311,200,000","2,541,100,000","2,429,800,000","2,003,900,000","2,259,200,000","1,855,700,000","2,644,500,000","2,477,500,000","2,490,900,000","2,340,800,000","1,941,500,000","2,129,300,000","1,967,400,000","1,717,600,000","1,575,900,000","1,573,200,000","1,599,700,000","1,615,800,000","1,613,300,000","1,542,200,000","1,515,500,000","1,330,500,000","1,195,400,000","1,083,600,000","8,000","8,000","8,000","8,000","8,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","6,000","2,000","2,000"
			PreferredStock,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,
			CommonStock,"2,066,300,000","1,745,200,000","2,033,900,000","2,311,200,000","2,541,100,000","2,429,800,000","2,003,900,000","2,259,200,000","1,855,700,000","2,644,500,000","2,477,500,000","2,490,900,000","2,340,800,000","1,941,500,000","2,129,300,000","1,967,400,000","1,717,600,000","1,575,900,000","1,573,200,000","1,599,700,000","1,615,800,000","1,613,300,000","1,542,200,000","1,515,500,000","1,330,500,000","1,195,400,000","1,083,600,000","8,000","8,000","8,000","8,000","8,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","6,000","2,000","2,000"
		AdditionalPaidInCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,"988,687,000","908,867,000","924,634,000","859,010,000","804,406,000","575,293,000","441,475,000","406,902,000","381,703,000","357,289,000","329,680,000","319,352,000","309,092,000","86,808,000","13,667,000","9,309,000"
		RetainedEarnings,"-1,670,400,000","-1,597,200,000","-1,503,700,000","-1,666,800,000","-1,547,500,000","-1,402,400,000","-1,260,100,000","-1,167,900,000","-1,109,000,000","-1,034,200,000","-960,500,000","-900,900,000","-880,100,000","-859,900,000","-857,300,000","-984,600,000","-982,300,000","-935,600,000","-900,700,000","-836,700,000","-798,500,000","-737,600,000","-683,400,000","-726,600,000","-672,100,000","-601,900,000","-539,400,000","-500,708,000","-454,737,000","-408,802,000","-365,794,000","-335,726,000","-303,668,000","-157,081,000","-117,135,000","-109,274,000","-93,438,000","-86,156,000","-83,543,000","-80,028,000","-75,911,000","-76,225,000","-80,765,000"
		GainsLossesNotAffectingRetainedEarnings,"-58,300,000","-30,200,000","-11,300,000","-9,900,000","3,600,000","9,900,000","3,200,000","10,500,000","-2,000,000","-1,800,000","-600,000","-3,700,000","-7,200,000","-9,800,000","-19,000,000","-16,400,000","-13,200,000","-7,200,000","-7,000,000","-3,400,000","-4,200,000","-5,100,000","-1,900,000","1,000,000","600,000","-700,000","-400,000","-88,000","140,000","221,000","-13,000","-105,000","61,000","43,000","5,000","-16,000","23,000","-11,000","-27,000",,,,
