name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,12/31/2018
			Payables,"1,654,000","3,429,000","2,498,000","3,904,000","2,229,000","1,350,000","1,064,000","909,000","1,617,000","2,654,000","2,157,000","2,144,000","774,000"
				AccountsPayable,"1,654,000","3,429,000","2,498,000","3,904,000","2,229,000","1,350,000","1,064,000","909,000","1,617,000","2,654,000","2,157,000","2,144,000","774,000"
			CurrentAccruedExpenses,"16,729,000","13,297,000","18,369,000","14,044,000","13,336,000","9,051,000","8,130,000","6,160,000","5,511,000","5,806,000","6,222,000","6,416,000","1,390,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"4,528,000","12,081,000","5,975,000","3,814,000","1,920,000","5,834,000","3,174,000","2,105,000","1,084,000","3,147,000","1,460,000","1,118,000","1,178,000"
		CurrentDebtAndCapitalLeaseObligation,"327,000","1,162,000","1,257,000","1,251,000","1,244,000","1,375,000",,,,,,,
			CurrentCapitalLeaseObligation,"327,000","1,162,000","1,257,000","1,251,000","1,244,000","1,375,000",,,,,,,
		CurrentDeferredLiabilities,,,,,,"0","384,000","377,000","370,000","363,000","356,000","349,000","335,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"5,538,000","129,000","498,000","832,000","1,162,000","1,523,000","593,000","595,000","692,000","789,000","881,000","972,000","64,082,000"
		LongTermDebtAndCapitalLeaseObligation,"5,538,000","129,000","367,000","701,000","1,031,000","1,359,000",,,,,,,
			LongTermCapitalLeaseObligation,"5,538,000","129,000","367,000","701,000","1,031,000","1,359,000",,,,,,,
		NonCurrentDeferredLiabilities,,,,,,"0","497,000","595,000","692,000","789,000","881,000","972,000","1,152,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,"0","0","0","62,930,000"
		OtherNonCurrentLiabilities,,,"131,000","131,000","131,000","164,000","96,000",,,,,,
TotalEquityGrossMinorityInterest,"376,804,000","422,396,000","466,678,000","496,583,000","534,697,000","557,058,000","272,755,000","290,874,000","308,134,000","322,072,000","337,319,000","183,633,000","-19,369,000"
	StockholdersEquity,"376,804,000","422,396,000","466,678,000","496,583,000","534,697,000","557,058,000","272,755,000","290,874,000","308,134,000","322,072,000","337,319,000","183,633,000","-19,369,000"
		CapitalStock,"5,000","5,000","5,000","5,000","5,000","5,000","4,000","4,000","4,000","4,000","4,000","3,000","2,014,000"
			PreferredStock,"0","0","0","0",,"0",,,,"0","0","0","2,014,000"
			CommonStock,"5,000","5,000","5,000","5,000","5,000","5,000","4,000","4,000","4,000","4,000","4,000","3,000","0"
		AdditionalPaidInCapital,"733,477,000","715,216,000","703,090,000","691,953,000","683,029,000","675,615,000","402,601,000","399,130,000","396,453,000","395,097,000","394,127,000","223,609,000","1,069,000"
		RetainedEarnings,"-354,314,000","-292,513,000","-236,441,000","-195,400,000","-148,390,000","-118,603,000","-129,875,000","-108,216,000","-88,323,000","-73,029,000","-56,812,000","-39,979,000","-22,452,000"
		TreasuryStock,"906,000",,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-1,458,000","-312,000","24,000","25,000","53,000","41,000","25,000","-44,000",,,,,
TotalCapitalization,"376,804,000","422,396,000","466,678,000","496,583,000","534,697,000","557,058,000","272,755,000","290,874,000","308,134,000","322,072,000","337,319,000","183,633,000","-19,369,000"
PreferredStockEquity,,,,,,,,,,,,,"2,014,000"
CommonStockEquity,"376,804,000","422,396,000","466,678,000","496,583,000","534,697,000","557,058,000","272,755,000","290,874,000","308,134,000","322,072,000","337,319,000","183,633,000","-21,383,000"
CapitalLeaseObligations,"5,865,000","1,291,000","1,624,000","1,952,000","2,275,000","2,734,000",,,,,,,
NetTangibleAssets,"376,804,000","422,396,000","466,678,000","496,583,000","534,697,000","557,058,000","272,755,000","290,874,000","308,134,000","322,072,000","337,319,000","183,633,000","-19,369,000"
WorkingCapital,"332,713,000","352,941,000","404,914,000","443,978,000","462,785,000","495,788,000","266,150,000","284,245,000","305,060,000","319,391,000","334,319,000","178,152,000","43,353,000"
InvestedCapital,"376,804,000","422,396,000","466,678,000","496,583,000","534,697,000","557,058,000","272,755,000","290,874,000","308,134,000","322,072,000","337,319,000","183,633,000","-21,383,000"
TangibleBookValue,"376,804,000","422,396,000","466,678,000","496,583,000","534,697,000","557,058,000","272,755,000","290,874,000","308,134,000","322,072,000","337,319,000","183,633,000","-21,383,000"
TotalDebt,"5,865,000","1,291,000","1,624,000","1,952,000","2,275,000","2,734,000",,,,,,,
ShareIssued,"49,423,827","49,247,985","49,208,425","49,103,066","49,024,152","48,819,591","43,128,804","43,016,501","43,003,733","43,006,077","43,233,387","41,882,995","41,882,995"
OrdinarySharesNumber,"49,407,617","49,247,985","49,208,425","49,103,066","49,024,152","48,819,591","43,128,804","43,016,501","43,003,733","43,006,077","43,233,387","41,882,995","41,882,995"
TreasurySharesNumber,"16,210",,,,,,,,,,,,
