name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,12/31/2018
TotalAssets,"405,580,000","452,494,000","495,275,000","520,428,000","554,588,000","576,191,000","286,100,000","301,020,000","317,408,000","334,831,000","348,395,000","194,632,000","48,390,000"
	CurrentAssets,"355,951,000","382,910,000","433,013,000","466,991,000","481,514,000","513,398,000","278,902,000","293,796,000","313,642,000","331,361,000","344,514,000","188,179,000","47,030,000"
		CashCashEquivalentsAndShortTermInvestments,"348,271,000","373,501,000","427,912,000","462,777,000","477,411,000","508,484,000","276,819,000","291,233,000","311,075,000","327,652,000","343,825,000","185,291,000","45,648,000"
			CashAndCashEquivalents,"81,933,000","103,961,000","93,852,000","84,571,000","95,426,000","147,089,000","84,831,000","226,666,000","311,075,000","327,652,000","343,825,000","185,291,000","45,648,000"
			OtherShortTermInvestments,"266,338,000","269,540,000","334,060,000","378,206,000","381,985,000","361,395,000","191,988,000","64,567,000",,,,,
		PrepaidAssets,"7,680,000","9,409,000","5,101,000","4,214,000","4,103,000","4,914,000","2,083,000","2,563,000","2,567,000","3,709,000","689,000","2,888,000","1,382,000"
	TotalNonCurrentAssets,"49,629,000","69,584,000","62,262,000","53,437,000","73,074,000","62,793,000","7,198,000","7,224,000","3,766,000","3,470,000","3,881,000","6,453,000","1,360,000"
		NetPPE,"11,391,000","4,197,000","3,331,000","2,496,000","2,721,000","3,019,000","1,176,000","1,072,000","885,000","795,000","820,000","799,000","317,000"
			GrossPPE,"11,391,000","5,216,000","3,331,000","2,496,000","2,721,000","3,548,000",,,,"1,008,000","968,000","883,000","338,000"
				Properties,,"0",,,,"0",,,,"0","0","0","0"
				MachineryFurnitureEquipment,,"878,000",,,,"316,000",,,,"153,000","152,000","152,000","45,000"
				OtherProperties,"11,391,000","1,010,000","3,331,000","2,496,000","2,721,000","1,944,000",,,,,,,
				ConstructionInProgress,,"1,971,000",,,,"104,000",,,,,,,
				Leases,,"1,357,000",,,,"1,184,000",,,,"855,000","816,000","731,000","293,000"
			AccumulatedDepreciation,,"-1,019,000",,,,"-529,000",,,,"-213,000","-148,000","-84,000","-21,000"
		InvestmentsAndAdvances,"35,021,000","62,113,000","55,915,000","48,157,000","67,241,000","57,207,000","4,017,000","4,147,000","876,000","976,000","999,000","3,500,000","0"
			LongTermEquityInvestment,"2,546,000","2,883,000","3,184,000","3,451,000","3,610,000","3,871,000","4,017,000","4,147,000","876,000","976,000","999,000","3,500,000","0"
				InvestmentsinJointVenturesatCost,,,,,,,,,,,"999,000","3,500,000","0"
			InvestmentinFinancialAssets,"32,475,000","59,230,000","52,731,000","44,706,000","63,631,000","53,336,000",,,,,,,
				AvailableForSaleSecurities,"32,475,000","59,230,000","52,731,000","44,706,000","63,631,000","53,336,000",,,,,,,
		OtherNonCurrentAssets,"3,217,000","3,274,000","3,016,000","2,784,000","3,112,000","2,567,000","2,005,000","2,005,000","2,005,000","1,699,000","2,062,000","2,154,000","1,043,000"
TotalLiabilitiesNetMinorityInterest,"28,776,000","30,098,000","28,597,000","23,845,000","19,891,000","19,133,000","13,345,000","10,146,000","9,274,000","12,759,000","11,076,000","10,999,000","67,759,000"
	CurrentLiabilities,"23,238,000","29,969,000","28,099,000","23,013,000","18,729,000","17,610,000","12,752,000","9,551,000","8,582,000","11,970,000","10,195,000","10,027,000","3,677,000"
		PayablesAndAccruedExpenses,"18,383,000","16,726,000","20,867,000","17,948,000","15,565,000","10,401,000","9,194,000","7,069,000","7,128,000","8,460,000","8,379,000","8,560,000","2,164,000"
