name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016
TotalRevenue,"100,215,000","29,223,000","24,199,000","23,220,000","23,573,000","25,156,000","19,486,000","15,449,000","7,090,000","62,000","0","0","25,000,000","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"100,215,000","29,223,000","24,199,000","23,220,000","23,573,000","25,156,000","19,486,000","15,449,000","7,090,000","62,000","0","0","25,000,000","0","0","0","0","0","0","0","0","0","0","0"
CostOfRevenue,"3,092,000","382,000","518,000","917,000","1,275,000","222,000","127,000","90,000","8,000",,,,,,,,,,,,,,,
GrossProfit,"97,123,000","28,841,000","23,681,000","22,303,000","22,298,000","24,934,000","19,359,000","15,359,000","7,082,000",,,,,,,,,,,,,,,
OperatingExpense,"382,598,000","75,733,000","112,082,000","101,971,000","92,812,000","86,428,000","82,358,000","79,356,000","76,014,000","75,324,000","70,373,000","58,353,000","47,975,000","49,025,000","33,830,000","25,889,000","22,429,000","21,951,000","20,338,000","12,181,000","10,690,000","7,726,000","8,534,000","6,067,000"
	SellingGeneralAndAdministration,"133,827,000","28,321,000","37,151,000","35,527,000","32,828,000","30,747,000","30,070,000","30,143,000","29,933,000","23,936,000","23,737,000","17,979,000","13,164,000","13,236,000","6,474,000","5,259,000","4,453,000","5,026,000","4,680,000","2,430,000","2,244,000","2,067,000","1,997,000","1,350,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,"17,979,000","13,164,000","13,236,000","6,474,000","5,259,000","4,453,000","5,026,000","4,680,000","2,430,000","2,244,000","2,067,000","1,997,000","1,350,000"
			SalariesAndWages,,,,,,,,,,,,"7,780,000","5,569,000","8,184,000","3,488,000","2,833,000","2,150,000","2,030,000","3,175,000","1,265,000","1,113,000","1,015,000","1,095,000","721,000"
			OtherGandA,,,,,,,,,,,,"10,199,000","7,595,000","5,052,000","2,986,000","2,426,000","2,303,000","2,996,000","1,505,000","1,165,000","1,131,000","1,052,000","902,000","629,000"
	ResearchAndDevelopment,"248,771,000","47,412,000","74,931,000","66,444,000","59,984,000","55,681,000","52,288,000","49,213,000","46,081,000","51,388,000","46,636,000","40,374,000","34,811,000","35,789,000","27,356,000","20,630,000","17,976,000","16,925,000","15,658,000","9,751,000","8,446,000","5,659,000","6,537,000","4,717,000"
OperatingIncome,"-285,475,000","-46,892,000","-88,401,000","-79,668,000","-70,514,000","-61,494,000","-62,999,000","-63,997,000","-68,932,000","-75,262,000","-70,373,000","-58,353,000","-22,975,000","-49,025,000","-33,830,000","-25,889,000","-22,429,000","-21,951,000","-20,338,000","-12,181,000","-10,690,000","-7,726,000","-8,534,000","-6,067,000"
NetNonOperatingInterestIncomeExpense,"-83,000","0","6,000","-170,000","81,000","196,000","259,000","296,000","1,691,000","2,455,000","3,157,000","2,157,000","1,515,000","1,641,000","1,531,000","1,454,000","739,000","521,000","723,000","-23,000","65,000","17,000","-25,000","-26,000"
	InterestIncomeNonOperating,"-83,000","0","6,000",,"81,000","196,000","259,000","296,000","1,691,000","2,455,000","3,169,000","2,174,000","1,540,000","1,654,000","1,551,000","1,475,000","760,000","543,000",,,"89,000","42,000",,
	InterestExpenseNonOperating,,,,"170,000",,,"0","0","0","0","12,000","17,000","25,000","13,000","20,000","21,000","21,000","22,000","23,000","23,000","24,000","25,000","25,000","26,000"
OtherIncomeExpense,,,,,,,,,,,,,,,,,,,,"166,000",,,"2,000","-6,000"
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,"166,000",,,,
	OtherNonOperatingIncomeExpenses,,,,,,,,,,,,,,,,,,,,"166,000",,,"2,000","-6,000"
PretaxIncome,"-285,558,000","-46,892,000","-88,395,000","-79,838,000","-70,433,000","-61,298,000","-62,740,000","-63,701,000","-67,241,000","-72,807,000","-67,216,000","-56,196,000","-21,460,000","-47,384,000","-32,299,000","-24,435,000","-21,690,000","-21,430,000","-19,912,000","-12,038,000","-10,625,000","-7,709,000","-8,557,000","-6,099,000"
NetIncomeCommonStockholders,"-285,558,000","-46,892,000","-88,395,000","-79,838,000","-70,433,000","-61,298,000","-62,740,000","-63,701,000","-67,241,000","-72,807,000","-67,216,000","-56,196,000","-21,460,000","-47,384,000","-32,299,000","-24,435,000","-21,690,000","-21,430,000","-19,912,000","-12,038,000","-10,625,000","-7,709,000","-8,557,000","-6,099,000"
	NetIncome,"-285,558,000","-46,892,000","-88,395,000","-79,838,000","-70,433,000","-61,298,000","-62,740,000","-63,701,000","-67,241,000","-72,807,000","-67,216,000","-56,196,000","-21,460,000","-47,384,000","-32,299,000","-24,435,000","-21,690,000","-21,430,000","-19,912,000","-12,038,000","-10,625,000","-7,709,000","-8,557,000","-6,099,000"
		NetIncomeIncludingNoncontrollingInterests,"-285,558,000","-46,892,000","-88,395,000","-79,838,000","-70,433,000","-61,298,000","-62,740,000","-63,701,000","-67,241,000","-72,807,000","-67,216,000","-56,196,000","-21,460,000","-47,384,000","-32,299,000","-24,435,000","-21,690,000","-21,430,000","-19,912,000","-12,038,000","-10,625,000","-7,709,000","-8,557,000","-6,099,000"
			NetIncomeContinuousOperations,"-285,558,000","-46,892,000","-88,395,000","-79,838,000","-70,433,000","-61,298,000","-62,740,000","-63,701,000","-67,241,000","-72,807,000","-67,216,000","-56,196,000","-21,460,000","-47,384,000","-32,299,000","-24,435,000","-21,690,000","-21,430,000","-19,912,000","-12,038,000","-10,625,000","-7,709,000","-8,557,000","-6,099,000"
DilutedNIAvailtoComStockholders,"-285,558,000","-46,892,000","-88,395,000","-79,838,000","-70,433,000","-61,298,000","-62,740,000","-63,701,000","-67,241,000","-72,807,000","-67,216,000","-56,196,000","-21,460,000","-47,384,000","-32,299,000","-24,435,000","-21,690,000","-21,430,000","-19,912,000","-12,038,000","-10,625,000","-7,709,000","-8,557,000","-6,099,000"
BasicEPS,,"-0.8","-1.51","-1.37","-1.21","-1.06",,"-1.13","-1.2","-1.36","-1.31","-1.28","-0.56","-1.241","-0.86","-0.65","-0.65","-0.66",,"-5.85","-0.346","-0.369",,"-0.292"
DilutedEPS,,"-0.8","-1.51","-1.37","-1.21","-1.06",,"-1.13","-1.2","-1.36","-1.31","-1.28","-0.56","-1.241","-0.86","-0.65","-0.65","-0.66",,"-5.85","-0.346","-0.369",,"-0.292"
BasicAverageShares,,"58,616,458","58,487,041","58,107,611","57,987,095","57,747,168",,"56,390,748","55,920,122","53,567,434","51,260,062","43,803,508","38,200,288","38,189,052","37,665,599","37,654,324","33,567,314","32,594,074",,"2,057,750","30,675,190","20,898,825",,"20,898,825"
DilutedAverageShares,,"58,616,458","58,487,041","58,107,611","57,987,095","57,747,168",,"56,390,748","55,920,122","53,567,434","51,260,062","43,803,508","38,200,288","38,189,052","37,665,599","37,654,324","33,567,314","32,594,074",,"2,057,750","30,675,190","20,898,825",,"20,898,825"
TotalOperatingIncomeAsReported,"-285,475,000","-46,892,000","-88,401,000","-79,668,000","-70,514,000","-61,494,000","-62,999,000","-63,997,000","-68,932,000","-75,262,000","-70,373,000","-58,353,000","-22,975,000","-49,025,000","-33,830,000","-25,889,000","-22,429,000","-21,951,000","-20,338,000","-12,181,000","-10,690,000","-7,726,000","-8,534,000","-6,067,000"
TotalExpenses,"385,690,000","76,115,000","112,600,000","102,888,000","94,087,000","86,650,000","82,485,000","79,446,000","76,022,000","75,324,000","70,373,000","58,353,000","47,975,000","49,025,000","33,830,000","25,889,000","22,429,000","21,951,000","20,338,000","12,181,000","10,690,000","7,726,000","8,534,000","6,067,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-285,558,000","-46,892,000","-88,395,000","-79,838,000","-70,433,000","-61,298,000","-62,740,000","-63,701,000","-67,241,000","-72,807,000","-67,216,000","-56,196,000","-21,460,000","-47,384,000","-32,299,000","-24,435,000","-21,690,000","-21,430,000","-19,912,000","-12,038,000","-10,625,000","-7,709,000","-8,557,000","-6,099,000"
NormalizedIncome,"-285,558,000","-46,892,000","-88,395,000","-79,838,000","-70,433,000","-61,298,000","-62,740,000","-63,701,000","-67,241,000","-72,807,000","-67,216,000","-56,196,000","-21,460,000","-47,384,000","-32,299,000","-24,435,000","-21,690,000","-21,430,000","-19,912,000","-12,038,000","-10,625,000","-7,709,000","-8,557,000","-6,099,000"
InterestIncome,"-83,000","0","6,000",,"81,000","196,000","259,000","296,000","1,691,000","2,455,000","3,169,000","2,174,000","1,540,000","1,654,000","1,551,000","1,475,000","760,000","543,000",,,"89,000","42,000",,
InterestExpense,,,,"170,000",,,"0","0","0","0","12,000","17,000","25,000","13,000","20,000","21,000","21,000","22,000","23,000","23,000","24,000","25,000","25,000","26,000"
NetInterestIncome,"-83,000","0","6,000","-170,000","81,000","196,000","259,000","296,000","1,691,000","2,455,000","3,157,000","2,157,000","1,515,000","1,641,000","1,531,000","1,454,000","739,000","521,000","723,000","-23,000","65,000","17,000","-25,000","-26,000"
EBIT,"-285,362,000","-46,892,000","-88,288,000","-79,668,000","-70,514,000","-61,494,000","-62,740,000","-63,701,000","-67,241,000","-72,807,000","-67,204,000","-56,179,000","-21,435,000","-47,371,000","-32,279,000","-24,414,000","-21,669,000","-21,408,000","-19,889,000","-12,015,000","-10,601,000","-7,684,000","-8,532,000","-6,073,000"
EBITDA,"-282,297,000"
ReconciledCostOfRevenue,"3,092,000","382,000","518,000","917,000","1,275,000","222,000","127,000","90,000","8,000",,,,,,,,,,,,,,,
ReconciledDepreciation,"3,065,000","783,000","780,000","759,000","743,000","732,000","695,000","666,000","484,000","460,000","445,000","169,000","112,000","104,000","99,000","88,000","74,000","56,000","49,000","39,000","31,000","31,000","30,000","22,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-285,558,000","-46,892,000","-88,395,000","-79,838,000","-70,433,000","-61,298,000","-62,740,000","-63,701,000","-67,241,000","-72,807,000","-67,216,000","-56,196,000","-21,460,000","-47,384,000","-32,299,000","-24,435,000","-21,690,000","-21,430,000","-19,912,000","-12,038,000","-10,625,000","-7,709,000","-8,557,000","-6,099,000"
