name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996
TotalAssets,"2,607,303,000","2,939,491,000","3,112,534,000","3,055,393,000","3,070,550,000","3,314,902,000","3,276,962,000","3,308,814,000","3,291,831,000","3,549,665,000","3,486,005,000","3,407,004,000","3,422,966,000","2,385,593,000","2,283,069,000","2,260,849,000","2,211,519,000","2,325,692,000","2,297,901,000","2,227,913,000","2,157,965,000","2,295,757,000","2,336,468,000","2,332,390,000","2,344,182,000","2,433,039,000","2,512,744,000","2,422,201,000","2,364,592,000","2,505,167,000","2,575,569,000","2,563,176,000","2,566,393,000","2,850,997,000","2,852,396,000","2,842,843,000","2,895,011,000","2,987,401,000","2,849,448,000","2,869,238,000","2,733,941,000","3,048,153,000","3,081,521,000","2,926,047,000","2,892,994,000","2,947,902,000","2,922,777,000","2,856,863,000","2,738,596,000","2,821,866,000","2,764,344,000","2,639,158,000","2,651,286,000","2,848,181,000","2,817,523,000","2,763,218,000","2,485,843,000","2,567,598,000","2,309,138,000","2,316,338,000","2,131,180,000","2,248,067,000","2,065,831,000","1,916,596,000","1,787,073,000","1,789,718,000","1,639,812,000","1,593,343,000","1,393,044,000","1,347,701,000","1,228,401,000","1,315,901,000","1,188,541,000","1,199,163,000","1,160,273,000","1,072,213,000","1,018,641,000","994,822,000","906,352,000","865,632,000","794,976,000","770,546,000","695,937,000","672,315,000","593,612,000","587,516,000","528,024,000","490,189,000","436,485,000","458,166,000","404,276,000","343,157,000","304,164,000","319,161,000","238,702,000","211,223,000","155,221,000","183,238,000","137,997,000","140,400,000","104,686,000","105,761,000","113,900,000"
	CurrentAssets,"1,212,874,000","1,507,759,000","1,604,205,000","1,501,651,000","1,484,189,000","1,661,629,000","1,521,279,000","1,383,443,000","1,286,634,000","1,264,749,000","1,180,669,000","1,172,143,000","1,172,312,000","1,335,950,000","1,290,298,000","1,243,074,000","1,174,668,000","1,264,538,000","1,177,234,000","1,075,745,000","1,002,102,000","1,139,300,000","1,150,271,000","1,096,671,000","1,094,528,000","1,178,980,000","1,213,155,000","1,103,142,000","1,046,742,000","1,164,972,000","1,136,892,000","1,076,893,000","1,053,026,000","1,320,566,000","1,286,610,000","1,216,070,000","1,261,708,000","1,307,824,000","1,161,767,000","1,226,661,000","1,109,673,000","1,488,775,000","1,398,881,000","1,297,455,000","1,339,525,000","1,433,268,000","1,366,099,000","1,318,646,000","1,185,036,000","1,235,846,000","1,134,704,000","981,224,000","955,188,000","1,084,825,000","996,134,000","971,077,000","713,994,000","1,140,255,000","942,285,000","1,018,831,000","891,401,000","1,092,078,000","955,283,000","917,651,000","876,930,000","947,084,000","832,943,000","826,175,000","685,122,000","652,277,000","736,398,000","855,203,000","737,891,000","752,655,000","700,727,000","645,415,000","609,217,000","601,156,000","489,603,000","463,579,000","412,011,000","405,195,000","320,974,000","307,631,000","275,264,000","303,562,000","247,937,000","235,340,000","233,416,000","300,217,000","251,044,000","217,543,000","205,182,000","218,235,000","159,251,000","132,291,000","81,503,000","108,962,000","67,104,000","74,032,000","40,603,000","44,878,000","61,500,000"
		CashCashEquivalentsAndShortTermInvestments,"468,378,000","823,139,000","865,622,000","921,504,000","909,008,000","1,104,862,000","812,881,000","766,721,000","703,989,000","671,267,000","410,775,000","499,757,000","586,133,000","723,135,000","520,523,000","581,166,000","591,960,000","675,558,000","459,293,000","421,903,000","421,441,000","547,189,000","469,720,000","455,606,000","490,975,000","588,578,000","405,611,000","408,311,000","383,220,000","520,708,000","320,564,000","310,740,000","357,122,000","600,116,000","257,525,000","335,023,000","555,901,000","643,505,000","369,573,000","332,263,000","359,519,000","668,145,000","488,341,000","539,613,000","741,823,000","826,353,000","618,222,000","613,633,000","632,808,000","712,469,000","522,872,000","426,182,000","463,716,000","522,122,000","298,043,000","301,042,000","187,217,000","648,530,000","361,218,000","410,580,000","341,971,000","529,752,000","374,372,000","334,995,000","412,655,000","461,854,000","277,836,000","308,105,000","313,752,000","350,368,000","443,406,000","582,148,000","537,355,000","521,073,000","431,603,000","385,187,000","409,924,000","401,035,000","245,076,000","229,034,000","240,977,000","238,884,000","102,967,000","97,406,000","123,259,000","137,581,000","94,162,000","63,254,000","117,357,000","193,509,000","140,715,000","107,556,000","134,735,000","163,564,000","74,728,000","45,900,000","2,671,000","42,667,000","2,623,000","2,317,000","1,921,000","1,945,000","1,800,000"
			CashAndCashEquivalents,"468,378,000","823,139,000","865,622,000","921,504,000","909,008,000","1,104,862,000","812,881,000","766,721,000","703,989,000","671,267,000","410,775,000","499,757,000","586,133,000","723,135,000","520,523,000","581,166,000","591,960,000","675,558,000","459,293,000","421,903,000","421,441,000","547,189,000","469,720,000","455,606,000","490,975,000","588,578,000","405,611,000","408,311,000","383,220,000","520,708,000","320,564,000","310,740,000","357,122,000","600,116,000","257,525,000","335,023,000","555,901,000","643,505,000","349,670,000","312,153,000","321,617,000","583,495,000","488,341,000","539,613,000","741,823,000","826,353,000","618,222,000","613,633,000","600,452,000","680,113,000","466,887,000","366,484,000","463,716,000","522,122,000","298,043,000","301,042,000","187,217,000","118,044,000","83,514,000","117,164,000","73,919,000","81,959,000","65,466,000","50,365,000","62,965,000","50,687,000","99,608,000","91,736,000","136,578,000","350,368,000","443,406,000","572,148,000","527,355,000","511,073,000","431,603,000","385,187,000","409,924,000","391,035,000","240,076,000","229,034,000","225,977,000","167,664,000","71,481,000","97,406,000","123,259,000","137,581,000","94,162,000","63,254,000","117,357,000","147,908,000","95,862,000","107,556,000","134,735,000","163,564,000","74,728,000","45,900,000","2,671,000","42,667,000","2,623,000","2,317,000","1,921,000","1,945,000","1,800,000"
				CashFinancial,,"762,187,000",,,,"796,994,000",,,,"612,595,000",,,,"633,137,000",,,,,,,,,,,,,,,,,"300,768,000","307,096,000","357,122,000","452,116,000","254,129,000","331,454,000","395,895,000","398,508,000","349,670,000","312,153,000","321,603,000","374,479,000","317,603,000","378,633,000","330,072,000","300,624,000","191,274,000","216,009,000","184,541,000","196,496,000","183,361,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,"60,952,000",,,,"307,868,000",,,,"58,672,000",,,,"89,998,000",,,,,,,,,,,,,,,,,"19,796,000","3,644,000","0","148,000,000","3,396,000","3,569,000","160,006,000","244,997,000","0","0","14,000","209,016,000","170,738,000","160,980,000","411,751,000","525,729,000","426,948,000","397,624,000","415,911,000","483,617,000","283,526,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","19,903,000","20,110,000","37,902,000","84,650,000",,,"0","0","0","0","32,356,000","32,356,000","55,985,000","59,698,000",,,,,,"530,486,000","277,704,000","293,416,000","268,052,000","447,793,000","308,906,000","284,630,000","349,690,000","411,167,000","178,228,000","216,369,000","177,174,000",,,"10,000,000","10,000,000","10,000,000",,,,"10,000,000","5,000,000",,"15,000,000","71,220,000","31,486,000",,,,,,,"45,601,000","44,853,000",,,,,,,,,,,,
		Receivables,"88,807,000","69,102,000","83,447,000","87,151,000","107,821,000","83,857,000","89,074,000","88,323,000","88,639,000","80,251,000","92,736,000","98,691,000","82,026,000","73,112,000","87,714,000","91,719,000","72,795,000","79,724,000","78,554,000","110,590,000","90,346,000","93,384,000","71,235,000","79,012,000","61,690,000","56,868,000","62,132,000","72,477,000","59,169,000","52,910,000","65,083,000","75,679,000","69,983,000","67,965,000","86,726,000","92,886,000","91,303,000","99,622,000","91,412,000","95,267,000","73,429,000","89,350,000","89,622,000","96,863,000","83,209,000","81,264,000","82,264,000","83,777,000","91,811,000","90,865,000","73,994,000","67,161,000","54,679,000","53,110,000","57,119,000","83,197,000","68,643,000","53,801,000","65,282,000","73,913,000","49,052,000","43,240,000","59,495,000","65,887,000","50,400,000","41,855,000","29,633,000","31,623,000","32,284,000","26,127,000","20,027,000","16,083,000","13,286,000","7,197,000","4,597,000","11,520,000","7,550,000","10,462,000","11,433,000","13,961,000","16,245,000","20,456,000","26,439,000","18,678,000","12,126,000","15,829,000","14,596,000","22,207,000","8,561,000","11,447,000","4,017,000","3,925,000","3,792,000","4,101,000","2,675,000","3,700,000","34,971,000","25,480,000","2,433,000","2,669,000","1,422,000","2,102,000","3,100,000"
			AccountsReceivable,"88,807,000","69,102,000","83,447,000","87,151,000","107,821,000","83,857,000","89,074,000","88,323,000","88,639,000","80,251,000","92,736,000","98,691,000","82,026,000","73,112,000","87,714,000","91,719,000","72,795,000","79,724,000","78,554,000","110,590,000","90,346,000","93,384,000","71,235,000","79,012,000","61,690,000","56,868,000","62,132,000","72,477,000","59,169,000","52,910,000","65,083,000","75,679,000","69,983,000","67,965,000","86,726,000","92,886,000","91,303,000","99,622,000","91,412,000","95,267,000","73,429,000","97,325,000","89,622,000","96,863,000","83,209,000","81,264,000","82,264,000","83,777,000","91,811,000","90,865,000","73,994,000",,,"53,110,000","57,119,000","83,197,000","68,643,000","53,801,000","65,282,000","73,913,000","49,052,000","43,240,000","59,495,000","65,887,000","50,400,000","41,855,000","29,633,000","31,623,000","32,284,000","26,127,000","20,027,000","16,083,000","13,286,000","7,197,000","4,597,000","11,520,000","7,550,000","10,462,000","11,433,000","13,961,000","16,245,000","20,456,000","26,439,000","18,678,000","12,126,000","15,829,000","14,596,000","22,207,000","8,561,000","11,447,000","4,017,000","3,925,000","3,792,000","4,101,000","2,675,000","3,700,000","951,000","1,695,000","2,433,000","2,669,000","1,422,000","2,102,000",
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,020,000","23,785,000",,,,,
