name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005
OperatingCashFlow,"251,142,000","38,485,000","57,508,000","121,605,000","33,544,000","46,915,000","68,923,000","56,627,000","126,004,000","34,462,000","111,611,000","72,655,000","95,884,000","39,068,000","109,186,000","32,610,000","77,109,000","28,306,000","69,806,000","63,686,000","62,100,000","30,607,000","67,576,000","41,826,000","53,839,000","13,738,000","85,523,000","65,455,000","55,084,000","558,000","51,696,000","68,769,000","51,720,000","-13,867,000","88,866,000","20,958,000","20,015,000","8,813,000","19,346,000","3,472,000","29,879,000","-11,674,000","43,493,000","21,566,000","10,412,000","-15,086,000","31,933,000","-6,800,000","3,265,000","-10,460,000","34,898,000","20,139,000","14,372,000","3,492,000","24,868,000","46,034,000","67,508,000","-17,943,000","27,478,000","26,843,000","55,297,000","-5,524,000","46,679,000","34,365,000","16,131,000","20,554,000","-1,978,000"
	CashFlowFromContinuingOperatingActivities,"251,142,000","38,485,000","57,508,000","121,605,000","33,544,000","46,915,000","68,923,000","56,627,000","126,004,000","34,462,000","111,611,000","72,655,000","95,884,000","39,068,000","109,186,000","32,610,000","77,109,000","28,306,000","69,806,000","63,686,000","62,100,000","30,607,000","67,576,000","41,826,000","53,839,000","13,738,000","85,523,000","65,455,000","55,084,000","558,000","51,696,000","68,769,000","51,720,000","-13,867,000","88,866,000","20,958,000","20,015,000","8,813,000","19,346,000","3,472,000","29,879,000","-11,674,000","43,493,000","21,566,000","10,412,000","-15,086,000","31,933,000","-6,800,000","3,265,000","-10,460,000","34,898,000","20,139,000","14,372,000","3,492,000","24,868,000","46,034,000","67,508,000","-17,943,000","27,478,000","26,843,000","55,297,000","-5,524,000","46,679,000","34,365,000","16,131,000","20,554,000","-1,978,000"
		NetIncomeFromContinuingOperations,"114,685,000","16,296,000","53,086,000","29,537,000","15,766,000","4,151,000","-14,617,000","10,103,000","8,815,000","-36,968,000","21,923,000","28,431,000","22,614,000","14,243,000","25,060,000","21,314,000","20,771,000","9,478,000","85,928,000","8,462,000","9,878,000","5,390,000","12,430,000","11,665,000","7,503,000","5,574,000","11,967,000","14,772,000","11,480,000","6,086,000","16,677,000","15,300,000","15,726,000","7,436,000","14,601,000","13,953,000","10,809,000","4,777,000","10,704,000","3,709,000",,,"7,862,000",,,"-6,473,000","-2,509,000","-3,780,000","-7,093,000","-12,078,000","-12,104,000","-2,280,000","263,000","2,178,000","-635,000","17,604,000","16,118,000","10,209,000","17,072,000","20,194,000","15,226,000","12,134,000","20,522,000","-11,531,000","13,853,000","9,870,000","14,691,000"
		OperatingGainsLosses,"-55,497,000","-10,292,000","-12,279,000","-18,370,000","-14,556,000","-13,348,000","28,298,000","-13,980,000","-13,551,000","-14,831,000","-16,111,000","-10,259,000","-13,498,000","-11,362,000","-11,789,000","-10,788,000","-14,375,000","-8,518,000","-10,264,000","16,191,000","-7,885,000","-9,570,000","-8,537,000","-6,910,000","-7,295,000","-9,546,000","-11,140,000","-8,527,000","-9,819,000","-8,385,000","-10,673,000","-7,790,000","-10,573,000","-9,019,000","-11,638,000","-10,201,000","-10,287,000","-8,998,000","-8,831,000","3,183,000","-7,506,000","-7,817,000","-4,957,000","-6,281,000","-4,723,000","-3,620,000",,"-3,501,000","-3,517,000","-2,633,000",,"-5,674,000","-3,738,000","-3,083,000","-7,593,000","-9,066,000","-9,546,000","-10,024,000","-7,967,000","-9,978,000","-7,610,000","-8,450,000","-9,525,000","-7,287,000","-10,098,000","-6,354,000","-6,808,000"
			GainLossOnSaleOfPPE,"-55,497,000","-10,292,000","-12,279,000","-18,370,000","-14,556,000","-13,348,000","-16,332,000","-13,980,000","-13,551,000","-14,831,000","-16,111,000","-10,259,000","-13,498,000","-11,362,000","-11,789,000","-10,788,000","-14,375,000","-8,518,000","-10,264,000","-9,172,000","-7,885,000","-9,570,000","-8,537,000","-6,910,000","-7,295,000","-9,546,000","-11,140,000","-8,527,000","-9,819,000","-8,385,000","-10,673,000","-7,790,000","-10,573,000","-9,019,000","-11,638,000","-10,201,000","-10,287,000","-8,998,000","-8,831,000","-6,997,000","-7,506,000","-7,817,000","-4,957,000","-6,281,000","-4,723,000","-3,620,000",,"-3,501,000","-3,517,000","-2,633,000",,"-5,674,000","-3,738,000","-3,083,000",,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"267,515,000","67,871,000","67,145,000","66,033,000","66,466,000","63,287,000","64,687,000","66,636,000","67,560,000","68,434,000","70,799,000","71,362,000","69,719,000","64,620,000","62,884,000","62,272,000","58,152,000","53,058,000","49,157,000","49,232,000","47,858,000","46,998,000","48,676,000","48,385,000","46,437,000","46,199,000","47,441,000","47,204,000","46,244,000","45,568,000","45,500,000","42,849,000","40,387,000","37,778,000","36,869,000","35,805,000","34,162,000","32,067,000","31,723,000","30,625,000","28,105,000","26,060,000","25,605,000","25,229,000","24,745,000","23,819,000","23,625,000","23,007,000","22,775,000","22,859,000","22,810,000","23,951,000","25,804,000","26,728,000","27,309,000","30,157,000","29,884,000","30,327,000","30,124,000","27,225,000","24,707,000","23,599,000","23,580,000","23,013,000","21,608,000","19,153,000","17,332,000"
			DepreciationAndAmortization,"267,515,000","67,871,000","67,145,000","66,033,000","66,466,000","63,287,000","64,687,000","66,636,000","67,560,000","68,434,000","70,799,000","71,362,000","69,719,000","64,620,000","62,884,000","62,272,000","58,152,000","53,058,000","49,157,000","49,232,000","47,858,000","46,998,000","48,676,000","48,385,000","46,437,000","46,199,000","47,441,000","47,204,000","46,244,000","45,568,000","45,500,000","42,849,000","40,387,000","37,778,000","36,869,000","35,805,000","34,162,000","32,067,000","31,723,000","30,625,000","28,105,000","26,060,000","25,605,000","25,229,000","24,745,000","23,819,000","23,625,000","23,007,000","22,775,000","22,859,000","22,810,000","23,951,000","25,804,000","26,728,000","27,309,000","30,157,000","29,884,000","30,327,000","30,124,000","27,225,000","24,707,000","23,599,000","23,580,000","23,013,000","21,608,000","19,153,000","17,332,000"
				Depreciation,"263,545,000","66,878,000","66,153,000","65,040,000","65,474,000","62,294,000","63,696,000","65,642,000","66,568,000","67,424,000","69,758,000","70,320,000","68,622,000","63,668,000","61,979,000","61,342,000","57,372,000","52,353,000","49,157,000","49,232,000","47,858,000","46,998,000","48,676,000","48,385,000","46,437,000","46,199,000","47,441,000","47,204,000","46,244,000","45,568,000","45,500,000","42,849,000","40,387,000","37,778,000","36,869,000","35,805,000","34,162,000","32,067,000","31,723,000","30,609,000","28,080,000","26,035,000","25,580,000","25,139,000","24,622,000","23,695,000","23,501,000","22,867,000","22,628,000","22,711,000","22,663,000","23,803,000","25,656,000","26,580,000","28,287,000","29,153,000","28,765,000","29,249,000","28,979,000","26,632,000","24,353,000","23,257,000","23,392,000","22,391,000","20,864,000","18,429,000","16,620,000"
				AmortizationCashFlow,"3,970,000","993,000","992,000","993,000","992,000","993,000","991,000","994,000","992,000","1,010,000","1,041,000","1,042,000","1,097,000","952,000","905,000","930,000","780,000","705,000",,,,,,,,,,,,,,,,,"0","0","0","0","0","16,000","25,000","25,000","25,000","90,000","123,000","124,000","124,000","140,000","147,000","148,000","147,000","148,000","148,000","148,000","-978,000","1,004,000","1,119,000","1,078,000","1,145,000","593,000","354,000","342,000","188,000","622,000","744,000","724,000","712,000"
					AmortizationOfIntangibles,"3,970,000","993,000","992,000","993,000","992,000","993,000","991,000","994,000","992,000","1,010,000","1,041,000","1,042,000","1,097,000","952,000","905,000","930,000","780,000","705,000",,,,,,,,,,,,,,,,,"0","0","0","0","0","16,000","25,000","25,000","25,000","90,000","123,000","124,000","124,000","140,000","147,000","148,000","147,000","148,000","148,000","148,000","-978,000","1,004,000","1,119,000","1,078,000","1,145,000","593,000","354,000","342,000","188,000","622,000","744,000","724,000","712,000"
