name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,12/31/2019
TotalAssets,"1,047,613,000","1,129,407,000","1,232,751,000","1,259,837,000","1,304,466,000","730,296,000","767,715,000","415,698,000"
	CurrentAssets,"523,220,000","558,101,000","612,845,000","860,340,000","967,474,000","384,467,000","455,568,000","144,263,000"
		CashCashEquivalentsAndShortTermInvestments,"512,378,000","550,996,000","603,711,000","852,836,000","960,237,000","378,264,000","450,861,000","138,982,000"
			CashAndCashEquivalents,"188,517,000","253,029,000","433,670,000","675,140,000","750,687,000","124,806,000","149,221,000","80,030,000"
			OtherShortTermInvestments,"323,861,000","297,967,000","170,041,000","177,696,000","209,550,000","253,458,000","301,640,000","58,952,000"
		PrepaidAssets,"10,842,000","7,105,000","9,134,000","7,504,000","7,237,000","6,203,000","4,707,000","5,281,000"
	TotalNonCurrentAssets,"524,393,000","571,306,000","619,906,000","399,497,000","336,992,000","345,829,000","312,147,000","271,435,000"
		NetPPE,"165,838,000","161,784,000","148,273,000","119,000,000","112,756,000","109,943,000","101,735,000","69,314,000"
			GrossPPE,"188,226,000","180,558,000","163,745,000","131,590,000","122,740,000","117,680,000","107,717,000","71,130,000"
				Properties,"0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"1,298,000","1,318,000","930,000","901,000","894,000","776,000","709,000","636,000"
				OtherProperties,"150,076,000","144,004,000","126,413,000","97,693,000","93,691,000","90,126,000","85,523,000","56,449,000"
				ConstructionInProgress,"2,928,000","1,388,000","10,293,000","6,887,000","4,367,000","11,180,000","10,424,000","3,421,000"
				Leases,"33,924,000","33,848,000","26,109,000","26,109,000","23,788,000","15,598,000","11,061,000","10,624,000"
			AccumulatedDepreciation,"-22,388,000","-18,774,000","-15,472,000","-12,590,000","-9,984,000","-7,737,000","-5,982,000","-1,816,000"
		GoodwillAndOtherIntangibleAssets,"199,822,000","199,822,000","199,822,000","199,822,000","199,822,000","199,822,000","199,822,000","199,822,000"
			Goodwill,"140,627,000","140,627,000","140,627,000","140,627,000","140,627,000","140,627,000","140,627,000","140,627,000"
			OtherIntangibleAssets,"59,195,000","59,195,000","59,195,000","59,195,000","59,195,000","59,195,000","59,195,000","59,195,000"
		InvestmentsAndAdvances,"145,014,000","195,881,000","262,401,000","77,934,000","21,627,000","33,731,000","8,209,000",
			InvestmentinFinancialAssets,"145,014,000","195,881,000","262,401,000","77,934,000","21,627,000","33,731,000","8,209,000",
				AvailableForSaleSecurities,"145,014,000","195,881,000","262,401,000","77,934,000","21,627,000","33,731,000","8,209,000",
