name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,12/31/2016
TotalAssets,"4,440,444,000","5,216,201,000","5,333,165,000","4,634,095,000","4,000,733,000","3,982,450,000","4,678,612,000","4,132,238,000","3,886,237,000","3,201,599,000","3,583,680,000","3,506,858,000","3,453,198,000","3,454,157,000","3,721,094,000","2,837,139,000","3,057,150,000","2,273,007,000","2,539,916,000","2,632,320,000","2,534,688,000"
	CurrentAssets,"1,734,068,000","2,524,353,000","2,611,171,000","2,239,767,000","1,503,859,000","1,819,072,000","2,465,738,000","1,939,881,000","1,661,703,000","1,073,530,000","1,554,909,000","1,565,380,000","1,552,067,000","1,757,054,000","2,057,463,000","1,298,761,000","1,595,921,000","825,097,000","1,258,913,000","1,524,065,000","1,482,745,000"
		CashCashEquivalentsAndShortTermInvestments,"442,791,000","715,901,000","706,906,000","1,259,608,000","146,855,000","224,731,000","394,716,000","306,395,000","291,544,000","200,359,000","239,726,000","141,330,000","116,272,000","171,417,000","164,322,000","69,401,000","56,691,000","178,650,000","214,263,000","95,722,000","66,627,000"
			CashAndCashEquivalents,"442,791,000","191,332,000","170,752,000","165,721,000","142,854,000","191,448,000","272,957,000","306,395,000","291,544,000","163,564,000","116,309,000","107,671,000","72,527,000","122,475,000","70,607,000","60,274,000","48,069,000","121,027,000","137,294,000","95,722,000","66,627,000"
			OtherShortTermInvestments,"0","524,569,000","536,154,000","1,093,887,000","4,001,000","33,283,000","121,759,000","0","0","36,795,000","123,417,000","33,659,000","43,745,000","48,942,000","93,715,000","9,127,000","8,622,000","57,623,000","76,969,000",,
		Receivables,"548,215,000","594,851,000","535,955,000","425,545,000","409,725,000","385,999,000","394,713,000","414,444,000","484,695,000","530,862,000","478,672,000","468,086,000","445,941,000","472,103,000","390,165,000","317,663,000","293,148,000","210,471,000","307,849,000","412,896,000","259,986,000"
			AccountsReceivable,"528,755,000","569,206,000","514,392,000","407,267,000","394,064,000","376,795,000","380,128,000","402,698,000","439,080,000","508,379,000","478,672,000","466,849,000","445,941,000","451,605,000","390,165,000","317,663,000","293,148,000","210,471,000","193,978,000","173,014,000","151,169,000"
				GrossAccountsReceivable,,"585,906,000",,,,"390,195,000",,,,"520,179,000",,,,"467,905,000",,,,"226,471,000","205,349,000","184,385,000","162,540,000"
				AllowanceForDoubtfulAccountsReceivable,,"-16,700,000",,,,"-13,400,000",,,,"-11,800,000",,,,"-16,300,000",,,,"-16,000,000","-11,371,000","-11,371,000","-11,371,000"
			TaxesReceivable,"19,460,000","17,383,000","21,563,000","18,278,000","15,661,000","9,204,000","13,933,000","10,140,000","45,615,000","22,483,000",,,,,,,,,,,
			DuefromRelatedPartiesCurrent,"0","8,262,000",,,,,"652,000","1,606,000",,"0","0","1,237,000","0","20,498,000",,,,"0","113,871,000","239,882,000","108,817,000"
		PrepaidAssets,"62,566,000","56,893,000","63,969,000","39,637,000","36,661,000","20,439,000","17,662,000","12,806,000","16,036,000","16,954,000","43,343,000","28,462,000","22,959,000","26,754,000","26,106,000","15,663,000","17,387,000","14,187,000","13,137,000","10,204,000","13,313,000"
		RestrictedCash,"75,168,000","75,168,000","74,453,000","71,926,000","68,295,000","66,951,000","63,705,000","60,743,000","60,045,000","58,308,000","58,007,000","57,661,000","65,306,000","64,931,000","260,592,000","258,677,000","243,944,000","52,347,000","52,219,000","52,111,000","50,927,000"
		AssetsHeldForSaleCurrent,"572,670,000","1,072,479,000","1,200,192,000","415,991,000","821,194,000","1,086,805,000","1,537,734,000","1,089,429,000","739,383,000","215,290,000","704,357,000","818,909,000","873,021,000","990,864,000","1,132,665,000","547,968,000","965,639,000","362,635,000","660,332,000","933,850,000","1,071,836,000"
		HedgingAssetsCurrent,"30,932,000","8,501,000","29,567,000","25,621,000","19,529,000","32,259,000","55,491,000","54,829,000","69,821,000","51,021,000","30,484,000","30,565,000","28,549,000","30,796,000","26,734,000","30,890,000","18,437,000","6,676,000","11,100,000","19,265,000","19,924,000"
		OtherCurrentAssets,"1,726,000","560,000","129,000","1,439,000","1,600,000","1,888,000","1,717,000","1,235,000","179,000","736,000","320,000","20,367,000","19,000","189,000","56,879,000","58,499,000","675,000","131,000","13,000","17,000","132,000"
	TotalNonCurrentAssets,"2,706,376,000","2,691,848,000","2,721,994,000","2,394,328,000","2,496,874,000","2,163,378,000","2,212,874,000","2,192,357,000","2,224,534,000","2,128,069,000","2,028,771,000","1,941,478,000","1,901,131,000","1,697,103,000","1,663,631,000","1,538,378,000","1,461,229,000","1,447,910,000","1,281,003,000","1,108,255,000","1,051,943,000"
		NetPPE,"734,269,000","742,390,000","776,394,000","522,880,000","538,163,000","286,836,000","293,721,000","293,778,000","298,571,000","299,677,000","295,875,000","276,041,000","264,025,000","78,805,000","72,158,000","67,686,000","64,565,000","64,822,000","62,819,000","59,737,000","56,450,000"
			GrossPPE,"848,883,000","851,571,000","881,564,000","619,511,000","629,507,000","373,993,000","376,658,000","372,432,000","373,817,000","365,909,000","366,988,000","342,716,000","326,471,000","137,229,000","126,873,000","119,732,000","113,398,000","110,586,000","105,259,000","99,403,000","90,456,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"62,459,000","60,233,000","59,445,000","58,712,000","58,087,000","57,096,000","55,709,000","54,153,000","52,706,000","44,566,000","50,575,000","48,333,000","46,173,000","38,022,000","36,661,000","35,391,000","34,277,000","33,273,000","31,191,000","29,613,000","27,262,000"
				OtherProperties,"596,781,000","606,634,000","642,825,000","409,532,000","422,711,000","190,469,000","191,705,000","191,177,000","195,510,000","201,661,000","202,031,000","192,498,000","182,180,000","78,805,000","72,158,000","67,686,000","64,565,000","64,822,000",,,
				Leases,"189,643,000","184,704,000","179,294,000","151,267,000","148,709,000","126,428,000","129,244,000","127,102,000","125,601,000","119,682,000","114,382,000","101,885,000","98,118,000","99,207,000","90,212,000","84,341,000","79,121,000","77,313,000","74,068,000","69,790,000","63,194,000"
			AccumulatedDepreciation,"-114,614,000","-109,181,000","-105,170,000","-96,631,000","-91,344,000","-87,157,000","-82,937,000","-78,654,000","-75,246,000","-66,232,000","-71,113,000","-66,675,000","-62,446,000","-58,424,000","-54,715,000","-52,046,000","-48,833,000","-45,764,000","-42,440,000","-39,666,000","-34,006,000"
		GoodwillAndOtherIntangibleAssets,"1,289,384,000","1,283,632,000","1,257,443,000","1,181,063,000","1,182,046,000","1,099,350,000","1,059,676,000","1,031,437,000","1,022,107,000","1,016,784,000","978,432,000","979,156,000","956,771,000","962,899,000","948,122,000","900,431,000","882,412,000","895,079,000","887,061,000","823,865,000","782,974,000"
			Goodwill,"656,523,000","657,131,000","651,695,000","597,462,000","593,294,000","560,332,000","559,935,000","559,903,000","559,214,000","557,914,000","539,803,000","543,125,000","515,326,000","515,321,000","513,527,000","481,714,000","474,990,000","477,532,000","476,956,000","419,751,000","412,846,000"
