name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989
TotalAssets,"195,862,000,000","188,548,000,000","184,261,000,000","186,973,000,000","193,067,000,000","191,367,000,000","187,259,000,000","188,608,000,000","186,060,000,000","198,321,000,000","194,184,000,000","197,603,000,000","197,193,000,000","188,602,000,000","189,092,000,000","184,861,000,000","179,956,000,000","181,159,000,000","168,577,000,000","166,997,000,000","161,385,000,000","158,893,000,000","153,377,000,000","159,642,000,000","158,816,000,000","161,184,000,000","154,216,000,000","157,152,000,000","154,684,000,000","159,103,000,000","153,862,000,000","152,384,000,000","151,497,000,000","153,375,000,000","150,103,000,000","151,933,000,000","156,855,000,000","153,140,000,000","152,873,000,000","148,128,000,000","151,784,000,000","153,337,000,000","148,693,000,000","147,796,000,000","143,979,000,000","147,042,000,000","146,056,000,000","143,763,000,000","143,314,000,000","124,088,000,000","120,445,000,000","117,035,000,000","121,183,000,000","126,074,000,000","127,218,000,000","137,330,000,000","135,288,000,000","149,830,000,000","140,927,000,000","134,372,000,000","126,361,000,000","127,853,000,000","120,931,000,000","117,281,000,000","110,065,000,000","113,960,000,000","108,824,000,000","195,739,000,000","189,572,000,000","192,638,000,000","179,273,000,000","179,185,000,000","178,096,000,000","175,001,000,000","163,963,000,000","159,043,000,000","153,471,000,000","157,253,000,000","145,333,000,000","145,897,000,000","146,783,000,000","151,100,000,000","145,557,000,000","152,190,000,000","146,218,000,000","154,423,000,000","153,626,000,000","148,553,000,000","150,662,000,000","148,517,000,000","132,616,000,000","132,452,000,000","128,297,000,000","126,933,000,000","120,914,000,000","120,986,000,000","120,303,000,000","120,003,000,000","117,642,000,000","113,927,000,000","108,105,000,000","108,512,000,000","106,667,000,000","107,647,000,000","107,910,000,000","107,405,000,000","106,312,000,000","104,178,000,000","99,737,000,000","97,006,000,000","98,195,000,000","95,499,000,000","97,002,000,000","94,132,000,000","172,417,000,000","169,261,000,000","170,460,000,000","175,752,000,000","172,819,000,000","163,672,000,000","158,097,000,000","146,441,000,000","153,456,000,000","143,253,000,000","141,136,000,000","137,682,000,000","140,578,000,000","137,407,000,000","127,156,000,000","130,855,000,000"
TotalLiabilitiesNetMinorityInterest,"173,479,000,000","166,371,000,000","159,835,000,000","161,434,000,000","168,618,000,000","168,383,000,000","165,390,000,000","167,546,000,000","165,054,000,000","175,250,000,000","171,159,000,000","174,511,000,000","174,975,000,000","166,312,000,000","167,632,000,000","163,969,000,000","160,343,000,000","162,932,000,000","147,492,000,000","145,822,000,000","140,450,000,000","138,392,000,000","132,360,000,000","138,930,000,000","138,089,000,000","140,511,000,000","132,881,000,000","135,267,000,000","132,854,000,000","138,430,000,000","133,646,000,000","132,171,000,000","131,520,000,000","133,879,000,000","130,887,000,000","132,899,000,000","137,565,000,000","134,254,000,000","133,395,000,000","128,861,000,000","131,877,000,000","134,543,000,000","130,593,000,000","129,591,000,000","126,497,000,000","130,812,000,000","130,136,000,000","129,250,000,000","129,889,000,000","109,682,000,000","106,502,000,000","103,615,000,000","105,403,000,000","114,233,000,000","114,699,000,000","125,061,000,000","123,777,000,000","138,801,000,000","130,029,000,000","123,737,000,000","115,866,000,000","117,342,000,000","110,175,000,000","106,806,000,000","99,460,000,000","103,411,000,000","98,922,000,000","178,575,000,000","173,439,000,000","176,618,000,000","163,433,000,000","164,027,000,000","162,363,000,000","159,678,000,000","149,128,000,000","144,551,000,000","139,402,000,000","143,392,000,000","131,355,000,000","132,607,000,000","134,288,000,000","139,063,000,000","133,329,000,000","140,429,000,000","134,254,000,000","142,739,000,000","142,413,000,000","138,044,000,000","140,409,000,000","138,422,000,000","122,872,000,000","122,690,000,000","118,512,000,000","116,735,000,000","111,011,000,000","111,689,000,000","110,878,000,000","110,429,000,000","108,524,000,000","105,103,000,000","99,723,000,000","99,984,000,000","98,424,000,000","99,692,000,000","99,918,000,000","99,185,000,000","98,870,000,000","97,024,000,000","92,754,000,000","90,573,000,000","91,334,000,000","88,742,000,000","87,849,000,000","85,398,000,000","164,009,000,000","161,218,000,000","162,784,000,000","168,253,000,000","165,331,000,000","155,699,000,000","150,357,000,000","138,976,000,000","146,042,000,000","136,084,000,000","134,217,000,000","131,047,000,000","133,983,000,000","131,490,000,000","122,059,000,000","125,164,000,000"
TotalEquityGrossMinorityInterest,"22,383,000,000","22,177,000,000","24,426,000,000","25,539,000,000","24,449,000,000","22,984,000,000","21,869,000,000","21,062,000,000","21,006,000,000","23,071,000,000","23,025,000,000","23,092,000,000","22,218,000,000","22,290,000,000","21,460,000,000","20,892,000,000","19,613,000,000","18,227,000,000","21,085,000,000","21,175,000,000","20,935,000,000","20,501,000,000","21,017,000,000","20,712,000,000","20,727,000,000","20,673,000,000","21,335,000,000","21,885,000,000","21,830,000,000","20,673,000,000","20,216,000,000","20,213,000,000","19,977,000,000","19,496,000,000","19,216,000,000","19,034,000,000","19,290,000,000","18,886,000,000","19,478,000,000","19,267,000,000","19,907,000,000","18,794,000,000","18,100,000,000","18,205,000,000","17,482,000,000","16,230,000,000","15,920,000,000","14,513,000,000","13,425,000,000","14,406,000,000","13,943,000,000","13,420,000,000","15,780,000,000","11,841,000,000","12,519,000,000","12,269,000,000","11,511,000,000","11,029,000,000","10,898,000,000","10,635,000,000","10,495,000,000","10,511,000,000","10,756,000,000","10,475,000,000","10,605,000,000","10,549,000,000","9,902,000,000","17,164,000,000","16,133,000,000","16,020,000,000","15,840,000,000","15,158,000,000","15,733,000,000","15,323,000,000","14,835,000,000","14,492,000,000","14,069,000,000","13,861,000,000","13,978,000,000","13,290,000,000","12,495,000,000","12,037,000,000","12,228,000,000","11,761,000,000","11,964,000,000","11,684,000,000","11,213,000,000","10,509,000,000","10,253,000,000","10,095,000,000","9,744,000,000","9,762,000,000","9,785,000,000","10,198,000,000","9,903,000,000","9,297,000,000","9,425,000,000","9,574,000,000","9,118,000,000","8,824,000,000","8,382,000,000","8,528,000,000","8,243,000,000","7,955,000,000","7,992,000,000","8,220,000,000","7,442,000,000","7,154,000,000","6,983,000,000","6,433,000,000","6,861,000,000","6,757,000,000","9,153,000,000","8,734,000,000","8,408,000,000","8,043,000,000","7,676,000,000","7,499,000,000","7,488,000,000","7,973,000,000","7,740,000,000","7,465,000,000","7,414,000,000","7,169,000,000","6,919,000,000","6,635,000,000","6,595,000,000","5,917,000,000","5,097,000,000","5,691,000,000"
	StockholdersEquity,"22,383,000,000","22,177,000,000","24,426,000,000","25,539,000,000","24,449,000,000","22,984,000,000","21,869,000,000","21,062,000,000","21,006,000,000","23,071,000,000","23,025,000,000","23,092,000,000","22,218,000,000","22,290,000,000","21,460,000,000","20,892,000,000","19,613,000,000","18,227,000,000","21,085,000,000","21,175,000,000","20,935,000,000","20,501,000,000","21,017,000,000","20,712,000,000","20,727,000,000","20,673,000,000","21,335,000,000","21,885,000,000","21,830,000,000","20,673,000,000","20,216,000,000","20,213,000,000","19,977,000,000","19,496,000,000","19,216,000,000","19,034,000,000","19,290,000,000","18,886,000,000","19,478,000,000","19,267,000,000","19,907,000,000","18,794,000,000","18,100,000,000","18,205,000,000","17,482,000,000","16,230,000,000","15,920,000,000","14,513,000,000","13,425,000,000","14,406,000,000","13,943,000,000","13,420,000,000","15,780,000,000","11,841,000,000","12,519,000,000","12,269,000,000","11,511,000,000","11,029,000,000","10,898,000,000","10,635,000,000","10,495,000,000","10,511,000,000","10,756,000,000","10,475,000,000","10,605,000,000","10,549,000,000","9,902,000,000","17,164,000,000","16,133,000,000","16,020,000,000","15,840,000,000","15,158,000,000","15,733,000,000","15,323,000,000","14,835,000,000","14,492,000,000","14,069,000,000","13,861,000,000","13,978,000,000","13,290,000,000","12,495,000,000","12,037,000,000","12,228,000,000","11,761,000,000","11,964,000,000","11,684,000,000","11,213,000,000","10,509,000,000","10,253,000,000","10,095,000,000","9,744,000,000","9,762,000,000","9,785,000,000","10,198,000,000","9,403,000,000","9,297,000,000","9,425,000,000","9,574,000,000","9,118,000,000","8,824,000,000","8,382,000,000","8,528,000,000","8,243,000,000","7,955,000,000","7,992,000,000","8,220,000,000","7,442,000,000","7,154,000,000","6,983,000,000","6,433,000,000","6,861,000,000","6,757,000,000","9,153,000,000","8,734,000,000","8,408,000,000","8,043,000,000","7,676,000,000","7,499,000,000","7,488,000,000","7,973,000,000","7,740,000,000","7,465,000,000","7,414,000,000","7,169,000,000","6,919,000,000","6,635,000,000","6,595,000,000","5,917,000,000","5,097,000,000","5,691,000,000"
		CapitalStock,"151,000,000","153,000,000","156,000,000","160,000,000","161,000,000","161,000,000","161,000,000","161,000,000","161,000,000","163,000,000","165,000,000","167,000,000","168,000,000","170,000,000","171,000,000","173,000,000","172,000,000","172,000,000","175,000,000","177,000,000","179,000,000","181,000,000","184,000,000","185,000,000","191,000,000","194,000,000","197,000,000","201,000,000","204,000,000","205,000,000","207,000,000","210,000,000","212,000,000","213,000,000","215,000,000","217,000,000","220,000,000","221,000,000","224,000,000","228,000,000","233,000,000","232,000,000","233,000,000","238,000,000","240,000,000","238,000,000","240,000,000","239,000,000","238,000,000","237,000,000","237,000,000","239,000,000","3,403,000,000","232,000,000","232,000,000","232,000,000","232,000,000","232,000,000","234,000,000","236,000,000","238,000,000","240,000,000","241,000,000","243,000,000","247,000,000","248,000,000","248,000,000","248,000,000","249,000,000","250,000,000","251,000,000","254,000,000","256,000,000","257,000,000","257,000,000","257,000,000","260,000,000","261,000,000","265,000,000","266,000,000","266,000,000","266,000,000","267,000,000","265,000,000","265,000,000","265,000,000","266,000,000","267,000,000","267,000,000","268,000,000",,,,"500,000,000",,,,,,,,,,,"200,000,000","200,000,000","200,000,000","200,000,000","200,000,000","200,000,000","200,000,000","201,000,000","201,000,000","201,000,000","201,000,000","201,000,000","201,000,000","201,000,000","201,000,000","201,000,000","201,000,000","351,000,000","501,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","300,000,000"
			PreferredStock,"0","0",,,,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,"3,168,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500,000,000",,,,,,,,,,,"200,000,000","200,000,000","200,000,000","200,000,000","200,000,000","200,000,000","200,000,000","201,000,000","201,000,000","201,000,000","201,000,000","201,000,000","201,000,000","201,000,000","201,000,000","201,000,000","201,000,000","351,000,000","501,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","500,000,000","300,000,000"
			CommonStock,"151,000,000","153,000,000","156,000,000","160,000,000","161,000,000","161,000,000","161,000,000","161,000,000","161,000,000","163,000,000","165,000,000","167,000,000","168,000,000","170,000,000","171,000,000","173,000,000","172,000,000","172,000,000","175,000,000","177,000,000","179,000,000","181,000,000","184,000,000","185,000,000","191,000,000","194,000,000","197,000,000","201,000,000","204,000,000","205,000,000","207,000,000","210,000,000","212,000,000","213,000,000","215,000,000","217,000,000","220,000,000","221,000,000","224,000,000","228,000,000","233,000,000","232,000,000","233,000,000","238,000,000","240,000,000","238,000,000","240,000,000","239,000,000","238,000,000","237,000,000","237,000,000","239,000,000","235,000,000","232,000,000","232,000,000","232,000,000","232,000,000","232,000,000","234,000,000","236,000,000","238,000,000","240,000,000","241,000,000","243,000,000","247,000,000","248,000,000","248,000,000","248,000,000","249,000,000","250,000,000","251,000,000","254,000,000","256,000,000","257,000,000","257,000,000","257,000,000","260,000,000","261,000,000","265,000,000","266,000,000","266,000,000","266,000,000","267,000,000","265,000,000","265,000,000","265,000,000","266,000,000","267,000,000","267,000,000","268,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"11,451,000,000","11,495,000,000","12,401,000,000","11,858,000,000","11,878,000,000","11,881,000,000","11,818,000,000","11,760,000,000","11,680,000,000","11,774,000,000","11,869,000,000","11,980,000,000","11,963,000,000","12,218,000,000","12,272,000,000","12,306,000,000","12,225,000,000","12,210,000,000","12,318,000,000","12,456,000,000","12,593,000,000","12,733,000,000","12,790,000,000","12,868,000,000","13,089,000,000","13,348,000,000","13,487,000,000","13,639,000,000","13,670,000,000","12,874,000,000","12,216,000,000","12,247,000,000","12,337,000,000","12,202,000,000","12,193,000,000","12,242,000,000","12,220,000,000","12,067,000,000","12,166,000,000","12,273,000,000","12,436,000,000","12,217,000,000","12,150,000,000","12,281,000,000","12,189,000,000","11,937,000,000","11,715,000,000","11,586,000,000","11,302,000,000","11,144,000,000","11,015,000,000","11,155,000,000","10,586,000,000","10,496,000,000","10,459,000,000","10,394,000,000","10,286,000,000","10,164,000,000","10,099,000,000","9,998,000,000","9,798,000,000","9,638,000,000","9,140,000,000","8,981,000,000","8,899,000,000","8,652,000,000","8,382,000,000","7,915,000,000","7,674,000,000","7,316,000,000","6,944,000,000","6,800,000,000","6,557,000,000","6,081,000,000","5,942,000,000","5,774,000,000","5,681,000,000","5,675,000,000","5,667,000,000","5,679,000,000","5,611,000,000","5,527,000,000","5,473,000,000","5,464,000,000","5,477,000,000","5,439,000,000","5,433,000,000","5,309,000,000","5,291,000,000","5,196,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"13,754,000,000","13,474,000,000","14,832,000,000","16,402,000,000","15,308,000,000","13,837,000,000","12,762,000,000","12,052,000,000","12,161,000,000","13,871,000,000","13,652,000,000","13,551,000,000","12,686,000,000","12,499,000,000","11,521,000,000","10,896,000,000","9,597,000,000","8,273,000,000","10,908,000,000","10,970,000,000","10,633,000,000","10,371,000,000","10,661,000,000","10,280,000,000","9,949,000,000","9,665,000,000","10,025,000,000","10,199,000,000","10,107,000,000","9,513,000,000","9,335,000,000","9,127,000,000","8,822,000,000","8,507,000,000","8,147,000,000","7,883,000,000","7,830,000,000","7,525,000,000","7,923,000,000","7,717,000,000","8,015,000,000","7,221,000,000","6,520,000,000","6,437,000,000","5,902,000,000","4,972,000,000","4,582,000,000","3,724,000,000","2,925,000,000","3,737,000,000","3,247,000,000","2,931,000,000","3,044,000,000","2,719,000,000","2,694,000,000","2,094,000,000","1,654,000,000","1,075,000,000","1,126,000,000","1,024,000,000","959,000,000","1,153,000,000","1,408,000,000","1,349,000,000","1,629,000,000","1,788,000,000","1,353,000,000","8,697,000,000","8,325,000,000","8,196,000,000","8,322,000,000","8,309,000,000","8,435,000,000","8,793,000,000","8,325,000,000","7,920,000,000","7,809,000,000","7,606,000,000","7,571,000,000","7,381,000,000","6,906,000,000","6,421,000,000","6,230,000,000","6,043,000,000","6,172,000,000","6,198,000,000","5,916,000,000","5,535,000,000","5,160,000,000","5,033,000,000","4,777,000,000","4,559,000,000","4,312,000,000","4,148,000,000","3,952,000,000","3,927,000,000","4,068,000,000","4,188,000,000","4,106,000,000","3,970,000,000","3,796,000,000","3,756,000,000","3,566,000,000","3,348,000,000","3,164,000,000","3,159,000,000","3,057,000,000","2,888,000,000","2,901,000,000","2,750,000,000","2,806,000,000","2,644,000,000","4,868,000,000","4,649,000,000","4,385,000,000","4,095,000,000","3,811,000,000","3,697,000,000","3,746,000,000","4,272,000,000","4,092,000,000","3,757,000,000","3,652,000,000","3,763,000,000","3,622,000,000","3,474,000,000","3,477,000,000","3,249,000,000","3,018,000,000","3,804,000,000"
		GainsLossesNotAffectingRetainedEarnings,"-2,973,000,000","-2,945,000,000","-2,963,000,000","-2,881,000,000","-2,898,000,000","-2,895,000,000","-2,872,000,000","-2,911,000,000","-2,996,000,000","-2,737,000,000","-2,661,000,000","-2,606,000,000","-2,599,000,000","-2,597,000,000","-2,504,000,000","-2,483,000,000","-2,381,000,000","-2,428,000,000","-2,316,000,000","-2,428,000,000","-2,470,000,000","-2,784,000,000","-2,618,000,000","-2,621,000,000","-2,502,000,000","-2,534,000,000","-2,374,000,000","-2,154,000,000","-2,151,000,000","-1,919,000,000","-1,542,000,000","-1,371,000,000","-1,394,000,000","-1,426,000,000","-1,339,000,000","-1,308,000,000","-980,000,000","-927,000,000","-835,000,000","-951,000,000","-777,000,000","-876,000,000","-803,000,000","-751,000,000","-849,000,000","-917,000,000","-617,000,000","-1,036,000,000","-1,040,000,000","-712,000,000","-556,000,000","-905,000,000","-1,253,000,000","-1,606,000,000","-866,000,000","-451,000,000","-661,000,000","-442,000,000","-561,000,000","-623,000,000","-500,000,000","-520,000,000","-33,000,000","-98,000,000","-170,000,000","-139,000,000","-81,000,000","304,000,000","-115,000,000","258,000,000","323,000,000","-205,000,000","485,000,000","192,000,000","311,000,000","541,000,000","319,000,000","319,000,000","475,000,000","-36,000,000","-288,000,000","-177,000,000","258,000,000","-11,000,000","50,000,000","-218,000,000","-402,000,000","-602,000,000","-465,000,000","-402,000,000","-396,000,000","-110,000,000","273,000,000","471,000,000","576,000,000","468,000,000","464,000,000","482,000,000","447,000,000","302,000,000","84,000,000","297,000,000","486,000,000","441,000,000","555,000,000","790,000,000","129,000,000","103,000,000","-172,000,000","-466,000,000","-286,000,000","-204,000,000","10,000,000","-66,000,000","-67,000,000","-64,000,000","-74,000,000","-84,000,000","-81,000,000","-88,000,000","-86,000,000","-129,000,000","-179,000,000","-344,000,000","-275,000,000","-298,000,000","-290,000,000","-172,000,000","-154,000,000","-146,000,000"
