name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,12/31/2017
TotalAssets,"1,488,300,000","1,581,600,000","1,604,865,210","644,026,885","681,772,443","717,368,587","271,947,431","262,581,573","282,449,799","301,641,426","209,093,798","172,046,128","186,568,127","199,281,575","98,886,058","105,991,051","66,848,369"
	CurrentAssets,"1,457,000,000","1,552,500,000","1,576,150,721","627,733,962","664,656,758","703,087,626","257,979,829","249,581,888","270,195,164","290,880,635","199,663,343","163,261,088","179,735,878","195,677,779","95,518,056","103,692,692","65,528,728"
		CashCashEquivalentsAndShortTermInvestments,"1,428,400,000","1,502,600,000","1,544,477,234","600,575,553","651,271,492","688,530,850","248,563,884","242,696,962","262,834,488","280,872,513","190,510,634","159,173,183","174,961,512","187,827,696","89,793,869","99,739,320","39,171,373"
			CashAndCashEquivalents,"62,300,000","108,300,000","255,662,835","48,726,443","346,068,406","588,373,232","88,988,921","21,593,656","36,106,323","9,211,057","12,135,475","11,342,178","28,786,247","3,190,056","6,191,004","3,352,559","30,912,391"
			OtherShortTermInvestments,"1,366,100,000","1,394,300,000","1,288,814,399","551,849,110","305,203,086","100,157,618","159,574,963","221,103,306","226,728,165","271,661,456","178,375,159","147,831,005","146,175,265","184,637,640","83,602,865","96,386,761","8,258,982"
		Receivables,"6,700,000","25,700,000","8,635,900","7,415,611","5,175,378","8,443,654","5,956,083","3,564,317","3,878,438","6,280,828","5,201,557","1,402,085","2,469,514","5,031,797","2,178,878","1,962,425","26,040,452"
			AccountsReceivable,"0","15,000,000","1,880,180","0","0","1,000,000","2,444,450",,,"0","59,330","0","0","2,775,831","0","0","25,000,000"
			OtherReceivables,"6,700,000","10,700,000","6,755,720","7,415,611","5,175,378","7,443,654","3,511,633","3,564,317","3,878,438","6,280,828","5,142,227","1,402,085","2,469,514","2,255,966","2,178,878","1,962,425","1,040,452"
		PrepaidAssets,"17,400,000","19,700,000","18,537,587","15,242,798","8,209,888","6,113,122","3,459,862","3,320,609","3,482,238","3,727,294","3,951,152","2,685,820","2,304,852","2,818,286","3,545,309","1,990,947","316,903"
		RestrictedCash,"4,500,000","4,500,000","4,500,000","4,500,000",,,,,,,,,,,,,
	TotalNonCurrentAssets,"31,300,000","29,000,000","28,714,489","16,292,923","17,115,685","14,280,961","13,967,602","12,999,685","12,254,635","10,760,791","9,430,455","8,785,040","6,832,249","3,603,796","3,368,002","2,298,359","1,319,641"
		NetPPE,"19,200,000","16,500,000","15,878,514","16,264,146","17,086,908","14,252,184","13,938,825","12,970,908","12,225,858","10,734,034","9,409,695","8,764,280","6,811,489","3,583,036","3,347,242","2,277,599","1,298,881"
			GrossPPE,"31,400,000","27,300,000","25,388,538","24,694,924","24,360,678","20,385,008","19,299,292","17,477,702","16,101,201","13,998,895","12,146,193","11,040,823","8,789,488","5,316,567","4,857,825","2,277,599","2,330,501"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
				MachineryFurnitureEquipment,"1,500,000","1,400,000","1,371,594","1,317,510","1,231,906","1,233,823","1,388,459","1,214,695","915,129","865,888","752,636","728,821","649,824","577,418","547,328",,"305,522"
				OtherProperties,"20,700,000","17,500,000","17,212,306","16,784,995","16,688,087","13,092,785","12,904,375","12,033,747","11,490,629","10,323,802","9,334,585","8,366,713","7,053,665","3,757,265","3,579,854","2,277,599","1,952,685"
				Leases,"9,200,000","8,400,000","6,804,638","6,592,419","6,440,685","6,058,400","5,006,458","4,229,260","3,695,443","2,809,205","2,058,972","1,945,289","1,085,999","981,884","730,643",,"72,294"
			AccumulatedDepreciation,"-12,200,000","-10,800,000","-9,510,024","-8,430,778","-7,273,770","-6,132,824","-5,360,467","-4,506,794","-3,875,343","-3,264,861","-2,736,498","-2,276,543","-1,977,999","-1,733,531","-1,510,583",,"-1,031,620"
		NonCurrentAccountsReceivable,"12,100,000","12,500,000",,,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,"20,760",,"20,760","20,760"
		OtherNonCurrentAssets,,,"12,835,975","28,777","28,777","28,777","28,777","28,777","28,777","26,757","20,760","20,760","20,760",,"20,760",,
TotalLiabilitiesNetMinorityInterest,"765,000,000","799,900,000","787,128,053","61,079,711","66,474,423","75,111,075","66,827,464","64,800,149","70,742,686","74,955,145","74,934,200","55,540,868","58,830,434","62,614,592","62,561,581","61,710,368","66,602,499"
	CurrentLiabilities,"238,000,000","261,700,000","182,507,756","41,820,346","40,371,914","49,085,420","39,530,518","33,719,801","33,168,990","32,813,152","29,396,265","20,945,773","20,600,172","22,979,878","19,847,631","17,311,088","17,854,864"
		PayablesAndAccruedExpenses,"38,800,000","54,400,000","18,440,825","18,448,333","17,004,139","25,981,719","17,231,768","9,834,217","9,804,518","12,159,731","8,504,795","5,410,445","4,511,465","6,759,460","6,151,906","3,641,382","4,142,463"
			Payables,"13,100,000","31,300,000","4,671,605","4,975,367","9,002,938","7,121,879","5,088,034","2,429,757","3,020,794","4,556,827","2,277,824","1,411,471","1,563,909","2,758,184","1,300,760","1,656,578","596,527"
				AccountsPayable,"8,600,000","31,300,000","4,671,605","4,975,367","9,002,938","7,121,879","5,088,034","2,429,757","3,020,794","4,556,827","2,277,824","1,411,471","1,563,909","2,758,184","1,300,760","1,656,578","596,527"
				TotalTaxPayable,"4,500,000",,,,,,,,,,,,,,,,
					IncomeTaxPayable,"4,500,000",,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"25,700,000","23,100,000","13,769,220","13,472,966","8,001,201","18,859,840","12,143,734","7,404,460","6,783,724","7,602,904","6,226,971","3,998,974","2,947,556","4,001,276","4,851,146","1,984,804","3,545,936"
		CurrentDebtAndCapitalLeaseObligation,"1,700,000","1,100,000","1,123,101","1,221,152","1,216,914","952,840","939,761","920,765","899,653","673,896","597,014","719,371","647,750","154,461","194,669","168,650","159,265"
			CurrentDebt,,,,,,,,,,,,"71,499","113,410","154,461","194,669","168,650","159,265"
				OtherCurrentBorrowings,,,,,,,,,,,,"71,499","113,410",,,,
			CurrentCapitalLeaseObligation,"1,700,000","1,100,000","1,123,101","1,221,152","1,216,914","952,840","939,761","920,765","899,653","673,896","597,014","647,872","534,340",,,,
		CurrentDeferredLiabilities,"197,500,000","206,200,000","162,943,830","22,150,861","22,150,861","22,150,861","21,358,989","22,964,819","22,464,819","19,979,525","20,294,456","14,815,957","15,440,957","16,065,957","13,501,056","13,501,056","13,553,136"
			CurrentDeferredRevenue,"197,500,000","206,200,000","162,943,830","22,150,861","22,150,861","22,150,861","21,358,989","22,964,819","22,464,819","19,979,525","20,294,456","14,815,957","15,440,957","16,065,957","13,501,056","13,501,056","13,553,136"
		OtherCurrentLiabilities,,,,,,,,,,,,,"534,340",,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"527,000,000","538,200,000","604,620,297","19,259,365","26,102,509","26,025,655","27,296,946","31,080,348","37,573,696","42,141,993","45,537,935","34,595,095","38,230,262","39,634,714","42,713,950","44,399,280","48,747,635"
		LongTermDebtAndCapitalLeaseObligation,"5,100,000","3,900,000","4,191,132","4,396,563","5,701,991","3,087,422","3,351,476","3,590,758","3,842,901","3,714,111","3,767,775","3,893,359","4,137,037","2,000,000","2,000,000","65,399","151,122"
			LongTermDebt,"1,000,000","1,000,000","1,000,000","1,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","65,399","151,122"
			LongTermCapitalLeaseObligation,"4,100,000","2,900,000","3,191,132","3,396,563","3,701,991","1,087,422","1,351,476","1,590,758","1,842,901","1,714,111","1,767,775","1,893,359","2,137,037",,,,
		NonCurrentDeferredLiabilities,"521,900,000","534,300,000","600,429,165","14,862,802","20,400,518","22,938,233","23,945,470","27,489,590","33,730,795","38,427,882","41,770,160","30,701,736","34,093,225","37,484,714","40,713,950","44,089,214","48,545,625"
			NonCurrentDeferredRevenue,"521,900,000","534,300,000","600,429,165","14,862,802","20,400,518","22,938,233","23,945,470","27,489,590","33,730,795","38,427,882","41,770,160","30,701,736","34,093,225","37,484,714","40,713,950","44,089,214","48,545,625"
		DerivativeProductLiabilities,,,,,,,,,,,,,,"0","0","244,667","50,888"
		OtherNonCurrentLiabilities,,,,,,,,,,,,,"2,137,037","150,000","315,166,856","202,796,580","61,480,432"
TotalEquityGrossMinorityInterest,"723,300,000","781,700,000","817,737,157","582,947,174","615,298,020","642,257,512","205,119,967","197,781,424","211,707,113","226,686,281","134,159,598","116,505,260","127,737,693","136,666,983","36,324,477","44,280,683","245,870"
	StockholdersEquity,"723,300,000","781,700,000","817,737,157","582,947,174","615,298,020","642,257,512","205,119,967","197,781,424","211,707,113","226,686,281","134,159,598","116,505,260","127,737,693","136,666,983","36,324,477","44,280,683","245,870"
		CapitalStock,"0","0","52,766","48,995","48,786","48,455","40,096","38,825","38,672","38,461","33,076","31,524","31,369","31,236","315,170,540","21,595","62,673,018"
			PreferredStock,,,,,,,,,,,,,,"0","315,166,856","0","61,480,432"
			CommonStock,"0","0","52,766","48,995","48,786","48,455","40,096","38,825","38,672","38,461","33,076","31,524","31,369","31,236","3,684","21,595","1,192,586"
		AdditionalPaidInCapital,"1,488,300,000","1,469,200,000","1,448,254,555","1,166,526,486","1,148,345,190","1,133,537,171","654,342,486","615,601,031","606,567,072","599,097,090","485,439,007","450,007,344","444,295,404","439,118,089","7,377,913","205,094,174","1,192,586"
		RetainedEarnings,"-746,300,000","-682,900,000","-629,893,515","-583,141,763","-532,853,201","-491,888,910","-450,342,422","-419,522,556","-394,296,017","-372,556,846","-351,509,130","-333,833,758","-316,669,111","-302,264,619","-286,176,753","-160,738,472","-62,417,397"
		GainsLossesNotAffectingRetainedEarnings,"-18,700,000","-4,600,000","-676,649","-486,544","-242,755","560,796","1,079,807","1,664,124","-602,614","107,576","196,645","300,150","80,031","-217,723","-47,223","-96,614","-9,751"
			OtherEquityAdjustments,,,,,,,,,,,,"300,150","80,031","-217,723","-47,223","-96,614","-9,751"
TotalCapitalization,"724,300,000","782,700,000","818,737,157","583,947,174","617,298,020","644,257,512","207,119,967","199,781,424","213,707,113","228,686,281","136,159,598","118,505,260","129,737,693","138,666,983","38,324,477","44,346,082","396,992"
PreferredStockEquity,,,,,,,,,,,,,,,"315,166,856",,"61,480,432"
CommonStockEquity,"723,300,000","781,700,000","817,737,157","582,947,174","615,298,020","642,257,512","205,119,967","197,781,424","211,707,113","226,686,281","134,159,598","116,505,260","127,737,693","136,666,983","-278,842,379","44,280,683","-61,234,562"
CapitalLeaseObligations,"5,800,000","4,000,000","4,314,233","4,617,715","4,918,905","2,040,262","2,291,237","2,511,523","2,742,554","2,388,007","2,364,789","2,541,231","2,671,377",,,,
NetTangibleAssets,"723,300,000","781,700,000","817,737,157","582,947,174","615,298,020","642,257,512","205,119,967","197,781,424","211,707,113","226,686,281","134,159,598","116,505,260","127,737,693","136,666,983","36,324,477","44,280,683","245,870"
WorkingCapital,"1,219,000,000","1,290,800,000","1,393,642,965","585,913,616","624,284,844","654,002,206","218,449,311","215,862,087","237,026,174","258,067,483","170,267,078","142,315,315","159,135,706","172,697,901","75,670,425","86,381,604","47,673,864"
InvestedCapital,"724,300,000","782,700,000","818,737,157","583,947,174","617,298,020","644,257,512","207,119,967","199,781,424","213,707,113","228,686,281","136,159,598","118,576,759","129,851,103","138,821,444","-276,647,710","44,514,732","-60,924,175"
TangibleBookValue,"723,300,000","781,700,000","817,737,157","582,947,174","615,298,020","642,257,512","205,119,967","197,781,424","211,707,113","226,686,281","134,159,598","116,505,260","127,737,693","136,666,983","-278,842,379","44,280,683","-61,234,562"
TotalDebt,"6,800,000","5,000,000","5,314,233","5,617,715","6,918,905","4,040,262","4,291,237","4,511,523","4,742,554","4,388,007","4,364,789","4,612,730","4,784,787","2,154,461","2,194,669","234,049","310,387"
ShareIssued,"53,100,000","52,871,645","52,766,020","48,994,869","48,785,692","48,455,741","40,096,001","38,825,190","38,672,433","38,461,353","33,076,557","31,523,474","31,368,864","31,235,458","32,158,748","31,184,958","31,184,958"
OrdinarySharesNumber,"53,100,000","52,871,645","52,766,020","48,994,869","48,785,692","48,455,741","40,096,001","38,825,190","38,672,433","38,461,353","33,076,557","31,523,474","31,368,864","31,235,458","32,158,748","31,184,958","31,184,958"
