name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
	ChangesInCash,"-6,428,000","-4,813,000","-10,745,000","7,843,000","1,287,000","8,820,000","-26,697,000","2,934,000","37,237,000","-17,748,000","113,244,000",,,,,
	EffectOfExchangeRateChanges,"-1,299,000","-604,000","-447,000","-255,000","7,000","366,000","990,000","289,000","23,000","-64,000","152,000",,,"0","0",
	BeginningCashPosition,"119,546,000","117,236,000","128,428,000","120,840,000","119,546,000","110,360,000","136,067,000","132,844,000","95,584,000","113,396,000","0","0","0","0","0","0"
IncomeTaxPaidSupplementalData,"11,325,000","4,139,000","2,455,000","4,231,000","500,000","883,000","563,000","1,250,000","304,000","-845,000","1,472,000",,,"368,000","2,899,000",
InterestPaidSupplementalData,"8,298,000","759,000","3,392,000","733,000","3,414,000","1,598,000","3,805,000","389,000","5,347,000","5,321,000","3,676,000",,,"0","0",
CapitalExpenditure,"-16,851,000","-5,575,000","-4,410,000","-3,992,000","-2,874,000","-2,812,000","-2,369,000","-2,937,000","-5,930,000","-6,533,000","-3,612,000","-1,649,000","-396,000","-1,974,000","-498,000","-1,840,000"
IssuanceOfCapitalStock,"39,936,000","1,320,000","32,139,000","4,840,000","1,637,000","1,382,000","3,663,000",,,,,,,,,
IssuanceOfDebt,,,,,"0","0","0","0","298,014,000","0","249,705,000",,,"0","0",
RepaymentOfDebt,"-6,746,000","-1,654,000","-1,718,000","-1,723,000","-1,651,000","-1,700,000","-1,664,000","-1,603,000","-267,666,000","-2,375,000","-55,000",,,"0","0",
RepurchaseOfCapitalStock,"-59,992,000","-1,850,000","-44,573,000","-11,680,000","-1,889,000","-1,942,000","-30,258,000","-7,756,000","-694,000","-778,000","-141,000",,,"0","0",
FreeCashFlow,"37,272,000","-3,977,000","735,000","19,329,000","21,185,000","13,388,000","8,440,000","23,275,000","13,382,000","-16,724,000","5,844,000","17,762,000","26,013,000","23,577,000","16,202,000","46,374,000"
