name,ttm,03/31/2022,12/31/2021
MarketCap,"627,588,973","875,586,389","860,519,556"
EnterpriseValue,"591,066,973","846,188,389","1,276,319,556"
ForwardPeRatio,"23.923","34.602","40.984"
PsRatio,"1.141","1.935","2.984"
EnterprisesValueRevenueRatio,"1.075","6.471","7.788"
EnterprisesValueEBITDARatio,"10.975","99.074","139.549"
