name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004
TotalAssets,"2,943,540,000","2,895,621,000","2,712,686,000","2,367,125,000","2,522,854,000","2,483,354,000","2,456,336,000","2,357,099,000","2,212,282,000","2,140,295,000","2,097,864,000","2,029,855,000","2,013,857,000","1,928,715,000","1,910,764,000","1,881,670,000","805,323,000","793,702,000","765,053,000","672,666,000","642,725,000","614,071,000","613,453,000","619,645,000","582,853,000","566,054,000","568,887,000","509,045,000","490,964,000","491,739,000","495,631,000","497,625,000","468,100,000","422,226,000","414,033,000","415,388,000","394,907,000","386,894,000","387,498,000","383,356,000","380,048,000","396,376,000","397,893,000","377,726,000","367,262,000","357,305,000","347,415,000","331,198,000","323,100,000","306,233,000","283,348,000","269,597,000","261,645,000","243,400,000","216,565,000","204,143,000","188,160,000","174,985,000","177,680,000","163,061,000","164,804,000","152,694,000","150,749,000","117,795,000","110,137,000","104,618,000","101,657,000","96,852,000","56,382,000","47,519,000"
	CurrentAssets,"485,240,000","433,142,000","451,599,000","509,667,000","683,675,000","647,022,000","655,656,000","564,781,000","439,493,000","380,274,000","373,034,000","357,804,000","366,322,000","366,905,000","367,183,000","350,436,000","208,349,000","200,965,000","191,612,000","165,766,000","167,132,000","149,741,000","159,546,000","173,537,000","145,184,000","138,830,000","205,932,000","153,136,000","133,985,000","135,352,000","137,713,000","148,268,000","114,784,000","129,555,000","120,007,000","121,656,000","109,983,000","120,730,000","121,418,000","124,811,000","121,596,000","138,265,000","139,963,000","118,270,000","109,670,000","107,148,000","108,748,000","98,063,000","107,423,000","95,378,000","92,260,000","88,005,000","86,688,000","81,209,000","81,641,000","76,599,000","80,201,000","82,997,000","87,509,000","89,452,000","95,032,000","90,051,000","89,413,000","74,701,000","71,684,000","66,715,000","72,653,000","73,568,000","40,859,000","32,827,000"
		CashCashEquivalentsAndShortTermInvestments,"7,680,000","9,809,000","29,516,000","112,108,000","292,317,000","286,569,000","253,764,000","172,752,000","8,308,000","31,672,000","29,302,000","26,737,000","38,520,000","49,363,000","56,973,000","15,370,000","9,345,000","2,849,000","16,922,000","6,968,000","16,781,000","3,264,000","16,518,000","19,725,000","5,593,000","6,139,000","61,733,000","18,270,000","4,041,000","531,000","4,876,000","12,027,000","3,395,000","14,014,000","443,000","7,046,000","3,404,000","9,720,000","276,000","385,000","341,000","256,000","11,134,000","9,212,000","388,000","288,000","7,207,000","1,274,000","17,256,000","394,000","2,508,000","1,223,000","5,195,000","3,511,000","11,151,000","2,880,000","1,072,000","1,155,000","12,859,000","13,318,000","20,856,000","26,877,000","30,589,000","19,109,000","18,133,000","17,398,000","22,787,000","20,311,000","1,708,000","2,911,000"
			CashAndCashEquivalents,"7,680,000","9,809,000","29,516,000","112,108,000","292,317,000","286,569,000","253,764,000","172,752,000","8,308,000","31,672,000","29,302,000","26,737,000","38,520,000","49,363,000","56,973,000","15,370,000","9,345,000","2,849,000","16,922,000","6,968,000","16,781,000","3,264,000","16,518,000","19,725,000","5,593,000","6,139,000","61,733,000","18,270,000","4,041,000","531,000","4,876,000","12,027,000","3,395,000","14,014,000","443,000","7,046,000","3,404,000","9,720,000","276,000","385,000","341,000","256,000","11,134,000","9,212,000","388,000","288,000","7,207,000","1,274,000","17,256,000","394,000","2,508,000","1,223,000","5,195,000","3,511,000","11,151,000","2,880,000","1,072,000","1,155,000","12,859,000","13,318,000","20,856,000","26,877,000","30,589,000","19,109,000","18,133,000","17,398,000","22,787,000","20,311,000","1,708,000","2,911,000"
				CashFinancial,"7,680,000","9,809,000","29,516,000","112,108,000","292,317,000","286,569,000","253,764,000","172,752,000","8,308,000","31,672,000","29,302,000","26,737,000","38,520,000","49,363,000","56,973,000","15,370,000","9,345,000","2,849,000","16,922,000","6,968,000","16,781,000","3,264,000","16,518,000","19,725,000","5,593,000","6,139,000","61,733,000","18,270,000","4,041,000","531,000","4,876,000","12,027,000","3,395,000","14,014,000","443,000","7,046,000","3,404,000","9,720,000","276,000","385,000","341,000","256,000","11,134,000","9,212,000","388,000","288,000","7,207,000","1,274,000","17,256,000","394,000","2,508,000","1,223,000","5,195,000","3,511,000",,,,,,,,,,,,,,,,
		Receivables,"388,187,000","362,600,000","354,631,000","338,529,000","341,759,000","312,731,000","333,183,000","335,261,000","363,747,000","295,794,000","300,282,000","280,112,000","275,086,000","260,080,000","269,013,000","288,967,000","173,286,000","165,891,000","151,043,000","138,527,000","133,293,000","130,860,000","122,716,000","124,703,000","121,232,000","114,074,000","109,895,000","102,522,000","101,542,000","107,846,000","109,320,000","110,133,000","86,366,000","90,806,000","94,392,000","89,475,000","83,097,000","86,136,000","91,093,000","91,914,000","93,906,000","93,134,000","81,316,000","82,940,000","83,958,000","85,578,000","81,929,000","78,323,000","76,580,000","78,685,000","73,338,000","70,842,000","69,674,000","66,275,000","61,587,000","64,730,000","72,412,000","73,917,000","66,047,000","65,641,000","67,716,000","55,948,000","52,318,000","50,085,000","47,493,000","44,582,000","42,170,000","46,176,000","37,078,000","28,013,000"
			AccountsReceivable,"376,968,000","348,820,000","333,088,000","329,166,000","331,715,000","301,209,000","313,325,000","324,587,000","351,763,000","284,962,000","288,114,000","272,941,000","268,559,000","252,592,000","258,254,000","280,490,000","168,079,000","161,898,000","145,508,000","130,948,000","125,455,000","124,803,000","119,491,000","121,644,000","117,761,000","110,350,000","107,139,000","100,124,000","98,041,000","97,498,000","99,652,000","98,932,000","84,470,000","88,964,000","92,423,000","87,677,000","81,238,000","83,951,000","89,945,000","90,506,000","91,919,000","91,183,000","78,594,000","80,422,000","80,412,000","80,055,000","77,604,000","75,962,000","73,207,000","73,651,000","68,753,000","65,753,000","65,008,000","61,524,000","55,878,000","59,903,000","68,165,000","70,033,000","61,009,000","61,087,000","62,705,000","50,029,000","47,091,000","43,442,000","40,320,000","34,810,000","35,635,000","39,736,000","32,701,000","24,862,000"
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,"185,454,000","171,597,000","156,968,000","153,096,000","153,839,000","148,749,000","150,336,000","146,378,000","137,062,000","133,070,000","124,024,000","119,026,000","116,080,000","117,115,000","115,108,000","99,289,000","103,298,000","106,418,000","101,279,000","94,155,000","95,814,000","101,163,000","101,415,000","103,434,000","101,875,000","89,402,000","89,954,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,"-23,556,000","-26,089,000","-26,020,000","-27,641,000","-29,036,000","-29,258,000","-28,692,000","-28,617,000","-26,712,000","-25,931,000","-23,900,000","-20,985,000","-18,582,000","-17,463,000","-16,176,000","-14,819,000","-14,334,000","-13,995,000","-13,602,000","-12,917,000","-11,863,000","-11,218,000","-10,909,000","-11,515,000","-10,692,000","-10,808,000","-9,532,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,"830,000",,"830,000",,,,,,,,,,,,"1,164,000",,,"1,166,000",,"1,223,000","1,223,000","1,237,000","1,596,000","187,000",,,"315,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"11,219,000","13,780,000","21,543,000","9,363,000","10,044,000","11,522,000","19,858,000","10,674,000","11,984,000","10,832,000","12,168,000","7,171,000","6,527,000","7,488,000","10,759,000","8,477,000","5,207,000","3,993,000","5,535,000","7,579,000","7,838,000","6,057,000","3,225,000","3,059,000","3,471,000","3,724,000","2,756,000","2,398,000","3,501,000","10,348,000","9,668,000","11,201,000","1,896,000","1,842,000","1,969,000","1,798,000","1,859,000","2,185,000","1,148,000","1,408,000","1,987,000","1,636,000","2,722,000","2,518,000","3,546,000","5,523,000","4,325,000","2,361,000","3,373,000","5,034,000","4,585,000","5,089,000","4,666,000","4,751,000","5,709,000","4,827,000","4,247,000","3,884,000","5,038,000","4,554,000","5,011,000","5,919,000","5,227,000","6,643,000","7,173,000","9,772,000","6,535,000","6,440,000","4,377,000","3,151,000"
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-14,334,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
