name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,06/30/2004
		GainsLossesNotAffectingRetainedEarnings,"-22,949,000","1,574,000","2,336,000","6,144,000","1,357,000","6,453,000","3,974,000","1,257,000","-4,125,000","7,955,000","8,690,000","2,839,000","7,579,000","8,802,000","18,818,000","18,535,000","15,174,000","6,412,000","3,140,000","1,044,000","703,000","-4,045,000","-12,773,000","-16,787,000","-18,094,000","-13,260,000","-13,421,000","-7,761,000","-6,241,000","-4,308,000","-2,790,000","-2,280,000","-5,541,000","-9,974,000","-4,387,000","-4,139,000","12,739,000","21,767,000","27,263,000","23,596,000","19,476,000","19,439,000","19,937,000","15,432,000","9,141,000","8,917,000","15,931,000","16,715,000","11,001,000","10,746,000","12,567,000","8,320,000","8,482,000","-7,889,000","-12,225,000","-14,332,000","-8,749,000","-12,672,000","-4,044,000","-23,267,000","-18,027,000","-20,232,000","-87,000","-133,000","-18,821,000","5,346,000","4,609,000","5,485,000","10,056,000","11,789,000","10,046,000"
		OtherEquityInterest,"-25,294,000","-25,780,000","-26,266,000","-26,753,000","-27,239,000","-27,726,000","-28,212,000","-28,699,000","-29,185,000","-29,671,000","-30,158,000","-30,644,000","-31,130,000","-31,617,000","-32,104,000","-32,590,000","-33,076,000","-33,563,000","-34,049,000","-34,536,000","-35,022,000","-35,508,000","-35,995,000","-36,481,000","-36,968,000","-37,454,000","-37,940,000","-38,427,000","-2,788,000","-3,152,000","-3,516,000","-3,879,000","-4,243,000","-4,607,000","-4,970,000","-5,334,000","-5,698,000","-6,062,000","-6,425,000","-6,789,000","-7,152,000","-7,516,000","-7,880,000","-8,244,000","-8,607,000","-8,971,000","-9,335,000","-9,698,000","-10,062,000","-10,426,000","-10,789,000","-11,153,000","-11,517,000",,,,,,"-13,699,000",,,,"-15,154,000","-15,517,000",,"-16,245,000","-16,608,000","-16,972,000","-17,457,000",,
TotalCapitalization,"1,496,389,000","1,681,575,000","1,735,413,000","1,728,820,000","1,929,575,000","1,957,992,000","2,201,600,000","2,257,342,000","2,453,697,000","2,369,619,000","2,391,907,000","2,449,141,000","2,484,327,000","2,493,808,000","2,655,505,000","2,467,394,000","1,843,210,000","1,788,137,000","1,822,787,000","1,863,409,000","1,919,270,000","1,816,501,000","1,752,923,000","1,762,052,000","1,783,066,000","1,786,885,000","1,791,961,000","1,738,874,000","1,165,321,000","1,056,236,000","1,056,805,000","1,006,933,000","952,683,000","861,383,000","886,377,000","755,402,000","666,934,000","733,932,000","746,990,000","741,394,000","733,845,000","724,582,000","739,246,000","735,516,000","734,197,000","732,022,000","693,972,000","695,926,000","692,005,000","690,486,000","691,957,000","686,720,000","687,960,000","688,961,000","692,598,000","689,371,000","695,285,000","701,687,000","597,506,000","491,080,000","534,431,000","527,082,000","548,711,000","551,991,000","564,252,000","567,814,000","567,590,000","567,169,000","583,292,000","384,200,000","387,739,000"
CommonStockEquity,"955,169,000","995,470,000","1,014,423,000","1,042,944,000","1,063,812,000","1,092,341,000","1,124,060,000","1,084,177,000","1,069,672,000","1,094,570,000","1,110,789,000","1,127,159,000","1,158,111,000","1,183,261,000","1,236,081,000","1,268,748,000","991,201,000","989,273,000","1,014,233,000","1,057,181,000","1,094,010,000","1,114,652,000","1,119,534,000","1,147,629,000","1,164,746,000","1,166,476,000","1,163,610,000","1,167,375,000","495,741,000","493,234,000","491,945,000","494,676,000","471,477,000","464,515,000","469,259,000","467,707,000","483,728,000","491,787,000","496,704,000","491,617,000","486,197,000","486,570,000","491,455,000","487,874,000","479,267,000","476,820,000","483,972,000","485,926,000","482,005,000","480,486,000","481,957,000","476,720,000","477,960,000","473,961,000","474,598,000","471,371,000","477,285,000","473,522,000","469,178,000","462,592,000","473,587,000","471,281,000","487,757,000","490,886,000","502,998,000","506,414,000","506,046,000","505,482,000","501,466,000","302,236,000","293,505,000"
NetTangibleAssets,"741,108,000","781,231,000","800,004,000","828,344,000","849,029,000","877,295,000","908,745,000","869,287,000","854,535,000","879,130,000","895,042,000","911,104,000","941,746,000","966,623,000","1,019,168,000","1,051,558,000","882,610,000","880,682,000","905,642,000","948,590,000","985,419,000","1,006,061,000","1,010,943,000","1,039,038,000","1,056,155,000","1,057,885,000","1,055,019,000","1,058,784,000","387,150,000","384,643,000","383,354,000","386,085,000","362,886,000","355,924,000","360,668,000","359,116,000","375,137,000","383,196,000","388,113,000","383,026,000","377,606,000","377,979,000","382,864,000","379,283,000","370,724,000","368,277,000","401,709,000","403,663,000","399,742,000","398,223,000","399,694,000","394,457,000","395,697,000","391,698,000","392,335,000","389,108,000","395,022,000","391,259,000","386,915,000","380,329,000","391,324,000","389,018,000","405,494,000","408,623,000","420,735,000","424,151,000","423,783,000","423,219,000","419,203,000","219,973,000","211,242,000"
InvestedCapital,"1,496,389,000","1,681,575,000","1,735,413,000","1,728,820,000","1,929,575,000","1,957,992,000","2,201,600,000","2,257,342,000","2,453,697,000","2,369,619,000","2,391,907,000","2,449,141,000","2,484,327,000","2,493,808,000","2,655,505,000","2,467,394,000","1,843,210,000","1,788,137,000","1,822,787,000","1,863,409,000","1,919,270,000","1,816,501,000","1,752,923,000","1,762,052,000","1,783,066,000","1,786,885,000","1,791,961,000","1,738,874,000","1,165,321,000","1,056,236,000","1,056,805,000","1,006,933,000","952,683,000","861,383,000","886,377,000","755,402,000","666,934,000","733,932,000","746,990,000","741,394,000","733,845,000","724,582,000","739,246,000","735,516,000","734,197,000","732,022,000","693,972,000","695,926,000","692,005,000","690,486,000","691,957,000","686,720,000","687,960,000","688,961,000","692,598,000","689,371,000","695,285,000","701,687,000","597,506,000","491,080,000","534,431,000","527,082,000","548,711,000","551,991,000","564,252,000","567,814,000","567,590,000","567,169,000","583,292,000","384,200,000","387,739,000"
TangibleBookValue,"741,108,000","781,231,000","800,004,000","828,344,000","849,029,000","877,295,000","908,745,000","869,287,000","854,535,000","879,130,000","895,042,000","911,104,000","941,746,000","966,623,000","1,019,168,000","1,051,558,000","882,610,000","880,682,000","905,642,000","948,590,000","985,419,000","1,006,061,000","1,010,943,000","1,039,038,000","1,056,155,000","1,057,885,000","1,055,019,000","1,058,784,000","387,150,000","384,643,000","383,354,000","386,085,000","362,886,000","355,924,000","360,668,000","359,116,000","375,137,000","383,196,000","388,113,000","383,026,000","377,606,000","377,979,000","382,864,000","379,283,000","370,724,000","368,277,000","401,709,000","403,663,000","399,742,000","398,223,000","399,694,000","394,457,000","395,697,000","391,698,000","392,335,000","389,108,000","395,022,000","391,259,000","386,915,000","380,329,000","391,324,000","389,018,000","405,494,000","408,623,000","420,735,000","424,151,000","423,783,000","423,219,000","419,203,000","219,973,000","211,242,000"
TotalDebt,"541,220,000","686,105,000","720,990,000","685,876,000","865,763,000","865,651,000","1,077,540,000","1,173,165,000","1,384,025,000","1,275,049,000","1,281,118,000","1,321,982,000","1,326,216,000","1,310,547,000","1,419,424,000","1,198,646,000","852,009,000","798,864,000","808,554,000","806,228,000","825,260,000","701,849,000","633,389,000","614,423,000","618,320,000","620,409,000","628,351,000","571,499,000","669,580,000","563,002,000","564,860,000","512,257,000","481,206,000","396,868,000","417,118,000","287,695,000","183,206,000","242,145,000","250,286,000","249,777,000","247,648,000","238,012,000","247,791,000","247,642,000","254,930,000","255,202,000","210,000,000","210,000,000","210,000,000","210,000,000","210,000,000","210,000,000","210,000,000","215,000,000","218,000,000","218,000,000","218,000,000","228,165,000","128,328,000","28,488,000","60,844,000","55,801,000","60,954,000","61,105,000","61,254,000","61,400,000","61,544,000","61,687,000","81,826,000","81,964,000","94,234,000"
NetDebt,"478,841,000","625,653,000","666,920,000","618,021,000","756,772,000","735,957,000","931,722,000","992,198,000","1,324,573,000","1,233,253,000","1,151,813,000","1,283,047,000","1,272,056,000","1,259,064,000","1,374,938,000","1,069,782,000","813,726,000","748,179,000","769,731,000","727,991,000","654,669,000","664,817,000","560,796,000","415,223,000","503,364,000","507,545,000","525,721,000","231,363,000","548,624,000","466,566,000","438,074,000","377,223,000","345,774,000","243,576,000","298,932,000","160,661,000",,"55,154,000","62,215,000","94,193,000","135,516,000","91,380,000",,"25,062,000","46,674,000","124,874,000","90,916,000","28,578,000","103,315,000","7,480,000","88,395,000",,"38,131,000","126,504,000","139,176,000","86,277,000","68,186,000","53,754,000",,,,,,,,,,,,"43,053,000","54,746,000"
ShareIssued,"68,815,400","70,793,986","75,799,972","78,964,859","81,942,973","84,938,272","89,510,451","83,663,192","83,664,427","85,149,562","86,786,298","89,125,655","91,495,132","93,772,115","97,753,800","99,626,400","78,765,003","79,526,660","81,547,848","84,350,848","87,255,810","89,176,477","89,075,620","91,821,910","93,528,092","93,528,092","93,528,092","93,528,092","101,848,101","101,848,101","101,848,101","101,848,101","100,406,844","100,406,844","100,406,844","100,406,844","100,406,844","100,406,844","100,406,844","100,406,844","100,406,844","100,406,844","100,406,844","100,406,844","100,406,844","100,406,844","100,406,844","100,406,844","100,406,844","100,406,844","100,406,845","100,406,844","101,663,840","101,315,147","100,406,844","100,406,844","97,495,309","97,879,383","98,165,678","98,165,678","98,840,004","98,904,192","100,016,467","100,406,845","100,406,845","100,161,597","100,406,845","100,406,845","100,406,845","100,406,845","100,406,845"
OrdinarySharesNumber,"68,815,400","70,793,986","75,799,972","78,964,859","81,942,973","84,938,272","89,510,451","83,663,192","83,664,427","85,149,562","86,786,298","89,125,655","91,495,132","93,772,115","97,753,800","99,626,400","78,765,003","79,526,660","81,547,848","84,350,848","87,255,810","89,176,477","89,075,620","91,821,910","93,528,092","93,528,092","93,528,092","93,528,092","93,004,790","93,004,790","93,004,790","92,856,560","91,314,401","91,292,560","91,631,973","91,797,621","92,000,678","92,162,047","92,307,541","92,398,509","92,447,927","92,597,744","93,261,026","93,661,626","93,833,348","93,833,348","93,833,348","94,342,439","95,024,665","95,217,645","95,461,562","95,581,104","97,236,622","97,236,622","97,236,622","97,303,019","97,495,309","97,879,383","98,165,678","98,165,678","98,840,004","98,904,192","100,016,467","100,406,845","100,406,845","100,161,597","100,406,845","100,406,845","100,406,845","100,406,845","100,406,845"
TreasurySharesNumber,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,"8,843,311","8,843,311","8,843,311","8,991,541","9,092,443","9,114,284","8,774,871","8,609,223","8,406,166","8,244,797","8,099,303","8,008,335","7,958,917","7,809,100","7,145,818","6,745,218","6,573,496","6,573,496","6,573,496","6,064,405","5,382,179","5,189,199","4,945,283","4,825,740","4,427,218","4,078,525","3,170,222","3,103,825",,,,,,,,,,,,,,,
