name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,12/31/2003
TotalAssets,"93,487,000,000","99,171,000,000","99,875,000,000","100,650,000,000","98,558,000,000","105,747,000,000","104,925,000,000","103,637,000,000","98,844,000,000","101,342,000,000","105,653,000,000","104,306,000,000","102,188,000,000","100,923,000,000","102,121,000,000","102,477,000,000","103,773,000,000","105,297,000,000","104,629,000,000","105,016,000,000","104,686,000,000","104,658,000,000","108,852,000,000","108,206,000,000","107,173,000,000","106,431,000,000","108,222,000,000","109,164,000,000","112,331,000,000","111,358,000,000","110,514,000,000","111,644,000,000","109,765,000,000","108,045,000,000","108,134,000,000","107,576,000,000","112,075,000,000","113,312,000,000","114,387,000,000","112,536,000,000","110,983,000,000","114,302,000,000","113,886,000,000","112,347,000,000","112,940,000,000","112,395,000,000","3,185,822,000","110,352,000,000","109,093,000,000","108,187,000,000","108,832,000,000","104,826,000,000","104,145,000,000","107,389,000,000","109,561,000,000","114,215,000,000","113,594,000,000","114,315,000,000","113,758,000,000","111,936,000,000","111,558,000,000","110,871,000,000","107,847,000,000","103,646,000,000","104,907,000,000","105,292,000,000","105,689,000,000","104,488,000,000","103,692,000,000","103,878,000,000","102,074,000,000","98,906,000,000","103,431,000,000"
TotalLiabilitiesNetMinorityInterest,"78,335,000,000","82,905,000,000","83,823,000,000","85,486,000,000","83,800,000,000","89,927,000,000","89,693,000,000","88,549,000,000","84,010,000,000","86,710,000,000","89,508,000,000","88,714,000,000","87,306,000,000","86,734,000,000","87,500,000,000","87,736,000,000","88,911,000,000","89,969,000,000","89,542,000,000","90,020,000,000","89,970,000,000","90,191,000,000","92,103,000,000","91,197,000,000","91,200,000,000","91,794,000,000","92,806,000,000","93,437,000,000","95,250,000,000","94,561,000,000","93,393,000,000","93,380,000,000","93,031,000,000","92,425,000,000","92,289,000,000","91,674,000,000","94,566,000,000","95,487,000,000","96,740,000,000","95,570,000,000","95,100,000,000","96,637,000,000","96,518,000,000","96,789,000,000","97,711,000,000","97,424,000,000","1,377,283,000","95,305,000,000","95,068,000,000","94,837,000,000","95,387,000,000","94,856,000,000","95,916,000,000","98,463,000,000","99,063,000,000","101,870,000,000","100,869,000,000","100,837,000,000","100,441,000,000","98,970,000,000","98,250,000,000","97,541,000,000","94,538,000,000","91,436,000,000","92,429,000,000","91,982,000,000","92,261,000,000","90,982,000,000","91,172,000,000","91,012,000,000","89,888,000,000","87,829,000,000","87,631,000,000"
TotalEquityGrossMinorityInterest,"15,152,000,000","16,266,000,000","16,052,000,000","15,164,000,000","14,758,000,000","15,820,000,000","15,232,000,000","15,088,000,000","14,834,000,000","14,632,000,000","16,145,000,000","15,592,000,000","14,882,000,000","14,189,000,000","14,621,000,000","14,741,000,000","14,862,000,000","15,328,000,000","15,087,000,000","14,996,000,000","14,716,000,000","14,467,000,000","16,749,000,000","17,009,000,000","15,973,000,000","14,637,000,000","15,416,000,000","15,727,000,000","17,081,000,000","16,797,000,000","17,121,000,000","18,264,000,000","16,734,000,000","15,620,000,000","15,845,000,000","15,902,000,000","17,509,000,000","17,825,000,000","17,647,000,000","16,966,000,000","15,883,000,000","17,665,000,000","17,368,000,000","15,558,000,000","15,229,000,000","14,971,000,000","1,808,539,000","15,047,000,000","14,025,000,000","13,350,000,000","13,445,000,000","9,970,000,000","8,229,000,000","8,926,000,000","10,498,000,000","12,345,000,000","12,725,000,000","13,478,000,000","13,317,000,000","12,966,000,000","13,308,000,000","13,330,000,000","13,309,000,000","12,210,000,000","12,478,000,000","13,310,000,000","13,428,000,000","13,506,000,000","12,520,000,000","12,866,000,000","12,186,000,000","11,077,000,000","15,800,000,000"
	StockholdersEquity,"14,407,000,000","15,510,000,000","15,276,000,000","15,164,000,000","14,758,000,000","15,318,000,000","14,756,000,000","14,643,000,000","14,449,000,000","14,185,000,000","14,387,000,000","13,757,000,000","13,074,000,000","12,450,000,000","12,798,000,000","12,910,000,000","13,018,000,000","13,418,000,000","13,069,000,000","13,018,000,000","12,812,000,000","12,644,000,000","14,871,000,000","15,133,000,000","14,055,000,000","12,824,000,000","13,579,000,000","13,690,000,000","15,324,000,000","14,923,000,000","15,165,000,000","16,231,000,000","15,515,000,000","14,393,000,000","14,604,000,000","14,689,000,000","16,222,000,000","16,537,000,000","16,427,000,000","15,817,000,000","14,738,000,000","16,541,000,000","16,278,000,000","14,432,000,000","14,077,000,000","13,861,000,000","1,808,539,000","13,931,000,000","12,891,000,000","12,276,000,000","12,417,000,000","9,970,000,000","8,229,000,000","8,926,000,000","10,498,000,000","12,345,000,000","12,725,000,000","13,478,000,000","13,317,000,000","12,966,000,000","13,308,000,000","13,330,000,000","13,309,000,000","12,210,000,000","12,478,000,000","13,310,000,000","13,328,000,000","13,506,000,000","12,520,000,000","12,866,000,000","12,186,000,000","11,077,000,000","15,800,000,000"
		CapitalStock,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","0","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0"
			CommonStock,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","0","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0"
		AdditionalPaidInCapital,"11,857,000,000","11,858,000,000","11,850,000,000","12,018,000,000","12,011,000,000","12,008,000,000","11,997,000,000","11,996,000,000","11,993,000,000","11,990,000,000","11,986,000,000","11,983,000,000","11,989,000,000","11,987,000,000","11,983,000,000","11,981,000,000","11,979,000,000","11,977,000,000","11,973,000,000","11,969,000,000","11,964,000,000","11,962,000,000","11,959,000,000","11,955,000,000","11,952,000,000","11,949,000,000","11,944,000,000","11,940,000,000","11,998,000,000","11,997,000,000","11,991,000,000","11,986,000,000","12,124,000,000","12,127,000,000","12,149,000,000","12,139,000,000","12,131,000,000","12,127,000,000","12,162,000,000","12,156,000,000","12,150,000,000","12,124,000,000","12,117,000,000","12,110,000,000","12,101,000,000","12,095,000,000","617,785,000","12,078,000,000","12,064,000,000","12,034,000,000","12,028,000,000","11,492,000,000","11,485,000,000","11,477,000,000","11,484,000,000","11,482,000,000","11,473,000,000","11,461,000,000","11,440,000,000","11,429,000,000","10,785,000,000","10,759,000,000","10,737,000,000","10,713,000,000","10,682,000,000","10,671,000,000","10,651,000,000","10,651,000,000","10,625,000,000","10,612,000,000","10,609,000,000","10,599,000,000","8,377,000,000"
		RetainedEarnings,"2,639,000,000","2,490,000,000","2,325,000,000","2,011,000,000","1,771,000,000","1,584,000,000","1,317,000,000","899,000,000","1,340,000,000","1,461,000,000","1,478,000,000","1,460,000,000","1,292,000,000","1,118,000,000","1,447,000,000","1,301,000,000","1,111,000,000","1,113,000,000","760,000,000","653,000,000","451,000,000","287,000,000","409,000,000","789,000,000","617,000,000","564,000,000","856,000,000","1,140,000,000","1,333,000,000","1,179,000,000","1,939,000,000","2,783,000,000","2,607,000,000","2,423,000,000","2,215,000,000","2,107,000,000","1,966,000,000","1,907,000,000","1,741,000,000","1,707,000,000","1,631,000,000","3,095,000,000","2,988,000,000","2,959,000,000","3,055,000,000","2,973,000,000","793,446,000","3,221,000,000","3,179,000,000","3,105,000,000","3,065,000,000","3,046,000,000","2,741,000,000","3,210,000,000","3,532,000,000","3,833,000,000","3,986,000,000","3,913,000,000","3,779,000,000","3,484,000,000","3,145,000,000","2,914,000,000","2,581,000,000","2,317,000,000","2,035,000,000","1,735,000,000","1,463,000,000","1,191,000,000","936,000,000","645,000,000","331,000,000","92,000,000","5,751,000,000"
		TreasuryStock,"2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000",,"2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,624,000,000","2,600,000,000","2,498,000,000","1,733,000,000","1,500,000,000","1,175,000,000","1,053,000,000","979,000,000","500,000,000","500,000,000","500,000,000","500,000,000",,,,
		GainsLossesNotAffectingRetainedEarnings,"2,610,000,000","3,861,000,000","3,800,000,000","3,834,000,000","3,675,000,000","4,425,000,000","4,141,000,000","4,447,000,000","3,815,000,000","3,433,000,000","3,622,000,000","3,013,000,000","2,492,000,000","2,044,000,000","2,067,000,000","2,327,000,000","2,627,000,000","3,027,000,000","3,035,000,000","3,095,000,000","3,096,000,000","3,094,000,000","5,202,000,000","5,088,000,000","4,185,000,000","3,010,000,000","3,478,000,000","3,309,000,000","4,692,000,000","4,446,000,000","3,934,000,000","4,161,000,000","3,483,000,000","2,542,000,000","2,939,000,000","3,142,000,000","4,824,000,000","5,202,000,000","5,223,000,000","4,653,000,000","3,656,000,000","4,021,000,000","3,872,000,000","2,062,000,000","1,620,000,000","1,492,000,000","397,308,000","1,331,000,000","347,000,000","-164,000,000","23,000,000","-1,869,000,000","-3,298,000,000","-3,062,000,000","-1,819,000,000","-271,000,000","-35,000,000","727,000,000","697,000,000","550,000,000","1,111,000,000","1,157,000,000","1,166,000,000","233,000,000","740,000,000","1,404,000,000","1,714,000,000","2,164,000,000","1,459,000,000","1,609,000,000","1,246,000,000","386,000,000","1,672,000,000"
