name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016
TotalRevenue,"14,066,000,000","3,497,000,000","3,753,000,000","3,480,000,000","3,336,000,000","2,245,000,000","1,826,406,000","1,543,609,000","1,118,334,000","1,098,216,000","1,103,587,000","1,094,854,000","986,221,000","755,234,000","584,838,000","534,921,000","475,286,000","360,422,000","265,053,000","225,379,000","209,365,000","159,073,000","106,827,000","98,844,000","86,526,000","72,951,000"
	OperatingRevenue,"13,038,000,000","3,307,000,000","3,468,000,000","3,202,000,000","3,061,000,000","2,040,000,000","1,681,657,000","1,419,053,000","1,041,236,000","1,043,885,000","1,029,083,000","1,023,446,000","918,799,000","716,859,000","552,187,000","507,709,000","454,544,000","344,189,000","253,984,000","215,572,000","201,765,000","154,108,000","104,150,000","94,985,000","82,963,000","70,054,000"
CostOfRevenue,"12,177,000,000","3,199,000,000","3,237,000,000","2,957,000,000","2,784,000,000","1,907,000,000","1,582,542,000","1,282,336,000","968,128,000","959,794,000","961,041,000","957,311,000","848,428,000","666,702,000","528,704,000","477,615,000","426,251,000","326,188,000","243,163,000","204,963,000","193,326,000","149,327,000","104,390,000","92,078,000","80,489,000","68,994,000"
GrossProfit,"1,889,000,000","298,000,000","516,000,000","523,000,000","552,000,000","338,000,000","243,864,000","261,273,000","150,206,000","138,422,000","142,546,000","137,543,000","137,793,000","88,532,000","56,134,000","57,306,000","49,035,000","34,234,000","21,890,000","20,416,000","16,039,000","9,746,000","2,437,000","6,766,000","6,037,000","3,957,000"
OperatingExpense,"2,363,000,000","727,000,000","620,000,000","546,000,000","470,000,000","397,000,000","342,674,000","267,842,000","239,934,000","275,711,000","241,663,000","207,970,000","181,843,000","155,241,000","130,652,000","115,768,000","95,652,000","83,186,000","66,805,000","58,676,000","52,011,000","45,908,000","36,705,000","27,995,000","23,344,000","20,632,000"
	SellingGeneralAndAdministration,"2,363,000,000","727,000,000","620,000,000","546,000,000","470,000,000","397,000,000","342,674,000","267,842,000","239,934,000","275,711,000","241,663,000","207,970,000","181,843,000","155,241,000","130,652,000","115,768,000","95,652,000","83,186,000","66,805,000","58,676,000","52,011,000","45,908,000","36,705,000","27,995,000","23,344,000","20,632,000"
		GeneralAndAdministrativeExpense,"1,829,000,000","572,000,000","486,000,000","420,000,000","351,000,000","297,000,000","258,507,000","202,694,000","177,604,000","200,923,000","182,796,000","152,706,000","131,476,000","115,719,000","98,682,000","88,301,000","68,870,000","58,177,000","50,407,000","43,201,000","39,626,000","34,469,000","27,645,000","21,318,000","17,753,000","14,972,000"
			SalariesAndWages,"797,000,000","256,000,000","212,000,000","181,000,000","148,000,000","126,000,000","99,621,000","80,248,000","74,202,000","84,250,000","74,202,000","63,558,000","55,599,000","50,992,000","44,123,000","41,171,000","29,251,000","24,987,000","22,219,000","19,404,000","18,789,000","16,303,000","12,830,000","9,868,000","7,875,000","6,647,000"
			RentAndLandingFees,"80,000,000","23,000,000","24,000,000","18,000,000","15,000,000","13,000,000","10,593,000","9,733,000","8,019,000","8,103,000","6,644,000","5,517,000","4,720,000","4,370,000","3,859,000","3,110,000","2,618,000","2,510,000","2,081,000","1,734,000","1,424,000","983,000","569,000","346,000","400,000","453,000"
			OtherGandA,"952,000,000","293,000,000","250,000,000","221,000,000","188,000,000","158,000,000","148,293,000","112,713,000","95,383,000","108,570,000","101,950,000","83,631,000","71,157,000","60,357,000","50,700,000","44,020,000","37,001,000","30,680,000","26,107,000","22,063,000","19,413,000","17,183,000","14,246,000","11,104,000","9,478,000","7,872,000"
