name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,12/31/2014
TotalAssets,"625,171,000","643,070,000","424,335,000","426,569,000","396,418,000","416,552,000","384,750,000","401,746,000","424,233,000","435,197,000","451,505,000","480,149,000","494,226,000","508,997,000","523,121,000","306,017,000","314,837,000","329,364,000","121,945,000","130,409,000","131,111,000","62,180,000","55,837,000","58,498,000","54,723,000","56,280,000","60,877,000","22,291,000","25,065,000"
	CurrentAssets,"512,411,000","553,876,000","386,644,000","398,061,000","387,131,000","396,561,000","345,814,000","384,516,000","371,055,000","377,733,000","424,597,000","430,988,000","421,942,000","434,216,000","503,022,000","271,819,000","251,945,000","252,696,000","120,327,000","115,848,000","110,155,000","58,208,000","52,352,000","55,090,000","51,379,000","53,464,000","58,240,000","21,077,000","24,401,000"
		CashCashEquivalentsAndShortTermInvestments,"505,621,000","548,097,000","374,064,000","390,851,000","380,360,000","393,653,000","338,346,000","377,878,000","362,483,000","374,227,000","421,002,000","422,216,000","415,665,000","427,082,000","493,814,000","267,909,000","248,165,000","248,407,000","115,722,000","106,359,000","103,496,000","51,232,000","47,134,000","50,586,000","49,318,000","51,684,000","55,245,000","16,894,000","22,188,000"
			CashAndCashEquivalents,"166,412,000","495,729,000","336,328,000","332,254,000","284,148,000","250,456,000","209,154,000","221,172,000","165,317,000","171,017,000","182,898,000","146,552,000","105,853,000","113,596,000","293,408,000","57,057,000","69,474,000","81,189,000","26,669,000","30,752,000","96,754,000","51,232,000","47,134,000","50,586,000","49,318,000","51,684,000","55,245,000","16,894,000","22,188,000"
			OtherShortTermInvestments,"339,209,000","52,368,000","37,736,000","58,597,000","96,212,000","143,197,000","129,192,000","156,706,000","197,166,000","203,210,000","238,104,000","275,664,000","309,812,000","313,486,000","200,406,000","210,852,000","178,691,000","167,218,000","89,053,000","75,607,000","6,742,000",,,,,,,,
		Receivables,"921,000","876,000","761,000","642,000","1,247,000",,,,"5,000,000","0","0","5,000,000","175,000","174,000","5,173,000","152,000","1,610,000","1,601,000","1,486,000","5,637,000","4,965,000","5,343,000","4,153,000","3,578,000","1,191,000","1,226,000","1,913,000","2,757,000","1,455,000"
			AccountsReceivable,"921,000","876,000","761,000","642,000","1,247,000",,,,"5,000,000",,,"5,000,000",,,"5,000,000",,,,"0","0","0","1,225,000","860,000","980,000","1,191,000","1,226,000","1,913,000","2,757,000","1,455,000"
			TaxesReceivable,,,,,,,,,,"0","0","0","175,000","174,000","173,000","152,000","1,610,000","1,601,000","1,486,000","5,637,000","4,965,000","4,118,000","3,293,000","2,598,000",,,,,
		PrepaidAssets,"5,869,000","4,903,000","11,759,000","6,508,000","5,464,000","2,908,000","7,468,000","6,638,000","3,572,000","3,506,000","3,595,000","3,772,000","6,102,000","6,960,000","4,035,000","3,758,000","2,170,000","2,688,000","3,119,000","3,852,000","1,694,000","1,633,000","1,065,000","926,000","870,000","554,000","1,082,000","1,426,000","758,000"
		RestrictedCash,,,"60,000","60,000","60,000",,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"112,760,000","89,194,000","37,691,000","28,508,000","9,287,000","19,991,000","38,936,000","17,230,000","53,178,000","57,464,000","26,908,000","49,161,000","72,284,000","74,781,000","20,099,000","34,198,000","62,892,000","76,668,000","1,618,000","14,561,000","20,956,000","3,972,000","3,485,000","3,408,000","3,344,000","2,816,000","2,637,000","1,214,000","664,000"
		NetPPE,"21,309,000","21,841,000","22,191,000","22,766,000","1,754,000","1,783,000","1,585,000","1,495,000","1,610,000","1,618,000","1,695,000","1,481,000","1,584,000","1,445,000","1,344,000","1,086,000","659,000","665,000","513,000","543,000","569,000","471,000","425,000","483,000","536,000","551,000","564,000","588,000","579,000"
			GrossPPE,"26,393,000","26,763,000","26,962,000","27,994,000","6,822,000","6,728,000","6,662,000","6,435,000","6,413,000","6,297,000","6,255,000","5,910,000","5,889,000","5,642,000","5,436,000","5,159,000","4,691,000","4,643,000","4,444,000","4,431,000","4,406,000","4,269,000","4,183,000","4,183,000","4,176,000","4,134,000","4,124,000","4,085,000","3,934,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"1,347,000","1,319,000","1,310,000","1,508,000","976,000","976,000","827,000","823,000","820,000","811,000","811,000","807,000","807,000","780,000","723,000","657,000","615,000","605,000","605,000","604,000","595,000","535,000","553,000","553,000","553,000","553,000","572,000","570,000","565,000"
				OtherProperties,"24,843,000","25,241,000","25,457,000","25,938,000","5,226,000","5,225,000","5,218,000","5,037,000","5,018,000","4,911,000","4,869,000","4,528,000","4,508,000","4,287,000","4,138,000","4,110,000","3,718,000","3,687,000","3,488,000","3,476,000","3,460,000","3,383,000","3,279,000","3,279,000","3,276,000","3,243,000","3,214,000","3,177,000","3,031,000"
				Leases,"203,000","203,000","195,000","548,000","620,000","527,000","617,000","575,000","575,000","575,000","575,000","575,000","574,000","575,000","575,000","392,000","358,000","351,000","351,000","351,000","351,000","351,000","351,000","351,000","347,000","338,000","338,000","338,000","338,000"
			AccumulatedDepreciation,"-5,084,000","-4,922,000","-4,771,000","-5,228,000","-5,068,000","-4,945,000","-5,077,000","-4,940,000","-4,803,000","-4,679,000","-4,560,000","-4,429,000","-4,305,000","-4,197,000","-4,092,000","-4,073,000","-4,032,000","-3,978,000","-3,931,000","-3,888,000","-3,837,000","-3,798,000","-3,758,000","-3,700,000","-3,640,000","-3,583,000","-3,560,000","-3,497,000","-3,355,000"
		InvestmentsAndAdvances,"91,195,000","67,097,000","15,242,000","5,484,000","7,056,000","17,546,000","36,177,000","14,321,000","50,215,000","54,305,000","23,418,000","45,707,000","68,551,000","73,128,000","18,616,000","32,730,000","61,884,000","75,897,000","999,000","13,912,000","20,327,000",,,,,,,,
			InvestmentinFinancialAssets,,,,,,,,,,"54,305,000","23,418,000","45,707,000","68,551,000","73,128,000","18,616,000","32,730,000","61,884,000","75,897,000","999,000","13,912,000","20,327,000",,,,,,,,
				AvailableForSaleSecurities,,,,,,,,,,"54,305,000","23,418,000","45,707,000","68,551,000","73,128,000","18,616,000","32,730,000","61,884,000","75,897,000","999,000","13,912,000","20,327,000",,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,"0","0","0","3,441,000","3,000,000","2,865,000","2,748,000","2,205,000","2,013,000",,
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,,,,,"46,000","46,000","46,000",,,,,,,,,
		OtherNonCurrentAssets,"256,000","256,000","258,000","258,000","477,000","662,000","1,174,000","1,414,000","1,353,000","1,541,000","1,795,000","1,973,000","2,149,000","208,000","139,000","382,000","349,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","626,000","85,000"
TotalLiabilitiesNetMinorityInterest,"294,424,000","286,642,000","40,727,000","40,838,000","14,475,000","19,821,000","24,507,000","20,310,000","23,669,000","30,189,000","30,613,000","31,728,000","26,071,000","22,632,000","23,444,000","21,038,000","20,310,000","21,783,000","20,590,000","21,234,000","20,996,000","22,912,000","11,080,000","14,102,000","12,944,000","13,943,000","15,296,000","16,438,000","19,072,000"
	CurrentLiabilities,"19,781,000","16,099,000","20,889,000","20,616,000","14,475,000","19,821,000","24,474,000","20,130,000","23,250,000","29,535,000","29,730,000","30,623,000","24,754,000","21,836,000","20,873,000","16,790,000","14,343,000","14,090,000","11,174,000","10,079,000","8,126,000","5,708,000","7,539,000","8,829,000","7,114,000","7,376,000","9,643,000","10,479,000","11,681,000"
		PayablesAndAccruedExpenses,"15,396,000","10,417,000","15,702,000","16,958,000","12,259,000","15,791,000","20,841,000","17,169,000","20,989,000","25,137,000","23,455,000","23,114,000","16,191,000","11,783,000","11,149,000","7,661,000","5,788,000","5,610,000","4,904,000","6,061,000","6,217,000","4,734,000","3,677,000","4,212,000","2,915,000","3,641,000","3,044,000","1,799,000","879,000"
			Payables,"2,481,000","1,741,000","5,717,000","4,103,000","2,452,000","4,217,000","5,484,000","6,289,000","8,571,000","16,237,000","10,522,000","10,921,000","9,072,000","5,443,000","6,180,000","4,426,000","2,416,000","2,323,000","2,557,000","3,724,000","2,546,000","2,278,000","1,440,000","2,060,000","663,000","1,660,000","1,611,000","765,000","415,000"
				AccountsPayable,"2,481,000","1,741,000","5,717,000","4,103,000","2,452,000","4,217,000","5,484,000","6,289,000","8,571,000","16,237,000","10,522,000","10,921,000","9,072,000","5,443,000","6,180,000","4,426,000","2,416,000","2,323,000","2,557,000","3,724,000","2,546,000","2,278,000","1,440,000","2,060,000","663,000","1,521,000","1,561,000","765,000","415,000"
				TotalTaxPayable,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","139,000","50,000",,
					IncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","139,000","50,000",,
			CurrentAccruedExpenses,"12,915,000","8,676,000","9,985,000","12,855,000","9,807,000","11,574,000","15,357,000","10,880,000","12,418,000","8,900,000","12,933,000","12,193,000","7,119,000","6,340,000","4,969,000","3,235,000","3,372,000","3,287,000","2,347,000","2,337,000","3,671,000","2,456,000","2,237,000","2,152,000","2,252,000","1,981,000","1,433,000","1,034,000","464,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"2,848,000","4,177,000","4,090,000","3,103,000","2,019,000","3,688,000","2,782,000","2,036,000","1,363,000","2,152,000","2,353,000","1,909,000","1,281,000","2,421,000","2,176,000","1,602,000","1,033,000","1,588,000","1,257,000","893,000","659,000","973,000","737,000","738,000","527,000","772,000","678,000","516,000","588,000"
		CurrentDebtAndCapitalLeaseObligation,"1,537,000","1,505,000","1,097,000","555,000","197,000","342,000","851,000","925,000","898,000","2,246,000","3,922,000","5,600,000","7,282,000","7,632,000","7,548,000","7,527,000","7,522,000","6,892,000","5,013,000","3,125,000","1,250,000","1,000","1,596,000","996,000","407,000","21,000","1,151,000","769,000","129,000"
			CurrentDebt,,,,,,,,,,"1,375,000","3,077,000","4,781,000","6,488,000","7,574,000","7,500,000","7,500,000","7,500,000","6,875,000","5,000,000","3,125,000","1,250,000",,"1,590,000","985,000","391,000",,"1,023,000","634,000",
				OtherCurrentBorrowings,,,,,,,,,,"1,375,000","3,077,000","4,781,000","6,488,000","7,574,000","7,500,000","7,500,000","7,500,000","6,875,000","5,000,000","3,125,000","1,250,000",,"1,590,000","985,000","391,000",,"1,023,000","634,000",
			CurrentCapitalLeaseObligation,"1,537,000","1,505,000","1,097,000","555,000","197,000","342,000","851,000","925,000","898,000","871,000","845,000","819,000","794,000","58,000","48,000","27,000","22,000","17,000","13,000","0","0","1,000","6,000","11,000","16,000","21,000","128,000","135,000","129,000"
		CurrentDeferredLiabilities,,,,,,,,,,,,,,,,,,,,,,"0","1,529,000","2,883,000","3,265,000","2,942,000","4,770,000","7,395,000","10,085,000"
			CurrentDeferredRevenue,,,,,,,,,,,,,,,,,,,,,,"0","1,529,000","2,883,000","3,265,000","2,942,000","4,770,000","7,395,000","10,085,000"
		OtherCurrentLiabilities,,,,,,,"851,000","925,000","898,000","871,000","845,000","819,000","794,000","58,000","48,000","27,000","22,000","17,000","13,000",,,"1,000","6,000","11,000","16,000","21,000","128,000","135,000","129,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"274,643,000","270,543,000","19,838,000","20,222,000","0","0","33,000","180,000","419,000","654,000","883,000","1,105,000","1,317,000","796,000","2,571,000","4,248,000","5,967,000","7,693,000","9,416,000","11,155,000","12,870,000","17,204,000","3,541,000","5,273,000","5,830,000","6,567,000","5,653,000","5,959,000","7,391,000"
		LongTermDebtAndCapitalLeaseObligation,"19,059,000","19,450,000","19,838,000","20,222,000",,,"33,000",,,,,,,"625,000","2,409,000","4,120,000","5,834,000","7,553,000","9,269,000","10,987,000","12,709,000","13,809,000","3,393,000","3,968,000","4,534,000","4,903,000","3,853,000","4,214,000","4,793,000"
			LongTermDebt,,,,,,,,,,,,,,"625,000","2,409,000","4,120,000","5,834,000","7,553,000","9,269,000","10,987,000","12,709,000","13,809,000","3,393,000","3,968,000","4,534,000","4,903,000","3,853,000","4,214,000","4,793,000"
			LongTermCapitalLeaseObligation,"19,059,000","19,450,000","19,838,000","20,222,000",,,"33,000",,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,,,,,,,,,,,,,,"171,000","162,000","128,000","133,000","140,000","147,000","168,000","161,000","154,000","148,000","138,000","126,000","115,000","0","25,000","2,029,000"
			NonCurrentDeferredRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","1,935,000"
		DerivativeProductLiabilities,,,,,,,,,,,,,,,,,,,"0","0","0","3,241,000","0","1,167,000","1,170,000","1,549,000","1,800,000","1,720,000","569,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,,,,,"0","0","0","77,516,000","0","77,516,000","77,516,000","77,516,000","77,516,000","36,828,000","36,828,000"
		OtherNonCurrentLiabilities,"255,584,000","251,093,000",,,,,"33,000","180,000","419,000","654,000","883,000","1,105,000","1,317,000",,,,,,,,,,,,,,,,
TotalEquityGrossMinorityInterest,"330,747,000","356,428,000","383,608,000","385,731,000","381,943,000","396,731,000","360,243,000","381,436,000","400,564,000","405,008,000","420,892,000","448,421,000","468,155,000","486,365,000","499,677,000","284,979,000","294,527,000","307,581,000","101,355,000","109,175,000","110,115,000","39,268,000","44,757,000","44,396,000","41,779,000","42,337,000","45,581,000","5,853,000","5,993,000"
	StockholdersEquity,"330,747,000","356,428,000","383,608,000","385,731,000","381,943,000","396,731,000","360,243,000","381,436,000","400,564,000","405,008,000","420,892,000","448,421,000","468,155,000","486,365,000","499,677,000","284,979,000","294,527,000","307,581,000","101,355,000","109,175,000","110,115,000","39,268,000","44,757,000","44,396,000","41,779,000","42,337,000","45,581,000","5,853,000","5,993,000"
		CapitalStock,"28,000","28,000","27,000","27,000","27,000","27,000","27,000","27,000","27,000","27,000","27,000","27,000","27,000","27,000","27,000","24,000","24,000","24,000","20,000","20,000","20,000","77,519,000","14,000","77,534,000","77,534,000","77,519,000","77,534,000","36,846,000","36,845,000"
			PreferredStock,"0","0","0",,,"0","0",,"0","0","0",,"0","0","0",,"0",,"0","0","0","77,516,000","0","77,516,000","77,516,000","77,516,000","77,516,000","36,828,000","36,828,000"
			CommonStock,"28,000","28,000","27,000","27,000","27,000","27,000","27,000","27,000","27,000","27,000","27,000","27,000","27,000","27,000","27,000","24,000","24,000","24,000","20,000","20,000","20,000","3,000","14,000","18,000","18,000","3,000","18,000","18,000","17,000"
		AdditionalPaidInCapital,"691,161,000","678,575,000","672,996,000","668,429,000","664,147,000","660,665,000","657,560,000","654,492,000","651,680,000","648,669,000","644,148,000","640,550,000","636,692,000","633,251,000","629,887,000","399,370,000","395,424,000","393,017,000","179,551,000","178,297,000","176,507,000","16,672,000","95,088,000","16,092,000","15,797,000","15,482,000","15,199,000","14,697,000","14,407,000"
		RetainedEarnings,"-358,008,000","-321,753,000","-289,215,000","-282,549,000","-282,120,000","-263,957,000","-297,603,000","-273,836,000","-252,288,000","-244,026,000","-223,763,000","-192,730,000","-168,768,000","-146,690,000","-129,696,000","-113,738,000","-100,120,000","-85,034,000","-78,173,000","-69,083,000","-66,399,000","-54,923,000","-50,345,000","-49,230,000","-51,552,000","-50,664,000","-47,152,000","-45,690,000","-45,259,000"
		GainsLossesNotAffectingRetainedEarnings,"-2,434,000","-422,000","-200,000","-176,000","-111,000","-4,000","259,000","753,000","1,145,000","338,000","480,000","574,000","204,000","-223,000","-541,000","-677,000","-801,000","-426,000","-43,000","-59,000","-13,000",,,,,,,,
TotalCapitalization,"330,747,000","356,428,000","383,608,000","385,731,000","381,943,000","396,731,000","360,243,000","381,436,000","400,564,000","405,008,000","420,892,000","448,421,000","468,155,000","486,990,000","502,086,000","289,099,000","300,361,000","315,134,000","110,624,000","120,162,000","122,824,000","53,077,000","48,150,000","48,364,000","46,313,000","47,240,000","49,434,000","10,067,000","10,786,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,"77,516,000",,"77,516,000","77,516,000","77,516,000","77,516,000","36,828,000","36,828,000"
