name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,03/31/1995
			DeferredIncomeTax,"809,000","1,395,000","2,707,000","-1,985,000","-1,355,000","-2,793,000","-13,740,000","2,247,000","7,642,000","3,002,000","-7,800,000","7,413,000","14,856,000","6,427,000","5,783,000","65,628,000","-41,802,000","19,791,000","-12,646,000","-2,056,000","-232,000","-761,000","-324,000","-2,647,000","-8,606,000","-485,000","3,783,000","-7,920,000","2,973,000","-11,060,000","-3,219,000","-502,000","-1,222,000","-19,806,000","-2,840,000","1,937,000","-1,660,000","6,224,000","-1,819,000","3,943,000","-218,000","-49,873,000","-719,000","2,024,000","3,515,000","-30,786,000","10,768,000","-1,000","-8,241,000","1,983,000","-11,677,000","-838,000","1,686,000","-7,163,000","-880,000","302,000","887,000","1,634,000","-1,044,000","2,595,000","1,028,000","-2,226,000","2,437,000","1,100,000","146,000","149,819,000","-8,000,000","11,000,000","2,000,000","-14,000,000","26,000,000","2,000,000","12,000,000","6,000,000","6,000,000","-5,000,000","-5,000,000","1,000,000","-14,000,000","-5,000,000","-8,000,000","12,000,000","0",,,"-10,000,000","-24,000,000","2,000,000","7,000,000","-28,000,000","-4,000,000","2,000,000","4,000,000","-17,000,000","-8,000,000","0","1,000,000","-30,000,000",,,"5,000,000","2,000,000","6,000,000","0","11,000,000","-10,000,000","-5,000,000"
		AssetImpairmentCharge,,,,,,,,,,,,,,,"0",,,,"0","0","2,800,000","2,500,000","18,897,000","23,000","105,600,000","0",,"0","35,381,000","76,450,000","18,800,000","126,137,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"16,329,000","465,000","338,000","262,000",,,,,,,,,,,,,,,,,,,,,"0","0",,"1,056,000","1,572,000","1,568,000","1,257,000","2,230,000","522,000","2,097,000","2,193,000","1,379,000","2,366,000","1,505,000","1,733,000","2,825,000","3,538,000","2,856,000","2,171,000","1,643,000","2,240,000","2,402,000","1,549,000","1,625,000","1,779,000","888,000","999,000","4,441,000","517,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"10,524,000","-1,743,000","2,624,000","5,981,000","2,895,000","7,658,000","9,615,000","4,082,000","2,265,000","756,000","5,722,000","8,119,000","9,478,000","4,856,000","7,682,000","4,359,000","5,337,000","3,703,000","-349,000","1,638,000","4,298,000","2,452,000","-4,086,000","-4,485,000","2,527,000","10,788,000","845,000","5,371,000","1,007,000","2,908,000","4,898,000","8,202,000","2,052,000","15,108,000","5,439,000","4,422,000","3,695,000","15,570,000","-6,169,000","-3,529,000","-5,857,000","-1,332,000","5,631,000","-2,410,000","-1,483,000","-95,086,000","98,410,000","-2,533,000","-1,785,000","-12,708,000","3,887,000","8,511,000","-2,991,000","-17,907,000","5,020,000","-10,000","2,383,000","5,642,000",,,"-694,000","2,090,000","3,681,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"46,000,000","-18,000,000","-7,000,000","5,000,000","-7,000,000","-10,000,000","-3,000,000","10,000,000","-4,000,000","2,000,000","5,000,000","4,000,000","-2,000,000","22,000,000","-22,000,000","3,000,000","27,000,000","8,000,000"
		ChangeInWorkingCapital,"-38,056,000","7,582,000","-64,421,000","-5,472,000","24,302,000","2,222,000","-208,000","12,205,000","31,141,000","-1,027,000","32,268,000","18,984,000","-33,941,000","-67,487,000","-37,405,000","-50,934,000","56,771,000","-146,769,000","-45,712,000","19,685,000","-4,551,000","5,922,000","11,446,000","27,013,000","5,512,000","15,292,000","20,657,000","6,008,000","15,561,000","6,096,000","12,576,000","28,816,000","-8,418,000","44,225,000","28,545,000","-44,265,000","-12,152,000","2,874,000","-708,000","-80,543,000","-47,110,000","-6,161,000","-16,279,000","-70,614,000","-55,470,000","37,377,000","-18,255,000","-47,565,000","-13,347,000","19,915,000","49,135,000","-3,050,000","1,608,000","13,170,000","-476,000","-29,082,000","-3,531,000","-11,303,000","-27,767,000","-1,291,000","-13,668,000","-14,661,000","-1,053,000","29,831,000","-46,757,000","16,213,000","-35,000,000","-14,000,000","-29,000,000","9,000,000","-19,000,000","-13,000,000","-182,000,000","27,000,000","-36,000,000","-5,000,000","-22,000,000","3,000,000","-30,000,000","20,000,000","-45,000,000","19,000,000","-36,000,000","-24,000,000","3,000,000","71,000,000","1,000,000","-21,000,000","-12,000,000","-26,000,000","9,000,000","10,000,000","-50,000,000","-80,000,000","16,000,000","-30,000,000","-65,000,000","350,000,000","23,000,000","-22,000,000","-49,000,000","22,000,000","-11,000,000","11,000,000","-51,000,000","51,000,000","16,000,000"
			ChangeInReceivables,"-17,380,000","-5,049,000","-25,472,000","-12,760,000","25,948,000","-38,442,000","-14,851,000","-8,162,000","17,970,000","40,743,000","20,323,000","44,410,000","-33,748,000","-31,389,000","-43,135,000","14,655,000","22,094,000","-132,794,000","-31,716,000","825,000","-4,662,000","5,798,000","-6,253,000","4,474,000","-9,038,000","14,249,000","7,403,000","33,818,000","1,040,000","-1,227,000","7,535,000","27,842,000","-5,684,000","6,395,000","2,895,000","-19,691,000","47,767,000","-31,177,000","-11,476,000","-29,997,000","67,087,000","-13,548,000","-7,815,000","-30,037,000","-17,062,000","2,529,000","2,260,000","-36,976,000","-8,708,000","-14,252,000","-9,681,000","4,652,000","53,223,000","35,269,000","-12,087,000","-29,078,000","4,665,000","14,064,000","-13,313,000","5,666,000","10,168,000","-39,987,000","14,977,000","4,917,000","25,781,000","-15,079,000",,,"26,000,000","-10,000,000","4,000,000",,,,"-5,000,000","-19,000,000","13,000,000","0",,,,,,"-4,000,000","22,000,000","19,000,000","-3,000,000","-2,000,000","16,000,000","0","11,000,000","23,000,000","-19,000,000","7,000,000","44,000,000","-1,000,000","-1,000,000","24,000,000","12,000,000","-40,000,000","5,000,000","0","1,000,000","18,000,000","-16,000,000",,"-4,000,000"
				ChangesInAccountReceivables,"-13,505,000","-1,221,000","-25,472,000","-12,760,000","25,948,000","-16,643,000","-14,851,000","19,695,000","17,970,000","40,743,000","20,323,000","44,410,000","-33,748,000","-31,389,000","-43,135,000","14,655,000","22,094,000","-132,794,000","-31,716,000","825,000","-4,662,000","5,798,000","-6,253,000","4,474,000","-9,038,000","14,249,000","7,403,000","33,818,000","1,040,000","-1,227,000","7,535,000","27,842,000","-5,684,000","6,395,000","2,895,000","-19,691,000","47,767,000",,,"-29,997,000","67,087,000",,"-7,815,000","-30,037,000","-17,062,000","42,309,000","-42,309,000","0","-1,115,000","-8,275,000","-175,000","51,000","-15,869,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-64,028,000","-24,215,000","-20,919,000","-15,069,000","-3,825,000","11,648,000","34,262,000","13,295,000","14,312,000","-17,236,000","-1,641,000","-3,809,000","-11,394,000","-4,705,000","-32,600,000","-11,190,000","-53,886,000","-28,679,000","-24,237,000","2,589,000","3,281,000","2,718,000","12,149,000","24,277,000","12,251,000","4,871,000","29,417,000","-8,704,000","11,978,000","31,451,000","4,126,000","41,343,000","955,000","26,305,000","21,403,000","-9,595,000","-23,789,000","28,995,000","8,543,000","-4,178,000","-100,674,000","-35,188,000","-22,377,000","-23,359,000","-30,471,000","25,333,000","3,939,000","-21,874,000","-21,039,000","6,811,000","32,352,000","26,418,000","4,049,000","-18,269,000","-5,450,000","-9,052,000","3,493,000","-11,701,000","-8,460,000","-6,299,000","-817,000","7,574,000","3,605,000","12,235,000","-29,323,000","-3,430,000",,,"-22,000,000","1,000,000","-1,000,000",,,,"-2,000,000","0","-9,000,000","0",,,,,,"-15,000,000","-11,000,000","25,000,000","1,000,000","-9,000,000","1,000,000","19,000,000","8,000,000","10,000,000","-4,000,000","20,000,000","0","-22,000,000","-25,000,000","-2,000,000","4,000,000","8,000,000","-5,000,000","-4,000,000","-1,000,000","-9,000,000","-15,000,000","-5,000,000","-1,000,000"
			ChangeInPrepaidAssets,"-35,709,000","-5,298,000","-14,257,000","-5,593,000","-10,561,000","-1,510,000","-2,409,000","-695,000","-1,279,000","7,411,000","-1,774,000","2,395,000","-4,117,000","7,425,000","-712,000","-456,000","-2,470,000","10,754,000","-10,378,000","1,322,000","-751,000","-758,000","-254,000","1,410,000","293,000","-2,873,000","12,560,000","-1,287,000","7,525,000","662,000","3,100,000","-13,990,000","-4,670,000","10,840,000","5,313,000","-15,176,000","-1,186,000","934,000","3,294,000","-7,816,000","1,307,000","3,268,000","980,000","-4,651,000","-1,679,000","1,135,000","30,000","-1,751,000","-1,133,000","1,500,000","245,000","-1,250,000","409,000","987,000","241,000","-1,860,000","884,000","-1,020,000","524,000","-378,000","1,296,000","1,422,000","865,000","-2,689,000","6,000","-18,000",,,,,,,,,"2,000,000","-4,000,000","1,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"84,268,000","43,324,000","-2,903,000","30,162,000","13,685,000","31,692,000","-15,662,000","18,717,000","3,213,000","-31,048,000","15,716,000","-20,758,000","18,153,000","-42,774,000","42,388,000","11,884,000","26,201,000","192,000","24,401,000","17,304,000","-6,357,000","888,000","9,197,000","-255,000","5,313,000","1,577,000","-20,456,000","-14,086,000","2,294,000","-19,556,000","-6,005,000","-11,618,000","11,314,000","4,551,000","-13,127,000","2,380,000","-31,726,000","23,389,000","-1,069,000","-38,552,000","-14,830,000","42,700,000","12,415,000","-10,424,000","-5,339,000","7,756,000","-23,860,000","13,036,000","17,533,000","25,856,000","21,374,000","-28,025,000","-56,073,000","-18,039,000","25,101,000","10,289,000","-7,013,000","-4,806,000","13,330,000","-13,854,000","427,000","14,246,000","6,659,000","25,152,000","-31,234,000","33,310,000",,,"-24,000,000","40,000,000","3,000,000",,,,"-26,000,000","17,000,000","-19,000,000","16,000,000",,,,,,"-5,000,000","6,000,000","34,000,000","6,000,000","7,000,000","-25,000,000",,"-9,000,000","3,000,000","-4,000,000","-2,000,000","-3,000,000","14,000,000","-47,000,000","27,000,000","5,000,000","9,000,000","-45,000,000","17,000,000","-11,000,000","-2,000,000","-20,000,000","50,000,000","21,000,000"
				ChangeInPayable,"83,839,000","37,539,000","2,888,000","24,390,000","19,022,000","25,965,000","-16,164,000","18,735,000","3,226,000","-31,007,000","15,763,000","-20,061,000","18,211,000","-43,638,000","43,084,000","18,619,000","22,769,000","-1,694,000","29,215,000","12,634,000","-1,572,000","-3,927,000","13,983,000","-5,066,000","10,125,000","-3,285,000","-15,681,000","-9,323,000","-2,483,000","-14,777,000","-10,788,000","-6,790,000","6,506,000","9,343,000","-17,800,000","6,855,000","-36,596,000","21,614,000","-1,131,000","-38,632,000","-14,610,000","42,445,000","12,285,000","-10,195,000","-5,438,000","7,511,000","-23,888,000","13,063,000","17,534,000","26,741,000","21,428,000","-28,522,000","-55,590,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInTaxPayable,"4,623,000","-19,419,000","8,045,000","15,390,000","607,000","-18,368,000","-28,452,000","-9,063,000","10,857,000","14,238,000","9,978,000","-513,000","10,694,000","-38,333,000","31,696,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,"4,623,000","-19,419,000","8,045,000","15,390,000","607,000","-18,368,000","-28,452,000","-9,063,000","10,857,000","14,238,000","9,978,000","-513,000","10,694,000","-38,333,000","31,696,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"79,216,000","56,958,000","-5,157,000","9,000,000","18,415,000","44,333,000","12,288,000","27,798,000","-7,631,000","-45,245,000","5,785,000","-19,548,000","7,517,000","-5,305,000","11,388,000","-16,739,000","22,769,000","-1,694,000","29,215,000","12,634,000","-1,572,000","-3,927,000","13,983,000","-5,066,000","10,125,000","-3,285,000","-15,681,000","-9,323,000","-2,483,000","-14,777,000","-10,788,000","-6,790,000","6,506,000","9,343,000","-17,800,000","6,855,000","-36,596,000",,,,,,,,,"8,292,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,"429,000","5,785,000","-5,791,000","5,772,000","-5,337,000","5,727,000","502,000","-18,000","-13,000","-41,000","-47,000","-697,000","-58,000","864,000","-696,000","-6,735,000","3,432,000","1,886,000","-4,814,000","4,670,000","-4,785,000","4,815,000","-4,786,000","4,811,000","-4,812,000","4,862,000","-4,775,000","-4,763,000","4,777,000","-4,779,000","4,783,000","-4,828,000","4,808,000","-4,792,000","4,673,000","-4,475,000","4,870,000","1,775,000","62,000","80,000","-220,000",,,"-229,000","99,000",,,"-27,000","-1,000","-885,000","-54,000","497,000","-483,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInInterestPayable,"429,000","5,785,000","-5,791,000","5,772,000","-5,337,000","5,727,000","502,000","-18,000","-13,000","-41,000","-47,000","-697,000","-58,000","864,000","-696,000","-6,735,000","3,432,000","1,886,000","-4,814,000","4,670,000","-4,785,000","4,815,000","-4,786,000","4,811,000","-4,812,000","4,862,000","-4,775,000","-4,763,000","4,777,000","-4,779,000","4,783,000","-4,828,000","4,808,000","-4,792,000","4,673,000","-4,475,000","4,870,000","1,775,000","62,000","80,000","-220,000",,,"-229,000","99,000",,,"-27,000","-1,000","21,000","-960,000","497,000","-483,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000,000","0","1,000,000","-2,000,000","1,000,000",,,"-2,000,000","37,000,000",,,"8,000,000","0","2,000,000","1,000,000","-4,000,000","9,000,000","0",,,,
