name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015
OperatingCashFlow,"329,187,000","66,262,000","120,472,000","48,457,000","93,996,000","154,200,000","108,569,000","-7,616,000","160,402,000","-51,849,000","125,437,000","26,824,000","80,839,000","63,404,000","85,902,000","85,465,000","126,829,000","53,217,000","55,272,000","55,606,000","93,873,000","65,023,000","40,855,000","39,254,000","87,680,000","52,158,000","-12,383,000","135,114,000","-50,831,000","70,703,000"
	CashFlowFromContinuingOperatingActivities,"329,187,000","66,262,000","120,472,000","48,457,000","93,996,000","154,200,000","108,569,000","-7,616,000","160,402,000","-51,849,000","125,437,000","26,824,000","80,839,000","63,404,000","85,902,000","85,465,000","126,829,000","53,217,000","55,272,000","55,606,000","93,873,000","65,023,000","40,855,000","39,254,000","87,680,000","52,158,000","-12,383,000","135,114,000","-50,831,000","70,703,000"
		NetIncomeFromContinuingOperations,"265,761,000","57,719,000","57,022,000","64,279,000","86,741,000","57,693,000","61,739,000","65,101,000","20,049,000","38,865,000","67,836,000","74,199,000","72,433,000","69,924,000","59,995,000","67,388,000","69,053,000","67,958,000","11,684,000","58,363,000","56,895,000","56,740,000","56,552,000","53,235,000","54,860,000","65,531,000","50,211,000","54,889,000","54,558,000","54,122,000"
		OperatingGainsLosses,,,"-15,000","-249,000","-1,058,000","-1,486,000","-11,100,000","-3,326,000","-1,911,000","-2,544,000","69,000","1,191,000","-34,000","2,591,000","24,034,000","-82,000",,,"-4,271,000","-2,654,000","-1,000","-12,000","-1,516,000","-30,000","-3,000","-25,728,000","2,167,000","-5,169,000","-6,904,000","-6,065,000"
			GainLossOnInvestmentSecurities,,,"0","0","-102,000","0","12,000","-24,000","211,000","-85,000","123,000","0","-21,000","2,613,000",,,,,"0","0","0","0","-1,516,000","-30,000","-3,000","-25,728,000","2,672,000","-4,131,000","-5,859,000","-5,003,000"
		DepreciationAmortizationDepletion,"53,782,000","15,581,000","10,009,000","14,268,000","13,924,000","13,643,000","13,473,000","15,540,000","16,937,000","17,121,000","17,848,000","17,017,000","18,371,000","14,588,000","13,010,000","14,336,000","14,337,000","13,220,000","15,746,000","16,053,000","15,857,000","14,363,000","12,390,000","15,291,000","18,932,000","5,563,000","-7,436,000","17,854,000","7,144,000","8,113,000"
			DepreciationAndAmortization,"53,782,000","15,581,000","10,009,000","14,268,000","13,924,000","13,643,000","13,473,000","15,540,000","16,937,000","17,121,000","17,848,000","17,017,000","18,371,000","14,588,000","13,010,000","14,336,000","14,337,000","13,220,000","15,746,000","16,053,000","15,857,000","14,363,000","12,390,000","15,291,000","18,932,000","5,563,000","-7,436,000","17,854,000","7,144,000","8,113,000"
		DeferredTax,"28,824,000","15,059,000","6,799,000","153,000","6,813,000","355,000","-8,374,000","2,764,000","-20,410,000","6,624,000","-2,064,000","3,400,000","-737,000","16,461,000","-5,810,000","-3,208,000","-2,095,000","7,511,000","65,264,000","-10,773,000","-2,391,000","6,816,000","3,494,000","-6,838,000","-9,136,000","15,798,000","999,000","-6,319,000","1,111,000","-11,378,000"
			DeferredIncomeTax,"28,824,000","15,059,000","6,799,000","153,000","6,813,000","355,000","-8,374,000","2,764,000","-20,410,000","6,624,000","-2,064,000","3,400,000","-737,000","16,461,000","-5,810,000","-3,208,000","-2,095,000","7,511,000","65,264,000","-10,773,000","-2,391,000","6,816,000","3,494,000","-6,838,000","-9,136,000","15,798,000","999,000","-6,319,000","1,111,000","-11,378,000"
		StockBasedCompensation,"13,204,000","3,135,000","2,948,000","3,379,000","3,742,000","3,037,000","1,853,000","2,579,000","2,794,000","2,802,000","3,119,000","1,156,000","1,957,000","1,594,000","1,301,000","1,558,000","1,578,000","1,748,000","1,121,000","1,177,000","1,372,000","1,622,000","2,448,000",,,,,,,
