name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
TotalRevenue,"438,724,000","100,894,000","105,283,000","109,904,000","122,643,000","107,641,000","105,285,000","104,174,000","104,963,000","90,689,000","80,222,000","96,800,000","93,339,000","91,628,000","94,291,000","83,349,000","81,101,000","73,942,000","73,563,000","73,340,000","72,086,000","66,788,000","53,822,000","50,959,000","51,581,000","49,866,000","46,740,000","51,431,000","47,999,000","51,086,000","47,995,000"
	OperatingRevenue,"438,724,000","100,894,000","105,283,000","109,904,000","122,643,000","107,641,000","105,285,000","104,174,000","104,963,000","90,689,000","80,222,000","96,800,000","93,339,000","91,628,000","94,291,000","83,349,000","81,101,000","73,942,000","73,563,000","73,340,000","72,086,000","66,788,000","53,822,000","50,959,000","51,581,000","49,866,000","46,740,000","51,431,000","47,999,000","51,086,000","47,995,000"
CostOfRevenue,"222,357,000","49,100,000","54,952,000","55,635,000","62,670,000","54,380,000","53,479,000","55,867,000","56,871,000","49,258,000","67,939,000","53,984,000","52,156,000","51,164,000","55,547,000","47,138,000","45,306,000","42,133,000","41,285,000","40,410,000","40,091,000","39,122,000","27,605,000","26,341,000","26,707,000","25,219,000","23,071,000","26,070,000","25,388,000","26,431,000","24,683,000"
GrossProfit,"216,367,000","51,794,000","50,331,000","54,269,000","59,973,000","53,261,000","51,806,000","48,307,000","48,092,000","41,431,000","12,283,000","42,816,000","41,183,000","40,464,000","38,744,000","36,211,000","35,795,000","31,809,000","32,278,000","32,930,000","31,995,000","27,666,000","26,217,000","24,618,000","24,874,000","24,647,000","23,669,000","25,361,000","22,611,000","24,655,000","23,312,000"
OperatingExpense,"131,166,000","32,565,000","31,613,000","31,894,000","35,094,000","28,912,000","30,127,000","32,286,000","30,756,000","32,394,000","30,432,000","29,784,000","21,242,000","28,429,000","27,761,000","23,253,000","20,993,000","22,068,000","21,546,000","18,554,000","18,360,000","16,909,000","16,208,000","12,727,000","14,098,000","13,738,000","12,400,000","11,839,000","14,875,000","12,671,000","11,663,000"
	SellingGeneralAndAdministration,"131,166,000","32,565,000","31,613,000","31,894,000","35,094,000","28,912,000","30,127,000","32,286,000","30,756,000","32,394,000","30,432,000","29,784,000","21,242,000","28,429,000","27,761,000","23,253,000","20,993,000","22,068,000","21,546,000","18,554,000","18,360,000","16,909,000","16,208,000","12,727,000","14,098,000","13,738,000","12,400,000","11,839,000","14,875,000","12,671,000","11,663,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,"23,208,000",,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,"45,000",,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,"23,253,000",,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,"-43,000",,,,,,,,,,,,,
OperatingIncome,"85,201,000","19,229,000","18,718,000","22,375,000","24,879,000","24,349,000","21,679,000","16,021,000","17,336,000","9,037,000","-18,149,000","13,032,000","19,941,000","12,035,000","10,983,000","12,958,000","14,802,000","9,741,000","10,732,000","14,376,000","13,635,000","10,757,000","10,009,000","11,891,000","10,776,000","10,909,000","11,269,000","13,522,000","7,736,000","11,984,000","11,649,000"
NetNonOperatingInterestIncomeExpense,"-21,210,000","-5,196,000","-5,094,000","-5,397,000","-5,522,000","-4,486,000","-5,028,000","-5,224,000","-4,980,000","-4,994,000","-6,109,000","-3,641,000","-3,736,000","-3,856,000","-4,008,000","-3,702,000","-3,455,000","-3,654,000","-3,887,000","-4,023,000","-4,046,000","-4,933,000","-5,726,000","-5,557,000","-6,876,000","-8,462,000","-8,552,000","-8,676,000","-8,574,000","-8,482,000","-8,605,000"
	InterestIncomeNonOperating,,,,,,,,,,,,,,,"5,000","134,000","124,000",,,,,,,,,,,,,,
	InterestExpenseNonOperating,"21,210,000","5,196,000","5,094,000","5,397,000","5,522,000","4,486,000","5,028,000","5,224,000","4,980,000","4,994,000","6,109,000","3,641,000","3,736,000","3,856,000","4,013,000","3,836,000","3,579,000","3,654,000","3,887,000","4,023,000","4,046,000","4,933,000","5,726,000","5,557,000","6,876,000","8,462,000","8,552,000","8,676,000","8,574,000","8,482,000","8,605,000"
OtherIncomeExpense,"1,240,000","78,000","520,000","532,000","110,000","-5,681,000","78,000","-1,185,000","138,000","178,000","7,048,000","-881,000","-21,000","155,000","141,000","134,000","-120,000","-2,246,000","104,000","131,000","89,000","-6,002,000","157,000","279,000","-2,492,000","0","0","0","0","0","0"
	GainOnSaleOfSecurity,"-6,620,000","78,000","-6,965,000","157,000","110,000","25,000","70,000","3,000","34,000","91,000","2,121,000","265,000","118,000","144,000","96,000","89,000","144,000","95,000","104,000","131,000","89,000","114,000","157,000","279,000","332,000",,,,,,
	SpecialIncomeCharges,"7,860,000","0","7,485,000","375,000",,"-5,706,000","0","0","0",,"0","-1,158,000","-150,000","0","0",,,"-2,384,000","0",,"0","-6,116,000","0",,"-2,824,000",,"0",,"0",,"0"
		OtherSpecialCharges,,,"-7,485,000","-375,000",,"5,706,000",,,,,"0","1,158,000","150,000",,"0",,,"2,384,000","0",,,"6,116,000","0",,"2,824,000",,,,,,"0"
	OtherNonOperatingIncomeExpenses,,,,,,,"8,000","-1,188,000","104,000","87,000","4,927,000","12,000","11,000","11,000","45,000","45,000","-264,000","43,000",,,,,,,,,,,,,
PretaxIncome,"65,231,000","14,111,000","14,144,000","17,510,000","19,467,000","14,182,000","16,729,000","9,612,000","12,494,000","4,221,000","-17,210,000","8,510,000","16,184,000","8,334,000","7,116,000","9,390,000","11,227,000","3,841,000","6,949,000","10,484,000","9,678,000","-178,000","4,440,000","6,613,000","1,408,000","2,447,000","2,717,000","4,846,000","-838,000","3,502,000","3,044,000"
TaxProvision,"14,726,000","3,340,000","2,889,000","4,073,000","4,424,000","2,654,000","3,986,000","1,816,000","3,267,000","946,000","-4,945,000","2,236,000","2,979,000","1,774,000","2,132,000","1,436,000","1,908,000","809,000","3,430,000","3,110,000","2,795,000","-2,055,000","-12,647,000","-180,000","609,000","213,000","344,000","76,000","583,000","75,000","47,000"
NetIncomeCommonStockholders,"51,274,000","10,998,000","11,454,000","13,468,000","15,355,000","11,783,000","12,743,000","7,796,000","9,227,000","3,275,000","-12,265,000","6,274,000","13,205,000","6,560,000","4,984,000","7,954,000","9,319,000","3,032,000","3,519,000","7,374,000","7,439,000","1,877,000","17,087,000","6,793,000","799,000","2,234,000","9,904,000","4,770,000","-1,421,000","3,427,000","2,997,000"
	NetIncome,"51,274,000","10,998,000","11,454,000","13,468,000","15,355,000","11,783,000","12,743,000","7,796,000","9,227,000","3,275,000","-12,265,000","6,274,000","13,205,000","6,560,000","4,984,000","7,954,000","9,319,000","3,032,000","3,519,000","7,374,000","7,439,000","1,877,000","17,087,000","6,793,000","799,000","2,234,000","9,904,000","4,770,000","-1,421,000","3,427,000","2,997,000"
		NetIncomeIncludingNoncontrollingInterests,"50,505,000","10,771,000","11,255,000","13,437,000","15,043,000","11,528,000","12,743,000","7,796,000","9,227,000","3,275,000","-12,265,000","6,274,000","13,205,000","6,560,000","4,984,000","7,954,000","9,319,000","3,032,000","3,519,000","7,374,000","6,883,000","1,877,000","17,087,000","6,793,000","799,000","2,234,000","2,373,000","4,770,000","-1,421,000","3,427,000","2,997,000"
			NetIncomeContinuousOperations,"50,505,000","10,771,000","11,255,000","13,437,000","15,043,000","11,528,000","12,743,000","7,796,000","9,227,000","3,275,000","-12,265,000","6,274,000","13,205,000","6,560,000","4,984,000","7,954,000","9,319,000","3,032,000","3,519,000","7,374,000","6,883,000","1,877,000","17,087,000","6,793,000","799,000","2,234,000","2,373,000","4,770,000","-1,421,000","3,427,000","2,997,000"
		MinorityInterests,"769,000","227,000","199,000","31,000","312,000","255,000",,,,,,,,,"0",,"0",,"0",,"556,000",,,,,,,,,,
AverageDilutionEarnings,"4,317,000","1,054,000","1,155,000","1,054,000","1,054,000","1,054,000",,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"55,591,000","12,052,000","12,609,000","14,522,000","16,409,000","12,837,000","12,743,000","7,796,000","9,227,000","3,275,000","-12,265,000","6,274,000","13,205,000","6,560,000","4,984,000","7,954,000","9,319,000","3,032,000","3,519,000","7,374,000","7,439,000","1,877,000","17,087,000","6,793,000","799,000","2,234,000","9,904,000","4,770,000","-1,421,000","3,427,000","2,997,000"
BasicEPS,,"0.6","0.61","0.71","0.81","0.62","0.67","0.41","0.47","0.17","-0.62","0.32","0.67","0.34","0.25","0.41","0.48","0.16","0.18","0.39","0.39","0.1","0.93","0.38","0.05","0.129",,"0.307","-0.091","0.22",
DilutedEPS,,"0.55","0.57","0.65","0.73","0.57","0.65","0.4","0.47","0.16","-0.62","0.31","0.66","0.33","0.25","0.4","0.47","0.15","0.18","0.38","0.38","0.1","0.87","0.34","0.05","0.129",,"0.286","-0.091","0.205",
BasicAverageShares,,"18,257,695","18,707,286","18,897,974","18,975,522","19,093,961","19,160,740","19,240,187","19,507,874","19,689,446","19,666,336","19,659,217","19,621,695","19,559,596","19,550,002","19,378,054","19,268,625","19,221,892","19,207,490","19,085,329","18,886,418","18,734,393","18,357,629","18,094,592","15,274,446","17,340,148",,"15,544,900","15,544,900","15,544,900",
DilutedAverageShares,,"21,749,510","22,153,988","22,364,807","22,489,662","22,665,067","19,541,073","19,636,989","19,834,345","20,106,800","19,666,336","20,067,413","20,131,980","20,045,964","20,040,428","19,882,994","19,788,865","19,762,194","19,722,513","19,589,424","19,585,069","19,633,353","19,741,667","19,729,219","16,877,291","17,340,148",,"16,701,206","16,701,206","16,701,206",
TotalOperatingIncomeAsReported,"85,201,000","19,229,000","18,718,000","22,375,000","24,879,000","24,349,000","21,679,000","16,021,000","17,336,000","9,037,000","-18,149,000","13,032,000","19,941,000","12,035,000","10,983,000","12,958,000","14,802,000","9,741,000","10,732,000","14,376,000","13,635,000","10,757,000","10,009,000","11,891,000","10,776,000","10,909,000","11,269,000","13,522,000","7,736,000","11,984,000","11,649,000"
TotalExpenses,"353,523,000","81,665,000","86,565,000","87,529,000","97,764,000","83,292,000","83,606,000","88,153,000","87,627,000","81,652,000","98,371,000","83,768,000","73,398,000","79,593,000","83,308,000","70,391,000","66,299,000","64,201,000","62,831,000","58,964,000","58,451,000","56,031,000","43,813,000","39,068,000","40,805,000","38,957,000","35,471,000","37,909,000","40,263,000","39,102,000","36,346,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"51,274,000","10,998,000","11,454,000","13,468,000","15,355,000","11,783,000","12,743,000","7,796,000","9,227,000","3,275,000","-12,265,000","6,274,000","13,205,000","6,560,000","4,984,000","7,954,000","9,319,000","3,032,000","3,519,000","7,374,000","7,439,000","1,877,000","17,087,000","6,793,000","799,000","2,234,000","9,904,000","4,770,000","-1,421,000","3,427,000","2,997,000"
NormalizedIncome,"50,313,931.934","10,938,486","11,040,213.235","13,059,956","15,269,970","16,401,653","12,689,678.821","7,793,567","9,201,874","3,204,384","-13,776,566.822","6,934,820","13,231,240","6,446,672","4,916,762.226","7,878,617","9,199,480","4,838,021","3,456,600","7,281,860.168","7,375,703.141","5,478,200","16,992,800","6,625,600","2,294,200","2,234,000","9,904,000","4,770,000","-1,421,000","3,427,000","2,997,000"
InterestIncome,,,,,,,,,,,,,,,"5,000","134,000","124,000",,,,,,,,,,,,,,
InterestExpense,"21,210,000","5,196,000","5,094,000","5,397,000","5,522,000","4,486,000","5,028,000","5,224,000","4,980,000","4,994,000","6,109,000","3,641,000","3,736,000","3,856,000","4,013,000","3,836,000","3,579,000","3,654,000","3,887,000","4,023,000","4,046,000","4,933,000","5,726,000","5,557,000","6,876,000","8,462,000","8,552,000","8,676,000","8,574,000","8,482,000","8,605,000"
NetInterestIncome,"-21,210,000","-5,196,000","-5,094,000","-5,397,000","-5,522,000","-4,486,000","-5,028,000","-5,224,000","-4,980,000","-4,994,000","-6,109,000","-3,641,000","-3,736,000","-3,856,000","-4,008,000","-3,702,000","-3,455,000","-3,654,000","-3,887,000","-4,023,000","-4,046,000","-4,933,000","-5,726,000","-5,557,000","-6,876,000","-8,462,000","-8,552,000","-8,676,000","-8,574,000","-8,482,000","-8,605,000"
EBIT,"86,441,000","19,307,000","19,238,000","22,907,000","24,989,000","18,668,000","21,757,000","14,836,000","17,474,000","9,215,000","-11,101,000","12,151,000","19,920,000","12,190,000","11,129,000","13,226,000","14,806,000","7,495,000","10,836,000","14,507,000","13,724,000","4,755,000","10,166,000","12,170,000","8,284,000","10,909,000","11,269,000","13,522,000","7,736,000","11,984,000","11,649,000"
EBITDA,"91,522,000"
ReconciledCostOfRevenue,"222,357,000","49,100,000","54,952,000","55,635,000","62,670,000","54,380,000","53,479,000","55,867,000","56,871,000","49,258,000","67,939,000","53,984,000","52,156,000","51,164,000","55,547,000","47,138,000","45,306,000","42,133,000","41,285,000","40,410,000","40,091,000","39,122,000","27,605,000","26,341,000","26,707,000","25,219,000","23,071,000","26,070,000","25,388,000","26,431,000","24,683,000"
ReconciledDepreciation,"5,081,000","1,334,000","1,268,000","1,244,000","1,235,000","1,265,000","1,232,000","1,286,000","1,224,000","1,276,000","1,155,000","1,048,000","996,000","890,000","957,000","685,000","732,000","736,000","609,000","597,000","593,000","529,000","389,000","310,000","293,000","293,000","275,000","265,000","268,000","251,000","240,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"51,274,000","10,998,000","11,454,000","13,468,000","15,355,000","11,783,000","12,743,000","7,796,000","9,227,000","3,275,000","-12,265,000","6,274,000","13,205,000","6,560,000","4,984,000","7,954,000","9,319,000","3,032,000","3,519,000","7,374,000","7,439,000","1,877,000","17,087,000","6,793,000","799,000","2,234,000","9,904,000","4,770,000","-1,421,000","3,427,000","2,997,000"
