name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
MarketCap,"368,313,335","501,770,230","731,321,080","708,114,397","801,458,430","868,015,643","998,328,652","1,598,185,485"
EnterpriseValue,"279,845,335","402,510,230","634,119,080","602,342,397","699,252,430","770,912,643","894,205,652","1,591,891,485"
PeRatio,,"206","150.5","85.102","76.677","80.889","188.878","357.852"
ForwardPeRatio,"105.263",,"185.185","312.5",,,"200","212.766"
PsRatio,"1.382","2.052","3.079","3.118","3.522","3.355","4.948","8.704"
PbRatio,"2.441","3.313","4.771","4.631","5.456","6.111","7.039","90.477"
EnterprisesValueRevenueRatio,"1.002","5.223","8.192","9.32","11.592","13.168","16.562","29.829"
EnterprisesValueEBITDARatio,"-108.509","-158.095","-199.785","-672.257","173.254","193.745","-834.147","529.571"
