name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009
TotalRevenue,"393,312,000","101,470,000","101,747,000","98,286,000","91,809,000","83,986,000","81,347,000","84,374,000","82,109,000","96,743,000","98,947,000","98,362,000","84,113,000","85,319,000","82,605,000","82,507,000","85,023,000","80,732,000","81,746,000","82,339,000","77,106,000","73,792,000","76,562,000","75,976,000","71,819,000","70,731,000","71,530,000","71,289,000","66,769,000","66,035,000","66,478,000","67,343,000","62,185,000","63,953,000","64,645,000","65,318,000","62,914,000","62,180,000","57,783,000","62,836,000","57,809,000","57,038,000","55,547,000","56,293,000","52,279,000","47,772,000","34,661,000","34,963,000","29,287,000","28,932,000","29,627,000","30,473,000"
	OperatingRevenue,"376,064,000","96,986,000","97,635,000","93,804,000","87,639,000","81,130,000","78,253,000","80,759,000","79,230,000","92,070,000","94,231,000","93,147,000","79,656,000","76,831,000","78,365,000","78,079,000","76,892,000","76,201,000","77,703,000","78,135,000","72,925,000","70,040,000","72,180,000","71,852,000","68,221,000","67,245,000","68,111,000","67,471,000","63,552,000","62,753,000","63,210,000","63,593,000","58,793,000","60,482,000","61,425,000","62,405,000","59,705,000","59,222,000","47,566,000","62,836,000","57,809,000","57,038,000","55,547,000","56,293,000","52,279,000","47,772,000","34,661,000","34,963,000","29,287,000","28,932,000","29,627,000","30,473,000"
CostOfRevenue,"135,748,000","35,574,000","36,248,000","33,110,000","30,816,000","29,600,000","30,865,000","30,699,000","25,942,000","33,613,000","36,106,000","34,931,000","31,101,000","29,842,000","32,809,000","30,170,000","29,510,000","28,966,000","31,825,000","29,712,000","27,745,000","27,395,000","28,851,000","27,987,000","26,007,000","25,086,000","26,486,000","25,661,000","23,191,000","22,668,000","23,683,000","23,273,000","21,629,000","22,646,000","23,540,000","23,198,000","22,162,000","21,086,000","37,895,000","17,024,000","15,952,000","15,243,000","17,217,000","16,187,000","14,572,000","11,832,000","19,846,000","5,977,000","4,870,000","4,994,000","13,819,000","4,969,000"
GrossProfit,"257,564,000","65,896,000","65,499,000","65,176,000","60,993,000","54,386,000","50,482,000","53,675,000","56,167,000","63,130,000","62,841,000","63,431,000","53,012,000","55,477,000","49,796,000","52,337,000","55,513,000","51,766,000","49,921,000","52,627,000","49,361,000","46,397,000","47,711,000","47,989,000","45,812,000","45,645,000","45,044,000","45,628,000","43,578,000","43,367,000","42,795,000","44,070,000","40,556,000","41,307,000","41,105,000","42,120,000","40,752,000","41,094,000","19,888,000","45,812,000","41,857,000","41,795,000","38,330,000","40,106,000","37,707,000","35,940,000","14,815,000","28,986,000","24,417,000","23,938,000","15,808,000","25,504,000"
OperatingExpense,"149,415,000","37,554,000","39,784,000","37,507,000","34,570,000","34,324,000","34,067,000","33,352,000","33,172,000","34,282,000","32,848,000","33,047,000","28,525,000","26,656,000","27,705,000","25,062,000","38,264,000","38,846,000","26,129,000","26,150,000","29,313,000","23,068,000","22,601,000","22,505,000","22,108,000","22,002,000","21,151,000","22,118,000","20,074,000","20,123,000","20,269,000","21,034,000","22,844,000","20,953,000","20,698,000","20,679,000","21,379,000","21,214,000","1,685,000","26,692,000","24,607,000","24,462,000","23,608,000","24,950,000","23,719,000","20,149,000","4,378,000","17,556,000","12,322,000","11,773,000","4,276,000","11,519,000"
	SellingGeneralAndAdministration,"30,198,000","7,142,000","9,305,000","6,827,000","6,924,000","6,823,000","6,644,000","6,438,000","6,679,000","6,820,000","6,376,000","6,479,000","5,943,000","6,073,000","6,645,000","5,176,000","5,396,000","5,567,000","6,211,000","4,958,000","5,131,000","5,082,000","4,441,000","4,513,000","4,394,000","4,549,000","3,913,000","6,357,000","4,788,000","5,016,000","4,603,000","4,682,000","4,635,000","4,612,000","4,537,000","4,031,000","4,426,000","4,201,000","3,877,000","3,959,000","3,992,000","3,765,000","3,130,000","3,733,000","3,825,000","3,610,000","3,889,000","1,515,000","1,821,000","1,587,000","1,969,000","1,333,000"
		GeneralAndAdministrativeExpense,"30,198,000","7,142,000","9,305,000","6,827,000","6,924,000","6,823,000","6,644,000","6,438,000","6,679,000","6,820,000","6,376,000","6,479,000","5,943,000","6,073,000","6,645,000","5,176,000","5,396,000","5,567,000","6,211,000","4,958,000","5,131,000","5,082,000","4,441,000","4,513,000","4,394,000","4,549,000","3,913,000","6,357,000","4,788,000","5,016,000","4,603,000","4,682,000","4,635,000","4,612,000","4,537,000","4,031,000","4,426,000","4,201,000","4,063,000",,,,,,,,,,,,,
			OtherGandA,"30,198,000","7,142,000","9,305,000","6,827,000","6,924,000","6,823,000","6,644,000","6,438,000","6,679,000","6,820,000","6,376,000","6,479,000","5,943,000","6,073,000","6,645,000","5,176,000","5,396,000","5,567,000","6,211,000","4,958,000","5,131,000","5,082,000","4,441,000","4,513,000","4,394,000","4,549,000","3,913,000","6,357,000","4,788,000","5,016,000","4,603,000","4,682,000","4,635,000","4,612,000","4,537,000","4,031,000","4,426,000","4,201,000","4,063,000",,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"119,217,000","30,412,000","30,479,000","30,680,000","27,646,000","27,501,000","27,423,000","26,914,000","26,493,000","27,462,000","26,472,000","26,568,000","22,582,000","20,583,000","21,060,000","19,886,000","32,868,000","33,279,000","19,918,000","21,192,000","24,182,000","17,986,000","18,160,000","17,992,000","17,714,000","17,453,000","17,238,000","15,761,000","15,286,000","15,107,000","15,666,000","16,352,000","18,209,000","16,341,000","16,161,000","16,648,000","16,953,000","17,013,000","15,497,000","16,432,000","14,671,000","15,253,000","15,723,000","15,827,000","14,277,000","12,490,000","9,970,000","12,599,000","7,509,000","7,230,000","7,573,000","7,383,000"
		DepreciationAndAmortizationInIncomeStatement,"119,217,000","30,412,000","30,479,000","30,680,000","27,646,000","27,501,000","27,423,000","26,914,000","26,493,000","27,462,000","26,472,000","26,568,000","22,582,000","20,583,000","21,060,000","19,886,000","32,868,000","33,279,000","19,918,000","21,192,000","24,182,000","17,986,000","18,160,000","17,992,000","17,714,000","17,453,000","17,238,000","15,761,000","15,286,000","15,107,000","15,666,000","16,352,000","18,209,000","16,341,000","16,161,000","16,648,000","16,953,000","17,013,000","15,497,000","16,432,000","14,671,000","15,253,000","15,723,000","15,827,000","14,277,000","12,490,000","9,970,000","12,599,000","7,509,000","7,230,000","7,573,000","7,383,000"
