name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
TotalRevenue,"1,141,900,000","295,400,000","307,700,000","275,600,000","263,200,000","252,300,000","246,100,000","234,000,000","226,300,000","198,000,000","209,394,000","192,115,000","177,136,000","159,555,000","164,907,000","151,076,000","124,262,000","123,578,000","130,524,000","121,775,000","109,756,000","101,713,000","103,575,000","94,871,000","87,330,000","81,213,000","100,119,000","87,303,000","75,588,000","61,215,000","72,561,000","74,985,000","72,013,000","69,161,000","68,533,000","61,103,000","60,092,000","57,356,000","57,828,000","54,752,000","51,035,000","47,754,000","47,192,000","44,594,000","32,211,000","28,258,000","27,767,000","25,455,000","22,937,000","20,807,000","20,211,000","18,735,000","14,617,000","12,469,000","11,861,000","10,110,000","7,417,000","6,671,000","4,361,000","3,791,000","3,212,000","2,008,000","1,641,000","674,000","674,000","674,000",,,,
	OperatingRevenue,"1,141,900,000","295,400,000","307,700,000","275,600,000","263,200,000","252,300,000","246,100,000","234,000,000","226,300,000","198,000,000","209,394,000","192,115,000","177,136,000","159,555,000","164,907,000","151,076,000","124,262,000","123,578,000","130,524,000","121,775,000","109,756,000","101,713,000","103,575,000","94,871,000","87,330,000","81,213,000","100,119,000","87,303,000","75,588,000","61,215,000","72,561,000","74,985,000","72,013,000","69,161,000","68,533,000","61,103,000","60,092,000","57,356,000","57,828,000","54,752,000","51,035,000","47,754,000","47,192,000","44,594,000","32,211,000","28,258,000","27,767,000","25,455,000","22,937,000","20,807,000","20,211,000","18,735,000","14,617,000","12,469,000","11,861,000","10,110,000","7,417,000","6,671,000","4,361,000","3,791,000","3,212,000","2,008,000","1,641,000","674,000","674,000","674,000",,,,
CostOfRevenue,"347,600,000","85,700,000","94,500,000","86,900,000","80,500,000","84,800,000","85,000,000","82,200,000","83,800,000","71,100,000","75,288,000","69,035,000","60,718,000","52,859,000","54,595,000","49,107,000","42,190,000","47,763,000","51,016,000","48,151,000","45,117,000","42,315,000","42,638,000","39,230,000","36,873,000","37,162,000","54,798,000","51,652,000","41,213,000","28,408,000","35,888,000","36,943,000","36,248,000","36,353,000","35,515,000","33,708,000","33,259,000","32,201,000","32,509,000","30,362,000","28,704,000","27,458,000","27,112,000","26,033,000","17,673,000","14,725,000","13,941,000","13,826,000","13,051,000","12,422,000","12,877,000","12,936,000","11,448,000","10,474,000","10,663,000","10,197,000","9,785,000","9,998,000","6,679,000","7,583,000","6,899,000","4,572,000","3,942,000","3,906,000",,,,,,
GrossProfit,"794,300,000","209,700,000","213,200,000","188,700,000","182,700,000","167,500,000","161,100,000","151,800,000","142,500,000","126,900,000","134,106,000","123,080,000","116,418,000","106,696,000","110,312,000","101,969,000","82,072,000","75,815,000","79,508,000","73,624,000","64,639,000","59,398,000","60,937,000","55,641,000","50,457,000","44,051,000","45,321,000","35,651,000","34,375,000","32,807,000","36,673,000","38,042,000","35,765,000","32,808,000","33,018,000","27,395,000","26,833,000","25,155,000","25,319,000","24,390,000","22,331,000","20,296,000","20,080,000","18,561,000","14,538,000","13,533,000","13,826,000","11,629,000","9,886,000","8,385,000","7,334,000","5,799,000","3,169,000","1,995,000","1,198,000","-87,000","-2,368,000","-3,327,000","-2,318,000","-3,792,000","-3,687,000","-2,564,000","-2,301,000","-3,232,000",,,,,,
OperatingExpense,"646,700,000","171,800,000","163,500,000","155,000,000","156,400,000","151,200,000","168,400,000","128,000,000","115,000,000","119,400,000","115,978,000","106,076,000","108,815,000","99,431,000","94,079,000","95,104,000","77,747,000","75,815,000","80,276,000","71,577,000","67,997,000","64,706,000","65,072,000","53,223,000","51,745,000","51,750,000","69,361,000","51,385,000","46,736,000","41,437,000","38,928,000","40,918,000","41,045,000","34,694,000","32,812,000","44,708,000","32,655,000","31,361,000","31,405,000","32,861,000","32,850,000","31,191,000","30,592,000","28,329,000","29,453,000","20,806,000","19,120,000","19,907,000","19,786,000","19,115,000","19,296,000","19,279,000","19,614,000","19,467,000","28,554,000","19,747,000","19,771,000","16,685,000","13,736,000","10,790,000","8,722,000","8,234,000","6,897,000","5,250,000",,,,,,
	SellingGeneralAndAdministration,"484,200,000","128,700,000","121,700,000","117,500,000","116,300,000","110,500,000","130,100,000","89,200,000","80,800,000","83,900,000","81,275,000","75,297,000","76,551,000","67,477,000","65,565,000","73,342,000","59,329,000","55,903,000","61,494,000","51,436,000","49,968,000","47,206,000","49,038,000","39,489,000","38,792,000","38,761,000","56,464,000","41,350,000","34,667,000","33,230,000","31,642,000","33,760,000","34,368,000","27,915,000","26,388,000","38,937,000","27,481,000","26,965,000","25,558,000","26,302,000","26,329,000","25,759,000","24,788,000","23,691,000","22,621,000","16,217,000","14,682,000","16,209,000","15,203,000","15,268,000","15,945,000","15,875,000","16,342,000","16,263,000","16,849,000","16,484,000","16,389,000","13,762,000","10,566,000","7,532,000","6,202,000","5,764,000","4,694,000","3,287,000",,,,,,
		GeneralAndAdministrativeExpense,"115,500,000",,,,,,,,,,"32,941,000","27,548,000","29,150,000","25,861,000","25,904,000","38,420,000","23,724,000","23,770,000","26,165,000","22,718,000","20,493,000","19,111,000","23,674,000","17,342,000","15,842,000","14,739,000","31,518,000","17,156,000","12,856,000","15,829,000","14,180,000","18,890,000","19,512,000","14,259,000","13,552,000","23,530,000","13,901,000","13,094,000","12,824,000","12,731,000","12,665,000","13,020,000","12,498,000","11,379,000","12,996,000","7,211,000","6,288,000","7,230,000","6,190,000","6,959,000","7,267,000","6,246,000","5,838,000","7,491,000",,,,,,,,,,,,,,,,
			OtherGandA,"115,500,000",,,,,,,,,,"32,941,000","27,548,000","29,150,000","25,861,000","25,904,000","38,420,000","23,724,000","23,770,000","26,165,000","22,718,000","20,493,000","19,111,000","23,674,000","17,342,000","15,842,000","14,739,000","31,518,000","17,156,000","12,856,000","15,829,000","14,180,000","18,890,000","19,512,000","14,259,000","13,552,000","23,530,000","13,901,000","13,094,000","12,824,000","12,731,000","12,665,000","13,020,000","12,498,000","11,379,000","12,996,000","7,211,000","6,288,000","7,230,000","6,190,000","6,959,000","7,267,000","6,246,000","5,838,000","7,491,000",,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"185,100,000",,,,,,,,,,"48,334,000","47,749,000","47,401,000","41,616,000","39,661,000","34,922,000","35,605,000","32,133,000","35,329,000","28,718,000","29,475,000","28,095,000","25,364,000","22,147,000","22,950,000","24,022,000","24,946,000","24,194,000","21,811,000","17,401,000","17,462,000","14,870,000","14,856,000","13,656,000","12,836,000","15,407,000","13,580,000","13,871,000","12,734,000","13,571,000","13,664,000","12,739,000","12,290,000","12,312,000","9,625,000","9,006,000","8,394,000","8,979,000","9,013,000","8,309,000","8,678,000","9,629,000","10,504,000","8,772,000",,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"162,500,000","43,100,000","41,800,000","37,500,000","40,100,000","40,700,000","38,300,000","38,800,000","34,200,000","35,500,000","34,703,000","30,779,000","32,264,000","31,954,000","28,514,000","21,762,000","18,418,000","19,912,000","18,782,000","20,141,000","18,029,000","17,500,000","16,034,000","13,734,000","12,953,000","12,989,000","12,897,000","10,035,000","12,069,000","8,207,000","7,286,000","7,158,000","6,677,000","6,779,000","6,424,000","5,771,000","5,174,000","4,396,000","5,847,000","6,559,000","6,521,000","5,432,000","5,804,000","4,638,000","6,832,000","4,589,000","4,438,000","3,698,000","4,583,000","3,847,000","3,351,000","3,404,000","3,272,000","3,204,000","3,535,000","3,263,000","3,382,000","2,923,000","3,170,000","2,231,000","2,520,000","2,470,000","2,203,000","1,964,000",,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1,027,000",,,,"-1,000",,,,,,
