name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011
OperatingCashFlow,"555,413,000","70,794,000","86,575,000","168,359,000","229,685,000","18,393,000","-13,080,000","-39,323,000","-27,559,000","-40,767,000","34,733,000","146,297,000","129,698,000","37,688,000","26,477,000","140,644,000","106,497,000","20,317,000","4,678,000","99,476,000","82,611,000","5,692,000","21,541,000","147,134,000","79,506,000","32,231,000","6,354,000","137,838,000","104,400,000","37,682,000","-8,407,000","136,430,000","120,498,000","13,011,000","13,477,000","178,586,000","73,557,000","24,174,000","865,000","161,792,000","148,972,000","-8,116,000","-3,544,000"
	CashFlowFromContinuingOperatingActivities,"555,413,000","70,794,000","86,575,000","168,359,000","229,685,000","18,393,000","-13,080,000","-39,323,000","-27,559,000","-40,767,000","34,733,000","146,297,000","129,698,000","37,688,000","26,477,000","140,644,000","106,497,000","20,317,000","4,678,000","99,476,000","82,611,000","5,692,000","21,541,000","147,134,000","79,506,000","32,231,000","6,354,000","137,838,000","104,400,000","37,682,000","-8,407,000","136,430,000","120,498,000","13,011,000","13,477,000","178,586,000","73,557,000","24,174,000","865,000","161,792,000","148,972,000","-8,116,000","-3,544,000"
		NetIncomeFromContinuingOperations,"292,410,000","-8,987,000","71,538,000","102,097,000","127,762,000","-44,884,000","-45,536,000","-79,237,000","-131,029,000","-56,519,000","-24,183,000","98,028,000","52,651,000","-37,020,000","-11,053,000","95,988,000","22,697,000","-62,844,000","-20,441,000","55,034,000","-175,850,000","-61,129,000","-11,905,000","65,655,000","17,768,000","-84,049,000","-11,028,000","97,950,000","5,809,000","-43,598,000","-25,446,000","87,460,000","37,336,000","-49,431,000","-13,507,000","120,199,000","-15,854,000","-40,360,000","-8,799,000","92,257,000","39,120,000","-45,134,000","-30,846,000"
		OperatingGainsLosses,,,"0",,,,,,,"-594,000",,,"505,000","45,000","15,354,000","4,826,000","7,255,000","396,000","4,172,000","7,405,000","332,000","9,759,000","2,817,000","104,000","217,000","6,503,000","2,907,000","591,000","23,469,000","910,000","4,098,000","1,062,000","185,000","908,000","1,971,000","3,894,000","32,517,000","4,147,000","5,084,000","39,000","2,710,000","3,390,000","9,547,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"185,000","908,000","1,971,000","3,894,000","88,000","4,147,000","5,084,000","39,000","2,710,000","3,390,000","9,547,000"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","1,000","-1,000","1,000","1,000","286,000",,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"150,714,000","38,612,000","39,549,000","36,306,000","36,247,000","36,558,000","36,540,000","38,052,000","37,941,000","38,013,000","40,232,000","40,822,000","40,053,000","39,450,000","41,320,000","41,187,000","40,018,000","38,430,000","42,697,000","42,230,000","39,500,000","38,867,000","42,972,000","40,921,000","40,708,000","75,048,000","44,034,000","44,505,000","50,110,000","43,854,000","47,542,000","44,371,000","43,086,000","41,276,000","41,932,000","42,322,000","40,424,000","41,408,000","44,890,000","44,737,000","41,439,000","35,909,000","58,730,000"
			DepreciationAndAmortization,"150,714,000","38,612,000","39,549,000","36,306,000","36,247,000","36,558,000","36,540,000","38,052,000","37,941,000","38,013,000","40,232,000","40,822,000","40,053,000","39,450,000","41,320,000","41,187,000","40,018,000","38,430,000","42,697,000","42,230,000","39,500,000","38,867,000","42,972,000","40,921,000","40,708,000","75,048,000","44,034,000","44,505,000","50,110,000","43,854,000","47,542,000","44,371,000","43,086,000","41,276,000","41,932,000","42,322,000","40,424,000","41,408,000","44,890,000","44,737,000","41,439,000","35,909,000","58,730,000"
		DeferredTax,"-4,875,000","-6,531,000","-13,009,000","8,210,000","6,455,000","-5,773,000","-10,109,000","-8,392,000","7,892,000","-20,805,000","-1,707,000","34,242,000","22,069,000","-16,606,000","-7,584,000","36,301,000","11,994,000","-23,817,000","-12,040,000","33,736,000","-66,372,000","-41,801,000","-18,468,000","71,777,000","5,585,000","-49,957,000","-11,216,000","58,730,000","2,772,000","-27,040,000","-17,356,000","53,794,000","24,334,000","-32,772,000","-7,912,000","64,390,000","-8,414,000","-24,046,000","-19,294,000","62,297,000","25,790,000","-29,814,000","-22,522,000"
			DeferredIncomeTax,"-4,875,000","-6,531,000","-13,009,000","8,210,000","6,455,000","-5,773,000","-10,109,000","-8,392,000","7,892,000","-20,805,000","-1,707,000","34,242,000","22,069,000","-16,606,000","-7,584,000","36,301,000","11,994,000","-23,817,000","-12,040,000","33,736,000","-66,372,000","-41,801,000","-18,468,000","71,777,000","5,585,000","-49,957,000","-11,216,000","58,730,000","2,772,000","-27,040,000","-17,356,000","53,794,000","24,334,000","-32,772,000","-7,912,000","64,390,000","-8,414,000","-24,046,000","-19,294,000","62,297,000","25,790,000","-29,814,000","-22,522,000"
