name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,01/31/2015
TotalAssets,"502,793,000","515,550,000","508,217,000","463,158,000","482,164,000","515,577,000","554,747,000","506,183,000","505,612,000","474,050,000","518,117,000","434,095,000","418,930,000","296,759,000","324,517,000","270,438,000","249,009,000","223,102,000","252,947,000","181,697,000","159,990,000","155,967,000","155,620,000","133,442,000","118,987,000","120,620,000","103,225,000","74,402,256","70,949,484"
	CurrentAssets,"214,133,000","222,521,000","206,628,000","169,849,000","184,579,000","210,310,000","242,888,000","201,793,000","196,990,000","162,192,000","204,263,000","137,474,000","126,111,000","118,198,000","150,226,000","116,639,000","109,561,000","101,826,000","145,415,000","96,100,000","95,873,000","101,246,000","108,233,000","95,851,000","93,133,000","98,390,000","80,940,000","53,395,057","53,351,391"
		CashCashEquivalentsAndShortTermInvestments,"40,370,000","77,051,000","20,390,000","18,921,000","26,054,000","47,221,000","12,800,000","19,005,000","8,854,000","538,000","2,187,000","3,468,000","992,000","731,000","2,500,000","2,423,000","1,179,000","2,865,000","958,000","1,411,000","13,584,000","24,042,000","173,000","23,302,000","30,303,000","37,873,000","209,000","366,201","7,880,883"
			CashAndCashEquivalents,"40,370,000","77,051,000","20,390,000","18,921,000","26,054,000","47,221,000","12,800,000","19,005,000","8,854,000","538,000","2,187,000","3,468,000","992,000","731,000","2,500,000","2,423,000","1,179,000","2,865,000","958,000","1,411,000","13,584,000","24,042,000","173,000","23,302,000","30,303,000","37,873,000","209,000","366,201","7,880,883"
				CashFinancial,,,,,,,,,,"538,000","2,187,000","3,468,000","992,000","731,000","2,500,000","2,423,000","1,179,000","2,865,000","958,000","1,411,000","13,584,000","24,042,000","173,000","23,302,000","30,303,000","37,873,000","209,000","366,201","7,880,883"
		Receivables,"5,097,000","5,455,000","5,738,000","2,912,000","2,558,000","2,820,000","5,083,000","5,875,000","3,459,000","3,121,000","6,899,000","6,364,000","8,651,000","4,639,000","3,166,000","382,000","611,000","325,000","1,731,000","453,000","1,131,000","394,000","3,113,000","445,000","519,000","96,000","630,000","282,119","91,685"
			AccountsReceivable,"5,097,000","5,455,000","5,133,000","2,912,000","2,558,000","2,820,000","1,534,000","2,095,000","3,459,000","3,121,000","340,000","372,000","359,000","28,000","339,000","46,000","30,000","52,000","62,000","34,000","31,000","45,000","30,000","44,000","45,000","20,000","54,000","21,653","17,507"
			TaxesReceivable,"0",,"605,000",,,,"3,549,000","3,780,000",,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,"6,559,000","5,992,000","8,292,000","4,611,000","2,827,000","336,000","581,000","273,000","1,669,000","419,000","1,100,000","349,000","3,083,000","401,000","474,000","76,000","576,000","260,466","74,178"
		Inventory,"154,096,000","124,907,000","167,071,000","136,859,000","146,257,000","149,052,000","213,403,000","167,584,000","175,037,000","147,849,000","183,115,000","114,849,000","104,289,000","97,685,000","131,448,000","102,365,000","97,997,000","89,548,000","129,475,000","84,734,000","75,716,000","70,368,000","96,681,000","66,919,000","58,239,000","55,303,000","72,993,000","47,763,143","41,362,970"
			FinishedGoods,"152,244,000","122,672,000","165,078,000","134,887,000","144,185,000",,"213,403,000","167,584,000","175,037,000","147,849,000","183,115,000","114,849,000","104,289,000","97,685,000","131,448,000","102,365,000","97,997,000","89,548,000","129,475,000","84,734,000","75,716,000","70,368,000","96,681,000","66,919,000","58,239,000","55,303,000","72,993,000","47,763,143","41,362,970"
			OtherInventories,"1,852,000","2,235,000","1,993,000","1,972,000","2,072,000",,,,,,,,,,,,,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,,,,,,,,,"-1,707,000","-1,800,000","-2,054,000","-1,262,000","-2,574,000","-2,420,000","-2,972,000","-2,124,000","-2,569,000","-1,866,000","-2,899,000","-2,212,000","-1,596,000","-1,242,000","-1,717,000","-1,550,000","-1,549,000","-1,404,000","-1,559,000","-1,501,000","-1,290,000"
		PrepaidAssets,"12,509,000","13,633,000","11,997,000","9,854,000","8,464,000","11,217,000","11,602,000","9,329,000","9,640,000","10,684,000","12,062,000","12,793,000","12,179,000","15,143,000","13,112,000","11,469,000","9,774,000","9,088,000","13,251,000","9,502,000","5,442,000","6,442,000","8,266,000","5,185,000","4,072,000","5,118,000","7,108,000","4,983,594","4,015,853"
		CurrentDeferredAssets,"2,061,000","1,475,000","1,432,000","1,303,000","1,246,000",,,,,"1,181,000","892,000","568,000","202,000","2,503,000","1,137,000","1,213,000","67,000","1,446,000","4,431,000","1,468,000","382,000","1,582,000","4,633,000","1,411,000","540,000","1,435,000","3,040,000","1,337,597","1,300,316"
	TotalNonCurrentAssets,"288,660,000","293,029,000","301,589,000","293,309,000","297,585,000","305,267,000","311,859,000","304,390,000","308,622,000","311,858,000","313,854,000","296,621,000","292,819,000","178,561,000","174,291,000","153,799,000","139,448,000","121,276,000","107,532,000","85,597,000","64,117,000","54,721,000","47,387,000","37,591,000","25,854,000","22,230,000","22,285,000","21,007,199","17,598,093"
		NetPPE,"276,099,000","281,122,000","289,609,000","281,300,000","287,172,000","295,195,000","304,566,000","296,579,000","301,052,000","304,179,000","303,770,000","284,352,000","282,218,000","167,109,000","165,885,000","144,800,000","129,221,000","109,705,000","98,151,000","75,746,000","62,480,000","52,432,000","45,275,000","35,926,000","25,173,000","21,529,000","21,554,000","20,300,783","16,879,567"
			GrossPPE,"377,525,000","378,595,000","380,701,000","368,600,000","368,787,000","371,153,000","375,312,000","360,390,000","360,148,000","357,434,000","351,665,000","327,878,000","320,118,000","201,312,000","196,684,000","172,541,000","154,229,000","132,444,000","118,732,000","94,507,000","79,541,000","67,961,000","59,339,000","48,746,000","36,930,000","32,436,000","31,642,000","29,582,658","25,024,125"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"4,486,000","4,486,000","4,486,000","4,486,000","4,486,000","4,486,000","4,486,000","4,486,000","4,486,000","4,486,000","4,486,000","4,486,000","4,486,000","4,486,000","3,055,000","3,055,000","3,055,000","3,055,000","3,055,000","3,055,000","3,055,000","2,986,000","2,867,000","2,196,000","1,107,000","1,107,000","1,107,000","1,106,809","1,106,809"
				BuildingsAndImprovements,"35,359,000","35,359,000","35,344,000","35,346,000","35,342,000","35,344,000","35,905,000","35,905,000","35,903,000","35,903,000","37,151,000","36,486,000","36,475,000","71,469,000","73,943,000","43,968,000","36,638,000","33,906,000","26,882,000","23,735,000","18,576,000","16,178,000","13,699,000","13,195,000","8,996,000","8,991,000","8,991,000","8,990,938","8,990,938"
				MachineryFurnitureEquipment,"97,365,000","96,300,000","95,158,000","96,652,000","96,545,000","96,639,000","95,165,000","88,209,000","84,272,000","82,405,000","78,823,000","75,903,000","71,091,000","66,645,000","58,027,000","48,453,000","37,069,000","33,451,000","29,798,000","26,161,000","23,919,000","20,470,000","18,799,000","15,928,000","14,301,000","13,842,000","12,747,000","12,249,087","9,035,929"
				OtherProperties,"185,457,000","188,779,000","192,499,000","178,080,000","181,917,000","185,643,000","189,848,000","174,141,000","177,999,000","181,327,000","178,434,000","161,080,000","158,624,000","13,051,000","11,293,000","6,160,000","5,877,000","5,850,000","5,789,000","4,301,000","4,179,000","3,939,000","3,949,000","3,676,000","2,516,000","2,380,000","2,380,000","2,115,870","1,724,157"
				ConstructionInProgress,"6,733,000","5,578,000","6,226,000","7,393,000","3,518,000","1,590,000","2,919,000","14,535,000","13,933,000","10,795,000","11,660,000","9,762,000","12,324,000","12,896,000","20,200,000","43,014,000","45,280,000","35,197,000","33,270,000","20,481,000","14,290,000","11,636,000","8,439,000","5,589,000","4,393,000","499,000","1,282,000","265,182","114,362"
				Leases,"48,125,000","48,093,000","46,988,000","46,643,000","46,979,000","47,451,000","46,989,000","43,114,000","43,555,000","42,518,000","41,111,000","40,161,000","37,118,000","32,765,000","30,166,000","27,891,000","26,310,000","20,985,000","19,938,000","16,774,000","15,522,000","12,752,000","11,586,000","8,162,000","5,617,000","5,617,000","5,135,000","4,854,772","4,051,930"
			AccumulatedDepreciation,"-101,426,000","-97,473,000","-91,092,000","-87,300,000","-81,615,000","-75,958,000","-70,746,000","-63,811,000","-59,096,000","-53,255,000","-47,895,000","-43,526,000","-37,900,000","-34,203,000","-30,799,000","-27,741,000","-25,008,000","-22,739,000","-20,581,000","-18,761,000","-17,061,000","-15,529,000","-14,064,000","-12,820,000","-11,757,000","-10,907,000","-10,088,000","-9,281,875","-8,144,558"
		GoodwillAndOtherIntangibleAssets,"643,000","648,000","653,000","657,000","662,000",,,,,,"689,000","694,000","402,000","402,000","402,000","402,000","402,000","402,000","402,000","402,000","402,000","402,000","402,000","402,000","402,000","402,000","402,000","402,011","402,011"
			Goodwill,"402,000","402,000","402,000","402,000","402,000",,,,,,"402,000","402,000","402,000","402,000","402,000","402,000","402,000","402,000","402,000","402,000","402,000","402,000","402,000","402,000","402,000","402,000","402,000","402,011","402,011"
			OtherIntangibleAssets,"241,000","246,000","251,000","255,000","260,000",,,,,,"287,000","292,000",,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"6,066,000","6,554,000","6,598,000","6,729,000","6,346,000","6,111,000","6,022,000","6,004,000","5,701,000","6,432,000","6,499,000","6,239,000","6,267,000","6,295,000","6,323,000","6,323,000","6,323,000","6,323,000","6,323,000",,,,,,,,,,
			InvestmentinFinancialAssets,"6,066,000","6,554,000","6,598,000","6,729,000","6,346,000","6,111,000","6,022,000","6,004,000","5,701,000","6,432,000","6,499,000","6,239,000","6,267,000","6,295,000","6,323,000","6,323,000","6,323,000","6,323,000","6,323,000",,,,,,,,,,
				AvailableForSaleSecurities,"6,066,000","6,554,000","6,598,000","6,729,000","6,346,000","6,111,000","6,022,000","6,004,000","5,701,000","6,432,000","6,499,000","6,239,000","6,267,000","6,295,000","6,323,000","6,323,000","6,323,000","6,323,000","6,323,000",,,,,,,,,,
		NonCurrentDeferredAssets,"4,122,000","2,949,000","2,866,000","2,606,000","2,493,000",,,,,,,,,,,,,,,,,,,"197,000",,,,,
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,"197,000",,,,,
		OtherNonCurrentAssets,"1,730,000","1,756,000","1,863,000","2,017,000","912,000","3,961,000","1,271,000","1,807,000","1,869,000","1,247,000","2,896,000","5,336,000","3,932,000","4,755,000","1,681,000","2,274,000","3,502,000","4,846,000","2,656,000","9,449,000","1,235,000","1,887,000","1,710,000","1,066,000","279,000","299,000","329,000","304,405","316,515"
TotalLiabilitiesNetMinorityInterest,"281,404,000","292,832,000","302,894,000","261,256,000","290,221,000","324,479,000","385,987,000","338,783,000","344,761,000","297,944,000","365,139,000","280,795,000","268,099,000","136,649,000","181,866,000","125,145,000","110,617,000","83,753,000","133,614,000","61,730,000","45,194,000","42,179,000","56,106,000","35,525,000","25,095,000","30,134,000","67,982,000","36,897,099","32,687,611"
