name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
	NetIncome,"19,186,000","1,377,000","8,894,000","6,107,000","2,808,000","-706,000","1,787,000","1,333,000","3,017,000","2,937,000","2,947,000","2,033,000","2,162,000","2,350,000","2,622,000","2,591,000","2,418,000","1,921,000","3,307,000","2,200,000","1,504,000","353,000","209,000","532,000","-227,000","-444,000","-1,200,000","-322,000","-493,000","-896,000","525,000","258,000","-5,553,000","-1,430,000","-4,543,000","-738,000","-1,716,000","-304,000","402,000","358,000","473,000","320,000","599,000","591,000","484,000","-110,000","20,000","368,000","29,536","-66,588","264,258","458,640","708,622","950,792","-3,140,088","205,837","1,852,212","1,192,991","933,656","614,465","351,548","231,681","-227,619","22,892","1,910","-64,825","-152,950","129,410","75,416","56,080","-322,914","-284,218","-188,129","-186,992","-11,676","-31,067","-28,348","-36,306","-49,897","-21,268","732","-52,166","-16,590","-19,801","-56,805","-655,011","-419,665","-341,747","0","0","-25,280","-30","-92","-91","-14,457","-1,082","-1,211"
		NetIncomeIncludingNoncontrollingInterests,"19,186,000","1,377,000","8,894,000","6,107,000","2,808,000","-706,000","1,787,000","1,333,000","3,017,000","2,937,000","2,947,000","2,033,000","2,162,000","2,350,000","2,622,000","2,591,000","2,418,000","1,921,000","3,307,000","2,200,000","1,504,000","353,000","209,000","532,000","-227,000","-444,000","-1,205,000","-324,000","-501,000","-904,000","503,000","268,000","-5,559,000","-1,444,000","-4,554,000","-749,000","-1,727,000","-310,000","397,000","358,000","473,000","320,000","599,000","591,000","484,000","-110,000","20,000","368,000","29,536","-66,588","264,258","458,640","708,622","950,792","-3,140,088","205,837","1,852,212","1,192,991","933,656","614,465","351,548","231,681","-227,619","22,892","1,910","-64,825","-152,950","129,410","75,416","56,080","-322,914","-284,218","-188,129","-186,992","-11,676","-31,067","-28,348","-36,306","-49,897","-21,268","770","-52,166","-16,590","-19,801","-56,805","-655,011","-419,665","-341,747","0","0","-25,280","-30","-92","-91","-14,457","-1,082","-1,211"
			NetIncomeContinuousOperations,"19,186,000","1,377,000","8,894,000","6,107,000","2,808,000","-706,000","1,787,000","1,333,000","3,017,000","2,937,000","2,947,000","2,033,000","2,162,000","2,350,000","2,622,000","2,591,000","2,418,000","1,921,000","3,307,000","2,200,000","1,504,000","353,000","209,000","532,000","-227,000","-444,000","-1,205,000","-324,000","-501,000","-904,000","503,000","268,000","-5,559,000","-1,444,000","-4,554,000","-749,000","-1,727,000","-310,000","397,000","358,000","473,000","320,000","599,000","591,000","484,000","-110,000","20,000","368,000","29,536","-66,588","264,258","458,640","708,622","950,792","-3,140,088","205,837","1,852,212","1,192,991","933,656","614,465","351,548","231,681","-227,619","22,892","1,910","-64,825","-152,950","129,410","75,416","56,080","-322,914","-284,218","-188,129","-186,992","-11,676","-31,067","-28,348","-36,306","-49,897","-21,268","732","-52,166","-16,590","-19,801","-56,805","-655,011","-419,665","-341,747","0","0","-25,280","-30","-92","-91","-14,457","-1,082","-1,211"
		MinorityInterests,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0",,,,"0","5,000","2,000","8,000","8,000","22,000","-10,000","6,000","14,000","11,000","11,000","11,000","6,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-38",,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,"-75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"19,186,000","1,377,000","8,894,000","6,107,000","2,808,000","-706,000","1,787,000","1,333,000","3,017,000","2,937,000","2,947,000","2,033,000","2,162,000","2,350,000","2,622,000","2,591,000","2,418,000","1,921,000","3,307,000","2,200,000","1,504,000","353,000","209,000","532,000","-227,000","-444,000","-1,200,000","-322,000","-493,000","-896,000","525,000","258,000","-5,553,000","-1,430,000","-4,543,000","-738,000","-1,716,000","-304,000","402,000","358,000","473,000","320,000","599,000","591,000","484,000","-110,000","20,000","368,000","29,536","-66,588","264,258","458,640","708,622","950,792","-3,140,088","205,837","1,852,212","1,192,991","933,656","614,465","351,548","231,681","-227,619","22,892","1,910","-64,825","-152,950","129,410","75,416","56,080","-322,914","-284,218","-188,129","-186,992","-11,676","-31,067","-28,348","-36,306","-49,897","-21,268","732","-52,166","-16,590","-19,801","-56,805","-655,011","-419,665","-341,747","0","0","-25,280","-30","-92","-91","-14,457","-1,082","-1,211"
BasicEPS,,"0.03","0.23","0.164","0.073","-0.018",,"0.036","0.082","0.082","0.082","0.055","0.064","0.064","0.073","0.073","0.064","0.055","0.091","0.064","0.045","0.009",,"0.018","-0.009","-0.009",,"-0.009","-0.018","-0.027",,"0.009","-0.164","-0.045",,"-0.018","-0.055","-0.009",,"0.009","0.018","0.009",,"0.018","0.018","0",,"0.009","0.001","0",,"0.018","0.018","0.027",,"0.009","0.055","0.036",,"0.018","0.009","0.009",,"0","0","0",,"0.009","0","0",,"-0.009","-0.009","-0.009","-0.027",,"-0.001","0","-0.009","-0.188","3.636",,"-10.56","-12.604","-36.46",,"-286.364","-316.364","0",,"-9.041","-0","-0",,"-0","-0","-0"
DilutedEPS,,"0.03","0.23","0.155","0.073","-0.018",,"0.036","0.082","0.082","0.082","0.055","0.055","0.064","0.073","0.073","0.064","0.055","0.091","0.064","0.045","0.009",,"0.018","-0.009","-0.009",,"-0.009","-0.018","-0.027",,"0.009","-0.164","-0.045",,"-0.018","-0.055","-0.009",,"0.009","0.018","0.009",,"0.018","0.018","0",,"0.009","0.001","0",,"0.018","0.018","0.027",,"0.009","0.055","0.036",,"0.018","0.009","0.009",,"0","0","0",,"0.005","0","0",,"-0.009","-0.009","-0.009","-0.027",,"-0.001","0","-0.009","-0.188","3.636",,"-10.56","-12.604","-36.46",,"-286.364","-316.364","0",,"-9.041","-0","-0",,"-0","-0","-0"
BasicAverageShares,,"39,765,000","38,411,000","38,244,800","38,291,000","38,320,700",,"37,934,600","36,611,300","36,204,300","35,979,900","35,739,000","35,558,600","35,456,300","35,500,300","35,773,100","35,882,000","35,861,100","36,114,100","35,559,700","35,252,800","35,253,332",,"34,398,357","34,398,357","34,398,357",,"34,398,357","34,398,357","34,398,357",,"34,337,378","34,288,357","34,288,357",,"34,263,057","34,263,057","34,263,057",,"34,243,998","34,201,090","33,969,947",,"33,873,694","33,832,388","33,694,122",,"33,626,385","33,564,613","33,547,049",,"33,095,462","32,994,900","32,898,478",,"32,242,342","32,045,440","30,489,202",,"29,488,483","29,069,702","28,942,002",,"26,505,122","25,604,916","25,529,622",,"25,455,463","25,381,426","25,377,414",,"25,342,907","24,774,139","24,418,806","19,711,387",,"23,290,979","22,410,986","11,411,049","113,042","126,618",,"1,571","1,571","1,558",,"1,467","1,081","2,796",,"2,796","27,966,748","35,499,200",,"35,499,200","35,499,200","35,499,200"
DilutedAverageShares,,"41,188,000","39,170,000","39,042,300","39,141,300","38,320,700",,"39,023,600","37,899,400","37,624,400","37,511,100","37,483,600","37,348,300","37,093,100","37,022,700","37,324,100","37,585,900","37,855,400","37,855,400","36,899,500","36,588,200","36,107,207",,"34,584,578","34,398,357","34,398,357",,"34,398,357","34,398,357","34,398,357",,"34,337,378","34,288,357","34,288,357",,"34,263,057","34,263,057","34,263,057",,"34,448,519","34,374,017","34,141,158",,"34,114,313","34,128,025","33,694,122",,"33,733,770","33,773,238","33,547,049",,"33,310,233","33,375,085","33,538,041",,"34,832,612","33,305,472","32,266,262",,"32,265,587","30,605,669","30,139,750",,"26,730,427","25,978,053","25,529,622",,"25,722,265","25,561,742","25,450,213",,"25,342,907","24,774,139","24,418,806","19,711,387",,"23,290,979","22,410,986","11,411,049","129,542","126,618",,"1,571","1,571","1,558",,"1,467","1,081","2,796",,"2,796","27,966,748","37,024,900",,"37,024,900","37,024,900","37,024,900"
TotalOperatingIncomeAsReported,"25,353,000","1,906,000","11,586,000","8,046,000","3,815,000","-1,081,000","2,297,000","1,409,000","4,085,000","2,458,000","3,731,000","2,495,000","2,584,000","2,256,000","2,880,000","2,820,000","2,715,000","1,955,000","3,591,000","2,935,000","1,934,000","483,000","518,000","622,000","-150,000","-350,000","-1,120,000","-226,000","-363,000","-772,000","600,000","412,000","-5,424,000","-1,286,000","-3,612,000","-1,068,000","-2,564,000","-356,000","607,000","712,000","932,000","486,000","1,238,000","1,103,000","899,000","-139,000","773,000","625,000","129,919","32,602","484,498","886,830","1,106,622","1,335,868","-4,524,562","413,168","2,692,523","71,640","1,286,323","856,144","580,401","439,464","-117,209","34,087","19,645","-51,507","-268,730","133,743","81,648","59,764","-359,499","-250,395","-188,007","-170,924","-11,676","-6,319","-1,809","-6,836","-20,492","-21,268","1,148","18,527","-3,896","-7,476","-48,405","-624,718","-419,665","-341,747","0","0","-25,280","-30","-92","-91","-13,339","1,080","1,008"
TotalExpenses,"111,904,000","29,177,000","28,780,000","26,740,000","27,207,000","25,208,000","23,308,000","18,617,000","15,178,000","12,770,000","10,431,000","9,322,000","7,713,000","6,940,000","6,457,000","5,311,000","4,858,000","4,921,000","4,543,000","3,885,000","3,108,000","2,953,000","2,405,000","3,005,000","3,436,000","3,827,000","3,838,000","2,893,000","3,436,000","3,955,000","1,596,000","3,992,000","6,773,000","4,453,000","6,965,000","6,259,000","8,036,000","8,024,000","9,987,000","9,390,000","9,094,000","8,458,000","8,455,000","8,324,000","7,496,000","6,772,000","6,038,000","6,032,000","5,611,752","4,842,795","4,927,107","3,803,885","3,239,966","2,896,466","3,996,462","3,089,826","2,355,112","3,669,388","1,815,545","1,248,302","924,806","897,267","864,280","709,700","541,215","556,598","788,972","470,398","507,835","485,179","649,745","617,179","524,712","433,865","11,676","6,319","1,809","6,836","20,492","21,268","3,531","-18,527","3,896","7,476","48,405","649,913","530,877","423,930","0","0","25,280","30","92","91","16,598","3,375","3,694"
NetIncomeFromContinuingAndDiscontinuedOperation,"19,186,000","1,377,000","8,894,000","6,107,000","2,808,000","-706,000","1,787,000","1,333,000","3,017,000","2,937,000","2,947,000","2,033,000","2,162,000","2,350,000","2,622,000","2,591,000","2,418,000","1,921,000","3,307,000","2,200,000","1,504,000","353,000","209,000","532,000","-227,000","-444,000","-1,200,000","-322,000","-493,000","-896,000","525,000","258,000","-5,553,000","-1,430,000","-4,543,000","-738,000","-1,716,000","-304,000","402,000","358,000","473,000","320,000","599,000","591,000","484,000","-110,000","20,000","368,000","29,536","-66,588","264,258","458,640","708,622","950,792","-3,140,088","205,837","1,852,212","1,192,991","933,656","614,465","351,548","231,681","-227,619","22,892","1,910","-64,825","-152,950","129,410","75,416","56,080","-322,914","-284,218","-188,129","-186,992","-11,676","-31,067","-28,348","-36,306","-49,897","-21,268","732","-52,166","-16,590","-19,801","-56,805","-655,011","-419,665","-341,747","0","0","-25,280","-30","-92","-91","-14,457","-1,082","-1,211"
NormalizedIncome,"19,186,000","1,377,000","8,894,000","6,107,000","2,808,000","-706,000","1,787,000","1,333,000","3,017,000","2,937,000","2,947,000","2,033,000","2,162,000","1,690,000","2,622,000","2,591,000","2,418,000","1,921,000","3,307,000","2,200,000","1,504,000","353,000","209,000","532,000","-227,000","-444,000","-1,200,000","-322,000","-493,000","-896,000","525,000","258,000","-5,553,000","-1,430,000","-4,543,000","-738,000","-1,716,000","-304,000","402,000","361,659.284","477,550","320,000","599,000","591,000","482,700","-110,000","20,000","368,000","28,746.25","-55,169.45","264,258","474,935.5","667,214.071","865,046.259","-3,140,088","205,985.85","1,833,636.012","1,192,991","933,656","614,465","351,548","231,681","-227,619","22,892","1,910","-64,825","-152,950","129,410","75,416","56,080","-322,914","-284,218","-188,129","-186,992","-11,676","-31,067","-28,348","-36,306","-49,897","-21,268","732","-52,166","-16,590","-19,801","-56,805","-655,011","-419,665","-341,747","0","0","-25,280","-30","-92","-91","-14,457","-1,082","-1,211"
InterestIncome,,,,,,,,,,,,"1,000",,,,,,,"0",,,,,,,,,,,,,,,,,,,,"3,000","0","0",,"0","0","1,000","0","0","2,000","3,169","404","1,127","197","1,744","1,061","-5,510","4,863","210","861",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","129","152","70"
InterestExpense,"210,000","124,000","23,000","18,000","45,000","9,000",,,"5,000",,"6,000",,"0","0","1,000","1,000","37,000","115,000","244,000","691,000","394,000","121,000","90,000","90,000","77,000","94,000","135,000","98,000","138,000","132,000","65,000","169,000","144,000","158,000","127,000","136,000","214,000","130,000","142,000","119,000","81,000","93,000","235,000","87,000","80,000","58,000","38,000","45,000","52,767","79,027","52,367","38,317","40,045","34,261","35,016","6,965","7,722","15,917","9,525","14,679","98,553",,"113,244","11,195","17,735","13,318","23,088",,"6,232","3,684","-17,645",,"6,497","16,068",,"24,748",,,"29,405",,,"70,693","12,694","12,325","8,400",,,,,"0","0","0","0","0","1,247","2,314","2,289"
NetInterestIncome,"-210,000","-124,000","-23,000","-18,000","-45,000","-9,000","-5,000","-5,000","-5,000","-4,000","-6,000","1,000","0","0","-1,000","-1,000","-37,000","-115,000","-244,000","-691,000","-394,000","-121,000","-90,000","-90,000","-77,000","-94,000","-135,000","-98,000","-138,000","-132,000","-65,000","-169,000","-144,000","-158,000","-127,000","-136,000","-214,000","-130,000","-139,000","-119,000","-81,000","-93,000","-235,000","-87,000","-79,000","-58,000","-38,000","-43,000","-49,598","-78,623","-51,240","-38,120","-38,301","-33,200","-40,526","-2,102","-7,512","-15,056","-9,501","-14,679","-98,553",,"-111,874","-11,195","-17,735","-13,318","-22,854",,"-6,232","-3,684","19,006",,"-6,497","-16,068",,"-24,748",,,"-29,405",,,"-70,693","-12,694","-12,325","-8,400",,,,,"0","0","0","0","0","-1,118","-2,162","-2,219"
EBIT,"25,553,000","2,106,000","11,586,000","8,046,000","3,815,000","-1,081,000","2,220,000","1,409,000","4,085,000","2,458,000","4,611,000","2,495,000","2,584,000","3,136,000","2,880,000","2,820,000","2,715,000","1,955,000","3,591,000","2,935,000","1,934,000","483,000","314,000","622,000","-150,000","-350,000","-1,127,000","-226,000","-363,000","-772,000","519,000","437,000","-5,415,000","-1,286,000","-3,607,000","-1,068,000","-2,486,000","-362,000","654,000","706,000","925,000","486,000","1,238,000","1,103,000","902,000","-139,000","773,000","627,000","134,303","15,439","485,625","861,957","1,174,667","1,466,053","-4,524,562","413,168","2,692,523","71,640","1,286,323","856,144","580,401","439,464","-117,209","34,087","19,645","-51,507","-268,730","133,743","81,648","59,764","-359,499","-250,395","-188,007","-170,924","-11,676","-6,319","-1,809","-6,836","-20,492","-21,268","1,148","18,527","-3,896","-7,476","-48,405","-624,718","-419,665","-341,747","0","0","-25,280","-30","-92","-91","-13,210","1,232","1,078"
EBITDA,"28,081,000"
ReconciledCostOfRevenue,"28,356,000","6,921,000","7,331,000","6,837,000","7,267,000","5,886,000","5,659,000","4,296,000","4,061,000","3,401,000","2,821,000","2,261,000","1,948,000","1,784,000","1,831,000","1,641,000","1,330,000","1,236,000","1,530,000","1,347,000","1,020,000","923,000","714,000","880,000","941,000","983,000","1,576,000","950,000","1,166,000","1,245,000","1,406,000","1,383,000","3,826,000","997,000","2,520,000","1,546,000","1,883,000","2,191,000","2,955,000","2,216,000","1,786,000","1,813,000","2,265,000","1,935,000","1,727,000","1,444,000","1,558,000","1,426,000","1,222,153","995,793","1,636,815","897,228","776,644","482,661","1,051,110","453,598","278,212","394,287","287,879","142,035","175,747","102,703","70,525","95,474","17,482","49,954","109,340","23,899","89,277","87,112","75,824","61,194","54,528","46,098",,,,,,,"3,015",,"0","0","0","173,599","24,254","67,600",,"0","0","0","0","0","1,629","2,229","2,350"
ReconciledDepreciation,"2,528,000","729,000","597,000","595,000","607,000","487,000","530,000","505,000","285,000","252,000",,,,,,,,,,,,,,,,,,,,,"191,000","160,000","153,000","156,000","192,000","200,000","219,000","228,000","232,000","230,000","237,000","213,000","212,000","205,000","196,000","193,000","183,000","189,813","189,622","211,565","178,684","183,025","161,574","154,124","167,983","103,328","88,012","77,168","53,515","61,180","228,789","26,770","160,759","38,196","17,047","29,026","15,938","32,059","774","16,027","12,085","9,839","14,244","8,614",,,,,,,"27",,"3,405","3,405","3,405","5,953","2,556","2,556","0","0","0","30","92","91","92","91","92"
NetIncomeFromContinuingOperationNetMinorityInterest,"19,186,000","1,377,000","8,894,000","6,107,000","2,808,000","-706,000","1,787,000","1,333,000","3,017,000","2,937,000","2,947,000","2,033,000","2,162,000","2,350,000","2,622,000","2,591,000","2,418,000","1,921,000","3,307,000","2,200,000","1,504,000","353,000","209,000","532,000","-227,000","-444,000","-1,200,000","-322,000","-493,000","-896,000","525,000","258,000","-5,553,000","-1,430,000","-4,543,000","-738,000","-1,716,000","-304,000","402,000","358,000","473,000","320,000","599,000","591,000","484,000","-110,000","20,000","368,000","29,536","-66,588","264,258","458,640","708,622","950,792","-3,140,088","205,837","1,852,212","1,192,991","933,656","614,465","351,548","231,681","-227,619","22,892","1,910","-64,825","-152,950","129,410","75,416","56,080","-322,914","-284,218","-188,129","-186,992","-11,676","-31,067","-28,348","-36,306","-49,897","-21,268","732","-52,166","-16,590","-19,801","-56,805","-655,011","-419,665","-341,747","0","0","-25,280","-30","-92","-91","-14,457","-1,082","-1,211"
TotalUnusualItemsExcludingGoodwill,,,,,,,"0","0","0",,"0","0","0","880,000",,,,,,,,,,,,"0","-7,000","0","0",,"2,114,000",,"9,000",,"5,000","0","78,000","-6,000","44,000","-6,000","-7,000",,"0","0","2,000","0","0","0","1,215","-17,567","0","-25,070","66,301","129,124","0","-229","27,201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalUnusualItems,,,,,,,"0","0","0",,"0","0","0","880,000",,,,,,,,,,,,"0","-7,000","0","0",,"2,114,000",,"9,000",,"5,000","0","78,000","-6,000","44,000","-6,000","-7,000",,"0","0","2,000","0","0","0","1,215","-17,567","0","-25,070","66,301","129,124","0","-229","27,201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NormalizedEBITDA,"28,081,000","2,835,000","12,183,000","8,641,000","4,422,000","-594,000","2,750,000","1,914,000","4,370,000","2,710,000","4,611,000","2,495,000","2,584,000","2,256,000","2,880,000","2,820,000","2,715,000","1,955,000","3,591,000","2,935,000","1,934,000","483,000","314,000","622,000","-150,000","-350,000","-1,127,000","-226,000","-363,000","-772,000","710,000","597,000","-5,262,000","-1,130,000","-3,415,000","-868,000","-2,267,000","-134,000","886,000","942,000","1,169,000","699,000","1,450,000","1,308,000","1,096,000","54,000","956,000","816,813","322,710","244,571","664,309","1,070,052","1,269,940","1,491,053","-4,356,579","516,725","2,753,334","148,808","1,339,838","917,324","809,190","469,302","43,550","72,283","36,692","-22,481","-252,792","165,802","98,449","75,791","-347,414","-240,556","-173,763","-162,310","-11,676","-6,319","-1,809","-6,836","-20,492","-21,268","1,175","18,527","-491","-4,071","-45,000","-618,765","-417,109","-339,191","0","0","-25,280","0","0","0","-13,118","1,324","1,170"
TaxRateForCalcs,"0.243","0.3","0.231","0.24","0.255","0.35","0.193","0.05","0.26","0.27","0.209","0.185","0.163","0.25","0.089","0.081","0.097","0.27","0.012","0.02","0.02","0.02","0.4","0","0","0","0.045","0","0","0","0.35","0","0","0","0.35","0.38","0.36","0.37","0.225","0.39","0.35","0.186","0.4","0.35","0.35","0.35","0.35","0.368","0.35","0.35","0.39","0.35","0.375","0.336","0.312","0.35","0.317","0.304","0.271","0.27","0.27","0.27","0.4","0.4","0.4","0","0","0.4","0.4","0.4","0.059","0","0.033","0","0.4","0.4","0","0","0","0","0.329","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","220,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-2,340.716","-2,450","0","0","0","700","0","0","0","425.25","-6,148.45","0","-8,774.5","24,893.071","43,378.259","0","-80.15","8,625.012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
