name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004
TotalRevenue,"96,715,000","7,829,000","24,284,000","28,726,000","35,877,000","45,945,000","37,103,000","37,167,000","6,519,000","-143,675,000","3,935,000","15,191,000","28,761,000","36,199,000","1,030,000","31,380,000","15,421,000","20,863,000","10,444,000","29,933,000","27,920,000","8,029,000","9,888,000","40,920,000","-41,323,000","-25,774,000","-26,493,000","-2,153,000","5,415,000","-12,816,000","-18,373,000","41,972,000","64,185,000","70,506,000","105,849,000","76,174,000","20,059,000","69,117,000","-19,766,000","83,832,000","80,333,000","-340,142,000","83,815,000","93,981,000","94,592,000","-71,695,000","94,318,000","91,499,000","78,248,000","23,135,000","85,617,000","84,403,000","82,561,000","-893,125,000","97,525,000","103,547,000","90,959,000","-261,365,000","84,488,000","79,069,000","74,550,000","146,539,000","67,058,000","57,473,000","49,023,000","27,675,000","37,425,000","33,594,000","26,734,000","21,321,000","14,816,000","7,865,000","3,805,000"
	OperatingRevenue,"96,715,000","7,829,000","24,284,000","28,726,000","35,877,000","45,945,000","37,103,000","37,167,000","6,519,000","-143,675,000","3,935,000","15,191,000","28,761,000","36,199,000","1,030,000","31,380,000","15,421,000","20,863,000","10,444,000","29,933,000","27,920,000","8,029,000","9,888,000","40,920,000","-41,323,000","-25,774,000","-26,493,000","-2,153,000","5,415,000","-12,816,000","-18,373,000","41,972,000","64,185,000","70,506,000","105,849,000","76,174,000","20,059,000","69,117,000","-19,766,000","83,832,000","80,333,000","-340,142,000","83,815,000","93,981,000","94,592,000","-71,695,000","94,318,000","91,499,000","78,248,000","23,135,000","85,617,000","84,403,000","82,561,000","-893,125,000","97,525,000","103,547,000","90,959,000","-261,365,000","84,488,000","79,069,000","74,550,000","146,539,000","67,058,000","57,473,000","49,023,000","27,675,000","37,425,000","33,594,000","26,734,000","21,321,000","14,816,000","7,865,000","3,805,000"
CostOfRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,
GrossProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83,832,000","80,333,000","85,196,000","83,815,000","93,981,000","94,592,000","94,714,000","94,318,000","91,499,000","78,248,000","87,657,000","85,617,000","84,403,000","82,561,000","85,273,000","97,525,000","103,547,000","90,959,000",,,,,,,,,,,,,,,,
OperatingExpense,"14,351,000","3,590,000","3,743,000","3,285,000","3,733,000","3,533,000","3,937,000","3,878,000","3,524,000","3,572,000","3,649,000","8,123,000","4,932,000","4,354,000","2,208,000","3,351,000","2,171,000","236,000","4,611,000","-1,854,000","-861,000","-23,000","-1,402,000","-194,000","763,000","-2,377,000","-721,000","-406,000","-975,000","-1,086,000","1,079,000","5,000","-451,000","601,000","111,000","-251,000","1,255,000","3,297,000","2,978,000","26,821,000","26,024,000","-71,924,000","28,351,000","31,104,000","30,979,000","-76,893,000","30,759,000","30,565,000","27,527,000","-74,824,000","30,483,000","28,604,000","28,163,000","-83,675,000","31,079,000","32,652,000","30,729,000","-98,330,000","49,729,000","24,532,000","34,249,000","-78,741,000","32,384,000","77,606,000","63,541,000","-50,497,000","17,043,000","14,320,000","865,000","2,528,000","21,771,000","8,745,000","7,255,000"
	SellingGeneralAndAdministration,"14,941,000","3,773,000","3,851,000","3,508,000","3,809,000","3,634,000","4,014,000","3,978,000","3,634,000","3,710,000","3,747,000","3,847,000","5,030,000","4,377,000","4,221,000","5,381,000","4,171,000","5,015,000","3,955,000","3,312,000","4,232,000","5,029,000","3,928,000","5,192,000","6,564,000","2,885,000","4,337,000","4,375,000","3,597,000","2,653,000","4,877,000","4,142,000","3,721,000","4,038,000","3,507,000","3,083,000","3,229,000","3,297,000","2,978,000","26,821,000","26,024,000","-71,924,000","28,351,000","31,104,000","30,979,000","-76,893,000","30,759,000","30,565,000","27,527,000","-74,799,000","29,240,000","28,604,000","28,163,000","-83,351,000","30,320,000","32,698,000","30,815,000","4,892,000","1,118,000","16,075,000","14,346,000","-25,148,000","11,841,000","10,666,000","9,594,000","-13,510,000","7,128,000","6,254,000","1,233,000","1,333,000","1,233,000","824,000","902,000"
		GeneralAndAdministrativeExpense,"14,941,000","3,773,000","3,851,000","3,508,000","3,809,000","3,634,000","4,014,000","3,978,000","3,634,000","3,710,000","3,747,000","3,847,000","5,030,000","4,377,000","4,221,000","5,381,000","4,171,000","5,015,000","3,955,000","3,312,000","4,232,000","5,029,000","3,928,000","5,192,000","6,564,000","2,885,000","4,337,000","4,375,000","3,597,000","2,653,000","4,877,000","4,142,000","3,721,000","4,038,000","3,507,000","3,083,000","3,229,000","3,297,000","2,978,000",,,,,,,,,,,,,,,,,,,"4,892,000","1,118,000","16,075,000","14,346,000","-25,148,000","11,841,000","10,666,000","9,594,000","-13,510,000","7,128,000","6,254,000","1,233,000","1,333,000","1,233,000","824,000","902,000"
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,736,000","1,918,000","2,811,000","1,035,000","1,482,000","1,531,000","2,086,000","794,000","1,066,000","1,347,000","1,545,000","1,333,000","1,233,000","824,000","902,000"
			OtherGandA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,902,000","-618,000","14,157,000","11,535,000","-29,439,000","10,359,000","9,135,000","7,508,000","-16,618,000","6,062,000","4,907,000","-312,000",,,,
	OtherTaxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-25,000","1,243,000",,,"-334,000","854,000",,,"69,428,000",,,,,,"-21,917,000","-18,486,000","-13,831,000",,,"-12,549,000","-5,762,000","-5,708,000","-5,626,000","-5,284,000"
