name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991
TotalAssets,"4,722,650,000","4,821,544,000","4,613,120,000","4,534,446,000","4,351,863,000","4,369,410,000","4,273,688,000","4,080,028,000","3,934,986,000","3,995,568,000","3,892,418,000","3,758,703,000","3,704,042,000","3,545,283,000","3,489,312,000","3,321,082,000","3,144,004,000","3,068,424,000","2,956,170,000","2,840,198,000","2,745,010,000","2,696,247,000","2,684,348,000","2,659,802,000","2,515,440,000","2,466,504,000","2,474,485,000","2,378,067,000","2,340,384,000","2,236,237,000","2,188,539,000","2,124,063,000","2,031,768,000","1,932,089,000","1,904,679,000","1,854,730,000","1,761,192,000","1,712,514,000","1,714,622,000","1,639,644,000","1,574,192,000","1,513,074,000","1,473,198,000","1,409,504,000","1,383,902,000","1,239,881,000","1,219,081,000","1,202,881,000","1,192,969,000","1,159,278,000","1,174,762,000","1,144,592,000","1,109,053,000","1,074,905,000","1,076,458,000","1,054,106,000","1,007,732,000","981,048,000","981,939,000","956,704,000","933,637,000","892,193,000","889,887,000","865,805,000","709,720,000","641,648,000","640,088,000","610,669,000","566,136,000","509,367,000","502,174,000","496,440,000","453,821,000","434,559,000","435,816,000","414,236,000","397,224,000","389,478,000","351,998,000","334,966,000","317,482,000","310,840,000","310,635,000","305,949,000","303,112,000","296,591,000","291,966,000","271,386,000","258,721,000","257,579,000","247,760,000","237,746,000","235,933,000","241,799,000","242,842,000","216,607,000","211,159,000","191,061,000","193,409,000","184,652,000","172,779,000","170,726,000","173,600,000","165,299,000","151,841,000","143,300,000","144,000,000","134,500,000","123,300,000","125,700,000","126,700,000","122,000,000","115,300,000","110,700,000","97,800,000","91,400,000","92,500,000","91,300,000","88,000,000","84,900,000","78,500,000","69,700,000"
	CurrentAssets,"1,280,957,000","1,383,787,000","1,278,852,000","1,311,115,000","1,223,261,000","1,243,339,000","1,138,496,000","968,570,000","831,006,000","866,834,000","806,978,000","741,420,000","783,878,000","706,229,000","696,315,000","647,585,000","615,450,000","584,653,000","513,095,000","444,612,000","425,074,000","382,622,000","389,155,000","371,859,000","355,624,000","381,730,000","436,206,000","421,665,000","499,893,000","433,143,000","394,601,000","382,373,000","388,974,000","332,979,000","333,276,000","324,082,000","324,964,000","275,028,000","305,739,000","301,158,000","327,900,000","331,852,000","318,589,000","296,136,000","330,337,000","222,582,000","221,063,000","206,832,000","194,007,000","174,175,000","195,843,000","193,804,000","188,225,000","209,230,000","262,510,000","260,966,000","238,504,000","216,277,000","219,098,000","211,304,000","234,170,000","256,367,000","267,454,000","273,690,000","164,202,000","150,213,000","165,786,000","155,704,000","145,001,000","127,171,000","122,652,000","115,616,000","107,869,000","101,370,000","107,791,000","93,870,000","101,674,000","114,545,000","84,401,000","80,266,000","76,555,000","73,866,000","86,120,000","81,308,000","81,617,000","80,196,000","78,055,000","74,615,000","75,016,000","76,254,000","69,867,000","64,184,000","67,487,000","69,789,000","68,628,000","66,599,000","68,942,000","59,860,000","60,975,000","59,084,000","56,698,000","56,264,000","56,100,000","56,002,000","51,109,000","50,500,000","48,800,000","46,500,000","44,900,000","47,400,000","49,300,000","47,000,000","46,400,000","46,600,000","39,100,000","34,500,000","37,600,000","38,300,000","34,700,000","37,000,000","33,200,000","28,000,000"
		CashCashEquivalentsAndShortTermInvestments,"541,305,000","716,997,000","564,660,000","649,458,000","662,093,000","731,704,000","625,690,000","518,624,000","356,972,000","403,571,000","322,286,000","228,960,000","280,627,000","190,282,000","177,468,000","140,571,000","159,937,000","127,462,000","78,091,000","33,833,000","47,551,000","10,171,000","15,014,000","10,673,000","7,133,000","11,472,000","11,412,000","12,789,000","113,038,000","34,787,000","8,169,000","19,789,000","41,244,000","30,174,000","12,104,000","7,370,000","29,183,000","12,857,000","6,902,000","11,015,000","54,219,000","75,850,000","42,262,000","28,664,000","88,143,000","5,450,000","5,057,000","4,783,000","9,469,000","4,171,000","3,641,000","3,945,000","3,615,000","28,965,000","39,912,000","37,313,000","38,426,000","30,703,000","16,537,000","16,814,000","56,260,000","87,724,000","83,145,000","93,363,000","1,069,000","986,000","6,403,000","1,037,000","2,539,000","742,000","3,094,000","1,180,000","1,054,000","1,051,000","8,592,000","949,000","6,549,000","19,259,000","829,000","1,075,000","958,000","761,000","6,017,000","2,896,000","1,089,000","585,000","871,000","873,000","950,000","781,000","618,000","645,000","663,000","659,000","744,000","5,407,000","8,885,000","674,000","798,000","648,000","851,000","1,353,000","1,700,000","4,027,000","1,229,000","1,000,000","1,300,000","1,400,000","1,200,000","2,400,000","1,000,000","1,700,000","2,700,000","5,600,000","5,900,000","4,500,000","8,900,000","9,300,000","8,000,000","10,900,000","7,200,000","2,600,000"
			CashAndCashEquivalents,"262,122,000","462,564,000","339,761,000","484,204,000","351,900,000","401,430,000","420,396,000","518,624,000","356,972,000","403,571,000","322,286,000","228,960,000","280,627,000","190,282,000","177,468,000","140,571,000","159,937,000","127,462,000","78,091,000","33,833,000","47,551,000","10,171,000","15,014,000","10,673,000","7,133,000","11,472,000","11,412,000","12,789,000","113,038,000","34,787,000","8,169,000","19,789,000","41,244,000","30,174,000","12,104,000","7,370,000","29,183,000","12,857,000","6,902,000","11,015,000","54,219,000","75,850,000","42,262,000","28,664,000","88,143,000","5,450,000","5,057,000","4,783,000","9,469,000","4,171,000","3,641,000","3,945,000","3,615,000","24,104,000","30,943,000","35,231,000","34,840,000","6,328,000","977,000","1,289,000","1,990,000","2,564,000","3,604,000","4,913,000","1,069,000","986,000","6,403,000","1,037,000","2,539,000","742,000","3,094,000","1,180,000","1,054,000","1,051,000","8,592,000","949,000","6,549,000","19,259,000","829,000","1,075,000","958,000","761,000","6,017,000","2,896,000","1,089,000","585,000","871,000","873,000","950,000","781,000","618,000","645,000","663,000","659,000","744,000","5,407,000","8,885,000","674,000","798,000","648,000","851,000","1,353,000","1,700,000","4,027,000","1,229,000","1,000,000","1,300,000","1,400,000","1,200,000","2,400,000","1,000,000","1,700,000","2,700,000","5,600,000","5,900,000","4,500,000","8,900,000","9,300,000","8,000,000","10,900,000","7,200,000","2,600,000"
			OtherShortTermInvestments,"279,183,000","254,433,000","224,899,000","165,254,000","310,193,000","330,274,000","205,294,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","4,861,000","8,969,000","2,082,000","3,586,000","24,375,000","15,560,000","15,525,000","54,270,000","85,160,000","79,541,000","88,450,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"681,389,000","599,102,000","654,049,000","600,056,000","505,678,000","454,222,000","462,924,000","395,785,000","427,613,000","408,165,000","438,075,000","458,145,000","455,333,000","468,260,000","482,207,000","464,279,000","418,474,000","415,781,000","399,387,000","370,200,000","337,891,000","334,489,000","342,825,000","327,499,000","316,204,000","345,048,000","357,796,000","339,779,000","325,150,000","347,900,000","329,481,000","306,205,000","288,572,000","258,294,000","275,484,000","270,843,000","250,317,000","220,363,000","253,824,000","244,006,000","230,650,000","217,922,000","235,687,000","222,898,000","198,601,000","180,700,000","178,651,000","165,695,000","150,422,000","140,918,000","158,625,000","152,585,000","145,643,000","146,536,000","184,164,000","190,056,000","168,596,000","158,161,000","173,064,000","163,104,000","149,946,000","144,991,000","157,455,000","152,537,000","136,413,000","127,199,000","126,579,000","121,901,000","112,617,000","97,038,000","96,152,000","89,489,000","82,854,000","75,578,000","78,681,000","71,917,000","72,786,000","68,005,000","68,163,000","64,360,000","59,608,000","52,158,000","65,014,000","63,645,000","62,464,000","58,723,000","62,037,000","59,271,000","58,932,000","56,144,000","55,998,000","50,799,000","52,782,000","51,179,000","54,747,000","48,966,000","47,685,000","44,891,000","48,747,000","46,590,000","43,108,000","40,873,000","43,400,000","41,482,000","39,380,000","37,400,000","34,900,000","32,300,000","30,400,000","30,600,000","37,600,000","34,700,000","32,000,000","28,900,000","27,700,000","24,700,000","23,500,000","22,700,000","22,800,000","22,100,000","21,600,000","19,900,000"
			AccountsReceivable,"669,042,000","567,474,000","591,783,000","548,749,000","496,125,000","444,653,000","453,346,000","387,260,000","419,128,000","397,579,000","425,850,000","449,984,000","447,242,000","427,569,000","466,455,000","456,906,000","412,932,000","394,169,000","391,858,000","363,807,000","332,157,000","320,087,000","333,041,000","319,019,000","311,650,000","310,501,000","337,706,000","330,091,000","317,705,000","303,170,000","322,395,000","302,262,000","285,249,000","248,069,000","268,223,000","267,690,000","248,225,000","219,039,000","248,254,000","241,433,000","228,398,000","213,481,000","222,525,000","212,535,000","196,694,000","172,989,000","176,595,000","162,703,000","148,041,000","136,822,000","150,175,000","144,152,000","138,408,000","139,211,000","179,937,000","185,236,000",,"151,627,000",,,,"141,087,000",,,,"124,744,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"681,160,000","577,329,000","602,131,000","558,664,000","505,623,000","453,632,000","463,632,000","396,293,000","428,592,000","406,445,000","435,129,000","460,003,000","457,457,000","437,482,000","476,371,000","466,939,000","422,675,000","403,634,000","401,173,000","372,250,000","340,868,000","328,433,000","341,215,000","326,781,000","320,575,000","319,477,000","346,943,000","339,488,000","327,443,000","312,239,000","331,866,000","311,677,000","293,604,000","256,136,000","276,935,000","276,008,000","256,527,000","227,600,000","257,790,000","250,866,000","237,512,000","222,654,000","231,518,000","221,438,000","206,127,000","181,464,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-12,118,000","-9,855,000","-10,348,000","-9,915,000","-9,498,000","-8,979,000","-10,286,000","-9,033,000","-9,464,000","-8,866,000","-9,279,000","-10,019,000","-10,215,000","-9,913,000","-9,916,000","-10,033,000","-9,743,000","-9,465,000","-9,315,000","-8,443,000","-8,711,000","-8,346,000","-8,174,000","-7,762,000","-8,925,000","-8,976,000","-9,237,000","-9,397,000","-9,738,000","-9,069,000","-9,471,000","-9,415,000","-8,355,000","-8,067,000","-8,712,000","-8,318,000","-8,302,000","-8,561,000","-9,536,000","-9,433,000","-9,114,000","-9,173,000","-8,993,000","-8,903,000","-9,433,000","-8,475,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"0","19,218,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
