name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
TotalRevenue,"2,522,100,000","753,600,000","659,100,000","581,400,000","528,000,000","444,000,000","389,100,000","392,900,000","401,900,000","421,200,000","435,400,000","438,000,000","473,100,000","490,000,000","486,900,000","481,800,000","470,000,000","454,500,000","433,847,000","400,645,000","388,802,000","365,786,000","339,836,000","333,650,000","326,754,000","318,854,000","383,915,000","454,540,000","523,491,000","587,911,000","551,239,000","500,632,000","458,324,000","420,847,000","401,174,000","399,928,000","331,937,000","321,274,000","317,667,000","304,635,000","323,619,000","326,190,000","318,164,000","345,646,000","366,277,000","326,337,000","316,851,000","279,178,000","287,853,000","285,389,000","256,814,000","228,699,000","189,153,000","224,587,000","402,198,000","552,239,000","545,197,000","471,142,000","432,130,000","454,371,000","464,005,000","447,657,000","424,367,000","381,277,000","405,976,000","346,946,000","292,874,000","270,836,000","283,256,000","285,396,000","290,603,000","274,317,000","263,733,000","232,094,000","205,815,000","201,488,000","196,167,000","179,009,000","174,909,000","176,992,000","180,336,000","179,100,000","171,942,000","183,371,000","188,919,000","110,690,000","111,980,000","111,103,000","109,065,000","96,449,000","80,900,000","153,000,000","169,000,000","163,400,000","154,400,000","162,700,000","156,800,000","176,400,000","168,300,000","169,700,000","191,500,000","191,500,000","184,900,000","156,600,000","166,000,000","181,400,000"
	OperatingRevenue,"2,522,100,000","753,600,000","659,100,000","581,400,000","528,000,000","444,000,000","389,100,000","392,900,000","401,900,000","421,200,000","435,400,000","438,000,000","473,100,000","490,000,000","486,900,000","481,800,000","470,000,000","454,500,000","433,847,000","400,645,000","388,802,000","365,786,000","339,836,000","333,650,000","326,754,000","318,854,000","383,915,000","454,540,000","523,491,000","587,911,000","551,239,000","500,632,000","458,324,000","420,847,000","401,174,000","399,928,000","331,937,000","321,274,000","317,667,000","304,635,000","323,619,000","326,190,000","318,164,000","345,646,000","366,277,000","326,337,000","316,851,000","279,178,000","287,853,000","285,389,000","256,814,000","228,699,000","189,153,000","224,587,000","402,198,000","552,239,000","545,197,000","471,142,000","432,130,000","454,371,000","464,005,000","447,657,000","424,367,000","381,277,000","405,976,000","346,946,000","292,874,000","270,836,000","283,256,000","285,396,000","290,603,000","274,317,000","263,733,000","232,094,000","205,815,000","201,488,000","196,167,000","179,009,000","174,909,000","176,992,000","180,336,000","179,100,000","171,942,000","183,371,000","188,919,000","110,690,000","111,980,000","111,103,000","109,065,000","96,449,000","80,900,000","153,000,000","169,000,000","163,400,000","154,400,000","162,700,000","156,800,000","176,400,000","168,300,000","169,700,000","191,500,000","191,500,000","184,900,000","156,600,000","166,000,000","181,400,000"
CostOfRevenue,"2,284,000,000","660,400,000","589,700,000","526,800,000","507,100,000","464,700,000","390,300,000","420,000,000","414,900,000","416,400,000","428,700,000","451,700,000","477,200,000","502,800,000","546,200,000","493,600,000","436,300,000","440,000,000","385,955,000","359,243,000","366,342,000","348,935,000","334,779,000","351,262,000","321,172,000","321,906,000","402,616,000","496,963,000","515,149,000","493,816,000","461,243,000","424,918,000","419,820,000","422,605,000","385,889,000","387,574,000","337,635,000","303,692,000","301,124,000","301,385,000","317,662,000","305,598,000","331,796,000","334,322,000","316,763,000","284,021,000","275,716,000","263,409,000","266,337,000","251,413,000","242,539,000","231,051,000","194,380,000","296,948,000","464,776,000","430,256,000","388,973,000","375,147,000","372,207,000","369,875,000","355,613,000","337,005,000","331,291,000","310,303,000","297,972,000","270,478,000","258,170,000","240,778,000","237,908,000","234,788,000","239,738,000","230,948,000","218,542,000","195,045,000","183,299,000","191,448,000","188,391,000","171,303,000","167,361,000","176,745,000","175,380,000","171,792,000","180,895,000","178,459,000","172,632,000","102,228,000","99,970,000","99,023,000","97,320,000","85,431,000","78,300,000","155,600,000","164,300,000","156,000,000","142,800,000","151,300,000","140,000,000","158,000,000","158,900,000","167,000,000","175,500,000","178,800,000","169,400,000","149,700,000","146,700,000","159,400,000"
GrossProfit,"238,100,000","93,200,000","69,400,000","54,600,000","20,900,000","-20,700,000","-1,200,000","-27,100,000","-13,000,000","4,800,000","6,700,000","-13,700,000","-4,100,000","-12,800,000","-59,300,000","-11,800,000","33,700,000","14,500,000","47,892,000","41,402,000","22,460,000","16,851,000","5,057,000","-17,612,000","5,582,000","-3,052,000","-18,701,000","-42,423,000","8,342,000","94,095,000","89,996,000","75,714,000","38,504,000","-1,758,000","15,285,000","12,354,000","-5,698,000","17,582,000","16,543,000","3,250,000","5,957,000","20,592,000","-13,632,000","11,324,000","49,514,000","42,316,000","41,135,000","15,769,000","21,516,000","33,976,000","14,275,000","-2,352,000","-5,227,000","-72,361,000","-62,578,000","121,983,000","156,224,000","95,995,000","59,923,000","84,496,000","108,392,000","110,652,000","93,076,000","70,974,000","108,004,000","76,468,000","34,704,000","30,058,000","45,348,000","50,608,000","50,865,000","43,369,000","45,191,000","37,049,000","22,516,000","10,040,000","7,776,000","7,706,000","7,548,000","247,000","4,956,000","7,308,000","-8,953,000","4,912,000","16,287,000","8,462,000","12,010,000","12,080,000","11,745,000","11,018,000","2,600,000","-2,600,000","4,700,000","7,400,000","11,600,000","11,400,000","16,800,000","18,400,000","9,400,000","2,700,000","16,000,000","12,700,000","15,500,000","6,900,000","19,300,000","22,000,000"
OperatingExpense,"53,900,000","11,900,000","18,900,000","14,300,000","8,800,000","16,200,000","12,000,000","10,800,000","12,000,000","8,600,000","9,600,000","11,500,000","12,200,000","15,000,000","9,100,000","8,300,000","12,200,000","11,000,000","11,919,000","14,431,000","9,532,000","11,675,000","12,481,000","10,611,000","10,523,000","10,506,000","9,785,000","13,103,000","12,613,000","14,050,000","23,145,000","13,563,000","12,492,000","12,476,000","23,916,000","16,596,000","18,172,000","17,395,000","13,898,000","16,570,000","10,968,000","12,180,000","17,346,000","10,609,000","18,557,000","4,725,000","-38,490,000","15,582,000","10,964,000","16,716,000","21,106,000","-44,204,000","20,437,000","34,452,000","4,253,000","11,253,000","13,851,000","18,866,000","16,675,000","13,372,000","14,445,000","12,967,000","10,724,000","8,144,000","8,376,000","12,119,000","9,827,000","8,104,000","8,046,000","-14,699,000","7,950,000","7,567,000","3,991,000","-7,412,000","-29,740,000","448,000","4,297,000","45,828,000","3,562,000","4,282,000","3,761,000","4,177,000","4,087,000","5,585,000","5,335,000","3,591,000","7,775,000","7,373,000","6,942,000","6,236,000","7,700,000","10,000,000","9,800,000","10,100,000","11,000,000","9,300,000","9,200,000","9,400,000","8,700,000","8,000,000","10,400,000","9,100,000","11,700,000","8,400,000","8,700,000","7,700,000"
	SellingGeneralAndAdministration,"53,200,000","11,700,000","18,600,000","14,200,000","8,700,000","16,100,000","11,800,000","11,000,000","11,800,000","8,900,000","9,200,000","11,600,000","11,900,000","14,700,000","8,700,000","8,800,000","12,000,000","10,700,000","11,398,000","13,994,000","9,352,000","10,702,000","10,961,000","9,733,000","9,945,000","9,625,000","8,566,000","11,566,000","10,012,000","11,971,000","16,369,000","12,146,000","10,618,000","10,062,000","21,602,000","14,422,000","15,154,000","16,299,000","10,571,000","9,182,000","7,151,000","8,459,000","8,916,000","7,950,000","18,557,000","10,609,000","11,101,000","12,486,000","10,964,000","12,251,000","15,093,000","11,395,000","11,271,000","10,120,000","4,253,000","11,253,000","13,851,000","18,866,000","19,136,000","13,372,000","14,445,000","12,967,000","10,724,000","8,144,000","8,376,000","12,119,000","9,827,000","8,104,000","8,046,000","8,796,000","7,950,000","7,567,000","3,991,000","5,408,000","8,683,000","3,929,000","4,086,000","4,135,000","3,562,000","4,282,000","3,761,000","4,177,000","4,087,000","5,585,000","5,335,000","3,591,000","4,106,000","3,370,000","3,070,000","3,385,000","4,900,000","5,400,000","4,300,000","4,300,000","6,000,000","4,400,000","4,300,000","4,500,000","4,200,000","3,700,000","5,600,000","4,300,000","7,400,000","3,800,000","4,200,000","3,100,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,669,000","4,003,000","3,872,000","2,851,000","2,800,000","4,600,000","5,500,000","5,800,000","5,000,000","4,900,000","4,900,000","4,900,000","4,500,000","4,300,000","4,800,000","4,800,000","4,300,000","4,600,000","4,500,000","4,600,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,669,000","4,003,000","3,872,000","2,851,000","2,800,000","4,600,000","5,500,000","5,800,000","5,000,000","4,900,000","4,900,000","4,900,000","4,500,000","4,300,000","4,800,000","4,800,000","4,300,000","4,600,000","4,500,000","4,600,000"
	OtherOperatingExpenses,"700,000","200,000","300,000","100,000","100,000","100,000","200,000","-200,000","200,000","-300,000","400,000","-100,000","300,000","300,000",,"-500,000","200,000","300,000","521,000","437,000","180,000","973,000","1,520,000","878,000","578,000","881,000","1,219,000","1,537,000","2,601,000","2,079,000","6,776,000","1,417,000","1,874,000","2,414,000","2,314,000","2,174,000","3,018,000","1,096,000","3,327,000","7,388,000","3,817,000","3,721,000",,"2,659,000","-5,205,000","-5,884,000","-49,591,000","3,096,000","4,644,000","4,465,000","6,013,000","-55,599,000","9,166,000","24,332,000",,,,,,,,,,,,,,,,"-23,495,000",,,,"-12,820,000",,"-3,481,000","211,000","41,693,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"184,200,000","81,300,000","50,500,000","40,300,000","12,100,000","-36,900,000","-13,200,000","-37,900,000","-25,000,000","-3,800,000","-2,900,000","-25,200,000","-16,300,000","-27,800,000","-68,400,000","-20,100,000","21,500,000","3,500,000","35,973,000","26,971,000","12,928,000","5,176,000","-7,424,000","-28,223,000","-4,941,000","-13,558,000","-28,486,000","-55,526,000","-4,271,000","80,045,000","66,851,000","62,151,000","26,012,000","-14,234,000","-8,631,000","-4,242,000","-23,870,000","187,000","2,645,000","-13,320,000","-5,011,000","8,412,000","-30,978,000","715,000","30,957,000","37,591,000","79,625,000","187,000","10,552,000","17,260,000","-6,831,000","41,852,000","-25,664,000","-106,813,000","-66,831,000","110,730,000","142,373,000","77,129,000","43,248,000","71,124,000","93,947,000","97,685,000","82,352,000","62,830,000","99,628,000","64,349,000","24,877,000","21,954,000","37,302,000","65,307,000","42,915,000","35,802,000","41,200,000","44,461,000","52,256,000","9,592,000","3,479,000","-38,122,000","3,986,000","-4,035,000","1,195,000","3,131,000","-13,040,000","-673,000","10,952,000","4,871,000","4,235,000","4,707,000","4,803,000","4,782,000","-5,100,000","-12,600,000","-5,100,000","-2,700,000","600,000","2,100,000","7,600,000","9,000,000","700,000","-5,300,000","5,600,000","3,600,000","3,800,000","-1,500,000","10,600,000","14,300,000"
